osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,access
429545233,A-7054,Carretera Pizarra-Coín,secondary,False,True,12.28,"LINESTRING (-4.7105347 36.763804, -4.7106158 36.7637147)",,,
1191850276,A-7054,Carretera Pizarra-Coín,secondary,True,False,20.742,"LINESTRING (-4.7105347 36.763804, -4.7104033 36.763958)",,,
149630807,A-7054,Álora Ventorro,secondary,False,True,161.326,"LINESTRING (-4.7090881 36.7706782, -4.7096479 36.7692984)",,,
1229502905,A-7054,Álora Ventorro,secondary,True,False,21.852,"LINESTRING (-4.7090881 36.7706782, -4.7089905 36.7708585)",,,
207632171,,Calle Ingeniero Esteban Maes,residential,False,False,201.403,"LINESTRING (-4.7098596 36.7692853, -4.7105568 36.7675623)",,,
207632171,,Calle Ingeniero Esteban Maes,residential,False,True,138.959,"LINESTRING (-4.7098596 36.7692853, -4.7096097 36.7698394, -4.7096144 36.7699513, -4.7099475 36.7704306)",,,
439915809,,Calle Esperanza,residential,False,True,166.73600000000002,"LINESTRING (-4.7098596 36.7692853, -4.7114641 36.7696997, -4.7115992 36.7698022)",,,
75901645,,Calle Miguel Hernández,residential,False,False,43.715,"LINESTRING (-4.7085548 36.7632037, -4.7080663 36.7632412)",,,
75901645,,Calle Miguel Hernández,residential,False,True,48.467,"LINESTRING (-4.7085548 36.7632037, -4.7090964 36.7631621)",,,
75901674,,Calle García Lorca,residential,False,False,76.119,"LINESTRING (-4.7085548 36.7632037, -4.7084631 36.7625231)",,,
75901674,,Calle García Lorca,residential,False,True,144.221,"LINESTRING (-4.7085548 36.7632037, -4.7087253 36.7644935)",,,
75901632,,Calle La Peña,residential,False,False,16.785,"LINESTRING (-4.710633 36.7634395, -4.7107669 36.7635457)",,,
75901673,,Calle Dámaso Alonso,residential,False,True,15.579,"LINESTRING (-4.710633 36.7634395, -4.7105351 36.7635556)",,,
75901673,,Calle Dámaso Alonso,residential,False,False,124.386,"LINESTRING (-4.710633 36.7634395, -4.710669 36.7633969, -4.7113134 36.7625594, -4.7113508 36.7624816)",,,
246922338,,Calle Cinco de Noviembre,residential,True,False,22.853,"LINESTRING (-4.7090645 36.7666608, -4.7089649 36.7664714)",,,
256424158,,Calle Estrecho,tertiary,False,False,43.638000000000005,"LINESTRING (-4.7090645 36.7666608, -4.7094711 36.7666461, -4.7095539 36.7666431)",,,
75901654,,Calle Rodríguez de la Fuente,residential,False,False,102.076,"LINESTRING (-4.7098196 36.7651108, -4.7097272 36.7641958)",,,
75901645,,Calle Miguel Hernández,residential,False,False,43.103,"LINESTRING (-4.7101335 36.7630607, -4.7096532 36.7631077)",,,
75901645,,Calle Miguel Hernández,residential,False,True,8.66,"LINESTRING (-4.7101335 36.7630607, -4.71023 36.7630513)",,,
75901678,,Calle Tierno Galván,residential,False,False,75.35,"LINESTRING (-4.7101335 36.7630607, -4.7100347 36.7623877)",,,
256424158,,Calle Estrecho,tertiary,False,True,24.312,"LINESTRING (-4.7103509 36.7665878, -4.7100784 36.7666001)",,,
75901676,,Calle Derechos Humanos,residential,False,False,149.224,"LINESTRING (-4.7103509 36.7665878, -4.7102841 36.7659376, -4.710195 36.7652517)",,,
75901676,,Calle Derechos Humanos,residential,False,True,171.58800000000002,"LINESTRING (-4.7103509 36.7665878, -4.7103127 36.7669516, -4.7102222 36.7671992, -4.7100271 36.7677181, -4.7098835 36.7680783)",,,
256424158,,Calle Estrecho,tertiary,False,False,23.914,"LINESTRING (-4.7103509 36.7665878, -4.7105174 36.7665803, -4.7106162 36.7665996)",,,
75901643,,Calle Blas Infante,residential,False,True,8.754,"LINESTRING (-4.7086475 36.7652376, -4.7087438 36.7652219)",,,
207636355,,Calle López de Uralde,residential,False,False,15.967,"LINESTRING (-4.7073094 36.7678294, -4.707431 36.7679349)",,,
207636352,,Calle Ermita,residential,False,True,67.233,"LINESTRING (-4.7073094 36.7678294, -4.7069731 36.7680463, -4.7067629 36.7682428)",,,
207636355,,Calle López de Uralde,residential,False,True,109.35299999999998,"LINESTRING (-4.7073094 36.7678294, -4.7071518 36.7676684, -4.7071163 36.767638, -4.7070579 36.7676268, -4.7066945 36.7677073, -4.7063005 36.7677706, -4.7062205 36.7677824)",,,
