osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,ref,bridge,junction,tunnel
4281376,Ipurua kalea,residential,False,False,97.617,"LINESTRING (-2.4748005 43.1818677, -2.4750801 43.1814467, -2.475293 43.1810671)",,,,,,,
8108808,Sostoatarren kalea,residential,False,False,102.065,"LINESTRING (-2.4748005 43.1818677, -2.4746611 43.1819202, -2.4736419 43.1822256)",,,,,,,
"[4358932, 4359175]","['Juan Gisasola kalea', 'Sostoatarren kalea']",residential,False,True,168.156,"LINESTRING (-2.4734309 43.1822885, -2.4733558 43.1822973, -2.4732401 43.1823058, -2.4730554 43.1822928, -2.4728892 43.1822491, -2.4727519 43.18217, -2.4724649 43.1819357, -2.4722144 43.1816969, -2.4721798 43.181665, -2.4720912 43.1815895, -2.4720001 43.1815423, -2.4719049 43.1815325, -2.4718056 43.181547)",2,,,,,,
8108808,Sostoatarren kalea,residential,False,True,18.483,"LINESTRING (-2.4734309 43.1822885, -2.473465 43.1822781, -2.4735463 43.1822534, -2.4736419 43.1822256)",,,,,,,
8915827,Sostoatarren kalea,residential,True,False,18.899,"LINESTRING (-2.4734309 43.1822885, -2.4735682 43.1823125, -2.4736578 43.1823274)",,,,,,,
4358795,Romualdo Galdos kalea,residential,True,False,283.591,"LINESTRING (-2.4754251 43.1824974, -2.4757681 43.1826612, -2.4759137 43.1827295, -2.4764328 43.1828703, -2.4765621 43.1828962, -2.4767646 43.1829269, -2.4769141 43.1829501, -2.4771085 43.1829655, -2.4772587 43.1829802, -2.4773582 43.182983, -2.4777191 43.1829893, -2.4777898 43.1829905, -2.478221 43.1829787, -2.4787714 43.1829163)",,30,,,,,
4359089,Egigurentarren kalea,residential,False,True,38.578,"LINESTRING (-2.4754251 43.1824974, -2.47536 43.1825239, -2.4752656 43.182565, -2.475197 43.182618, -2.4751657 43.1826636, -2.4751776 43.1827517)",,,,,,,
4359089,Egigurentarren kalea,residential,False,False,38.578,"LINESTRING (-2.4751776 43.1827517, -2.4751657 43.1826636, -2.475197 43.182618, -2.4752656 43.182565, -2.47536 43.1825239, -2.4754251 43.1824974)",,,,,,,
"[4359089, 4358820]","['Jose Antonio Gisasola kalea', 'Egigurentarren kalea']",residential,False,True,206.73300000000003,"LINESTRING (-2.4751776 43.1827517, -2.4752036 43.1828353, -2.4752211 43.1828914, -2.4752759 43.1830643, -2.4753281 43.183114, -2.4753645 43.1831486, -2.4754221 43.1831828, -2.4754782 43.1832062, -2.4755329 43.1832143, -2.4760313 43.1832703, -2.4767615 43.1833523, -2.4768283 43.1833652, -2.4769063 43.1833833, -2.4769534 43.1834337, -2.476964 43.1834871, -2.4769741 43.1835757, -2.4769818 43.1836454)",,,,,,,
4359090,Egigurentarren kalea,residential,False,False,99.203,"LINESTRING (-2.4751776 43.1827517, -2.4747226 43.1828137, -2.4746896 43.1828182, -2.4744485 43.182851, -2.4743592 43.1828632, -2.474176 43.1828881, -2.4739766 43.1829215)",,,,,,,
778483807,Isasi kalea,tertiary,True,False,83.51400000000001,"LINESTRING (-2.4780079 43.1835807, -2.4778535 43.1835942, -2.4769818 43.1836454)",1,30,,,,,
4360672,,residential,True,False,17.62,"LINESTRING (-2.4787714 43.1829163, -2.4787976 43.1829794, -2.4787887 43.1830717)",,,,,,,
24356698,,residential,True,False,20.874000000000002,"LINESTRING (-2.4787714 43.1829163, -2.4788329 43.1829025, -2.4788962 43.1828968, -2.4790236 43.182913)",,,,,,,
24356699,,residential,True,False,25.964,"LINESTRING (-2.4790236 43.182913, -2.4787887 43.1830717)",,,,,,,
81086419,,residential,False,True,39.266999999999996,"LINESTRING (-2.4790236 43.182913, -2.4791641 43.1828481, -2.4792554 43.1827731, -2.4792778 43.1827371, -2.4793312 43.1826537)",,,,,,,
24356699,,residential,True,False,48.055,"LINESTRING (-2.4787887 43.1830717, -2.4784015 43.1833176, -2.4783477 43.18336)",,,,,,,
4360668,,residential,True,False,24.773,"LINESTRING (-2.4784081 43.1835285, -2.4785425 43.1835703, -2.4786623 43.183647)",,,,,,,
778483807,Isasi kalea,tertiary,True,False,32.975,"LINESTRING (-2.4784081 43.1835285, -2.4782338 43.1835472, -2.4780079 43.1835807)",1,30,,,,,
24356697,Santaiñes kalea,residential,True,False,31.732,"LINESTRING (-2.4794058 43.1823476, -2.4793066 43.1823643, -2.4790209 43.1823986)",,,,,,,
81086420,,residential,True,False,10.585,"LINESTRING (-2.4794058 43.1823476, -2.4793574 43.1823909, -2.479344 43.182429)",,,,,,,
"[67295456, 4358911]","['Santaiñes kalea', 'Indalezio Ojanguren kalea']",residential,True,False,354.30500000000006,"LINESTRING (-2.4790209 43.1823986, -2.4786947 43.1824228, -2.4784665 43.1824397, -2.4779099 43.1824851, -2.4777675 43.1824912, -2.477568 43.1824865, -2.477367 43.1824803, -2.4772049 43.1824686, -2.4770389 43.1824495, -2.4769009 43.1824285, -2.4767553 43.1823968, -2.4761462 43.1822319, -2.4758991 43.1821639, -2.4748945 43.181893, -2.4748005 43.1818677)",,,,,,,
8363348,Fray Martin Mallea kalea,residential,True,False,10.796,"LINESTRING (-2.475293 43.1810671, -2.4752534 43.1809744)",,,,,,,
4281376,Ipurua kalea,residential,False,False,37.297,"LINESTRING (-2.475293 43.1810671, -2.4754476 43.1809999, -2.4755312 43.1809785, -2.4756148 43.1809618, -2.4757185 43.1809724)",,,,,,,
4281376,Ipurua kalea,residential,False,True,97.617,"LINESTRING (-2.475293 43.1810671, -2.4750801 43.1814467, -2.4748005 43.1818677)",,,,,,,
193199247,Legarre kalea,residential,False,True,84.679,"LINESTRING (-2.4777798 43.1850245, -2.4776305 43.1849446, -2.477417 43.1848835, -2.477206 43.1848374, -2.4770698 43.1848182, -2.4767995 43.1848054)",,,,,,,
"[263611021, 35604125]",,"['tertiary_link', 'tertiary']",False,False,201.188,"LINESTRING (-2.4777798 43.1850245, -2.4777187 43.1850603, -2.477671 43.185117, -2.4775426 43.1853636, -2.4774628 43.1855543, -2.4774664 43.1856526, -2.4775141 43.1858298, -2.4775693 43.1860069, -2.4776684 43.1863728, -2.4776876 43.1864524, -2.4777291 43.1866275, -2.4777532 43.1867568)",,,,,,,
"[4252066, 903756028, 904185613]",Egogain kalea,residential,True,False,106.64699999999999,"LINESTRING (-2.4756549 43.1842992, -2.4756434 43.1842418, -2.4756044 43.1840762, -2.4755557 43.1840326, -2.4755021 43.183985, -2.4753943 43.1839961, -2.4749055 43.1840395, -2.4746731 43.18409)",1,,,,,,
4363298,San Andres pasealekua,tertiary,True,False,300.889,"LINESTRING (-2.4756549 43.1842992, -2.4758639 43.1843122, -2.4761464 43.1843566, -2.4776654 43.184758, -2.4781877 43.1849053, -2.4783724 43.1849589, -2.4785616 43.1849893, -2.4788025 43.1850184, -2.4790115 43.1850127, -2.4791947 43.1849738)",1,50,,,,,
904185612,San Andres pasealekua,tertiary,True,False,74.325,"LINESTRING (-2.4747539 43.1844224, -2.4756549 43.1842992)",1,50,,,,,
12112695,San Juan kalea,tertiary,True,False,60.647,"LINESTRING (-2.4731713 43.1848217, -2.4733843 43.1847591, -2.4737329 43.1846566, -2.4738649 43.1846175)",2,,,,,,
