osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,width
240876956,True,2,Paseo de Isabel la Católica,residential,30,False,8.049,"LINESTRING (-4.7322647 41.6536129, -4.7321683 41.6536201)",,
240876955,True,1,Paseo de Isabel la Católica,secondary,30,False,16.787,"LINESTRING (-4.7322647 41.6536129, -4.7322831 41.653497, -4.7322856 41.6534628)",,
626415972,True,1,Paseo de Isabel la Católica,secondary,30,False,142.183,"LINESTRING (-4.7320608 41.6550278, -4.7321179 41.654648, -4.7322493 41.6537569)",,
608455519,True,2,Calle de las Angustias,residential,50,False,19.823,"LINESTRING (-4.7236286 41.6555755, -4.7235817 41.6554756, -4.7235484 41.6554076)",,
4594552,True,1,Calle de la Solanilla,residential,30,False,22.477,"LINESTRING (-4.7235902 41.6545633, -4.7233634 41.6544531)",,
175937030,True,2,Calle de las Angustias,residential,50,False,99.30000000000001,"LINESTRING (-4.7235902 41.6545633, -4.7239354 41.6542375, -4.7241194 41.6540638, -4.7243086 41.6538504)",,
"[4332984, 26803265, 60495535]",True,1,"['Calle de Leopoldo Cano', 'Calle Felipe II']",residential,30,False,279.235,"LINESTRING (-4.7244634 41.6536334, -4.7245354 41.6536591, -4.724557 41.6536669, -4.7252678 41.6539208, -4.7260698 41.6540406, -4.7261038 41.6540457, -4.7262396 41.6540714, -4.7262081 41.6541297, -4.7257241 41.6550266, -4.7256877 41.6550948)",,
34251576,True,1,Calle Echegaray,residential,30,False,16.998,"LINESTRING (-4.7244634 41.6536334, -4.7243472 41.6536573, -4.7242638 41.6536652)",,
608455520,False,3,Calle Bajada de la Libertad,residential,30,True,41.054,"LINESTRING (-4.7244634 41.6536334, -4.7245061 41.653575, -4.7245132 41.6535653, -4.7246202 41.6534135, -4.7246291 41.6534009, -4.7246526 41.6533676, -4.7246951 41.6533073)",,
"[4341632, 578433984]",True,2,"['Plaza del Ochavo', 'Calle de la Especería']",residential,30,False,53.087,"LINESTRING (-4.7277293 41.6527408, -4.7273556 41.6526223, -4.7273021 41.6526053, -4.7272572 41.6525911, -4.7271405 41.6525554)",,
26789566,True,,Calle del Val,residential,30,False,95.67299999999999,"LINESTRING (-4.7277293 41.6527408, -4.7276952 41.6531597, -4.7276834 41.6533039, -4.7276825 41.6533614, -4.7276816 41.6534198, -4.7276235 41.6534935, -4.7275459 41.653557, -4.7275379 41.6535635)",,
176392807,True,2,Calle de López Gómez,residential,50,False,110.701,"LINESTRING (-4.7231759 41.6510338, -4.7232694 41.6508965, -4.7237708 41.650143)",,
25912302,True,2,Plaza de España,residential,50,False,9.697,"LINESTRING (-4.7244357 41.649228, -4.7245238 41.6491708)",,
24432945,True,1,Calle de José María Lacort,residential,30,False,118.19800000000001,"LINESTRING (-4.7244357 41.649228, -4.7243532 41.6492159, -4.724323 41.6492114, -4.7239015 41.6491484, -4.7234559 41.6490928, -4.7230399 41.649024)",,
60495526,True,2,Plaza del Poniente,residential,30,False,14.05,"LINESTRING (-4.7321683 41.6536201, -4.7320776 41.6536195, -4.7319992 41.6536189)",,
"[175894530, 1130008531]",True,"['2', '3']",Paseo de Isabel la Católica,secondary,50,False,163.078,"LINESTRING (-4.7321683 41.6536201, -4.7321256 41.6538924, -4.7320444 41.6544109, -4.7320024 41.6547529, -4.731979 41.6549489, -4.7319473 41.6550769)",,
107747961,False,4,Calle Doctrinos,residential,30,False,8.482,"LINESTRING (-4.7328251 41.6496008, -4.7329255 41.6496146)",,
4580439,True,3,Paseo de Isabel la Católica,secondary,50,False,67.896,"LINESTRING (-4.7328251 41.6496008, -4.7327897 41.649716, -4.732777 41.6497574, -4.7327318 41.6499336, -4.7326727 41.6502005)",,
771865715,True,2,Calle de las Angustias,residential,50,False,144.915,"LINESTRING (-4.724911 41.6564578, -4.7248355 41.6564148, -4.7247552 41.6563568, -4.7247262 41.656336, -4.7246964 41.6563146, -4.7244073 41.6561194, -4.7238976 41.6557793, -4.7236286 41.6555755)",,
"[1064836240, 659425062]",True,1,Calle de Panaderos,tertiary,30,False,45.61,"LINESTRING (-4.7244549 41.6487349, -4.7244234 41.6486885, -4.7243076 41.6485238, -4.7242861 41.648491, -4.7242064 41.6483692)",,
36813639,True,2,Calle de la Divina Pastora,residential,50,False,103.839,"LINESTRING (-4.7242064 41.6483692, -4.7243039 41.6483303, -4.7251704 41.6479841, -4.7253074 41.6479274)",,
24432954,True,3,Calle de Miguel Íscar,tertiary,30,False,202.56900000000002,"LINESTRING (-4.7259453 41.6486462, -4.7260351 41.648635, -4.7261016 41.6486271, -4.7270349 41.64851, -4.7283497 41.6483449)",,
"[608455521, 297294857, 60440561, 31364113, 31364118, 24432957]",True,"['1', '2']","['Calle del Duque de la Victoria', 'Calle de Quiñones', 'Calle de la Lonja', 'Plaza de España']",residential,30,False,454.96900000000005,"LINESTRING (-4.7259453 41.6486462, -4.7260998 41.6490503, -4.7261231 41.6491115, -4.726212 41.6493506, -4.7262313 41.6494016, -4.7262929 41.6495682, -4.7268155 41.6510023, -4.7268964 41.6512243, -4.727137 41.6518384, -4.7271602 41.6518977, -4.7272097 41.6519754, -4.7273245 41.6521557, -4.7273341 41.6521871, -4.7273368 41.6522003, -4.7273327 41.6522135, -4.7272213 41.6524149, -4.7272091 41.652437, -4.7271405 41.6525554)",,
"[146413075, 1068669041, 303877771, 1249004653]",False,3,Plaza de España,tertiary,30,True,86.692,"LINESTRING (-4.7259453 41.6486462, -4.7257934 41.6486784, -4.725732 41.6486917, -4.7256347 41.6487064, -4.7254919 41.6487162, -4.7252896 41.6487327, -4.7251818 41.6487408, -4.7249161 41.6487607)",,
1191690396,True,2,Plaza de Madrid,tertiary,50,False,38.889,"LINESTRING (-4.7253074 41.6479274, -4.7255291 41.6480665, -4.7255903 41.6481074, -4.7256407 41.6481407, -4.7256636 41.6481542)",,
1064205917,True,3,Paseo de Isabel la Católica,secondary,50,False,17.612,"LINESTRING (-4.7322853 41.6527758, -4.7322642 41.6529334)",,
1086291748,True,1,Paseo de Isabel la Católica,residential,30,False,13.825,"LINESTRING (-4.7322853 41.6527758, -4.7324001 41.6526858)",,
24432954,True,3,Calle de Miguel Íscar,tertiary,30,False,70.428,"LINESTRING (-4.7283497 41.6483449, -4.7290576 41.648258, -4.7291159 41.6482518, -4.7291859 41.6482415)",,
"[26803297, 929940069]",True,"['1', '2']",Calle Bajada de la Libertad,residential,30,False,151.406,"LINESTRING (-4.7258416 41.6521511, -4.7257935 41.6521837, -4.7257656 41.6522027, -4.7252533 41.6525505, -4.7252188 41.6525899, -4.7249307 41.6529575, -4.7248268 41.6530997, -4.7248093 41.6531236, -4.7247811 41.6531622, -4.7247417 41.6532161)",,
"[804605986, 60318868, 60318871]",True,1,"['Calle de Fray Luis de León', 'Calle de Cánovas del Castillo']",residential,30,False,264.29999999999995,"LINESTRING (-4.7258416 41.6521511, -4.7256462 41.6521226, -4.7253848 41.6521017, -4.7247959 41.6520613, -4.7247152 41.6520062, -4.7246525 41.6519689, -4.7245627 41.6518864, -4.7243659 41.6517621, -4.7237613 41.6513892, -4.7232561 41.6510811, -4.7231759 41.6510338)",no,
146412148,True,2,Calle de López Gómez,residential,50,False,68.842,"LINESTRING (-4.7228063 41.6515879, -4.7231759 41.6510338)",,
172214713,True,1,Calle del Santuario,residential,30,False,102.35000000000001,"LINESTRING (-4.7226561 41.6497514, -4.723316 41.6499802, -4.7236135 41.6500833, -4.7237708 41.650143)",,
175264751,True,2,Calle de López Gómez,residential,50,False,115.77600000000001,"LINESTRING (-4.7237708 41.650143, -4.7243511 41.6493474, -4.7243617 41.6493329, -4.7243811 41.6493062, -4.7244357 41.649228)",,
26790095,True,2,Calle de San Benito,residential,30,False,105.42500000000001,"LINESTRING (-4.7291082 41.6541628, -4.7292228 41.6539948, -4.7293768 41.6537484, -4.7294994 41.6535721, -4.729493 41.6535032, -4.7294902 41.6534736, -4.7294856 41.6534495, -4.7294807 41.6534231, -4.729456 41.6533528, -4.7294168 41.6532931)",,
26790099,True,1,Calle del General Almirante,residential,30,False,140.48600000000002,"LINESTRING (-4.7291082 41.6541628, -4.7290342 41.6541664, -4.727892 41.6542221, -4.7274692 41.654241, -4.7274207 41.6542432)",,
"[60306712, 4332986]",True,1,"['Calle San Antonio de Padua', 'Plaza de los Arces']","['living_street', 'residential']","['20', '30']",False,98.77700000000002,"LINESTRING (-4.7274207 41.6542432, -4.727137 41.6542974, -4.7271089 41.6543028, -4.7270565 41.6543128, -4.7270347 41.6543828, -4.7269435 41.6546747, -4.7269744 41.6548324, -4.7269773 41.6548496, -4.7269864 41.6549083)",,
60612011,True,1,Calle de la Encarnación,residential,30,False,11.004,"LINESTRING (-4.7306792 41.6550096, -4.7308086 41.6550307)",,
26803265,True,1,Calle Felipe II,residential,30,False,75.361,"LINESTRING (-4.7256877 41.6550948, -4.7256108 41.6552351, -4.7253742 41.6556573, -4.7253627 41.6556777, -4.7253388 41.6557204)",,
"[61192148, 33822012, 36866583]",True,1,"['Plaza del Rosario', 'Calle Conde de Ribadeo', 'Calle de San Blas']",residential,30,False,279.96500000000003,"LINESTRING (-4.7256877 41.6550948, -4.7256133 41.6550967, -4.7250968 41.6551099, -4.7248643 41.6550551, -4.7244811 41.6549272, -4.7243402 41.6548795, -4.7242918 41.6548697, -4.7242118 41.6548585, -4.7241404 41.6550245, -4.7241158 41.6550857, -4.7241238 41.6551085, -4.7241578 41.6551433, -4.725253 41.6557128, -4.7253388 41.6557204)",,
26803265,True,1,Calle Felipe II,residential,30,False,89.594,"LINESTRING (-4.7253388 41.6557204, -4.7250147 41.6563344, -4.724911 41.6564578)",,
61192148,True,1,Calle Conde de Ribadeo,residential,30,False,57.543,"LINESTRING (-4.7253388 41.6557204, -4.7254024 41.6557395, -4.725893 41.6558867, -4.7259815 41.6559133)",,
"[60439121, 33822059, 26803237]",True,1,"['Calle del Conde Ansúrez', 'Calle de Macías Picavea', 'Calle Platería']",residential,30,False,252.81199999999998,"LINESTRING (-4.7246951 41.6533073, -4.7247857 41.6533127, -4.7248305 41.6533109, -4.7250796 41.6532903, -4.7252532 41.6532784, -4.7255735 41.6532853, -4.7262334 41.6534301, -4.726546 41.6534568, -4.7265983 41.6534613, -4.7265513 41.6535436, -4.7274801 41.6535623, -4.7275379 41.6535635)",,
608455520,False,3,Calle Bajada de la Libertad,residential,30,False,41.053999999999995,"LINESTRING (-4.7246951 41.6533073, -4.7246526 41.6533676, -4.7246291 41.6534009, -4.7246202 41.6534135, -4.7245132 41.6535653, -4.7245061 41.653575, -4.7244634 41.6536334)",,
26803310,True,1,Calle de Magaña,residential,30,False,94.24199999999999,"LINESTRING (-4.7236749 41.6536761, -4.7236736 41.6537432, -4.7236664 41.6541248, -4.7233634 41.6544531)",,
26803316,True,1,Calle de los Molinos,residential,30,False,96.607,"LINESTRING (-4.7297376 41.6527578, -4.7298196 41.6527396, -4.7304335 41.6526012, -4.7304611 41.6526069, -4.7306506 41.6526434, -4.7308607 41.6526626)",,
33820471,True,,Calle de Correos,residential,30,False,65.577,"LINESTRING (-4.7294168 41.6532931, -4.7294169 41.6532579, -4.7297376 41.6527578)",,
300582141,True,2,Plaza de la Rinconada,residential,30,False,84.334,"LINESTRING (-4.7294168 41.6532931, -4.7292335 41.653238, -4.7291767 41.6532209, -4.7286018 41.6530152, -4.7284946 41.6529769)",,
26803316,True,1,Calle de los Molinos,residential,30,False,39.022,"LINESTRING (-4.7292797 41.6528359, -4.7297376 41.6527578)",,
26803320,True,1,Calle Manzana,living_street,20,False,32.154,"LINESTRING (-4.7284946 41.6529769, -4.7284357 41.6526911)",,
179644946,True,2,Calle de la Cebadería,residential,30,False,68.795,"LINESTRING (-4.7284946 41.6529769, -4.7284667 41.6529669, -4.7281842 41.6528803, -4.7277293 41.6527408)",,
"[36726536, 805394129]",True,1,Calle de la Vega,residential,30,False,147.27300000000002,"LINESTRING (-4.7226833 41.647977, -4.7236285 41.6482934, -4.7240217 41.6484378, -4.7240765 41.6484535, -4.7241433 41.6484726, -4.724184 41.648461, -4.7242064 41.6483692)",,
60363995,True,1,Calle de Simón Aranda,residential,30,False,86.943,"LINESTRING (-4.7230399 41.649024, -4.7228073 41.6494649, -4.7226561 41.6497514)",,
60612011,True,1,Calle de la Encarnación,residential,30,False,130.505,"LINESTRING (-4.7291263 41.6548755, -4.7292621 41.654856, -4.7299234 41.654912, -4.7306792 41.6550096)",,
889070550,True,1,Calle de San Benito,residential,30,False,80.804,"LINESTRING (-4.7291263 41.6548755, -4.7290546 41.6547685, -4.7291082 41.6541628)",,
33646432,True,1,Calle de Mantilla,living_street,20,False,98.87700000000001,"LINESTRING (-4.7277896 41.6480212, -4.7287587 41.647701, -4.7288783 41.6476622)",,
33820864,True,1,Calle de Marina de Escobar,residential,30,False,59.24,"LINESTRING (-4.7277896 41.6480212, -4.7278206 41.6480416, -4.7282355 41.6483086, -4.7283497 41.6483449)",,
146405843,True,1,Plaza del Poniente,residential,30,False,128.0,"LINESTRING (-4.7307698 41.6535255, -4.7305161 41.6534024, -4.7304701 41.6533462, -4.7304217 41.6532602, -4.7304024 41.6531621, -4.7304083 41.6530389, -4.7304367 41.6529522, -4.7305012 41.6528506, -4.7305862 41.6527543, -4.7307063 41.6526987, -4.7308607 41.6526626)",,
"[661040947, 300582141]",True,2,"['Plaza del Poniente', 'Plaza de la Rinconada']",residential,30,False,116.34299999999999,"LINESTRING (-4.7307698 41.6535255, -4.73019 41.6534764, -4.7301524 41.6534738, -4.7300838 41.653469, -4.7300141 41.6534609, -4.7299505 41.6534535, -4.7294168 41.6532931)",,
4580439,True,3,Paseo de Isabel la Católica,secondary,50,False,288.19199999999995,"LINESTRING (-4.7326727 41.6502005, -4.7326616 41.6502963, -4.7326348 41.6505287, -4.7325915 41.6508349, -4.7325221 41.6512484, -4.7325072 41.6513362, -4.7324897 41.6514702, -4.7323921 41.6520548, -4.7323563 41.6523047, -4.7323392 41.6524236, -4.7323333 41.6524797, -4.7323231 41.6525502, -4.7323152 41.6525985, -4.7322853 41.6527758)",,
33755628,True,1,Calle Veinte de Febrero,living_street,30,False,162.315,"LINESTRING (-4.7326727 41.6502005, -4.7326331 41.6502021, -4.7325144 41.6502067, -4.7307218 41.6502767)",no,
1064205915,True,2,Plaza del Poniente,residential,30,False,20.555,"LINESTRING (-4.7310141 41.6535547, -4.7307698 41.6535255)",,
"[71460450, 72913644]",False,2,Plaza de San Miguel,living_street,20,True,35.163000000000004,"LINESTRING (-4.7270006 41.6552752, -4.726929 41.6551422, -4.7269247 41.6551341, -4.7269174 41.6550882, -4.72691 41.6550422, -4.7269136 41.6550246, -4.7269243 41.6549714)",,
"[33821930, 72913646]",True,1,"['Calle Gardoqui', 'Plaza de San Miguel']","['living_street', 'residential']","['20', '30']",False,123.77,"LINESTRING (-4.7270006 41.6552752, -4.7270319 41.6553139, -4.7270866 41.6553815, -4.7271812 41.6554503, -4.7272059 41.6554682, -4.7276259 41.6557676, -4.7273096 41.6560723, -4.7272725 41.656108)",,
"[72913651, 33821847]",True,1,"['Calle de la Concepción', 'Plaza de San Miguel']","['living_street', 'residential']","['20', '30']",False,144.2,"LINESTRING (-4.7272769 41.6548964, -4.7273016 41.6549251, -4.7273544 41.6549932, -4.7274041 41.6550575, -4.7274354 41.6550978, -4.7275276 41.6551534, -4.7275696 41.6551788, -4.7285425 41.6557657)",,
"[1210645976, 33821799]",True,1,"['Calle del Doctor Cazalla', 'Plaza de San Miguel']",residential,30,False,153.668,"LINESTRING (-4.7272769 41.6548964, -4.7275638 41.6548932, -4.7289279 41.6548777, -4.7291263 41.6548755)",,
71460449,True,1,Plaza de San Miguel,residential,30,False,24.171,"LINESTRING (-4.7269864 41.6549083, -4.7270983 41.6549045, -4.7271588 41.6549018, -4.7272769 41.6548964)",,
72913644,False,2,Plaza de San Miguel,living_street,20,False,8.745999999999999,"LINESTRING (-4.7269864 41.6549083, -4.7269522 41.654937, -4.7269243 41.6549714)",,
33822012,True,1,Calle de San Blas,residential,30,False,103.65100000000001,"LINESTRING (-4.7269243 41.6549714, -4.7267914 41.6549846, -4.7267668 41.6549871, -4.725854 41.6550782, -4.7257702 41.6550866, -4.7256877 41.6550948)",,
"[71460450, 72913644]",False,2,Plaza de San Miguel,living_street,20,False,35.163000000000004,"LINESTRING (-4.7269243 41.6549714, -4.7269136 41.6550246, -4.72691 41.6550422, -4.7269174 41.6550882, -4.7269247 41.6551341, -4.726929 41.6551422, -4.7270006 41.6552752)",,
72913644,False,2,Plaza de San Miguel,living_street,20,True,8.745999999999999,"LINESTRING (-4.7269243 41.6549714, -4.7269522 41.654937, -4.7269864 41.6549083)",,
60418540,True,1,Calle de San Ignacio,residential,30,False,116.63799999999999,"LINESTRING (-4.7285425 41.6557657, -4.7288698 41.6554843, -4.7289566 41.655404, -4.7290428 41.6553154, -4.7291389 41.6551483, -4.7291672 41.6550554, -4.729169 41.6549527, -4.7291263 41.6548755)",,
60418541,True,,Plaza de Santa Brígida,residential,30,False,50.239000000000004,"LINESTRING (-4.7272725 41.656108, -4.7272412 41.6561718, -4.7272151 41.6562251, -4.7270194 41.6565177)",,
