osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,access
25627161,True,1,Carrer de la Conquista,residential,False,73.372,"LINESTRING (2.2430424 41.4458301, 2.2424726 41.4462944, 2.2424464 41.4463157)",,,
6245381,True,1,Carrer de Jovellar,residential,False,61.842,"LINESTRING (2.2519912 41.4537251, 2.2520184 41.4537034, 2.2520911 41.4536456, 2.2522277 41.4535303, 2.252482 41.4533081)",30,,
27641458,False,4,Carrer de Sant Bru,primary,True,26.356,"LINESTRING (2.2519912 41.4537251, 2.2518856 41.453667, 2.2518553 41.4536503, 2.2517363 41.4535848)",30,N-II,
21562714,True,1,Carrer de Rivero,residential,False,53.57,"LINESTRING (2.253183 41.4526803, 2.2527152 41.4523499)",,,
6245392,True,1,Carrer d'en Prim,residential,False,38.701,"LINESTRING (2.2532289 41.4509517, 2.2529046 41.4512008)",,,
1053350637,False,,Carrer d'en Prim,residential,True,60.341,"LINESTRING (2.2532289 41.4509517, 2.2535978 41.4506542, 2.2537212 41.4505538)",,,
6245392,True,1,Carrer d'en Prim,residential,False,50.192,"LINESTRING (2.2529046 41.4512008, 2.252496 41.4515324)",,,
27641407,True,,Carrer de Francesc Planas i Casals,residential,False,39.32,"LINESTRING (2.2529046 41.4512008, 2.252586 41.45094)",,,
6245392,True,1,Carrer d'en Prim,residential,False,52.616,"LINESTRING (2.252496 41.4515324, 2.2520611 41.4518754)",,,
47092883,False,1,Carrer de Santiago Rusiñol,living_street,True,40.543,"LINESTRING (2.252496 41.4515324, 2.2521792 41.4512557)",,,
28934950,True,1,Carrer de Santiago Rusiñol,residential,False,76.927,"LINESTRING (2.252496 41.4515324, 2.2530922 41.4519948, 2.2531374 41.4520299)",,,
6245392,True,1,Carrer d'en Prim,residential,False,57.217,"LINESTRING (2.2520611 41.4518754, 2.25159 41.4522497)",,,
47092900,True,1,Carrer de Rivero,residential,False,40.463,"LINESTRING (2.2520611 41.4518754, 2.2517106 41.4516236)",,,
21562716,True,1,Carrer de la Llibertat,residential,False,74.75,"LINESTRING (2.25159 41.4522497, 2.2522349 41.4527169)",,,
6245392,True,1,Carrer d'en Prim,residential,False,33.054,"LINESTRING (2.25159 41.4522497, 2.2513684 41.4524278, 2.2513195 41.4524671)",,,
6245392,True,1,Carrer d'en Prim,residential,False,78.858,"LINESTRING (2.2513195 41.4524671, 2.2508001 41.4528729, 2.2507619 41.4529028, 2.2506645 41.4529789)",,,
30082000,True,1,Carrer de Madoz,residential,False,40.592999999999996,"LINESTRING (2.2513195 41.4524671, 2.2512852 41.4524426, 2.2509915 41.4522326, 2.2509671 41.4522151)",,,
166024476,True,2,Carrer d'en Prim,primary,False,80.424,"LINESTRING (2.2506645 41.4529789, 2.2505166 41.4530944, 2.2504909 41.4531145, 2.2499964 41.4535008)",50,N-II,
"[1230009922, 1230009923, 1230009924, 27641458]",False,4,Carrer de Sant Bru,primary,False,76.52599999999998,"LINESTRING (2.2506645 41.4529789, 2.2507517 41.4530293, 2.2508173 41.4530672, 2.2508479 41.4530848, 2.2510004 41.4531729, 2.2510414 41.4531965, 2.2511891 41.4532818, 2.2513175 41.4533562, 2.2513455 41.4533724, 2.2513917 41.4533991)",30,N-II,
27465561,True,3,Carrer del Germà Juli,primary,False,41.954,"LINESTRING (2.2499436 41.453546, 2.2497881 41.4534262, 2.2496633 41.4533378, 2.2496347 41.4533175, 2.2495854 41.453281)",50,N-II,
"[1107886513, 27526276]",False,1,Carrer de Sant Joaquim,living_street,True,165.87900000000002,"LINESTRING (2.2504089 41.4471532, 2.2502689 41.4470811, 2.2490556 41.446259, 2.2490307 41.4462421, 2.2489413 41.4461507)",,,destination
46257314,False,1,Carrer de Santa Teresa,living_street,True,84.71000000000001,"LINESTRING (2.2500556 41.4474626, 2.2501254 41.4474981, 2.2508847 41.4479032)",,,
46257315,False,1,Carrer de Cadis,living_street,True,82.157,"LINESTRING (2.2498885 41.4476202, 2.2504089 41.4478895, 2.2506692 41.4480686)",,,
30082510,False,1,Carrer de Sant Pere,living_street,True,158.523,"LINESTRING (2.2493815 41.4480849, 2.2497678 41.4484401, 2.2499875 41.4486421, 2.2505969 41.4491814)",,,
"[1185710114, 113952094]",True,2,Carrer de Francesc Layret,primary,False,62.411,"LINESTRING (2.249859 41.4523024, 2.249939 41.4523782, 2.2501796 41.4526064, 2.2503236 41.4527426)",50,N-II,
21259580,True,,Avinguda del President Lluís Companys,tertiary,False,95.047,"LINESTRING (2.2490025 41.4528668, 2.2491196 41.4527896, 2.2497516 41.4523731, 2.2497617 41.4523664, 2.2497938 41.4523453, 2.249859 41.4523024)",50,B-500,
520259266,True,3,Carrer de la Via Augusta,primary,False,90.239,"LINESTRING (2.2490025 41.4528668, 2.2485274 41.4525285, 2.2482904 41.4523597, 2.2482182 41.4523073)",50,N-II,
673862123,False,4,Avinguda del President Lluís Companys,tertiary,False,92.874,"LINESTRING (2.2490025 41.4528668, 2.2488627 41.4529702, 2.2488471 41.4529817, 2.2486894 41.4530983, 2.2484543 41.4533009, 2.2483969 41.4533823, 2.2483065 41.4535105)",50,B-500,
31454248,False,1,Carrer de Sant Miquel,living_street,True,96.198,"LINESTRING (2.2480097 41.4505445, 2.2488324 41.4499377)",10,,
931006706,True,2,Carrer de Francesc Layret,primary,False,46.281,"LINESTRING (2.2480097 41.4505445, 2.2482295 41.4507201, 2.2483244 41.4507975, 2.2483851 41.4508511)",30,N-II,
550448817,True,2,Carrer de Francesc Layret,primary,False,63.67,"LINESTRING (2.2483851 41.4508511, 2.2488637 41.4512974)",30,N-II,
46257310,True,1,Carrer del Pare Claret,residential,False,116.77,"LINESTRING (2.2488637 41.4512974, 2.2480679 41.4518717, 2.247896 41.4519766, 2.2478415 41.4520149)",,,
550448817,True,2,Carrer de Francesc Layret,primary,False,46.259,"LINESTRING (2.2488637 41.4512974, 2.2491071 41.4515489, 2.2491271 41.4515695, 2.2491897 41.4516341)",30,N-II,
46257311,False,,Carrer d'Eduard Flò,residential,True,110.268,"LINESTRING (2.2491897 41.4516341, 2.2491307 41.451675, 2.249109 41.45169, 2.2483319 41.4522285, 2.2482182 41.4523073)",,,destination
47092882,True,1,Carrer de la Mercè,living_street,False,161.88899999999998,"LINESTRING (2.2491897 41.4516341, 2.2505485 41.4506604, 2.2505937 41.450628)",20,,
927976425,True,2,Carrer de Francesc Layret,primary,False,92.91799999999999,"LINESTRING (2.2491897 41.4516341, 2.2497727 41.4522163, 2.2497894 41.4522329, 2.249859 41.4523024)",30,N-II,
47220603,True,4,Carrer de Sant Bru,primary,False,38.698,"LINESTRING (2.2503236 41.4527426, 2.2505602 41.4529066, 2.2505896 41.452927, 2.2506645 41.4529789)",50,N-II,
"[113952139, 113952103]",True,1,Carrer de la Riera de Matamoros,residential,False,79.484,"LINESTRING (2.2503236 41.4527426, 2.2504014 41.4526773, 2.2506813 41.4524423, 2.2506994 41.4524278, 2.2509568 41.4522232, 2.2509671 41.4522151)",30,,
46257311,False,,Carrer d'Eduard Flò,residential,False,110.268,"LINESTRING (2.2482182 41.4523073, 2.2483319 41.4522285, 2.249109 41.45169, 2.2491307 41.451675, 2.2491897 41.4516341)",,,destination
47373955,True,3,Carrer de la Via Augusta,primary,False,22.990000000000002,"LINESTRING (2.2482182 41.4523073, 2.2482019 41.4522957, 2.2481661 41.4522661, 2.2480839 41.4522017, 2.2480277 41.4521578)",50,N-II,
47373955,True,3,Carrer de la Via Augusta,primary,False,22.21,"LINESTRING (2.2480277 41.4521578, 2.2478415 41.4520149)",50,N-II,
114405632,False,,Carrer de les Termes Romanes,residential,False,15.386999999999999,"LINESTRING (2.2480277 41.4521578, 2.2479825 41.4521959, 2.2479477 41.4522252, 2.247905 41.4522612)",,,
27465561,True,3,Carrer del Germà Juli,primary,False,66.944,"LINESTRING (2.2495854 41.453281, 2.2491339 41.4529613, 2.2491112 41.4529439, 2.2490025 41.4528668)",50,N-II,
