osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,width,tunnel
40877517,BI-3739,tertiary,50,roundabout,True,False,11.915,"LINESTRING (-3.0269557 43.3265065, -3.026955 43.3264777, -3.026942 43.3264505, -3.026918 43.3264276, -3.0269031 43.3264099)",,,,
27418296,,residential,,,True,False,14.738999999999999,"LINESTRING (-3.0269031 43.3264099, -3.0268666 43.3262977, -3.0268612 43.3262809)",Zomillo Estrada,,,
40877517,BI-3739,tertiary,50,roundabout,True,False,10.524000000000001,"LINESTRING (-3.0269031 43.3264099, -3.0268507 43.3264033, -3.0268143 43.326403, -3.0267752 43.3264107)",,,,
47054057,BI-3739,tertiary,50,,False,False,72.975,"LINESTRING (-3.027195 43.3267169, -3.0272314 43.3267344, -3.0279495 43.3270767)",Murrieta hiribidea,,,
47054060,BI-3739,tertiary,50,,True,False,30.365,"LINESTRING (-3.027195 43.3267169, -3.0269866 43.3265337, -3.0269557 43.3265065)",Murrieta hiribidea,,,
27431297,,residential,30,,True,False,94.492,"LINESTRING (-3.0298829 43.327905, -3.0299094 43.3278235, -3.030059 43.3273642, -3.0301248 43.3271622, -3.0301449 43.3271005, -3.0301522 43.3270781)",Pagazaurtundua kalea,1,,
1123181931,BI-3739,tertiary,30,,False,False,53.362,"LINESTRING (-3.0298829 43.327905, -3.0301765 43.3279567, -3.0305241 43.3280179)",Murrieta hiribidea,2,,
1123181933,BI-3739,tertiary,30,,False,True,182.01099999999997,"LINESTRING (-3.0298829 43.327905, -3.029549 43.3278074, -3.0293319 43.3277229, -3.0292951 43.3277114, -3.0287894 43.3274859, -3.0284919 43.3273432, -3.0281663 43.3271831, -3.0279495 43.3270767)",Murrieta hiribidea,2,,
"[370468178, 304265429]",,"['unclassified', 'residential']",30,,False,True,178.47199999999998,"LINESTRING (-3.0343346 43.3322933, -3.0340784 43.3321197, -3.0339098 43.3320117, -3.0333944 43.3316623, -3.0330738 43.3314449, -3.0329448 43.3313574, -3.0328233 43.331275, -3.0327778 43.3312442, -3.0327423 43.3312193, -3.0327172 43.3312016)",Paseo de la Reina Victoria Eugenia,2,,
47054055,,residential,,,False,False,137.707,"LINESTRING (-3.0268612 43.3262809, -3.0268589 43.3262677, -3.0266444 43.3254802, -3.0265617 43.3250622)",Zomillo Estrada,,,
47054061,,residential,,,True,False,16.022000000000002,"LINESTRING (-3.0268612 43.3262809, -3.0268502 43.3262976, -3.0267951 43.3263807, -3.0267752 43.3264107)",Zomillo Estrada,,,
27431089,,residential,30,,False,True,174.188,"LINESTRING (-3.0303871 43.3286161, -3.0303557 43.3286024, -3.0303168 43.3285822, -3.03031 43.3285787, -3.0299271 43.3283791, -3.0295622 43.3281912, -3.0293281 43.3280706, -3.0291191 43.3279661, -3.0286228 43.3277181)",Parque de Santurtzi / Santurtziko parkea,1,,
"[42111780, 1123181935]",BI-3739,tertiary,"['50', '30']",,True,False,196.616,"LINESTRING (-3.0303871 43.3286161, -3.0304421 43.3286593, -3.0308514 43.3289557, -3.0309956 43.3290612, -3.0314027 43.3293614, -3.0318819 43.3297148, -3.0320355 43.3298252, -3.0320978 43.3298722)",Parque de Santurtzi / Santurtziko parkea,2,,
