osmid,oneway,ref,highway,reversed,length,lanes,name,maxspeed,geometry,bridge,junction
31113674,True,CV-4241,tertiary,False,17.194,,,,"LINESTRING (-0.787567 39.4167422, -0.7876671 39.4168761)",,
"[1161307556, 27941653]",False,"['CV-4241', 'CV-423']",tertiary,False,472.65200000000004,2,Avenida de la Violeta,50,"LINESTRING (-0.787567 39.4167422, -0.7874903 39.416693, -0.7872537 39.4165444, -0.7870228 39.4163983, -0.7868278 39.4162877, -0.7867592 39.4162524, -0.7866915 39.4162203, -0.7866012 39.4161824, -0.7865412 39.4161582, -0.7864779 39.416138, -0.78619 39.4160524, -0.7861109 39.4160284, -0.7859978 39.4160016, -0.7859292 39.4159943, -0.7858606 39.4159952, -0.7857585 39.4160071, -0.7856872 39.4160183, -0.7856101 39.416034, -0.7854887 39.416061, -0.7854317 39.4160736, -0.7853585 39.4160971, -0.7852952 39.4161213, -0.7852443 39.4161473, -0.7852116 39.4161697, -0.7851737 39.416204, -0.7851362 39.4162453, -0.7851142 39.4162816, -0.7850959 39.4163201, -0.7850838 39.4163544, -0.7850776 39.4163951, -0.7850743 39.4164398, -0.7850791 39.4164879, -0.7850949 39.4165513, -0.7851221 39.4166451, -0.7851532 39.4167377, -0.7852613 39.4170591, -0.7854173 39.4175455, -0.7854384 39.4175924, -0.785483 39.417682, -0.7855251 39.4177603, -0.7855671 39.4178338, -0.7856045 39.4179004, -0.7856565 39.417982, -0.7857246 39.4180962, -0.7858005 39.4182185)",,
31113091,False,,tertiary,False,239.409,,,,"LINESTRING (-0.7958925 39.4170116, -0.7958575 39.4170436, -0.7958057 39.4170554, -0.7957528 39.4170559, -0.7957038 39.417051, -0.7956636 39.4170403, -0.7955821 39.4170061, -0.7954204 39.4169293, -0.7951998 39.4168213, -0.7950255 39.4167364, -0.7949556 39.4167068, -0.794907 39.4166935, -0.7948535 39.4166863, -0.7947775 39.416687, -0.7946975 39.4166852, -0.7946312 39.4166804, -0.7945596 39.4166732, -0.7945051 39.4166576, -0.7944696 39.4166421, -0.7944361 39.4166148, -0.7944048 39.416582, -0.794366 39.4165242, -0.7943034 39.4164337, -0.7942565 39.4163772, -0.7942205 39.4163425, -0.7941744 39.4163066, -0.7941253 39.4162763, -0.7940677 39.4162459, -0.7940233 39.4162292, -0.7939928 39.4162183, -0.7939499 39.4162043, -0.793899 39.4161942, -0.7938393 39.4161769, -0.7937612 39.4161448, -0.7936629 39.4160837, -0.7936033 39.4160388)",,
190582118,False,,tertiary,False,168.07399999999996,,,,"LINESTRING (-0.7899251 39.4162584, -0.7899379 39.4162218, -0.78995 39.416186, -0.7899621 39.4161403, -0.7899879 39.416021, -0.7900046 39.4159331, -0.7900462 39.4157301, -0.7900819 39.4155338, -0.790104 39.4154078, -0.7901109 39.4153521, -0.7901214 39.4153106, -0.7901291 39.4152812, -0.7901423 39.415256, -0.7901624 39.4152313, -0.7901878 39.4152034, -0.790312 39.4151104, -0.7903566 39.4150745, -0.7904097 39.4150251, -0.7905691 39.4148898)",,
"[190582137, 190582124, 190582141]",False,,residential,True,83.876,,Calle de García Lorca,,"LINESTRING (-0.7899251 39.4162584, -0.7901673 39.416366, -0.7903144 39.4164167, -0.7907957 39.4165988)",yes,
380780648,False,,tertiary,False,71.493,,Calle de García Lorca,,"LINESTRING (-0.7899251 39.4162584, -0.7897089 39.4161556, -0.7896723 39.4161307, -0.7896477 39.4161134, -0.7896279 39.4160958, -0.7896069 39.4160737, -0.7895783 39.4160419, -0.7895338 39.4159933, -0.789452 39.4159134, -0.7893662 39.4158633, -0.7893112 39.4158379)",,
31113092,False,CV-4251,tertiary,True,46.674,2,Avenida de la Hoya de Buñol,50,"LINESTRING (-0.7893112 39.4158379, -0.7893188 39.4157897, -0.7892999 39.4157336, -0.7890789 39.415471)",,
31113673,False,CV-4251,tertiary,True,63.30500000000001,2,Avenida del Doctor Beltrán Báguena,50,"LINESTRING (-0.7893112 39.4158379, -0.7892898 39.4158759, -0.7892562 39.4159091, -0.7887604 39.4162078)",,
380780648,False,,tertiary,True,71.493,,Calle de García Lorca,,"LINESTRING (-0.7893112 39.4158379, -0.7893662 39.4158633, -0.789452 39.4159134, -0.7895338 39.4159933, -0.7895783 39.4160419, -0.7896069 39.4160737, -0.7896279 39.4160958, -0.7896477 39.4161134, -0.7896723 39.4161307, -0.7897089 39.4161556, -0.7899251 39.4162584)",,
31113674,True,CV-4241,tertiary,False,14.895,,,,"LINESTRING (-0.7877309 39.4167859, -0.787567 39.4167422)",,
31113671,True,CV-4251,tertiary,False,12.471,,Plaza de la Diputación,,"LINESTRING (-0.7877309 39.4167859, -0.7877009 39.4167987, -0.7876766 39.4168211, -0.7876655 39.4168462, -0.7876671 39.4168761)",,roundabout
31113671,True,CV-4251,tertiary,False,5.867,,Plaza de la Diputación,,"LINESTRING (-0.7876671 39.4168761, -0.7876809 39.4169004, -0.7877043 39.4169194)",,roundabout
31113675,True,CV-4251,tertiary,False,20.057,,,,"LINESTRING (-0.7877043 39.4169194, -0.7878088 39.4170807)",,
31113671,True,CV-4251,tertiary,False,10.795000000000002,,Plaza de la Diputación,,"LINESTRING (-0.7877043 39.4169194, -0.787735 39.4169312, -0.7877659 39.4169343, -0.7877995 39.416929, -0.7878221 39.4169192)",,roundabout
31113671,True,CV-4251,tertiary,False,2.952,,Plaza de la Diputación,,"LINESTRING (-0.7878221 39.4169192, -0.7878457 39.4168999)",,roundabout
31113671,True,CV-4251,tertiary,False,8.609,,Plaza de la Diputación,,"LINESTRING (-0.7878457 39.4168999, -0.7878616 39.4168527, -0.7878521 39.416825)",,roundabout
190562293,True,,residential,False,19.447000000000003,,Avenida del País Valenciano,,"LINESTRING (-0.7878457 39.4168999, -0.7879585 39.4169255, -0.7880482 39.4169731)",,
1161307562,True,CV-4251,tertiary,False,13.416,,,,"LINESTRING (-0.7878521 39.416825, -0.7879021 39.4167107)",,
31113671,True,CV-4251,tertiary,False,10.964,,Plaza de la Diputación,,"LINESTRING (-0.7878521 39.416825, -0.787832 39.4168034, -0.7878095 39.4167907, -0.7877769 39.4167825, -0.787746 39.4167848)",,roundabout
31113672,True,CV-4251,tertiary,False,15.739,,,,"LINESTRING (-0.7879021 39.4167107, -0.787746 39.4167848)",,
31113673,False,CV-4251,tertiary,False,22.243,2,Avenida del Doctor Beltrán Báguena,50,"LINESTRING (-0.7879021 39.4167107, -0.7881063 39.4165877)",,
189645304,False,CV-4251,tertiary,False,5.191,2,Calle de Ruiz Pons,50,"LINESTRING (-0.7878088 39.4170807, -0.7878377 39.4171217)",,
1161307555,True,CV-4251,tertiary,False,17.994,,,,"LINESTRING (-0.7878088 39.4170807, -0.7878221 39.4169192)",,
