osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,width,ref,junction
40750222,True,Carretera Vella,tertiary,False,44.667,,,"LINESTRING (2.4881803 41.6863706, 2.4886145 41.6866077)",,,
243167611,False,Carrer del Doctor Trueta,tertiary,True,45.91,2,50,"LINESTRING (2.4881803 41.6863706, 2.4881698 41.6859578)",,,
43108878,True,Carrer de la Rajoleria,residential,False,72.43599999999999,2,50,"LINESTRING (2.4881803 41.6863706, 2.4880311 41.6864277, 2.4877907 41.6864144, 2.4873588 41.6863905, 2.4873285 41.6863931)",,,
43108879,False,Carrer Major,tertiary,False,94.733,2,50,"LINESTRING (2.4881803 41.6863706, 2.4881978 41.6869804, 2.4882019 41.6872224)",,,
43108880,True,Carrer del dos de Maig,residential,False,53.842,,50,"LINESTRING (2.4873285 41.6863931, 2.4873097 41.6862389, 2.4872775 41.6859104)",,,
74402189,False,Carrer de Ramón y Cajal,residential,False,56.230000000000004,,,"LINESTRING (2.4873285 41.6863931, 2.487313 41.6865167, 2.4871766 41.6865807, 2.4868373 41.6866443)",,,
43108872,False,Avinguda de la Pau,tertiary,False,25.898000000000003,2,50,"LINESTRING (2.4872775 41.6859104, 2.4872027 41.6858457, 2.4870737 41.6857341)",,,
43108881,True,Avinguda de la Pau,tertiary,False,73.991,2,,"LINESTRING (2.4872775 41.6859104, 2.4879098 41.6859083, 2.4880282 41.6859095, 2.4881685 41.6859103)",,,
40750222,True,Carretera Vella,tertiary,False,75.041,,,"LINESTRING (2.4886145 41.6866077, 2.4893439 41.6870061)",,,
40750222,True,Carretera Vella,tertiary,False,120.065,,,"LINESTRING (2.4898753 41.6872963, 2.4901922 41.6874694, 2.4910424 41.6879337)",,,
352510860,True,Carrer de Sant Martí,tertiary,False,71.006,,,"LINESTRING (2.4910424 41.6879337, 2.4905296 41.6884447)",,,
130076586,True,Carretera Vella,tertiary,False,91.02199999999999,,,"LINESTRING (2.4910424 41.6879337, 2.491686 41.6883008, 2.4919136 41.6884305)",4,,
"[43108886, 43108870]",True,"['Carretera de Campins', 'Carrer de Sant Martí']",tertiary,False,124.64099999999999,,50,"LINESTRING (2.4901584 41.6887973, 2.4898664 41.6890946, 2.4895617 41.6894322, 2.4893005 41.6897169)",,BV-5114,
43108871,False,Carretera de Campins,tertiary,False,91.949,2,,"LINESTRING (2.4876533 41.69069, 2.4873771 41.6907639, 2.4871579 41.6908309, 2.4866132 41.6909733)",,BV-5114,
43108871,False,Carretera de Campins,tertiary,True,91.76700000000001,2,,"LINESTRING (2.4876533 41.69069, 2.4880663 41.6905756, 2.4884548 41.6904126, 2.4886273 41.6903118)",,BV-5114,
74402195,False,Carrer de la Diputació,residential,True,82.136,,,"LINESTRING (2.4866132 41.6909733, 2.4864857 41.6902408)",,,
43108871,False,Carretera de Campins,tertiary,False,81.936,2,,"LINESTRING (2.4866132 41.6909733, 2.4860055 41.691118, 2.4858423 41.6911398, 2.4856688 41.6911836)",,BV-5114,
43108871,False,Carretera de Campins,tertiary,True,91.949,2,,"LINESTRING (2.4866132 41.6909733, 2.4871579 41.6908309, 2.4873771 41.6907639, 2.4876533 41.69069)",,BV-5114,
243167611,False,Carrer del Doctor Trueta,tertiary,False,5.283,2,50,"LINESTRING (2.4881685 41.6859103, 2.4881698 41.6859578)",,,
74402198,True,Carrer de Campins,residential,False,100.491,,,"LINESTRING (2.486957 41.6875436, 2.4868373 41.6866443)",,,
43108882,True,Avinguda de l'Hospital,tertiary,False,109.378,,50,"LINESTRING (2.486957 41.6875436, 2.4872292 41.6874784, 2.4882019 41.6872224)",,,
43108877,True,Carrer Major,residential,False,53.027,,50,"LINESTRING (2.4882019 41.6872224, 2.488206 41.6875082, 2.4882219 41.6876989)",,,
43108879,False,Carrer Major,tertiary,True,94.733,2,50,"LINESTRING (2.4882019 41.6872224, 2.4881978 41.6869804, 2.4881803 41.6863706)",,,
43108887,True,Carrer de l'Aneto,residential,False,33.115,,,"LINESTRING (2.4856688 41.6911836, 2.4857651 41.6914726)",,,
43108871,False,Carretera de Campins,tertiary,True,81.936,2,,"LINESTRING (2.4856688 41.6911836, 2.4858423 41.6911398, 2.4860055 41.691118, 2.4866132 41.6909733)",,BV-5114,
43108887,True,Carrer de l'Aneto,residential,False,144.7,,,"LINESTRING (2.4860233 41.6925558, 2.4861452 41.6930572, 2.4863345 41.6938362)",,,
111704391,False,Carrer d'Esteve Cardelús,tertiary,True,169.099,,,"LINESTRING (2.4860233 41.6925558, 2.4868102 41.6925078, 2.4870614 41.6924925, 2.4876751 41.6924551, 2.4878577 41.692444, 2.4880531 41.6924321)",10,,
111704384,False,Carrer d'Esteve Cardelús,tertiary,True,118.557,2,,"LINESTRING (2.4880531 41.6924321, 2.4894762 41.6923453)",,,
111704391,False,Carrer d'Esteve Cardelús,tertiary,False,169.099,,,"LINESTRING (2.4880531 41.6924321, 2.4878577 41.692444, 2.4876751 41.6924551, 2.4870614 41.6924925, 2.4868102 41.6925078, 2.4860233 41.6925558)",10,,
111704401,True,Avinguda de Catalunya,residential,False,170.984,,,"LINESTRING (2.4880531 41.6924321, 2.4879107 41.6917936, 2.4878985 41.6917422, 2.487796 41.6912846, 2.4877133 41.6909155)",,,
43108885,True,Carrer de Balmes,residential,False,131.314,,50,"LINESTRING (2.4889123 41.6880702, 2.4901584 41.6887973)",,,
74402192,True,Carrer del Germà Emilià,residential,False,46.875,,,"LINESTRING (2.4889123 41.6880702, 2.4893466 41.6878009)",,,
111704396,True,Carrer de Balmes,residential,False,65.931,,,"LINESTRING (2.4889123 41.6880702, 2.4888254 41.6880275, 2.4885812 41.6875456)",,,
43108876,True,Carrer de Campins,tertiary,False,17.558,,50,"LINESTRING (2.4893005 41.6897169, 2.4891111 41.6896467)",,,
43108889,False,Passeig dels Esports,residential,False,20.414,,,"LINESTRING (2.4893005 41.6897169, 2.4893307 41.6898991)",,,
1151958860,False,Carretera de Campins,tertiary,False,12.233,2,,"LINESTRING (2.4893005 41.6897169, 2.4892154 41.6898067)",,BV-5114,
47517753,True,Carrer de Campins,residential,False,86.889,,,"LINESTRING (2.4893005 41.6897169, 2.4896895 41.6899041, 2.4897116 41.6899171, 2.4901621 41.6901598)",,,
