osmid,name,highway,oneway,reversed,length,ref,geometry,junction,maxspeed,access
182459934,Calle Hermanos Machado,residential,False,False,146.494,,"LINESTRING (-4.8648198 37.0435508, -4.8662555 37.0442008)",,,
256548939,Avenida Familia Pascual Duarte,tertiary,False,False,41.832,MA-6404,"LINESTRING (-4.8648198 37.0435508, -4.8645313 37.0438483)",,,
256548939,Avenida Familia Pascual Duarte,tertiary,False,True,52.182,MA-6404,"LINESTRING (-4.8648198 37.0435508, -4.8648955 37.0433942, -4.8650771 37.0431299)",,,
493652173,Calle Puerta de Teba,tertiary,False,True,6.563,,"LINESTRING (-4.8636093 37.0448648, -4.8635755 37.0449173)",,,
246184812,,tertiary,True,False,14.532,,"LINESTRING (-4.8636093 37.0448648, -4.8636862 37.0447915, -4.8636948 37.0447571)",,,
246184798,Calle Manuel Recio,tertiary,True,False,17.379,,"LINESTRING (-4.8633827 37.0447196, -4.8635315 37.0447167, -4.8635778 37.044723)",,,
246184799,Calle Manuel Recio,tertiary,False,False,61.224,,"LINESTRING (-4.8633827 37.0447196, -4.8631599 37.0447659, -4.8627006 37.0447794)",,,
246184814,,tertiary,True,False,28.927,,"LINESTRING (-4.8633827 37.0447196, -4.8635119 37.0447984, -4.8635526 37.0448532, -4.8635755 37.0449173)",,,
246184799,Calle Manuel Recio,tertiary,False,False,131.915,,"LINESTRING (-4.8627006 37.0447794, -4.8621143 37.0447758, -4.8612143 37.0447714)",,,
246184799,Calle Manuel Recio,tertiary,False,True,61.224,,"LINESTRING (-4.8627006 37.0447794, -4.8631599 37.0447659, -4.8633827 37.0447196)",,,
238302784,Avenida Santa María del Reposo,tertiary,False,True,20.054,,"LINESTRING (-4.8618509 37.0465256, -4.861708 37.0463859)",,,
445161709,Calle Donantes de Sangre,residential,True,False,209.857,,"LINESTRING (-4.8618509 37.0465256, -4.8621497 37.046121, -4.8623823 37.0457427, -4.8627006 37.0447794)",,,
623169312,Avenida Santa Mª del Reposo,tertiary,True,False,21.02,,"LINESTRING (-4.8619815 37.0466833, -4.8618509 37.0465256)",,,
