osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,tunnel
1040328654,True,Travessera de Sant Bertomeu,residential,False,54.508,,,"LINESTRING (-0.4140035 39.5199749, -0.4134031 39.5201355)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,False,33.47,2,50,"LINESTRING (-0.4140035 39.5199749, -0.4139759 39.5198388, -0.4139394 39.519678)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,True,105.26500000000001,2,50,"LINESTRING (-0.4140035 39.5199749, -0.4141447 39.5202658, -0.4142125 39.5204261, -0.414232 39.520479, -0.4143372 39.5207089, -0.414407 39.5208687)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,True,8.242,2,50,"LINESTRING (-0.413922 39.5196051, -0.4139394 39.519678)",
"[1026749174, 23308183]",False,Calle Lauri Volpi,tertiary,False,76.249,2,50,"LINESTRING (-0.413922 39.5196051, -0.4138471 39.5192599, -0.4138379 39.5192182, -0.4137737 39.518929)",
156482267,True,Calle Lauri Volpi,tertiary,False,28.973,1,30,"LINESTRING (-0.4121556 39.5163643, -0.4123221 39.516591)",
46601637,True,Calle de Olocau,residential,False,60.716,1,,"LINESTRING (-0.4121556 39.5163643, -0.4126935 39.5161209, -0.4127127 39.5161136, -0.4127332 39.5161118, -0.4127527 39.5161166, -0.4127696 39.5161271)",
"[46542331, 46542332, 46542333]",False,Calle Camp de Cigronet,residential,True,132.938,2,,"LINESTRING (-0.4117697 39.5156044, -0.4118346 39.5155842, -0.4124137 39.5154036, -0.4126779 39.515326, -0.4132183 39.5151804)",yes
156482265,False,Calle Lauri Volpi,tertiary,False,32.177,2,30,"LINESTRING (-0.4117697 39.5156044, -0.4117461 39.5155603, -0.4116552 39.5153483, -0.4116484 39.5153307)",
156482267,True,Calle Lauri Volpi,tertiary,False,91.222,1,30,"LINESTRING (-0.4117697 39.5156044, -0.4117971 39.5157001, -0.4118175 39.5157475, -0.4119711 39.516105, -0.4121556 39.5163643)",
46601633,False,Calle Capitán Uribarry,residential,True,35.324,,,"LINESTRING (-0.4116484 39.5153307, -0.4116957 39.5153112, -0.4120313 39.5152147)",
46601641,True,Calle de Vista Alegre,residential,False,33.598,,,"LINESTRING (-0.4116484 39.5153307, -0.4116017 39.5153399, -0.411262 39.5153008)",
156482265,False,Calle Lauri Volpi,tertiary,True,32.177,2,30,"LINESTRING (-0.4116484 39.5153307, -0.4116552 39.5153483, -0.4117461 39.5155603, -0.4117697 39.5156044)",
147685498,False,Calle Joan Fuster,residential,False,60.436,,,"LINESTRING (-0.4113399 39.5146046, -0.4114262 39.5145838, -0.4120132 39.5144446)",
156482266,True,Calle Lauri Volpi,tertiary,False,84.98,1,30,"LINESTRING (-0.4113399 39.5146046, -0.4113659 39.5146684, -0.4115872 39.5152037, -0.4116484 39.5153307)",
23321788,True,Calle Mayor,residential,False,52.11,,,"LINESTRING (-0.4074166 39.5173651, -0.4074217 39.5174136, -0.4074284 39.51743, -0.4074347 39.5174453, -0.40745 39.5174683, -0.4074739 39.5174841, -0.4074998 39.5174952, -0.4078727 39.5176204)",
27812216,True,,residential,False,31.71,,,"LINESTRING (-0.4078727 39.5176204, -0.4079372 39.5173396)",
"[23321788, 32495695]",True,Calle Mayor,residential,False,276.273,,,"LINESTRING (-0.4078727 39.5176204, -0.4081978 39.5177235, -0.4084609 39.5178178, -0.4087251 39.5179502, -0.4090616 39.518144, -0.409519 39.5184105, -0.4098795 39.5185512, -0.4102238 39.5186818, -0.4104635 39.518764, -0.4106672 39.5188301)",
678888397,True,Calle Mayor,residential,False,99.457,,,"LINESTRING (-0.4106672 39.5188301, -0.4107234 39.5188426, -0.4114366 39.5190124, -0.4117856 39.5190608)",
638029548,True,Calle Músico José Estellés,residential,False,31.402,,,"LINESTRING (-0.4117856 39.5190608, -0.4118716 39.5187863)",
1167723427,False,Calle Mayor,residential,False,42.416000000000004,,,"LINESTRING (-0.4117856 39.5190608, -0.4122187 39.5191634, -0.4122586 39.519172)",
591685750,True,Carrer Teatret de Don Francisco,residential,False,29.146,,,"LINESTRING (-0.4123241 39.5191862, -0.4124759 39.5189517)",
1167723427,False,Calle Mayor,residential,True,5.836,,,"LINESTRING (-0.4123241 39.5191862, -0.4122586 39.519172)",
1167748132,False,Calle Mayor,residential,False,69.125,,,"LINESTRING (-0.4123241 39.5191862, -0.4127811 39.5193095, -0.4130848 39.5193914)",
1167722491,True,Calle Mayor,residential,False,75.64500000000001,2,30,"LINESTRING (-0.4130848 39.5193914, -0.4136262 39.5195267, -0.4137377 39.5195563, -0.413922 39.5196051)",
1167748132,False,Calle Mayor,residential,True,69.125,,,"LINESTRING (-0.4130848 39.5193914, -0.4127811 39.5193095, -0.4123241 39.5191862)",
23321796,True,Calle Salvador Giner,residential,False,294.30100000000004,1,30,"LINESTRING (-0.411152 39.5184219, -0.4110255 39.518417, -0.4109487 39.5183981, -0.4105557 39.5183145, -0.4101116 39.5181758, -0.4099932 39.5181107, -0.4093532 39.517791, -0.4087368 39.5175114, -0.408299 39.5173723, -0.4082504 39.5173569, -0.4081622 39.5173325, -0.4080699 39.5173179)",
591685751,True,,residential,False,37.431,,30,"LINESTRING (-0.4123497 39.5189056, -0.4124917 39.5185873)",
1167722492,True,Calle Abadía,residential,False,43.103,,,"LINESTRING (-0.4123497 39.5189056, -0.4119041 39.5187944, -0.4118716 39.5187863)",
638029547,True,Calle Abadía,residential,False,11.977,,,"LINESTRING (-0.4124759 39.5189517, -0.4123497 39.5189056)",
1167722490,False,Calle Abadía,residential,True,5.798,,,"LINESTRING (-0.4124759 39.5189517, -0.4125376 39.518973)",
1167722490,False,Calle Abadía,residential,False,5.798,,,"LINESTRING (-0.4125376 39.518973, -0.4124759 39.5189517)",
"[638029544, 23321794, 638029543]",True,Calle Santísima Trinidad,"['residential', 'living_street']",False,192.35299999999998,1,20,"LINESTRING (-0.4086563 39.5168028, -0.4087076 39.5168286, -0.4094074 39.5171163, -0.4094589 39.5171367, -0.4095594 39.5172703, -0.4097718 39.5173675, -0.4101767 39.5175443, -0.4102669 39.5175753, -0.4102877 39.5175824, -0.4104891 39.5176285, -0.4105223 39.5176362, -0.4105718 39.5176475)",
491747072,False,Calle del Sagrado Corazón,residential,False,34.0,2,,"LINESTRING (-0.4086563 39.5168028, -0.4086026 39.5168683, -0.4084363 39.5170571)",
491747072,False,Calle del Sagrado Corazón,residential,True,33.9,2,,"LINESTRING (-0.4086563 39.5168028, -0.4087018 39.5167209, -0.408718 39.5166969, -0.4087841 39.5165791, -0.4088157 39.5165239)",
638029544,True,Calle Santísima Trinidad,residential,False,106.68199999999999,,,"LINESTRING (-0.4105718 39.5176475, -0.410829 39.5177207, -0.4117373 39.5179823)",
27812330,False,,residential,True,35.092,,,"LINESTRING (-0.4117373 39.5179823, -0.4115796 39.5182735)",
1167722488,False,Calle Santísima Trinidad,residential,False,5.299,,,"LINESTRING (-0.4117373 39.5179823, -0.4117946 39.5180001)",
491747072,False,Calle del Sagrado Corazón,residential,True,34.0,2,,"LINESTRING (-0.4084363 39.5170571, -0.4086026 39.5168683, -0.4086563 39.5168028)",
495501539,False,Calle del Sagrado Corazón,residential,False,44.28099999999999,2,,"LINESTRING (-0.4084363 39.5170571, -0.408299 39.5172083, -0.4082436 39.5172577, -0.4081931 39.5172853, -0.4081406 39.5173014, -0.4080699 39.5173179)",
23321795,True,Calle Tenor Alonso,residential,False,86.771,,,"LINESTRING (-0.41136 39.5182123, -0.4104313 39.5179243, -0.4104215 39.5179211)",
23321798,True,Plaça del Mercat,residential,False,30.503,,,"LINESTRING (-0.41136 39.5182123, -0.4112866 39.5183475, -0.411152 39.5184219)",
23321795,True,Calle Tenor Alonso,residential,False,20.028,,,"LINESTRING (-0.4115796 39.5182735, -0.41136 39.5182123)",
27812330,False,,residential,False,35.092,,,"LINESTRING (-0.4115796 39.5182735, -0.4117373 39.5179823)",
23321795,True,Calle Tenor Alonso,residential,False,90.235,,,"LINESTRING (-0.4124917 39.5185873, -0.4119047 39.5184439, -0.4116006 39.518359, -0.4115887 39.5183152, -0.4115796 39.5182735)",
23321795,True,Calle Tenor Alonso,residential,False,35.597,,,"LINESTRING (-0.4128818 39.5186965, -0.4124917 39.5185873)",
156482264,False,,residential,True,27.563,,,"LINESTRING (-0.4128818 39.5186965, -0.4127501 39.5189226)",
1167733325,False,Calle Salvador Giner,residential,False,11.636,,,"LINESTRING (-0.4080699 39.5173179, -0.4079372 39.5173396)",
495501539,False,Calle del Sagrado Corazón,residential,True,44.281,2,,"LINESTRING (-0.4080699 39.5173179, -0.4081406 39.5173014, -0.4081931 39.5172853, -0.4082436 39.5172577, -0.408299 39.5172083, -0.4084363 39.5170571)",
27811101,True,Carrer Sant Sebastiá,residential,False,110.27199999999999,,,"LINESTRING (-0.416135 39.5223608, -0.4160799 39.5223155, -0.4153283 39.5216927, -0.4152588 39.5216351)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,False,110.469,2,50,"LINESTRING (-0.4148646 39.5219206, -0.4148298 39.5218414, -0.4144906 39.5210682, -0.4144544 39.5209789)",
27811070,True,Carrer Sant Blai,residential,False,46.379,,,"LINESTRING (-0.4148646 39.5219206, -0.4151906 39.5216845, -0.4152313 39.521655, -0.4152588 39.5216351)",
1026752357,True,Carrer Sant Blai,residential,False,54.791000000000004,,,"LINESTRING (-0.4148646 39.5219206, -0.4147912 39.5219393, -0.4142582 39.5220755)",
27811070,True,Carrer Sant Blai,residential,False,73.094,,,"LINESTRING (-0.4152588 39.5216351, -0.4153269 39.5215827, -0.4158623 39.521171)",
27811101,True,Carrer Sant Sebastiá,residential,False,100.423,,,"LINESTRING (-0.4152588 39.5216351, -0.4151996 39.5215867, -0.414638 39.521128, -0.4146095 39.5211049, -0.4144544 39.5209789)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,False,12.911999999999999,2,50,"LINESTRING (-0.4144544 39.5209789, -0.4144308 39.5209217, -0.414407 39.5208687)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,True,110.469,2,50,"LINESTRING (-0.4144544 39.5209789, -0.4144906 39.5210682, -0.4148298 39.5218414, -0.4148646 39.5219206)",
27811136,True,Carrer Sant Antoni,residential,False,62.056,,,"LINESTRING (-0.4155767 39.520015, -0.4151665 39.5196902, -0.4150718 39.5196153)",
383870383,True,Carrer Sant Francesc,residential,False,71.149,,,"LINESTRING (-0.4155767 39.520015, -0.4150431 39.5203862, -0.4149728 39.5204524)",
27812025,True,Carrer Peset Aleixandre,residential,False,110.482,1,,"LINESTRING (-0.4149728 39.5204524, -0.4150915 39.5205464, -0.4158623 39.521171)",
23308181,False,Carrer Arquebisbe Fabià Fuero,tertiary,False,105.26500000000001,2,50,"LINESTRING (-0.414407 39.5208687, -0.4143372 39.5207089, -0.414232 39.520479, -0.4142125 39.5204261, -0.4141447 39.5202658, -0.4140035 39.5199749)",
