osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,access,width
"[354014972, 22820988, 354014973]","['1', '2']",NA-8603,Zangozako zeharbidea,tertiary,30,False,False,146.502,yes,"LINESTRING (-1.2869917 42.577374, -1.2868346 42.5772887, -1.286788 42.5772669, -1.2856279 42.5770044, -1.2855277 42.5769826, -1.2853141 42.5769417)",,,
800846669,,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,True,154.593,,"LINESTRING (-1.2869917 42.577374, -1.287045 42.5773224, -1.2870746 42.5770872, -1.287113 42.5767826, -1.2872097 42.576162, -1.2872298 42.5760994, -1.2872593 42.5760076)",,,
907048781,2,NA-8603,Travesía de Sangüesa,tertiary,50,False,False,62.538,,"LINESTRING (-1.2869917 42.577374, -1.2870301 42.5774624, -1.2870503 42.577593, -1.2870258 42.5777072, -1.2869904 42.5778216, -1.286957 42.5779239)",,,
26704218,2,NA-8603,Calle Mayor,tertiary,30,False,False,18.308,,"LINESTRING (-1.2853141 42.5769417, -1.2851006 42.5768928)",,,
106334131,,,Calle San Juan de Berrueta,residential,30,True,False,88.19200000000001,,"LINESTRING (-1.2853141 42.5769417, -1.2853262 42.5768835, -1.2853385 42.5767552, -1.2853662 42.5764664, -1.285354 42.5762821, -1.2853476 42.5761506)",,,
"[22820988, 354014972, 354014973]","['1', '2']",NA-8603,Zangozako zeharbidea,tertiary,30,False,True,146.502,yes,"LINESTRING (-1.2853141 42.5769417, -1.2855277 42.5769826, -1.2856279 42.5770044, -1.286788 42.5772669, -1.2868346 42.5772887, -1.2869917 42.577374)",,,
22820990,,NA-8603,Calle de Enrique Labrit,tertiary,30,False,False,3.198,,"LINESTRING (-1.2831064 42.5728818, -1.2831273 42.5729061)",,,
303137813,1,NA-8603,,tertiary,30,True,False,13.209,,"LINESTRING (-1.2831064 42.5728818, -1.2831247 42.5728553, -1.2831306 42.572826, -1.2831234 42.5727968, -1.283104 42.5727707)",roundabout,,
22820995,2,NA-8603,Calle de la Magdalena,tertiary,,False,False,13.624,,"LINESTRING (-1.2805842 42.5713737, -1.2807101 42.5714538)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,False,32.946,,"LINESTRING (-1.2805842 42.5713737, -1.2805694 42.5715103, -1.2805572 42.5716693)",,,
106334052,,,Calle Sancho Garces,residential,30,False,True,36.988,,"LINESTRING (-1.2829106 42.572887, -1.2828267 42.5729324, -1.2825898 42.5731197)",,,
303137813,1,NA-8603,,tertiary,30,True,False,18.343999999999998,,"LINESTRING (-1.2829106 42.572887, -1.2829453 42.5729079, -1.2829877 42.5729184, -1.2830325 42.5729172, -1.2830738 42.5729045, -1.2831064 42.5728818)",roundabout,,
23608267,2,NA-5410,Calle San Francisco Javier,tertiary,,False,True,86.138,,"LINESTRING (-1.2808298 42.5756505, -1.2807341 42.5756355, -1.2804355 42.5755855, -1.2803089 42.5755761, -1.2802395 42.5755709, -1.2800316 42.5755795, -1.2799486 42.5755962, -1.2797975 42.5756266)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,True,25.179000000000002,,"LINESTRING (-1.2808298 42.5756505, -1.2808248 42.5755787, -1.2808123 42.5755166, -1.2807901 42.5754263)",,,
118761467,2,,Avenida Principe de Viana,tertiary,,True,False,42.874,,"LINESTRING (-1.2808298 42.5756505, -1.2807991 42.5757622, -1.2807508 42.5759779, -1.280751 42.5760309)",,,
106334037,,,Calle Juan Francés de Iribarren,residential,,False,False,32.550000000000004,,"LINESTRING (-1.2806133 42.573608, -1.2805341 42.5736111, -1.2804022 42.5736116, -1.2802611 42.573612, -1.2802159 42.5736122)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,False,64.152,,"LINESTRING (-1.2806133 42.573608, -1.2806327 42.5740554, -1.2806341 42.5741847)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,True,46.096000000000004,,"LINESTRING (-1.2806133 42.573608, -1.2805969 42.5733035, -1.2805958 42.5731937)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,False,139.06199999999998,,"LINESTRING (-1.2806341 42.5741847, -1.2806526 42.5748282, -1.2806719 42.5749651, -1.2807783 42.5753797, -1.2807901 42.5754263)",,,
106334048,2,,Avenida de Aragón,tertiary,,False,True,64.152,,"LINESTRING (-1.2806341 42.5741847, -1.2806327 42.5740554, -1.2806133 42.573608)",,,
106334133,,,Travesía Balate,residential,30,False,False,79.83,,"LINESTRING (-1.2806341 42.5741847, -1.280699 42.5741788, -1.2809999 42.5741313, -1.2812487 42.5740942, -1.2815851 42.5740288)",,,
327339168,,,Plaza de San Vicente de Paul,residential,,True,False,11.207,,"LINESTRING (-1.281111 42.5765968, -1.2811677 42.5766379, -1.281221 42.5766534)",,,
887875613,1,,Plaza de San Vicente de Paul,tertiary,,True,False,25.128999999999998,,"LINESTRING (-1.281111 42.5765968, -1.2811277 42.5767699, -1.2811405 42.5768215)",,,
23608290,1,,Plaza de San Vicente de Paul,tertiary,,True,False,9.522,,"LINESTRING (-1.2812977 42.5769386, -1.2812616 42.5769281, -1.2812231 42.5769312, -1.2811911 42.5769473)",roundabout,,
887875614,,,Plaza de San Vicente de Paul,residential,,True,False,33.675,,"LINESTRING (-1.2812977 42.5769386, -1.2811942 42.5767639, -1.281221 42.5766534)",,,
23608290,1,,Plaza de San Vicente de Paul,tertiary,,True,False,10.655999999999999,,"LINESTRING (-1.2811911 42.5769473, -1.281172 42.576976, -1.2811761 42.5770078, -1.281202 42.5770334)",roundabout,,
23608290,1,,Plaza de San Vicente de Paul,tertiary,,True,False,7.776,,"LINESTRING (-1.2813288 42.5770008, -1.2813302 42.5769775, -1.2813193 42.5769556, -1.2812977 42.5769386)",roundabout,,
23608304,2,,Avenida Principe de Viana,tertiary,,False,False,69.782,,"LINESTRING (-1.2813288 42.5770008, -1.2814489 42.5770212, -1.2818592 42.5771308, -1.2821403 42.5771904)",,,
970669386,,,Calle Leyre,residential,,False,True,8.618,,"LINESTRING (-1.281202 42.5770334, -1.2811176 42.5770797)",,,
23608290,1,,Plaza de San Vicente de Paul,tertiary,,True,False,12.98,,"LINESTRING (-1.281202 42.5770334, -1.2812253 42.5770426, -1.2812514 42.5770457, -1.2812774 42.5770424, -1.2813006 42.577033, -1.2813184 42.5770187, -1.2813288 42.5770008)",roundabout,,
23608304,2,,Avenida Principe de Viana,tertiary,,False,False,73.057,,"LINESTRING (-1.2823061 42.5772282, -1.283156 42.5774282)",,,
23608304,2,,Avenida Principe de Viana,tertiary,,False,True,14.212,,"LINESTRING (-1.2823061 42.5772282, -1.2821403 42.5771904)",,,
108446440,,,Calle del Mercado,residential,,False,False,31.112,,"LINESTRING (-1.2823061 42.5772282, -1.2824304 42.5769638)",,,
23608304,2,,Avenida Principe de Viana,tertiary,,False,False,50.409,,"LINESTRING (-1.2844643 42.5777136, -1.2846358 42.577733, -1.2847548 42.5777325, -1.284844 42.577715, -1.2849086 42.5776755, -1.2849589 42.5775739)",,,
23608304,2,,Avenida Principe de Viana,tertiary,,False,True,46.744,,"LINESTRING (-1.2844643 42.5777136, -1.2840547 42.5776352, -1.2839124 42.5776061)",,,
108446452,1,,Calle Bernabé de Armerdariz,residential,30,True,False,119.19300000000001,,"LINESTRING (-1.2844643 42.5777136, -1.2844403 42.5777698, -1.2837137 42.5784041, -1.2835572 42.5785465)",,,
26704218,2,NA-8603,Calle Mayor,tertiary,30,False,True,18.308,,"LINESTRING (-1.2851006 42.5768928, -1.2853141 42.5769417)",,,
"[513112106, 108446458, 618640468]",1,NA-8603,"['Calle Alfonso I ""El Batallador""', 'Calle Mayor']","['residential', 'tertiary']",30,True,False,149.017,,"LINESTRING (-1.2851006 42.5768928, -1.2850299 42.5768773, -1.284878 42.5768436, -1.2846092 42.5767724, -1.2843176 42.5767007, -1.2843288 42.5766723, -1.2844458 42.5759749)",,"['yes', 'no']",
106334181,,,Camino del Río,unclassified,,False,False,318.03599999999994,,"LINESTRING (-1.2872593 42.5760076, -1.2872458 42.5759447, -1.2872833 42.5758459, -1.2874711 42.5756326, -1.2876146 42.5754847, -1.287635 42.5753616, -1.2876315 42.5752111, -1.2876068 42.5750895, -1.2875848 42.5749805, -1.2875336 42.574728, -1.2874963 42.5745441, -1.287485 42.5744983, -1.2873359 42.5738927, -1.2873247 42.5737947, -1.2873158 42.5737173, -1.2874014 42.5733489, -1.2874236 42.5732531)",,,
800846669,,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,False,154.59300000000002,,"LINESTRING (-1.2872593 42.5760076, -1.2872298 42.5760994, -1.2872097 42.576162, -1.287113 42.5767826, -1.2870746 42.5770872, -1.287045 42.5773224, -1.2869917 42.577374)",,,
