osmid,oneway,name,highway,reversed,length,geometry,ref,junction,maxspeed
232903183,False,Avenida del Chorrico,residential,False,12.595,"LINESTRING (-1.2012007 38.0594508, -1.2013307 38.0594023)",,,
232903183,False,Avenida del Chorrico,residential,True,63.168,"LINESTRING (-1.2012007 38.0594508, -1.2006541 38.0598216)",,,
232903189,True,,residential,False,61.617999999999995,"LINESTRING (-1.2012007 38.0594508, -1.2010026 38.0595096, -1.2005779 38.0597053)",,,
27296651,True,,residential,False,14.409,"LINESTRING (-1.209635 38.0565366, -1.2097932 38.0565723)",,,
827644526,False,Avenida del Chorrico,residential,True,200.769,"LINESTRING (-1.209635 38.0565366, -1.2083469 38.0569521, -1.2075131 38.0572211)",,,
220213668,False,Avenida de Gutiérrez Mellado,secondary,False,150.849,"LINESTRING (-1.2098026 38.0592875, -1.2096903 38.0594473, -1.2093538 38.0599577, -1.2092627 38.0600959, -1.209002 38.0604887)",T-A5,,
220213660,True,Avenida de Gutiérrez Mellado,secondary,False,24.478,"LINESTRING (-1.2086214 38.0610881, -1.2087747 38.060904)",T-A5,,
220213659,False,Avenida de Gutiérrez Mellado,secondary,False,214.881,"LINESTRING (-1.2086214 38.0610881, -1.2078346 38.0624508, -1.2076056 38.0628473)",T-A5,,
220213659,False,Avenida de Gutiérrez Mellado,secondary,True,214.881,"LINESTRING (-1.2076056 38.0628473, -1.2078346 38.0624508, -1.2086214 38.0610881)",T-A5,,
43928343,False,Calle Campoamor,residential,True,63.093,"LINESTRING (-1.2042053 38.0544615, -1.2048356 38.0541865)",,,
232903205,False,Calle Campoamor,residential,False,76.917,"LINESTRING (-1.2042053 38.0544615, -1.2033394 38.0545781)",,,
663702110,True,Calle Albéniz,residential,False,62.328,"LINESTRING (-1.2042053 38.0544615, -1.2043261 38.0550139)",,,
43928368,True,Calle San Francisco,residential,False,28.16,"LINESTRING (-1.2056479 38.0563755, -1.2057823 38.0562909, -1.2058974 38.0562157)",,,
232903159,False,Calle Fe,residential,True,98.87899999999999,"LINESTRING (-1.208762 38.0572645, -1.2078056 38.0576053, -1.2077331 38.0576311)",,,
232903204,True,Calle Canónigo Moreno,residential,False,46.888,"LINESTRING (-1.2089793 38.0576499, -1.208762 38.0572645)",,,
43870380,True,Calle Esperanza,residential,False,98.74000000000001,"LINESTRING (-1.2089793 38.0576499, -1.2080107 38.0579912, -1.2079499 38.0580126)",,,
232903204,True,Calle Canónigo Moreno,residential,False,48.479,"LINESTRING (-1.2092039 38.0580484, -1.2089793 38.0576499)",,,
232903204,True,Calle Canónigo Moreno,residential,False,47.799,"LINESTRING (-1.2096479 38.0588359, -1.2094466 38.0584789, -1.2094264 38.058443)",,,
43870378,True,Calle San Pablo,residential,False,52.216,"LINESTRING (-1.2086212 38.0591937, -1.2091666 38.0590037)",,,
43870379,True,Calle Almería,residential,False,100.441,"LINESTRING (-1.2086212 38.0591937, -1.2090669 38.0599778, -1.2090898 38.0600182)",,,
232903204,True,Calle Canónigo Moreno,residential,False,48.008,"LINESTRING (-1.2094264 38.058443, -1.2094006 38.0583973, -1.2092039 38.0580484)",,,
232905404,True,Calle San Isidro,residential,False,98.458,"LINESTRING (-1.2094264 38.058443, -1.2084608 38.058785, -1.2084008 38.0588062)",,,
220213666,True,Avenida de Gutiérrez Mellado,secondary,False,10.935,"LINESTRING (-1.209002 38.0604887, -1.2089119 38.0605568)",T-A5,,
220213668,False,Avenida de Gutiérrez Mellado,secondary,True,150.849,"LINESTRING (-1.209002 38.0604887, -1.2092627 38.0600959, -1.2093538 38.0599577, -1.2096903 38.0594473, -1.2098026 38.0592875)",T-A5,,
393282480,True,,secondary,False,2.309,"LINESTRING (-1.2086792 38.0606594, -1.2086596 38.0606733)",T-A5,roundabout,
220213685,True,Calle La Era,residential,False,50.213,"LINESTRING (-1.2086792 38.0606594, -1.2086328 38.0605885, -1.2084391 38.0602494)",,,
43870379,True,Calle Almería,residential,False,13.813,"LINESTRING (-1.2090898 38.0600182, -1.2091542 38.0601316)",,,
43870390,True,Calle Gregorio Miñano,residential,False,62.502,"LINESTRING (-1.2090898 38.0600182, -1.209036 38.0600373, -1.2084391 38.0602494)",,,
43870335,False,Calle Camino del Panderón,residential,False,70.181,"LINESTRING (-1.2092302 38.0615864, -1.2091972 38.061463, -1.2090743 38.0610545, -1.2090525 38.060971)",,,
43870335,False,Calle Camino del Panderón,residential,True,55.439,"LINESTRING (-1.2092302 38.0615864, -1.209269 38.0617089, -1.2093769 38.0620714)",,,
220235733,True,Avenida del Doctor Jesús Marín López,residential,False,109.549,"LINESTRING (-1.2092302 38.0615864, -1.2091489 38.0616459, -1.2086826 38.0624652)",,,
43870339,True,Calle Tierno Galván,residential,False,34.878,"LINESTRING (-1.2095748 38.061429, -1.2093213 38.0615446, -1.2092302 38.0615864)",,,
43870335,False,Calle Camino del Panderón,residential,False,55.439,"LINESTRING (-1.2093769 38.0620714, -1.209269 38.0617089, -1.2092302 38.0615864)",,,
43870335,False,Calle Camino del Panderón,residential,True,52.434,"LINESTRING (-1.2093769 38.0620714, -1.2093955 38.0621405, -1.2095052 38.062532)",,,
43870335,False,Calle Camino del Panderón,residential,False,52.434,"LINESTRING (-1.2095052 38.062532, -1.2093955 38.0621405, -1.2093769 38.0620714)",,,
43870335,False,Calle Camino del Panderón,residential,True,49.70099999999999,"LINESTRING (-1.2095052 38.062532, -1.2095171 38.0625742, -1.2095828 38.0628102, -1.2096025 38.0628991, -1.2096151 38.0629703)",,,
827644526,False,Avenida del Chorrico,residential,True,9.98,"LINESTRING (-1.2052238 38.0580089, -1.2051195 38.0580451)",,,
281728120,True,Calle Paz,residential,False,52.291999999999994,"LINESTRING (-1.2052238 38.0580089, -1.2052679 38.0580858, -1.2054699 38.0584374)",,,
827644526,False,Avenida del Chorrico,residential,False,109.3,"LINESTRING (-1.2052238 38.0580089, -1.2053338 38.0579706, -1.2063655 38.0576113)",,,
43928368,True,Calle San Francisco,residential,False,8.996,"LINESTRING (-1.2047012 38.0570234, -1.2047675 38.0569616)",,,
337627790,True,Calle Antonio Machado,residential,False,3.185,"LINESTRING (-1.2047012 38.0570234, -1.2046877 38.05705)",,,
43870379,True,Calle Almería,residential,False,49.494,"LINESTRING (-1.2075131 38.0572211, -1.2076976 38.0575686, -1.2077331 38.0576311)",,,
827644526,False,Avenida del Chorrico,residential,False,200.769,"LINESTRING (-1.2075131 38.0572211, -1.2083469 38.0569521, -1.209635 38.0565366)",,,
827644526,False,Avenida del Chorrico,residential,True,52.044,"LINESTRING (-1.2075131 38.0572211, -1.2072738 38.0573039, -1.2069689 38.0574094)",,,
43870380,True,Calle Esperanza,residential,False,59.28,"LINESTRING (-1.2056844 38.0588109, -1.2050664 38.0590287)",,,
281728120,True,Calle Paz,residential,False,49.097,"LINESTRING (-1.2056844 38.0588109, -1.2059155 38.0592132)",,,
43870380,True,Calle Esperanza,residential,False,107.568,"LINESTRING (-1.2079499 38.0580126, -1.2068285 38.0584078)",,,
43870379,True,Calle Almería,residential,False,48.672,"LINESTRING (-1.2079499 38.0580126, -1.2079741 38.0580553, -1.2081768 38.0584122)",,,
232903159,False,Calle Fe,residential,True,113.797,"LINESTRING (-1.2036364 38.0590863, -1.2024543 38.0595118)",,,
232903195,False,Calle Pablo Neruda,residential,True,46.423,"LINESTRING (-1.2036364 38.0590863, -1.2038596 38.059465)",,,
232903159,False,Calle Fe,residential,False,117.041,"LINESTRING (-1.2036364 38.0590863, -1.2047606 38.0586898, -1.2048564 38.058656)",,,
43870378,True,Calle San Pablo,residential,False,62.481,"LINESTRING (-1.2079685 38.0594209, -1.2086212 38.0591937)",,,
43870379,True,Calle Almería,residential,False,47.212,"LINESTRING (-1.2084008 38.0588062, -1.2086212 38.0591937)",,,
232905404,True,Calle San Isidro,residential,False,106.25,"LINESTRING (-1.2084008 38.0588062, -1.2073473 38.0591792, -1.2072915 38.0591929)",,,
232905404,True,Calle San Isidro,residential,False,110.706,"LINESTRING (-1.2072915 38.0591929, -1.2061412 38.0596063)",,,
43870394,True,Calle Cruz,residential,False,47.396,"LINESTRING (-1.2072915 38.0591929, -1.207266 38.0591489, -1.2070532 38.0588102)",,,
43870380,True,Calle Esperanza,residential,False,109.74,"LINESTRING (-1.2068285 38.0584078, -1.2056844 38.0588109)",,,
43870394,True,Calle Cruz,residential,False,46.036,"LINESTRING (-1.2068285 38.0584078, -1.2066247 38.058057, -1.2066098 38.0580313)",,,
43870394,True,Calle Cruz,residential,False,33.695,"LINESTRING (-1.2063655 38.0576113, -1.2062055 38.0573357)",,,
827644526,False,Avenida del Chorrico,residential,False,57.402,"LINESTRING (-1.2063655 38.0576113, -1.2069689 38.0574094)",,,
827644526,False,Avenida del Chorrico,residential,True,109.3,"LINESTRING (-1.2063655 38.0576113, -1.2053338 38.0579706, -1.2052238 38.0580089)",,,
43870395,True,Calle Caridad,residential,False,109.224,"LINESTRING (-1.2059155 38.0592132, -1.2070532 38.0588102)",,,
281728120,True,Calle Paz,residential,False,47.97,"LINESTRING (-1.2059155 38.0592132, -1.2061412 38.0596063)",,,
43870394,True,Calle Cruz,residential,False,48.879,"LINESTRING (-1.2070532 38.0588102, -1.2068285 38.0584078)",,,
43870395,True,Calle Caridad,residential,False,107.871,"LINESTRING (-1.2070532 38.0588102, -1.2081378 38.058426, -1.2081768 38.0584122)",,,
43870395,True,Calle Caridad,residential,False,98.606,"LINESTRING (-1.2081768 38.0584122, -1.2092039 38.0580484)",,,
43870379,True,Calle Almería,residential,False,48.0,"LINESTRING (-1.2081768 38.0584122, -1.2081955 38.0584451, -1.2083717 38.0587551, -1.2084008 38.0588062)",,,
43870378,True,Calle San Pablo,residential,False,76.422,"LINESTRING (-1.2063568 38.0599816, -1.2071552 38.0597038)",,,
281728120,True,Calle Paz,residential,False,102.14399999999999,"LINESTRING (-1.2063568 38.0599816, -1.2063943 38.0600469, -1.2068375 38.0608186)",,,
43870378,True,Calle San Pablo,residential,False,34.156,"LINESTRING (-1.2071552 38.0597038, -1.2074637 38.0595965, -1.2075137 38.059583)",,,
43870390,True,Calle Gregorio Miñano,residential,False,77.061,"LINESTRING (-1.2084391 38.0602494, -1.2076369 38.0605346)",,,
220213685,True,Calle La Era,residential,False,49.184,"LINESTRING (-1.2084391 38.0602494, -1.2082098 38.0598456)",,,
43870390,True,Calle Gregorio Miñano,residential,False,76.782,"LINESTRING (-1.2076369 38.0605346, -1.2068375 38.0608186)",,,
220213694,True,Calle Don Juan de Borbón,residential,False,48.050000000000004,"LINESTRING (-1.2076369 38.0605346, -1.207607 38.060483, -1.207409 38.0601415)",,,
232905404,True,Calle San Isidro,residential,False,59.974,"LINESTRING (-1.2061412 38.0596063, -1.2055165 38.0598276)",,,
281728120,True,Calle Paz,residential,False,45.802,"LINESTRING (-1.2061412 38.0596063, -1.206341 38.0599541, -1.2063568 38.0599816)",,,
43870378,True,Calle San Pablo,residential,False,43.708,"LINESTRING (-1.2075137 38.059583, -1.2079685 38.0594209)",,,
