osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,access,geometry,bridge,junction
128442921,1,N-120,Estrada Logroño - Vigo,trunk,90,False,True,44.483,,"LINESTRING (-7.2746998 42.4734484, -7.2742352 42.473242)",,
38722934,1,,Rúa de Quiroga da Arxentina,residential,30,False,False,61.455999999999996,yes,"LINESTRING (-7.2743433 42.4758866, -7.2744032 42.4756326, -7.2744694 42.4753418)",,
219834482,,,Rúa de Quiroga da Arxentina,residential,,True,False,32.173,,"LINESTRING (-7.2743433 42.4758866, -7.2742762 42.476011, -7.2742541 42.4761656)",,
1145157508,,,Rúa de Quiroga da Arxentina,residential,,True,False,16.951,,"LINESTRING (-7.2745175 42.4762648, -7.2744674 42.4761169)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,False,22.784999999999997,yes,"LINESTRING (-7.2745175 42.4762648, -7.27441 42.4762859, -7.2742892 42.4762951, -7.2742442 42.4762977)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,False,6.338,yes,"LINESTRING (-7.2732763 42.4763392, -7.2732016 42.4763246)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,True,20.622,yes,"LINESTRING (-7.2732763 42.4763392, -7.2735276 42.4763327)",,
139089394,1,,Rúa de Galicia,residential,20,False,False,21.985,yes,"LINESTRING (-7.2732763 42.4763392, -7.2731997 42.4764028, -7.2730828 42.4764753)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,True,19.963,yes,"LINESTRING (-7.2721688 42.4760206, -7.272395 42.4760869)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,True,14.108,yes,"LINESTRING (-7.2721688 42.4760206, -7.2720087 42.4759742)",,
"[230476933, 138817279]",,,,unclassified,,False,False,76.571,,"LINESTRING (-7.2721688 42.4760206, -7.2721854 42.4757395, -7.2721835 42.4756896, -7.2722637 42.4756799, -7.2723948 42.4756819, -7.2723995 42.4756339, -7.2724049 42.4754814)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,True,6.338,yes,"LINESTRING (-7.2732016 42.4763246, -7.2732763 42.4763392)",,
38338808,1,,Rúa de San Martiño de Abaixo,residential,30,False,False,109.629,yes,"LINESTRING (-7.2732016 42.4763246, -7.273292 42.4758451, -7.2733357 42.4756297, -7.2733629 42.4753464)",,
66332983,2,LU-933,Rúa Real,secondary,50,False,False,71.236,yes,"LINESTRING (-7.2732016 42.4763246, -7.2729772 42.4762591, -7.272395 42.4760869)",,
38338808,1,,Rúa de San Martiño de Abaixo,residential,30,False,True,109.629,yes,"LINESTRING (-7.2733629 42.4753464, -7.2733357 42.4756297, -7.273292 42.4758451, -7.2732016 42.4763246)",,
138817289,,,Rúa de Quiroga da Arxentina,residential,30,False,False,93.014,,"LINESTRING (-7.2733629 42.4753464, -7.2734745 42.4752936, -7.2735734 42.4752797, -7.2737093 42.4752795, -7.2739679 42.475295, -7.2744694 42.4753418)",,
191839117,,,Rúa de San Martiño de Abaixo,residential,20,False,True,123.71900000000002,,"LINESTRING (-7.2733629 42.4753464, -7.2732764 42.4753175, -7.273106 42.475266, -7.2726885 42.4751368, -7.2724648 42.475079, -7.2723697 42.4750603, -7.2723191 42.4750503, -7.2722713 42.4750409, -7.2721776 42.4750205, -7.2719456 42.4749707)",,
"[1145157506, 38594550]",1,,Rúa de Eduardo Moreiras,residential,"['20', '30']",False,"[False, True]",72.075,yes,"LINESTRING (-7.2733629 42.4753464, -7.273409 42.4751213, -7.2735106 42.4747075)",,
1220924681,1,,Praza Maior,residential,20,False,False,24.096,yes,"LINESTRING (-7.2727265 42.4766479, -7.2727013 42.4768638)",,
139089394,1,,Rúa de Galicia,residential,20,False,True,34.96,yes,"LINESTRING (-7.2727265 42.4766479, -7.2729026 42.4765622, -7.2730828 42.4764753)",,
844770630,,,Praza Maior,residential,,False,False,35.467,,"LINESTRING (-7.2727265 42.4766479, -7.2726728 42.4765908, -7.2723361 42.4766146)",,
138817442,,,Rúa Lago,residential,,False,True,13.11,,"LINESTRING (-7.2724323 42.4769162, -7.2724009 42.4768006)",,
191839088,1,,Rúa de Calvo Sotelo,residential,20,False,False,18.937,yes,"LINESTRING (-7.2724323 42.4769162, -7.272226 42.4769927)",,
191839088,1,,Rúa de Calvo Sotelo,residential,20,False,True,22.818,yes,"LINESTRING (-7.2724323 42.4769162, -7.2727013 42.4768638)",,
191839084,,,Rúa Rego,residential,,False,False,12.125,,"LINESTRING (-7.272226 42.4769927, -7.2722897 42.4770911)",,
191839088,1,,Rúa de Calvo Sotelo,residential,20,False,True,18.937,yes,"LINESTRING (-7.272226 42.4769927, -7.2724323 42.4769162)",,
138817419,,,Rúa Río Bibei,unclassified,,False,True,19.794999999999998,,"LINESTRING (-7.272226 42.4769927, -7.2721627 42.4768784, -7.2721556 42.4768241)",,
191839088,1,,Rúa de Calvo Sotelo,residential,20,False,False,58.25200000000001,yes,"LINESTRING (-7.272226 42.4769927, -7.2719995 42.4770492, -7.2719808 42.4770534, -7.271634 42.4771319, -7.2715452 42.4771291)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,True,26.605,yes,"LINESTRING (-7.2716705 42.4758693, -7.2713664 42.475786)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,False,30.09,yes,"LINESTRING (-7.2716705 42.4758693, -7.271871 42.4759324, -7.2720087 42.4759742)",,
"[125295929, 682130015]",,LU-651,Rúa do Courel,secondary,,False,False,140.953,,"LINESTRING (-7.2716705 42.4758693, -7.2716592 42.475974, -7.2716129 42.4766073, -7.2715929 42.4770158, -7.2715751 42.4770834, -7.2715452 42.4771291)",,
67366748,1,,Rúa de Ánxel Fole,residential,30,False,True,90.625,yes,"LINESTRING (-7.2735106 42.4747075, -7.2745984 42.4748507)",,
"[1145157506, 38594550]",1,,Rúa de Eduardo Moreiras,residential,"['20', '30']",False,"[False, True]",72.075,yes,"LINESTRING (-7.2735106 42.4747075, -7.273409 42.4751213, -7.2733629 42.4753464)",,
66334541,1,,Rúa de Ánxel Fole,residential,20,True,False,140.97599999999997,yes,"LINESTRING (-7.2735106 42.4747075, -7.2733707 42.4746911, -7.272593 42.474589, -7.2722771 42.4745482, -7.2718707 42.4744957, -7.2718193 42.4744834)",,
67366748,1,,Rúa de Ánxel Fole,residential,30,False,False,90.625,yes,"LINESTRING (-7.2745984 42.4748507, -7.2735106 42.4747075)",,
38722934,1,,Rúa de Quiroga da Arxentina,residential,30,False,True,55.623,yes,"LINESTRING (-7.2745984 42.4748507, -7.2745736 42.4749427, -7.2744694 42.4753418)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,False,26.605,yes,"LINESTRING (-7.2713664 42.475786, -7.2716705 42.4758693)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,True,51.295,yes,"LINESTRING (-7.2713664 42.475786, -7.2709636 42.4756655, -7.2707883 42.47561)",,
69178186,1,,Rúa Arroio,residential,20,True,False,65.218,yes,"LINESTRING (-7.2713664 42.475786, -7.27162 42.4752993, -7.2716523 42.4752387)",,
138817287,,,Rúa de Xosé Amable,residential,,False,False,135.349,,"LINESTRING (-7.2718743 42.4741073, -7.2735018 42.4743089)",,
219835594,1,,Rúa Arroio,residential,20,False,False,25.946,,"LINESTRING (-7.2718743 42.4741073, -7.271916 42.473876)",,
219835594,1,,Rúa Arroio,residential,20,False,True,42.068999999999996,,"LINESTRING (-7.2718743 42.4741073, -7.2718438 42.4743447, -7.2718254 42.474449, -7.2718193 42.4744834)",,
219835594,1,,Rúa Arroio,residential,20,False,True,25.946,,"LINESTRING (-7.271916 42.473876, -7.2718743 42.4741073)",,
"[626022744, 128442945]",,,Rúa Arroio,unclassified,20,False,False,379.31,,"LINESTRING (-7.271916 42.473876, -7.2719073 42.4737353, -7.2718937 42.4735679, -7.2718324 42.4732485, -7.2717908 42.4731093, -7.2717713 42.4729687, -7.2717216 42.4729059, -7.2716143 42.4728254, -7.2714884 42.4727502, -7.2714157 42.4726986, -7.2713457 42.4726018, -7.2712828 42.4724952, -7.271203 42.4723219, -7.2711657 42.472299, -7.2710354 42.4722755, -7.2708909 42.4723847, -7.2706381 42.4725733, -7.2706027 42.4726194, -7.270601 42.4726659, -7.2706497 42.4730046, -7.2706737 42.4731341, -7.2706063 42.4735036, -7.2705797 42.4736775, -7.2705681 42.473713)",,
139089390,,,Rúa do Meño,residential,,False,False,117.541,,"LINESTRING (-7.271916 42.473876, -7.2720703 42.4738654, -7.2723982 42.4739192, -7.2726466 42.4739583, -7.2730904 42.4740413, -7.2733189 42.4740633)",,
66336743,2,LU-933,Rúa Real,secondary,50,False,False,51.295,yes,"LINESTRING (-7.2707883 42.47561, -7.2709636 42.4756655, -7.2713664 42.475786)",,
127453577,2,LU-933,Rúa Real,secondary,50,False,False,104.751,yes,"LINESTRING (-7.2707883 42.47561, -7.2705535 42.4755401, -7.2701808 42.4754301, -7.2700026 42.4753785, -7.2696037 42.4752578)",,
138817363,,,Rúa do Río Sil,residential,30,True,False,61.63,yes,"LINESTRING (-7.2707883 42.47561, -7.2708142 42.4755561, -7.2710725 42.475097)",,
127453577,2,LU-933,Rúa Real,secondary,50,False,False,8.571,yes,"LINESTRING (-7.2696037 42.4752578, -7.2695071 42.4752284)",,
66336750,1,,Rúa dos Tallos,residential,20,False,True,253.279,yes,"LINESTRING (-7.2696037 42.4752578, -7.2695942 42.4752936, -7.2695847 42.4753414, -7.2695546 42.4756594, -7.2695767 42.4759232, -7.2696063 42.4765696, -7.2696182 42.4770098, -7.26963 42.4775326)",,
127453577,2,LU-933,Rúa Real,secondary,50,False,True,104.751,yes,"LINESTRING (-7.2696037 42.4752578, -7.2700026 42.4753785, -7.2701808 42.4754301, -7.2705535 42.4755401, -7.2707883 42.47561)",,
191839089,1,,Rúa Río Lor,residential,30,False,False,20.15,yes,"LINESTRING (-7.2694964 42.4748074, -7.2695472 42.474735, -7.2696678 42.47469)",,
191839089,1,,Rúa Río Lor,residential,30,False,True,46.822,yes,"LINESTRING (-7.2694964 42.4748074, -7.2694972 42.4748356, -7.2695061 42.4751597, -7.2695071 42.4752284)",,
749218961,,,Rúa Río Lor,residential,,False,False,24.18,,"LINESTRING (-7.2694964 42.4748074, -7.2694546 42.4746784, -7.2693921 42.4746072)",,
