osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,lanes
110015588,True,Carrer de Fray Luis Amigó,residential,False,19.007,"LINESTRING (-0.5836552 39.5986965, -0.5835345 39.5987209, -0.5834737 39.5987792)",,,,
181712665,False,Carrer de Fray Luis Amigó,tertiary,False,16.361,"LINESTRING (-0.5836552 39.5986965, -0.5836739 39.5986785, -0.5837748 39.5985818)",CV-373,50,,
50302753,True,Carrer dels Furs,residential,False,65.911,"LINESTRING (-0.5859183 39.5903044, -0.5851894 39.5901151)",,,,
181724243,False,Carrer de les Eres,tertiary,False,57.043,"LINESTRING (-0.5859183 39.5903044, -0.5861428 39.5898364, -0.5861497 39.5898234)",CV-373,,,
181724243,False,Carrer de les Eres,tertiary,True,49.02,"LINESTRING (-0.5859183 39.5903044, -0.5857797 39.5905894, -0.5857175 39.5907172)",CV-373,,,
41866042,True,Calle dels Pallers,residential,False,66.215,"LINESTRING (-0.5869645 39.5905849, -0.5871514 39.5900071)",,,,
50302753,True,Carrer dels Furs,residential,False,94.919,"LINESTRING (-0.5869645 39.5905849, -0.5859183 39.5903044)",,,,
41867428,False,Carrer del Calvari,residential,False,55.803,"LINESTRING (-0.5883046 39.5984253, -0.5878807 39.5980443)",,,,
41867428,False,Carrer del Calvari,residential,True,27.62,"LINESTRING (-0.5883046 39.5984253, -0.5884855 39.5986309)",,,,
596599511,False,Carrer Marines,residential,True,84.412,"LINESTRING (-0.5883046 39.5984253, -0.5890597 39.5979377)",,,,
45088129,False,Carrer Vinatea,residential,True,29.934,"LINESTRING (-0.591447 39.591081, -0.5914786 39.5908129)",,,,
151125594,False,Carrer de les Paleres,residential,False,49.823,"LINESTRING (-0.591447 39.591081, -0.5920266 39.5911167)",,,,
151125594,False,Carrer de les Paleres,residential,True,51.661,"LINESTRING (-0.591447 39.591081, -0.5908445 39.5910642)",,,,
181725610,False,Carrer Plaça de Bous,residential,True,62.772999999999996,"LINESTRING (-0.591447 39.591081, -0.5914053 39.5911593, -0.5912792 39.5913701, -0.5911252 39.5915876)",,,,
151125594,False,Carrer de les Paleres,residential,True,27.106,"LINESTRING (-0.5931502 39.5912921, -0.5928508 39.5912134)",,,,
181740597,False,Carrer d'Olocau,residential,True,91.727,"LINESTRING (-0.5931502 39.5912921, -0.5927471 39.5920563)",,,,
181740597,False,Carrer d'Olocau,residential,False,36.429,"LINESTRING (-0.5931502 39.5912921, -0.5931636 39.5912496, -0.5930455 39.5909807)",,,,
179890680,False,Carrer de la Constitució,residential,False,84.86,"LINESTRING (-0.5943119 39.5930672, -0.594185 39.5932901, -0.5939504 39.5937774)",,,,
179890680,False,Carrer de la Constitució,residential,True,42.888000000000005,"LINESTRING (-0.5943119 39.5930672, -0.5943451 39.5928976, -0.5943473 39.592772, -0.5943383 39.5926837)",,,,
181720319,True,Carrer de l'Entrada,residential,False,165.584,"LINESTRING (-0.5943119 39.5930672, -0.5932641 39.5931435, -0.5923907 39.5932263)",,,,
50302753,True,Carrer dels Furs,residential,False,47.6,"LINESTRING (-0.5851894 39.5901151, -0.5846637 39.5899768)",,,,
151172946,False,Carrer del Duc de Medinacel·li,residential,True,74.029,"LINESTRING (-0.5851894 39.5901151, -0.5850379 39.590398, -0.5849051 39.590646, -0.5848913 39.5907368)",,,,
151125597,False,Plaça de la Font,residential,False,28.413,"LINESTRING (-0.5904366 39.5907736, -0.5904318 39.5910291)",,,,
50510797,False,Carrer de la Font,residential,False,175.463,"LINESTRING (-0.5904366 39.5907736, -0.5895426 39.59077, -0.5891357 39.590915, -0.5891027 39.5910387, -0.5890625 39.5911111, -0.588923 39.5912227, -0.5887809 39.5912888, -0.5887326 39.5913302)",,,,
