osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,access,bridge
39894999,False,Avinguda de la Riera,tertiary,True,24.26,"LINESTRING (1.6701593 41.2061162, 1.6703089 41.2059293)",,,,,,
39894999,False,Avinguda de la Riera,tertiary,False,80.362,"LINESTRING (1.6701593 41.2061162, 1.6700201 41.2062244, 1.669889 41.2064754, 1.6698617 41.2065313, 1.6698121 41.2067081, 1.6698296 41.2067689)",,,,,,
49850369,True,Carrer de Tarragona,tertiary,False,56.901,"LINESTRING (1.6701593 41.2061162, 1.6700373 41.2063125, 1.6700516 41.2064004, 1.6701068 41.2064997, 1.6702145 41.2065563)",,,,,,
102199391,True,Carrer Joan XXIII,tertiary,False,54.956,"LINESTRING (1.6706082 41.2070101, 1.6705881 41.2071118, 1.6705193 41.2074604, 1.6705096 41.2074987)",,,,,,
"[102609457, 272266731]",False,"['Carrer de Víctor Balaguer', 'Avinguda de la Riera']","['unclassified', 'tertiary']",True,70.704,"LINESTRING (1.6706082 41.2070101, 1.6702791 41.2068909, 1.6701005 41.2068481, 1.6698872 41.2067969, 1.6698296 41.2067689)",,,,,,
1052226004,False,Carrer Joan XXIII,tertiary,True,16.47,"LINESTRING (1.6706082 41.2070101, 1.6706448 41.2069218, 1.6706668 41.2068687)",,,,,,
102199391,True,Carrer Joan XXIII,tertiary,False,72.211,"LINESTRING (1.6705096 41.2074987, 1.6706076 41.2080612, 1.6706218 41.2081426)",,,,,,
102199434,True,Carrer d'Eivissa,residential,False,50.062000000000005,"LINESTRING (1.6705096 41.2074987, 1.670447 41.2074965, 1.6699118 41.2074781)",,,,,,
102199391,True,Carrer Joan XXIII,tertiary,False,77.88999999999999,"LINESTRING (1.6706218 41.2081426, 1.6706285 41.2081955, 1.6706635 41.2084701, 1.6705577 41.2086071, 1.6704871 41.2087214, 1.6704512 41.2088041)",,,,,,
"[1152230639, 1241500807]",True,Carrer Rec,residential,False,68.336,"LINESTRING (1.6706218 41.2081426, 1.6706718 41.2081322, 1.6710251 41.2081008, 1.6714294 41.2080531)",,,,,,
678630854,False,Carrer Raval,tertiary,False,104.144,"LINESTRING (1.6704512 41.2088041, 1.6714469 41.2091745, 1.6715672 41.2092192)",,,,,,
1152230644,True,Carrer Raval,tertiary,False,108.291,"LINESTRING (1.6704512 41.2088041, 1.6698798 41.2086144, 1.669894 41.2081105)",,,,,,
106079846,False,Carrer Nou,tertiary,True,40.47,"LINESTRING (1.6730709 41.2098938, 1.6730933 41.2100035, 1.6731819 41.2101853, 1.6732091 41.210241)",,,,,,
678630854,False,Carrer Raval,tertiary,True,138.617,"LINESTRING (1.6730709 41.2098938, 1.6729882 41.209893, 1.67281 41.2098033, 1.6725703 41.2096943, 1.6720871 41.2094484, 1.6717627 41.20929, 1.6716659 41.2092511)",,,,,,
"[1152230657, 102455023]",True,Carrer Nou,"['residential', 'living_street']",False,41.939,"LINESTRING (1.6730709 41.2098938, 1.672998 41.209714, 1.6729591 41.209623, 1.672959 41.2095705, 1.672959 41.2095294)",,,,,,
102450322,False,Passatge de la Soletat,residential,False,44.495999999999995,"LINESTRING (1.672959 41.2095294, 1.6730338 41.2095208, 1.6734848 41.2094689)",,,,,,
"[399080012, 399083390, 102455023]",True,"['Carrer del Mig', 'Carrer Nou']",living_street,False,90.886,"LINESTRING (1.672959 41.2095294, 1.6729664 41.2095008, 1.6729835 41.209434, 1.6730004 41.2093372, 1.6729822 41.209167, 1.6728443 41.2091245, 1.6726786 41.2089949, 1.6726152 41.2088423)",,,,,,
106079848,True,Carrer de l'Església,living_street,False,32.67,"LINESTRING (1.6726152 41.2088423, 1.6727169 41.2087191, 1.6727545 41.2086529, 1.6728117 41.2085893)",,,,,,
102199365,True,Carrer d'Anselm Clavè,living_street,False,33.106,"LINESTRING (1.6728117 41.2085893, 1.6724693 41.20844)",,,,,,
"[105849907, 399080013]",True,"['Plaça de Santa Maria', 'Passeig de Narcís Bardají']",living_street,False,35.171,"LINESTRING (1.6728117 41.2085893, 1.6728373 41.208508, 1.672854 41.20848, 1.6727742 41.2084011, 1.6728172 41.2083034)",,,,,,
105849907,True,Passeig de Narcís Bardají,living_street,False,25.1,"LINESTRING (1.6728172 41.2083034, 1.6729224 41.208092)",,,,,,
102199383,True,Carrer Major,living_street,False,34.614,"LINESTRING (1.6728172 41.2083034, 1.672514 41.2082045, 1.6724387 41.2081777)",,,,,,
272266736,False,Passeig de Narcís Bardají,living_street,True,6.475,"LINESTRING (1.6730515 41.2078469, 1.6730183 41.2078995)",,,,,,
102451560,True,Carrer de Joan Roig i Piera,living_street,False,82.894,"LINESTRING (1.6730515 41.2078469, 1.6729797 41.2078209, 1.6727671 41.2077439, 1.672273 41.2075503, 1.67216 41.2075243)",,,,,,
