osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,bridge,name,maxspeed,tunnel
202008265,,tertiary,,False,False,67.92,"LINESTRING (-1.2065518 39.5706041, -1.2070679 39.5701406)",CV-3990,,Calle Dos de Mayo,,
206508478,,residential,,False,False,45.103,"LINESTRING (-1.2065518 39.5706041, -1.206159 39.5703342)",,,Calle Colón,,
202008265,,tertiary,,False,True,33.593,"LINESTRING (-1.2065518 39.5706041, -1.2064819 39.5706652, -1.2064437 39.5706993, -1.2064121 39.5707453, -1.2063847 39.5707965, -1.2063612 39.5708622)",CV-3990,,Calle Dos de Mayo,,
202008265,,tertiary,,False,False,21.138,"LINESTRING (-1.2070679 39.5701406, -1.2071948 39.5699776)",CV-3990,,Calle Dos de Mayo,,
202008265,,tertiary,,False,True,67.92,"LINESTRING (-1.2070679 39.5701406, -1.2065518 39.5706041)",CV-3990,,Calle Dos de Mayo,,
206506011,,residential,,False,False,30.006,"LINESTRING (-1.2070679 39.5701406, -1.206755 39.5700196)",,,Calle Aragón,,
206506011,,residential,,False,True,118.965,"LINESTRING (-1.2070679 39.5701406, -1.207782 39.5704637, -1.2079136 39.5704825, -1.2079936 39.5705051, -1.2081548 39.5705764, -1.2082644 39.5706609)",,,Calle Aragón,,
202008265,,tertiary,,False,True,23.516,"LINESTRING (-1.2074569 39.5695555, -1.2073456 39.5697488)",CV-3990,,Calle Dos de Mayo,,
206508469,,residential,,False,False,36.339,"LINESTRING (-1.2074569 39.5695555, -1.2070355 39.5695197)",,,Calle Vitoria,,
202008265,,tertiary,,False,False,56.321,"LINESTRING (-1.2074569 39.5695555, -1.2074979 39.5694639, -1.2075994 39.569154, -1.2076137 39.5690647)",CV-3990,,Calle Dos de Mayo,,
202008265,,tertiary,,False,True,11.018,"LINESTRING (-1.2076299 39.5689664, -1.2076137 39.5690647)",CV-3990,,Calle Dos de Mayo,,
23544422,,residential,,False,False,31.953,"LINESTRING (-1.2076299 39.5689664, -1.2079234 39.5689531, -1.2079991 39.5689363)",,,Plaza Escuelas Pías,,
"[23544688, 202008311]",,tertiary,,False,False,74.538,"LINESTRING (-1.2076299 39.5689664, -1.207633 39.568933, -1.2076335 39.5688748, -1.2076386 39.568773, -1.2076345 39.5687069, -1.207615 39.568576, -1.2075559 39.5683009)",CV-3990,,Plaza San Juan,,
23544425,,residential,,False,False,90.683,"LINESTRING (-1.2075559 39.5683009, -1.2071927 39.5683958, -1.2070615 39.5684301, -1.2068028 39.568495, -1.2065441 39.568535)",,,Calle Reyes Católicos,,
"[23544688, 23544687]",,tertiary,,False,False,33.8,"LINESTRING (-1.2075559 39.5683009, -1.2075071 39.5680549, -1.2074995 39.5680001)",CV-3990,,"['Calle Nicolás Ruiz', 'Plaza San Juan']",,
"[23544688, 202008311]",,tertiary,,False,True,74.53799999999998,"LINESTRING (-1.2075559 39.5683009, -1.207615 39.568576, -1.2076345 39.5687069, -1.2076386 39.568773, -1.2076335 39.5688748, -1.207633 39.568933, -1.2076299 39.5689664)",CV-3990,,Plaza San Juan,,
23544686,,tertiary,,False,False,21.503,"LINESTRING (-1.207363 39.5674092, -1.2073527 39.567297, -1.2073537 39.5672161)",CV-3990,,Calle A. Maura,,
23544687,,tertiary,,False,True,66.759,"LINESTRING (-1.207363 39.5674092, -1.2074072 39.567567, -1.2074911 39.5679495, -1.2074995 39.5680001)",CV-3990,,Calle Nicolás Ruiz,,
202008274,,residential,,False,True,21.265,"LINESTRING (-1.207363 39.5674092, -1.2072836 39.5674202, -1.2072298 39.5674555, -1.2071553 39.5675031)",,,Calle de Armas,,
"[23544685, 23544686]",,tertiary,,False,False,101.846,"LINESTRING (-1.207451 39.5668225, -1.2075064 39.5667352, -1.2075728 39.5666602, -1.2076245 39.5666184, -1.2076762 39.5665814, -1.2077562 39.5665273, -1.2079618 39.5664011, -1.2081612 39.5662787, -1.208297 39.566194)",CV-3990,,"['Calle Héroes del Tollo', 'Calle A. Maura']",,
23544686,,tertiary,,False,True,36.775,"LINESTRING (-1.207451 39.5668225, -1.2073759 39.5670135, -1.2073548 39.5670976, -1.2073512 39.567143)",CV-3990,,Calle A. Maura,,
164424882,,residential,,False,False,60.551,"LINESTRING (-1.207451 39.5668225, -1.2074054 39.5668111, -1.20735 39.5667911, -1.2068884 39.5664989)",,,Calle Camino,,
23544685,,tertiary,,False,False,8.709,"LINESTRING (-1.208297 39.566194, -1.2083417 39.5661644, -1.208374 39.5661429)",CV-3990,,Calle Héroes del Tollo,,
"[23544685, 23544686]",,tertiary,,False,True,101.84599999999999,"LINESTRING (-1.208297 39.566194, -1.2081612 39.5662787, -1.2079618 39.5664011, -1.2077562 39.5665273, -1.2076762 39.5665814, -1.2076245 39.5666184, -1.2075728 39.5666602, -1.2075064 39.5667352, -1.207451 39.5668225)",CV-3990,,"['Calle Héroes del Tollo', 'Calle A. Maura']",,
164425734,,residential,,False,True,49.936,"LINESTRING (-1.208297 39.566194, -1.2083328 39.5662248, -1.2083616 39.566246, -1.2085561 39.5663308, -1.2086822 39.5663835, -1.2087881 39.5664305)",,,Avenida Ramón y Cajal,,
206504001,,residential,,False,True,10.549,"LINESTRING (-1.2095864 39.5653118, -1.20969 39.565363)",,,Luis García Berlanga,,
1161713610,,tertiary,,False,False,99.316,"LINESTRING (-1.2095864 39.5653118, -1.2100924 39.5649896, -1.2104761 39.5647397)",CV-3990,,Calle Héroes del Tollo,,
"[492399960, 1161713610, 23544685]",,tertiary,,False,True,35.296,"LINESTRING (-1.2095864 39.5653118, -1.2095253 39.5653477, -1.209356 39.5654786, -1.2092853 39.5655277)",CV-3990,yes,Calle Héroes del Tollo,,
492399959,,tertiary,,False,False,56.913,"LINESTRING (-1.2104761 39.5647397, -1.2109733 39.5644005)",,,Calle Héroes del Tollo,,
1161713610,,tertiary,,False,True,99.316,"LINESTRING (-1.2104761 39.5647397, -1.2100924 39.5649896, -1.2095864 39.5653118)",CV-3990,,Calle Héroes del Tollo,,
1161713613,4,tertiary,,False,True,63.589,"LINESTRING (-1.2104761 39.5647397, -1.2104333 39.564694, -1.2103904 39.5646112, -1.2101464 39.5642286)",CV-3990,,,,
643008766,,residential,,False,False,35.686,"LINESTRING (-1.206526 39.5723714, -1.2061837 39.5721887)",,,Calle del Canal,,
492461685,,residential,,False,False,91.925,"LINESTRING (-1.206526 39.5723714, -1.2070419 39.5720975, -1.2071959 39.5720411, -1.2073641 39.5719908, -1.207454 39.5719668)",,,Calle del Canal,,
492461685,,residential,,False,True,11.231,"LINESTRING (-1.206526 39.5723714, -1.2064807 39.572399, -1.2064155 39.5724248)",,,Calle del Canal,,
643008764,,residential,,False,False,31.361,"LINESTRING (-1.206526 39.5723714, -1.2064122 39.5723465, -1.2063118 39.5723522, -1.2061776 39.5723983)",,,Calle del Canal,,
164424880,,residential,,False,False,24.405,"LINESTRING (-1.2077518 39.5718872, -1.2075032 39.5717802)",,,Calle Barcelona,,
492461685,,residential,,False,False,45.843,"LINESTRING (-1.2077518 39.5718872, -1.2082463 39.5717301)",,,Calle del Canal,,
492461685,,residential,,False,True,27.016,"LINESTRING (-1.2077518 39.5718872, -1.207454 39.5719668)",,,Calle del Canal,,
492461685,,residential,,False,False,36.157,"LINESTRING (-1.2084834 39.5716637, -1.2088627 39.5715214)",,,Calle del Canal,,
206505997,,residential,,False,False,20.52,"LINESTRING (-1.2084834 39.5716637, -1.2086013 39.5717144, -1.2086924 39.5717537)",,,Calle Caudete de las Fuentes,,
492461685,,residential,,False,True,21.631999999999998,"LINESTRING (-1.2084834 39.5716637, -1.2083276 39.5717043, -1.2082463 39.5717301)",,,Calle del Canal,,
206506000,,residential,,False,True,53.773,"LINESTRING (-1.2088627 39.5715214, -1.2091389 39.5710872)",,,Calle Sinarcas,,
206506008,,residential,,False,True,29.67,"LINESTRING (-1.2088627 39.5715214, -1.2086924 39.5717537)",,,Calle Fuenterrobles,,
492461685,,residential,,False,False,56.073,"LINESTRING (-1.2088627 39.5715214, -1.2094724 39.5713386)",,,Calle del Canal,,
492461685,,residential,,False,True,36.157,"LINESTRING (-1.2088627 39.5715214, -1.2084834 39.5716637)",,,Calle del Canal,,
206505994,,residential,,False,False,71.113,"LINESTRING (-1.2094724 39.5713386, -1.2100957 39.5717607)",,,Av. Del Deporte,,
492461685,,residential,,False,False,6.02,"LINESTRING (-1.2094724 39.5713386, -1.2095335 39.5713119)",,,Calle del Canal,,
492461685,,residential,,False,True,56.073,"LINESTRING (-1.2094724 39.5713386, -1.2088627 39.5715214)",,,Calle del Canal,,
206505996,,residential,,False,False,20.53,"LINESTRING (-1.2105155 39.5706883, -1.2104887 39.570644, -1.2103766 39.5705393)",,,Calle Francisco Vinez,,
492461685,,residential,,False,False,60.882000000000005,"LINESTRING (-1.2105155 39.5706883, -1.2107168 39.5705141, -1.210988 39.5702795)",,,Calle del Canal,,
492461685,,residential,,False,True,88.816,"LINESTRING (-1.2105155 39.5706883, -1.2101604 39.5709964, -1.2099298 39.5711239, -1.2097493 39.5712178)",,,Calle del Canal,,
164424883,,residential,,False,False,17.691000000000003,"LINESTRING (-1.210988 39.5702795, -1.210954 39.5702337, -1.2109005 39.5701357)",,,Calle Teruel,,
492461685,,residential,,False,True,60.882000000000005,"LINESTRING (-1.210988 39.5702795, -1.2107168 39.5705141, -1.2105155 39.5706883)",,,Calle del Canal,,
206505996,,residential,,False,False,27.784,"LINESTRING (-1.2103766 39.5705393, -1.210153 39.5703584)",,,Calle Francisco Vinez,,
218519180,,residential,,False,False,29.88,"LINESTRING (-1.2103766 39.5705393, -1.2101609 39.5707504)",,,Calle del Canal,,
218519180,,residential,,False,True,63.487,"LINESTRING (-1.2103766 39.5705393, -1.2109005 39.5701357)",,,Calle del Canal,,
206505996,,residential,,False,True,20.53,"LINESTRING (-1.2103766 39.5705393, -1.2104887 39.570644, -1.2105155 39.5706883)",,,Calle Francisco Vinez,,
206505996,,residential,,False,False,5.312,"LINESTRING (-1.2098415 39.5701594, -1.2097891 39.5701339)",,,Calle Francisco Vinez,,
206505996,,residential,,False,True,34.677,"LINESTRING (-1.2098415 39.5701594, -1.210153 39.5703584)",,,Calle Francisco Vinez,,
206506000,,residential,,False,False,43.766,"LINESTRING (-1.2098415 39.5701594, -1.2097675 39.5702403, -1.2095752 39.5704949)",,,Calle Sinarcas,,
164424878,,residential,,False,False,108.924,"LINESTRING (-1.2094639 39.5698656, -1.2104438 39.5692419)",,,Calle Castellón,,
206505996,,residential,,False,False,51.729,"LINESTRING (-1.2094639 39.5698656, -1.2090401 39.5695344)",,,Calle Francisco Vinez,,
206505996,,residential,,False,True,34.897,"LINESTRING (-1.2094639 39.5698656, -1.2095711 39.5699306, -1.2096446 39.5699979, -1.2096725 39.5700455, -1.2097108 39.5701073)",,,Calle Francisco Vinez,,
206505996,,residential,,False,False,35.908,"LINESTRING (-1.2090401 39.5695344, -1.2087054 39.5693402)",,,Calle Francisco Vinez,,
206505996,,residential,,False,True,51.729,"LINESTRING (-1.2090401 39.5695344, -1.2094639 39.5698656)",,,Calle Francisco Vinez,,
202008276,,residential,,False,True,74.548,"LINESTRING (-1.2090401 39.5695344, -1.2090817 39.5694925, -1.2092299 39.5693432, -1.2094602 39.5691562, -1.2096141 39.5690319)",,,Calle de Larra,,
206505996,,residential,,False,False,23.954,"LINESTRING (-1.2087054 39.5693402, -1.2084601 39.569237)",,,Calle Francisco Vinez,,
206505996,,residential,,False,True,35.908,"LINESTRING (-1.2087054 39.5693402, -1.2090401 39.5695344)",,,Calle Francisco Vinez,,
202008280,,residential,,False,True,80.121,"LINESTRING (-1.2087054 39.5693402, -1.2088332 39.5692206, -1.2092869 39.5687761)",,,Calle de Toledo,,
206506007,,residential,,False,False,44.283,"LINESTRING (-1.2087054 39.5693402, -1.2086688 39.5693933, -1.2085762 39.5697238)",,,Calle Paz,,
23544422,,residential,,False,True,31.953,"LINESTRING (-1.2079991 39.5689363, -1.2079234 39.5689531, -1.2076299 39.5689664)",,,Plaza Escuelas Pías,,
202008312,,residential,,False,True,96.03399999999999,"LINESTRING (-1.2079991 39.5689363, -1.2080045 39.5688699, -1.2080138 39.568805, -1.2080219 39.5687699, -1.208042 39.568713, -1.2080983 39.568621, -1.2081616 39.5685376, -1.2082042 39.5685145, -1.2082418 39.568499, -1.2082887 39.5684814, -1.2083276 39.5684608, -1.2085677 39.5682385)",,,Calle Calasanz Rabaza,,
206505996,,residential,,False,True,20.247,"LINESTRING (-1.2079991 39.5689363, -1.2080312 39.5690304, -1.2080646 39.5690613, -1.2081103 39.5690886)",,,Calle Francisco Vinez,,
23544423,,residential,,False,False,54.973,"LINESTRING (-1.2089737 39.5678558, -1.2085677 39.5682385)",,,Calle Calasanz Rabaza,,
202008266,,secondary,,True,False,56.339,"LINESTRING (-1.2089737 39.5678558, -1.2087205 39.5677414, -1.2084303 39.5675723)",,,Calle Fidel García Berlanga,,
23544423,,residential,,False,True,54.973,"LINESTRING (-1.2085677 39.5682385, -1.2089737 39.5678558)",,,Calle Calasanz Rabaza,,
202008267,,residential,,False,True,85.871,"LINESTRING (-1.2085677 39.5682385, -1.2092869 39.5687761)",,,Calle Hermanos Franciscanos,,
202008312,,residential,,False,False,96.03399999999999,"LINESTRING (-1.2085677 39.5682385, -1.2083276 39.5684608, -1.2082887 39.5684814, -1.2082418 39.568499, -1.2082042 39.5685145, -1.2081616 39.5685376, -1.2080983 39.568621, -1.208042 39.568713, -1.2080219 39.5687699, -1.2080138 39.568805, -1.2080045 39.5688699, -1.2079991 39.5689363)",,,Calle Calasanz Rabaza,,
23544424,,residential,,False,False,13.989,"LINESTRING (-1.2003177 39.5658688, -1.2004738 39.5659055)",,,Calle San Ildefonso,,
23544424,,residential,,False,True,51.756,"LINESTRING (-1.2003177 39.5658688, -1.1998557 39.5657102, -1.1997972 39.5656871, -1.1997698 39.5656739)",,,Calle San Ildefonso,,
23544424,,residential,,False,True,9.264,"LINESTRING (-1.2015759 39.5662186, -1.2014792 39.5661814)",,,Calle San Ildefonso,,
23544697,,residential,,True,False,24.659,"LINESTRING (-1.2015759 39.5662186, -1.2018016 39.5663561)",,,Calle San Fernando,,
23544699,,residential,,True,False,108.595,"LINESTRING (-1.2031317 39.5663937, -1.2018799 39.5662435)",,,Calle Doctor Gómez Ferrer,,
206511495,,residential,,True,False,87.131,"LINESTRING (-1.2031317 39.5663937, -1.2030776 39.5665662, -1.2028952 39.5670104, -1.2028354 39.5670952, -1.2028043 39.5671317)",,,Calle Abarca,,
164425455,,residential,,False,False,211.06100000000004,"LINESTRING (-1.2048881 39.565624, -1.2048721 39.5655063, -1.2048648 39.5654257, -1.2048672 39.5653421, -1.2048721 39.5653127, -1.2048808 39.5652805, -1.2049041 39.5652386, -1.2049442 39.5651797, -1.2050064 39.5651079, -1.2050828 39.565028, -1.2051503 39.5649759, -1.2052143 39.5649313, -1.2054978 39.5647453, -1.2056381 39.5646703, -1.2056976 39.5646372, -1.2057536 39.5646015, -1.2058072 39.5645612, -1.205859 39.5645223, -1.2059189 39.5644691, -1.2059655 39.5644205, -1.2060446 39.5643182, -1.2061765 39.5641227)",,,Camino de Batanejo,,
202008310,,residential,,False,True,67.749,"LINESTRING (-1.2048881 39.565624, -1.2049485 39.5656363, -1.2050519 39.5656932, -1.205266 39.5657948, -1.2055627 39.5659371)",,,Calle Camino,,
206508502,2,residential,,False,False,90.83,"LINESTRING (-1.2048881 39.565624, -1.2048103 39.5654817, -1.2042577 39.5651064, -1.2041679 39.5650418)",,,Calle Dr. Fleming,30,
23544425,,residential,,False,True,50.314,"LINESTRING (-1.2059653 39.5686103, -1.2065441 39.568535)",,,Calle Reyes Católicos,,
206508447,,residential,,False,True,37.497,"LINESTRING (-1.2059653 39.5686103, -1.2059389 39.5689469)",,,Calle de las Doncellas,,
23544425,,residential,,False,False,95.628,"LINESTRING (-1.2059653 39.5686103, -1.2058314 39.5686289, -1.2056991 39.5686391, -1.2055804 39.568641, -1.2054385 39.5686398, -1.2052783 39.5685993, -1.2049574 39.5684703, -1.2049081 39.5684507)",,,Calle Reyes Católicos,,
23544425,,residential,,False,True,95.62800000000001,"LINESTRING (-1.2049081 39.5684507, -1.2049574 39.5684703, -1.2052783 39.5685993, -1.2054385 39.5686398, -1.2055804 39.568641, -1.2056991 39.5686391, -1.2058314 39.5686289, -1.2059653 39.5686103)",,,Calle Reyes Católicos,,
"[23544689, 218519162]",,residential,,False,False,55.428999999999995,"LINESTRING (-1.2049081 39.5684507, -1.2048639 39.5684172, -1.2047291 39.5683325, -1.2046106 39.5682637, -1.2044663 39.5681752, -1.2044045 39.5681385)",,,Plaza Puerta de las Eras,,
202008268,,residential,,False,False,45.26,"LINESTRING (-1.2049081 39.5684507, -1.204871 39.5685021, -1.2048511 39.5685674, -1.2048442 39.5686198, -1.2048551 39.5687343, -1.204876 39.5688468)",,,Calle Nuestra Señora del Remedio,,
23544692,,residential,,False,False,2.944,"LINESTRING (-1.2044045 39.5681385, -1.2043756 39.5681242)",,,Calle Cesáreo Marco,,
23544693,,residential,,False,False,47.726,"LINESTRING (-1.2044045 39.5681385, -1.2043767 39.5681744, -1.2043471 39.5681942, -1.204179 39.5682497, -1.2039044 39.5682938)",,,Calle Correos,,
"[23544689, 218519162]",,residential,,False,True,55.429,"LINESTRING (-1.2044045 39.5681385, -1.2044663 39.5681752, -1.2046106 39.5682637, -1.2047291 39.5683325, -1.2048639 39.5684172, -1.2049081 39.5684507)",,,Plaza Puerta de las Eras,,
380715919,,residential,,False,False,9.786,"LINESTRING (-1.2032152 39.5675066, -1.2032774 39.5675804)",,,Plaza Puerta del Sol,,
23544696,1,residential,,True,False,95.91699999999999,"LINESTRING (-1.2032152 39.5675066, -1.2031794 39.5675443, -1.2031405 39.5675887, -1.2031131 39.5676404, -1.2030764 39.5676842, -1.2030088 39.5677873, -1.2029717 39.5678804, -1.2028655 39.568217, -1.202859 39.5682522, -1.2028575 39.5682785, -1.2028575 39.5683116)",,,Calle Eduardo Dato,30,
380715919,,residential,,False,True,13.566,"LINESTRING (-1.2032152 39.5675066, -1.203158 39.5674359, -1.203131 39.5674033)",,,Plaza Puerta del Sol,,
1161716321,,residential,,False,True,7.872,"LINESTRING (-1.203131 39.5674033, -1.2030665 39.5673529)",,,Calle San Fernando,,
"[23544428, 218519164, 202008302]",,residential,,False,True,129.38400000000001,"LINESTRING (-1.203131 39.5674033, -1.2031703 39.5673565, -1.203272 39.5672332, -1.2034675 39.5669323, -1.203523 39.5668566, -1.203691 39.5666275, -1.2037902 39.5664782, -1.2038708 39.5663907)",,,"['Calle Canónigo Muñoz', 'Plaza Puerta del Sol']",,
380715919,,residential,,False,False,13.566,"LINESTRING (-1.203131 39.5674033, -1.203158 39.5674359, -1.2032152 39.5675066)",,,Plaza Puerta del Sol,,
636670505,,unclassified,,False,False,9.396,"LINESTRING (-1.2004016 39.5703858, -1.2004776 39.5703249)",,,La colmenna,,
36703461,,unclassified,,True,False,83.343,"LINESTRING (-1.2004016 39.5703858, -1.2003064 39.5704103, -1.2002039 39.5704472, -1.1996534 39.5708498)",,,,,
153101830,,residential,,False,False,10.416,"LINESTRING (-1.201671 39.5693634, -1.2017571 39.5692973)",,,Calle Las Cruces,,
153101830,,residential,,False,True,44.247,"LINESTRING (-1.201671 39.5693634, -1.2013185 39.5696541)",,,Calle Las Cruces,,
43960742,,residential,,False,False,54.248999999999995,"LINESTRING (-1.201671 39.5693634, -1.2013385 39.5690742, -1.2012512 39.5689983)",,,Calle Cervantes,30,
153101830,,residential,,False,False,105.012,"LINESTRING (-1.2017571 39.5692973, -1.2026094 39.5686189)",,,Calle Las Cruces,,
153101830,,residential,,False,True,10.416,"LINESTRING (-1.2017571 39.5692973, -1.201671 39.5693634)",,,Calle Las Cruces,,
206508474,,residential,,False,False,50.519,"LINESTRING (-1.2017571 39.5692973, -1.2022094 39.5695886)",,,Calle Sevilla,,
153101830,,residential,,False,True,105.012,"LINESTRING (-1.2026094 39.5686189, -1.2017571 39.5692973)",,,Calle Las Cruces,,
164424880,,residential,,False,True,48.486,"LINESTRING (-1.2026094 39.5686189, -1.2030035 39.5689317)",,,Calle Barcelona,,
153101830,,residential,,False,False,31.477,"LINESTRING (-1.2026094 39.5686189, -1.2027421 39.568517, -1.2028954 39.5684444)",,,Calle Las Cruces,,
23544693,,residential,,False,True,24.847,"LINESTRING (-1.2028954 39.5684444, -1.2031827 39.5684147)",,,Calle Correos,,
153101830,,residential,,False,True,31.477,"LINESTRING (-1.2028954 39.5684444, -1.2027421 39.568517, -1.2026094 39.5686189)",,,Calle Las Cruces,,
202008284,,residential,,False,False,67.208,"LINESTRING (-1.2028954 39.5684444, -1.2030217 39.5685328, -1.2034227 39.5688907)",,,Calle de las Doncellas,,
23544696,1,residential,,True,False,15.12,"LINESTRING (-1.2028575 39.5683116, -1.2028954 39.5684444)",,,Calle Eduardo Dato,30,
494186789,1,residential,,True,False,63.08,"LINESTRING (-1.2028575 39.5683116, -1.2023819 39.5678787)",,,Lope de Vega,30,
23544694,,residential,,False,False,57.461,"LINESTRING (-1.2051492 39.5672017, -1.2047673 39.5676264)",,,Calle Beato Gálvez,,
23544694,,residential,,False,True,57.461,"LINESTRING (-1.2047673 39.5676264, -1.2051492 39.5672017)",,,Calle Beato Gálvez,,
206511483,,residential,,False,False,34.004,"LINESTRING (-1.2047673 39.5676264, -1.2050937 39.5678002)",,,Callejón Caldero,,
"[202008264, 23544694]",,residential,,False,False,34.443,"LINESTRING (-1.2047673 39.5676264, -1.204687 39.5677221, -1.2045758 39.5678591, -1.2045541 39.5678889)",,,Calle Beato Gálvez,,
23544693,,residential,,False,False,63.305,"LINESTRING (-1.2039044 39.5682938, -1.2031827 39.5684147)",,,Calle Correos,,
202008281,,residential,,False,False,10.371,"LINESTRING (-1.2039044 39.5682938, -1.2039723 39.568371)",,,Calle de Valencia,,
23544693,,residential,,False,True,47.726000000000006,"LINESTRING (-1.2039044 39.5682938, -1.204179 39.5682497, -1.2043471 39.5681942, -1.2043767 39.5681744, -1.2044045 39.5681385)",,,Calle Correos,,
202008281,,residential,,False,True,68.727,"LINESTRING (-1.2039044 39.5682938, -1.2037397 39.5681581, -1.2036459 39.5680538, -1.2034892 39.5678866, -1.2034215 39.5678024)",,,Calle de Valencia,,
23544693,,residential,,False,False,24.847,"LINESTRING (-1.2031827 39.5684147, -1.2028954 39.5684444)",,,Calle Correos,,
23544693,,residential,,False,True,63.305,"LINESTRING (-1.2031827 39.5684147, -1.2039044 39.5682938)",,,Calle Correos,,
639854807,,residential,,False,True,72.953,"LINESTRING (-1.2031827 39.5684147, -1.2031822 39.5683629, -1.2031822 39.5683278, -1.203193 39.5682802, -1.203201 39.5682017, -1.2032198 39.5681231, -1.2032547 39.5680259, -1.2032895 39.5679412, -1.2033432 39.567875, -1.2034215 39.5678024)",,,Travesía las Cruces,,
202008260,,secondary,,False,False,14.872,"LINESTRING (-1.2099618 39.5681907, -1.210117 39.5682505)",,,Calle Fidel García Berlanga,,
202008266,,secondary,,True,False,4.045,"LINESTRING (-1.2099618 39.5681907, -1.2099183 39.5681766)",,,Calle Fidel García Berlanga,,
164424881,,residential,,False,False,63.678,"LINESTRING (-1.2092853 39.5655277, -1.2086607 39.5652177)",,,Avenida de Julio López Tarín,,
164425736,,residential,,False,True,50.848,"LINESTRING (-1.2092853 39.5655277, -1.2097951 39.5657615)",,,Avenida del Río Magro,,
"[492399960, 1161713610, 23544685]",,tertiary,,False,False,35.296,"LINESTRING (-1.2092853 39.5655277, -1.209356 39.5654786, -1.2095253 39.5653477, -1.2095864 39.5653118)",CV-3990,yes,Calle Héroes del Tollo,,
23544685,,tertiary,,False,True,103.87200000000001,"LINESTRING (-1.2092853 39.5655277, -1.2091185 39.5656279, -1.2088371 39.5658234, -1.208374 39.5661429)",CV-3990,,Calle Héroes del Tollo,,
23544686,,tertiary,,False,True,8.131,"LINESTRING (-1.2073512 39.567143, -1.2073537 39.5672161)",CV-3990,,Calle A. Maura,,
23544686,,tertiary,,False,False,36.775,"LINESTRING (-1.2073512 39.567143, -1.2073548 39.5670976, -1.2073759 39.5670135, -1.207451 39.5668225)",CV-3990,,Calle A. Maura,,
