osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,ref,maxspeed,bridge,tunnel
127553303,True,2,Carrer de la Mina,tertiary,False,61.826,"LINESTRING (2.0804401 41.4754012, 2.0810917 41.4751351)",,,,,
28027850,True,1,Carrer de Sant Juli,residential,False,87.17200000000001,"LINESTRING (2.0804401 41.4754012, 2.0812677 41.4757771, 2.0813239 41.4758182)",,,,,
28027825,False,,Carrer Carrasco i Formiguera,residential,True,111.247,"LINESTRING (2.0822858 41.4771834, 2.0827966 41.4768405, 2.0832771 41.4765131)",,,,,
28027855,False,,Carrer de Salvador Espriu,residential,True,115.301,"LINESTRING (2.0843562 41.4772424, 2.084289 41.4771933, 2.0842487 41.4771639, 2.0833649 41.4765188)",,,,,
126738325,True,,,tertiary,False,3.723,"LINESTRING (2.0843562 41.4772424, 2.0843755 41.4772328, 2.0843967 41.47723)",roundabout,,,,
105020770,True,,Passeig de Francesc Macià,tertiary,False,128.037,"LINESTRING (2.0843967 41.47723, 2.0845372 41.4771897, 2.0848119 41.4769596, 2.0850378 41.4767268, 2.0851975 41.4765216, 2.0853083 41.4763786, 2.0853347 41.4763446)",,,,,
388419784,False,,Carrer de Castillejos,residential,True,69.732,"LINESTRING (2.0820277 41.4750778, 2.0817217 41.4744941)",,,,,
28027900,True,,,tertiary,False,6.555,"LINESTRING (2.0820277 41.4750778, 2.0820715 41.4750787, 2.0821024 41.4750908)",roundabout,,,,
28027825,False,,Carrer Carrasco i Formiguera,residential,False,111.247,"LINESTRING (2.0832771 41.4765131, 2.0827966 41.4768405, 2.0822858 41.4771834)",,,,,
563137500,True,,,residential,False,5.678,"LINESTRING (2.0832771 41.4765131, 2.083271 41.4765012, 2.0832703 41.4764884, 2.083275 41.4764762, 2.0832848 41.4764657)",roundabout,,,,
387148897,True,,Carrer d'Estapé,residential,False,92.292,"LINESTRING (2.076972 41.4769044, 2.0770998 41.4768435, 2.0778171 41.4763696)",,,,,
387148895,True,,Carrer d'Estapé,residential,False,96.868,"LINESTRING (2.0787125 41.475746, 2.0787579 41.4757, 2.0787858 41.4756607, 2.0788328 41.4756238, 2.0795077 41.4752523, 2.079605 41.4751979)",,,,,
126109607,True,,Passeig de Sant Magí,tertiary,False,49.276,"LINESTRING (2.0801106 41.4749204, 2.0802352 41.4753536)",,,,,
28027912,True,,Carrer d'Aimeric,residential,False,84.255,"LINESTRING (2.0810104 41.4748153, 2.0808393 41.4740685)",,,,,
388419786,True,,Carrer de Sant Martí,residential,False,75.87,"LINESTRING (2.0810104 41.4748153, 2.0801106 41.4749204)",,,,,
126520638,True,,Carrer de Sant Martí,residential,False,82.844,"LINESTRING (2.0829827 41.4739293, 2.0828628 41.4740078, 2.0825231 41.4741448, 2.0821327 41.4743115)",,,,,
28038589,True,,Carrer de Sant Pere,residential,False,59.025,"LINESTRING (2.0792014 41.4761009, 2.078896 41.4757971, 2.0788281 41.4757605, 2.0787125 41.475746)",,,,,
