osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction
169641552,Carrer l'Amistat,residential,False,False,60.765,"LINESTRING (-0.5862865 38.9666955, -0.5869126 38.9664472)",,,
169641481,Carrer l'Amistat,residential,False,True,55.685,"LINESTRING (-0.5869126 38.9664472, -0.587463 38.9667073)",,,
169641552,Carrer l'Amistat,residential,False,True,60.765,"LINESTRING (-0.5869126 38.9664472, -0.5862865 38.9666955)",,,
169641550,Carrer del Mestre Serrano,residential,True,False,60.571000000000005,"LINESTRING (-0.5869126 38.9664472, -0.586404 38.9662003, -0.5863632 38.9661764, -0.5863357 38.966144)",,,
138778291,Avinguda del Maestre Serrano,tertiary,False,True,28.634,"LINESTRING (-0.5875967 38.9664717, -0.587463 38.9667073)",CV-5961,,
791021249,Avinguda del Maestre Serrano,tertiary,True,False,48.015,"LINESTRING (-0.5875967 38.9664717, -0.5876662 38.9663998, -0.5877831 38.9661913, -0.5877976 38.9661761, -0.5878126 38.9661634, -0.5878294 38.9661534, -0.5878513 38.9661427, -0.5878682 38.9661413, -0.5879043 38.9661364)",CV-5961,,
791021253,Avinguda del Maestre Serrano,tertiary,False,True,6.748,"LINESTRING (-0.5880364 38.9657002, -0.5880161 38.9657588)",CV-5962,,
762552887,Avinguda del Maestre Serrano,tertiary,False,False,93.17699999999999,"LINESTRING (-0.5880364 38.9657002, -0.5880948 38.9655612, -0.5881124 38.9655001, -0.5881279 38.9654378, -0.5881358 38.9653745, -0.5881434 38.9650653, -0.5881425 38.9648725)",CV-5962,,
791021254,,residential,True,False,21.953,"LINESTRING (-0.5880364 38.9657002, -0.5879659 38.9657449, -0.5878564 38.9657869, -0.5878159 38.9657827)",,,
169733855,Avinguda de Les Corts Valencianes,tertiary,False,True,87.65,"LINESTRING (-0.5881565 38.9583236, -0.5881451 38.9591118)",CV-5962,,
474078765,Avinguda de Les Corts Valencianes,tertiary,True,False,42.028,"LINESTRING (-0.5881565 38.9583236, -0.5881822 38.9582728, -0.5881975 38.9581414, -0.5882058 38.9580976, -0.5882182 38.9580629, -0.5882336 38.9580246, -0.5882765 38.9579619)",CV-5962,,
169763479,Carrer del 9 d'Octubre,residential,False,False,133.117,"LINESTRING (-0.586914 38.9582038, -0.5854812 38.9586418)",,,
169763479,Carrer del 9 d'Octubre,residential,False,True,133.117,"LINESTRING (-0.5854812 38.9586418, -0.586914 38.9582038)",,,
1046383199,Carrer Vivers,residential,False,True,64.881,"LINESTRING (-0.5854812 38.9586418, -0.5852082 38.9580983)",,,
169763479,Carrer del 9 d'Octubre,residential,False,False,125.024,"LINESTRING (-0.5854812 38.9586418, -0.5848553 38.9588287, -0.5841349 38.9590519)",,,
180016218,Carrer de El Salvador,residential,False,False,15.458,"LINESTRING (-0.5876402 38.9585085, -0.5875072 38.9586014)",,,
1162233140,,tertiary,True,False,60.326,"LINESTRING (-0.5835697 38.9585514, -0.5835872 38.9586081, -0.5836128 38.9586542, -0.5836289 38.9586886, -0.5836456 38.9587338, -0.5836586 38.9587809, -0.5836664 38.9588284, -0.5836729 38.9588905, -0.5836735 38.9589555, -0.5836707 38.9589886, -0.5836574 38.9590265, -0.5836404 38.9590794)",CV-5940,,
180016218,Carrer de El Salvador,residential,False,True,15.458,"LINESTRING (-0.5875072 38.9586014, -0.5876402 38.9585085)",,,
"[784939126, 169641502]",Carrer de la Penya del Moro,residential,True,False,67.72999999999999,"LINESTRING (-0.5875072 38.9586014, -0.5874744 38.9585798, -0.5869917 38.9582615, -0.586914 38.9582038)",,,
"[1042610161, 784939125]","['Carrer de El Salvador', 'Plaça Major']",residential,False,False,123.058,"LINESTRING (-0.5875072 38.9586014, -0.5868884 38.9590388, -0.5865136 38.9593187, -0.586463 38.9593532)",,,
169763478,Carrer del 9 d'Octubre,residential,True,False,24.704,"LINESTRING (-0.5841349 38.9590519, -0.5840498 38.9590655, -0.584001 38.9590746, -0.5839651 38.9590802, -0.5839354 38.9590793, -0.5838533 38.9590747)",,,
169763479,Carrer del 9 d'Octubre,residential,False,True,125.024,"LINESTRING (-0.5841349 38.9590519, -0.5848553 38.9588287, -0.5854812 38.9586418)",,,
169641542,,tertiary,False,True,2.297,"LINESTRING (-0.5838333 38.9590611, -0.5838533 38.9590747)",CV-5940,,
169641542,,tertiary,False,False,18.425,"LINESTRING (-0.5838333 38.9590611, -0.5838022 38.9590478, -0.5837678 38.959041, -0.5837323 38.9590409, -0.5836978 38.9590476, -0.5836665 38.9590607, -0.5836404 38.9590794)",CV-5940,,
169641590,,tertiary,True,False,62.147,"LINESTRING (-0.5838333 38.9590611, -0.5838033 38.9590108, -0.5837874 38.9589897, -0.5837718 38.9589664, -0.5837579 38.9589357, -0.5837417 38.958897, -0.5837323 38.9588556, -0.583723 38.9588228, -0.5837129 38.9587805, -0.5837003 38.9587389, -0.5836869 38.9587003, -0.5836696 38.9586617, -0.5836335 38.9586045, -0.583612 38.9585785, -0.5835697 38.9585514)",CV-5940,,
169641542,,tertiary,False,False,2.297,"LINESTRING (-0.5838533 38.9590747, -0.5838333 38.9590611)",CV-5940,,
169641542,,tertiary,False,True,13.443999999999999,"LINESTRING (-0.5838533 38.9590747, -0.5838721 38.959094, -0.5838852 38.9591159, -0.5838918 38.9591395, -0.5838917 38.9591637, -0.5838849 38.9591873)",CV-5940,,
169641542,,tertiary,False,False,9.657,"LINESTRING (-0.5836404 38.9590794, -0.583621 38.9591025, -0.5836099 38.9591273, -0.5836065 38.9591534, -0.5836077 38.9591601)",CV-5940,,
169641542,,tertiary,False,True,18.424999999999997,"LINESTRING (-0.5836404 38.9590794, -0.5836665 38.9590607, -0.5836978 38.9590476, -0.5837323 38.9590409, -0.5837678 38.959041, -0.5838022 38.9590478, -0.5838333 38.9590611)",CV-5940,,
169641528,Carrer dels Micó,residential,False,True,62.898,"LINESTRING (-0.5888725 38.9591177, -0.5881451 38.9591118)",,,
169641528,Carrer dels Micó,residential,False,False,62.898,"LINESTRING (-0.5881451 38.9591118, -0.5888725 38.9591177)",,,
169733855,Avinguda de Les Corts Valencianes,tertiary,False,False,87.65,"LINESTRING (-0.5881451 38.9591118, -0.5881565 38.9583236)",CV-5962,,
169733855,Avinguda de Les Corts Valencianes,tertiary,False,True,130.85500000000002,"LINESTRING (-0.5881451 38.9591118, -0.5881425 38.959527, -0.5881405 38.9602886)",CV-5962,,
169641542,,tertiary,False,False,13.443999999999999,"LINESTRING (-0.5838849 38.9591873, -0.5838917 38.9591637, -0.5838918 38.9591395, -0.5838852 38.9591159, -0.5838721 38.959094, -0.5838533 38.9590747)",CV-5940,,
169641542,,tertiary,False,True,8.377,"LINESTRING (-0.5838849 38.9591873, -0.5838617 38.9592203, -0.5838256 38.9592455)",CV-5940,,
169641608,Carrer del 9 d'Octubre,residential,True,False,26.625,"LINESTRING (-0.5838849 38.9591873, -0.5839374 38.9591428, -0.5839848 38.9591137, -0.5840117 38.9591016, -0.5841349 38.9590519)",,,
169641542,,tertiary,False,False,8.377,"LINESTRING (-0.5838256 38.9592455, -0.5838617 38.9592203, -0.5838849 38.9591873)",CV-5940,,
169641542,,tertiary,False,True,14.378,"LINESTRING (-0.5838256 38.9592455, -0.5837956 38.9592566, -0.583763 38.959262, -0.5837298 38.9592614, -0.5836976 38.9592549, -0.5836682 38.9592428)",CV-5940,,
169641542,,tertiary,False,False,14.378,"LINESTRING (-0.5836682 38.9592428, -0.5836976 38.9592549, -0.5837298 38.9592614, -0.583763 38.959262, -0.5837956 38.9592566, -0.5838256 38.9592455)",CV-5940,,
