osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,access
189184061,2,Ronda de las Musas,residential,40,False,True,82.404,,"LINESTRING (-3.3270226 39.9030519, -3.3274906 39.9024036)",
369982847,2,Avenida de la Constitución,secondary,40,False,True,56.657,CM­3001a,"LINESTRING (-3.3270226 39.9030519, -3.3263808 39.9029207)",
302710207,2,Carretera de Ocaña,tertiary,50,False,False,41.417,CM-3000a,"LINESTRING (-3.3270226 39.9030519, -3.3271797 39.9030883, -3.3274806 39.903175)",
369982850,2,Calle Mayor,secondary,40,False,False,27.638,CM­3001a,"LINESTRING (-3.322791 39.9004777, -3.3228718 39.9007184)",
302710183,2,Calle Mayor del Arrabal,secondary,40,False,True,50.617000000000004,CM­3001a,"LINESTRING (-3.322791 39.9004777, -3.3227682 39.9004057, -3.3227011 39.9002057, -3.3226487 39.9000358)",
370038485,2,Paseo de Santa Ana,residential,40,False,True,77.174,,"LINESTRING (-3.322791 39.9004777, -3.3226875 39.9005142, -3.3220731 39.9006606, -3.3219317 39.9006926)",
370535739,1,Calle del Cardenal Cisneros,residential,40,False,True,57.429,,"LINESTRING (-3.322791 39.9004777, -3.3229822 39.9003944, -3.3233135 39.900157)",
369982847,2,Avenida de la Constitución,secondary,40,False,True,58.834,CM­3001a,"LINESTRING (-3.3255482 39.9026976, -3.3250099 39.9023668)",
186501067,1,Calle de los Reyes Católicos,residential,40,True,False,66.65899999999999,,"LINESTRING (-3.3255482 39.9026976, -3.3256108 39.9025496, -3.3256732 39.9023912, -3.3257141 39.9022935, -3.3257697 39.9022482, -3.3258193 39.9021412)",
369982847,2,Avenida de la Constitución,secondary,40,False,False,9.493,CM­3001a,"LINESTRING (-3.3255482 39.9026976, -3.3255831 39.9027155, -3.3256444 39.9027403)",
369982850,2,Calle Mayor,secondary,40,False,True,5.796,CM­3001a,"LINESTRING (-3.3238329 39.9016139, -3.3237945 39.9015709)",
370038477,2,Calle de la Encomienda,residential,40,False,True,43.384,,"LINESTRING (-3.3238329 39.9016139, -3.3235939 39.9019583)",
"[369982850, 369982847]",2,"['Calle Mayor', 'Avenida de la Constitución']",secondary,40,False,False,66.345,CM­3001a,"LINESTRING (-3.3238329 39.9016139, -3.3242279 39.90186, -3.3244353 39.9019913)",
369982849,2,Calle Mayor del Arrabal,tertiary,40,False,True,4.298,CM-3000a,"LINESTRING (-3.3210315 39.8973841, -3.3209941 39.8973582)",
302710183,2,Calle Mayor del Arrabal,secondary,40,False,False,126.02499999999999,CM­3001a,"LINESTRING (-3.3210315 39.8973841, -3.3210676 39.8974258, -3.3210846 39.897452, -3.3212504 39.897708, -3.3213945 39.897958, -3.3215209 39.8981654, -3.3215682 39.8982357, -3.321613 39.8982974, -3.3216951 39.898395)",
302710183,2,Calle Mayor del Arrabal,secondary,40,False,True,17.043,CM­3001a,"LINESTRING (-3.3226487 39.9000358, -3.322607 39.8998859)",
188759926,2,Calle del Cañaveral,residential,40,False,False,183.049,,"LINESTRING (-3.3226487 39.9000358, -3.3213983 39.9003061, -3.3209709 39.8999411, -3.3210416 39.8997917)",
302710183,2,Calle Mayor del Arrabal,secondary,40,False,False,50.617000000000004,CM­3001a,"LINESTRING (-3.3226487 39.9000358, -3.3227011 39.9002057, -3.3227682 39.9004057, -3.322791 39.9004777)",
370038477,2,Calle de la Encomienda,residential,40,False,True,17.688,,"LINESTRING (-3.3221307 39.9037632, -3.3219729 39.9038664)",
370038480,2,Calle del Padre Montalvo,residential,40,False,True,73.35,,"LINESTRING (-3.3221307 39.9037632, -3.3228591 39.9041138)",
370038477,2,Calle de la Encomienda,residential,40,False,False,91.521,,"LINESTRING (-3.3221307 39.9037632, -3.3225595 39.903378, -3.3227885 39.9031147)",
186501067,1,Calle de los Reyes Católicos,residential,40,True,False,43.409,,"LINESTRING (-3.326633 39.9002585, -3.3266999 39.8998715)",
370535732,1,Calle de Víctor Arellano,residential,40,False,True,72.327,,"LINESTRING (-3.326633 39.9002585, -3.3259562 39.9000718, -3.3258302 39.9000519)",
370038477,2,Calle de la Encomienda,residential,40,False,False,102.924,,"LINESTRING (-3.3207076 39.9049178, -3.321531 39.9042412)",
186501062,2,Calle de Cervantes,residential,40,False,True,85.982,,"LINESTRING (-3.3263529 39.9006086, -3.3272325 39.9009862)",
186501067,1,Calle de los Reyes Católicos,residential,40,True,False,45.91,,"LINESTRING (-3.3263529 39.9006086, -3.326604 39.9003243, -3.326633 39.9002585)",
186501045,1,Calle de San José,residential,40,False,True,56.305,,"LINESTRING (-3.3258302 39.9000519, -3.3259437 39.8998467, -3.3260537 39.8995761)",
369982853,1,Calle de San José,residential,40,True,False,53.366,,"LINESTRING (-3.3258302 39.9000519, -3.3258091 39.9001814, -3.3256061 39.9004942)",
370535732,1,Calle de Víctor Arellano,residential,40,False,False,72.327,,"LINESTRING (-3.3258302 39.9000519, -3.3259562 39.9000718, -3.326633 39.9002585)",
370535732,1,Calle de Víctor Arellano,residential,40,False,True,26.772,,"LINESTRING (-3.3258302 39.9000519, -3.3256887 39.9000556, -3.3255187 39.9000769)",
370562448,2,Calle de San Jorge,residential,40,False,True,18.844,,"LINESTRING (-3.3260864 39.8989144, -3.3261123 39.8987461)",
186501045,1,Calle de San José,residential,40,False,False,52.505,,"LINESTRING (-3.3260864 39.8989144, -3.3261101 39.8992603, -3.3260809 39.8993841)",
186501056,2,Paseo del Pocillo,residential,40,False,True,137.042,,"LINESTRING (-3.3260864 39.8989144, -3.3262863 39.8988205, -3.327244 39.89842, -3.3274748 39.8982966)",
370535739,1,Calle del Cardenal Cisneros,residential,40,False,False,113.49600000000001,,"LINESTRING (-3.3260864 39.8989144, -3.3255661 39.8991711, -3.3250579 39.8995535)",
370535737,1,Calle de las Peñuelas,residential,40,False,True,71.298,,"LINESTRING (-3.324062 39.8999824, -3.3237985 39.9005909)",
285031691,1,Calle del Rincón,residential,40,False,True,109.271,,"LINESTRING (-3.324062 39.8999824, -3.3240724 39.9000493, -3.3243874 39.9003464, -3.3243559 39.9003787, -3.3242171 39.9004889, -3.3239904 39.9006908, -3.3239471 39.900755)",
370535730,1,Calle de Nuestra Señora del Pilar,residential,40,False,False,43.536,,"LINESTRING (-3.324062 39.8999824, -3.3240157 39.8999292, -3.3238516 39.8996268)",
370535739,1,Calle del Cardenal Cisneros,residential,40,False,False,69.392,,"LINESTRING (-3.324062 39.8999824, -3.3235574 39.9000137, -3.3233135 39.900157)",
370535739,1,Calle del Cardenal Cisneros,residential,40,False,True,48.632999999999996,,"LINESTRING (-3.324062 39.8999824, -3.3243278 39.8999024, -3.324579 39.8997998)",
186501042,2,Calle de los Reyes Católicos,residential,40,False,False,124.736,,"LINESTRING (-3.3295106 39.8995048, -3.3280707 39.8997001)",
188759929,2,Calle del Robledo,residential,40,False,False,23.615,,"LINESTRING (-3.321075 39.8992936, -3.3211936 39.8994855)",
370562481,1,Ronda de Santa Teresa,residential,40,False,False,24.133,,"LINESTRING (-3.321075 39.8992936, -3.3212044 39.8991006)",
370562481,1,Ronda de Santa Teresa,residential,40,False,True,108.09200000000001,,"LINESTRING (-3.321075 39.8992936, -3.3208695 39.8994982, -3.3206645 39.8999518, -3.3206223 39.9000482, -3.3205129 39.9001501)",
186501042,2,Calle de los Reyes Católicos,residential,40,False,True,49.085,,"LINESTRING (-3.3266999 39.8998715, -3.3272696 39.8998095)",
285031703,2,Calle de San Juan,residential,40,False,True,51.864,,"LINESTRING (-3.3193984 39.9028535, -3.3199409 39.9030641)",
285031694,1,Calle de la Fuente Chica,residential,40,False,False,161.877,,"LINESTRING (-3.3193984 39.9028535, -3.3196777 39.9024398, -3.3198559 39.9020386, -3.3199648 39.9016193, -3.3199954 39.9014828)",
370535739,1,Calle del Cardenal Cisneros,residential,40,False,True,49.183,,"LINESTRING (-3.324579 39.8997998, -3.3250579 39.8995535)",
285031677,1,Cuesta de los Olmos,residential,40,False,False,63.870000000000005,,"LINESTRING (-3.324579 39.8997998, -3.3247994 39.9000158, -3.3249887 39.9002784)",
