osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,junction,ref,tunnel
300006671,Calle Piñero,residential,False,True,61.041,,,"LINESTRING (-0.8667792 37.6475208, -0.8663109 37.647116)",,,
674553202,Calle Piñero,residential,True,False,29.55,1,50,"LINESTRING (-0.8667792 37.6475208, -0.866919 37.6477624)",,,
33834469,Calle Abeto,residential,False,False,49.396,,,"LINESTRING (-0.8667792 37.6475208, -0.8669112 37.6475235, -0.8672623 37.6477187)",,,
228563211,Calle Manuel Antón,residential,False,False,30.1,,,"LINESTRING (-0.8667792 37.6475208, -0.8666689 37.6475335, -0.8664435 37.6475714)",,,
667934105,Calle Dos Huertos,residential,False,True,46.504000000000005,,,"LINESTRING (-0.8667792 37.6475208, -0.8668418 37.647438, -0.8668453 37.6471163)",,,
128362564,Avenida Filipinas,tertiary,False,False,16.481,,,"LINESTRING (-0.8680771 37.647742, -0.8680801 37.6475938)",,,
"[392359113, 392359111]",Plaza Pozo del Hondo,primary,True,False,46.03,,50,"LINESTRING (-0.8680771 37.647742, -0.8679932 37.6477916, -0.8679392 37.6479283, -0.8679146 37.6481151)",,,
33834537,Calle Serrano,primary,True,False,86.706,,50,"LINESTRING (-0.8690319 37.6475528, -0.8682152 37.6477076, -0.8681535 37.6477193, -0.8680771 37.647742)",,,
128362471,Avenida La Unión,primary,False,True,116.721,,50,"LINESTRING (-0.8690319 37.6475528, -0.8696753 37.6469093, -0.8697638 37.6467863, -0.869803 37.6467046)",,,
128362471,Avenida La Unión,primary,False,False,2.436,,50,"LINESTRING (-0.8706227 37.6441642, -0.8706219 37.6441861)",,,
128362480,Avenida La Unión,primary,True,False,23.356,,50,"LINESTRING (-0.8706227 37.6441642, -0.8706659 37.6440795, -0.870708 37.6440079, -0.8707322 37.6439731)",,,
128362473,,primary,True,False,7.281000000000001,,50,"LINESTRING (-0.8707322 37.6439731, -0.8707596 37.6439753, -0.8707868 37.6439716, -0.8708116 37.6439621)",roundabout,,
229057311,Calle Salmerón,residential,False,True,62.835,,,"LINESTRING (-0.8668849 37.6468755, -0.8661881 37.6469977)",,,
667934105,Calle Dos Huertos,residential,False,False,27.002,,,"LINESTRING (-0.8668849 37.6468755, -0.8668453 37.6471163)",,,
667934105,Calle Dos Huertos,residential,False,True,30.714,,,"LINESTRING (-0.8668849 37.6468755, -0.8668598 37.6466)",,,
229057311,Calle Salmerón,residential,False,False,72.375,,,"LINESTRING (-0.8668849 37.6468755, -0.8674171 37.6467696, -0.8676818 37.6467158)",,,
33834471,,residential,False,True,42.633,,,"LINESTRING (-0.866919 37.6477624, -0.8668839 37.6481448)",,,
"[674553202, 522924854]","['Calle Piñero', 'Calle Antonio Rubio']",residential,True,False,81.156,1,50,"LINESTRING (-0.866919 37.6477624, -0.8671656 37.6480849, -0.8674978 37.6478497)",,,
33834484,,residential,False,False,7.509,,,"LINESTRING (-0.8648354 37.6472926, -0.8647946 37.6472333)",,,
228563231,,residential,False,False,39.173,,,"LINESTRING (-0.8648354 37.6472926, -0.8651825 37.647513)",,,
33834484,,residential,False,True,69.698,,,"LINESTRING (-0.8648354 37.6472926, -0.8647101 37.6476534, -0.8646256 37.647897)",,,
228563231,,residential,False,True,95.497,,,"LINESTRING (-0.8648354 37.6472926, -0.8642454 37.6471745, -0.8637822 37.6470873)",,,
33834484,,residential,False,False,7.905,,,"LINESTRING (-0.864576 37.6464575, -0.8645806 37.6463865)",,,
33834484,,residential,False,True,18.434,,,"LINESTRING (-0.864576 37.6464575, -0.8646216 37.6466193)",,,
33834489,,residential,False,False,74.612,,,"LINESTRING (-0.864576 37.6464575, -0.8651224 37.6469704)",,,
33834484,,residential,False,False,66.585,,,"LINESTRING (-0.8646017 37.6460633, -0.8647219 37.6454721)",,,
33834484,,residential,False,True,35.986,,,"LINESTRING (-0.8646017 37.6460633, -0.8645806 37.6463865)",,,
228563251,,residential,False,True,95.586,,,"LINESTRING (-0.8646017 37.6460633, -0.8653241 37.646705)",,,
33834484,,residential,False,False,8.454,,,"LINESTRING (-0.8647219 37.6454721, -0.8648144 37.6454517)",,,
33834484,,residential,False,True,66.585,,,"LINESTRING (-0.8647219 37.6454721, -0.8646017 37.6460633)",,,
33834601,Calle San Rafael,residential,False,False,79.479,,,"LINESTRING (-0.8647219 37.6454721, -0.8638194 37.6454566)",,,
33834484,,residential,False,True,8.454,,,"LINESTRING (-0.8648144 37.6454517, -0.8647219 37.6454721)",,,
300006671,Calle Piñero,residential,False,False,6.892,,,"LINESTRING (-0.8648144 37.6454517, -0.8648562 37.6455041)",,,
300006671,Calle Piñero,residential,False,True,23.957,,,"LINESTRING (-0.8648144 37.6454517, -0.8647427 37.6453572, -0.8646658 37.6452714)",,,
33834489,,residential,False,True,19.546,,,"LINESTRING (-0.8663959 37.6482366, -0.8662814 37.648086)",,,
522924845,Calle Navas de Tolosa,residential,False,False,26.584,,,"LINESTRING (-0.8663959 37.6482366, -0.8666761 37.6481475)",,,
522924845,Calle Navas de Tolosa,residential,False,True,46.536,,,"LINESTRING (-0.8663959 37.6482366, -0.8662216 37.648268, -0.8658733 37.6482423)",,,
240873005,Calle Juan Valera,residential,False,True,78.528,,,"LINESTRING (-0.866522 37.6446094, -0.8657098 37.6449012)",,,
667934105,Calle Dos Huertos,residential,False,False,41.019,,,"LINESTRING (-0.866522 37.6446094, -0.8666214 37.6449698)",,,
33834526,Camino Lo José,residential,False,False,95.087,,,"LINESTRING (-0.866522 37.6446094, -0.8668629 37.6445178, -0.867578 37.6444516)",,,
667934105,Calle Dos Huertos,residential,False,True,55.274,,,"LINESTRING (-0.866522 37.6446094, -0.8663537 37.6442125, -0.8663206 37.6441386)",,,
33834528,Calle La Rambla,residential,False,False,50.123,,,"LINESTRING (-0.867578 37.6444516, -0.8675683 37.6449023)",,,
33834526,Camino Lo José,residential,False,False,50.165,,,"LINESTRING (-0.867578 37.6444516, -0.8680335 37.6444128, -0.8681445 37.6444034)",,,
33834526,Camino Lo José,residential,False,True,95.087,,,"LINESTRING (-0.867578 37.6444516, -0.8668629 37.6445178, -0.866522 37.6446094)",,,
128362564,Avenida Filipinas,tertiary,False,False,52.691,,,"LINESTRING (-0.8681445 37.6444034, -0.868154 37.6439296)",,,
128362564,Avenida Filipinas,tertiary,False,True,52.168,,,"LINESTRING (-0.8681445 37.6444034, -0.868135 37.6448725)",,,
33834526,Camino Lo José,residential,False,False,92.346,,,"LINESTRING (-0.8681445 37.6444034, -0.8682605 37.6443828, -0.8691679 37.6442216)",,,
33834526,Camino Lo José,residential,False,True,50.165,,,"LINESTRING (-0.8681445 37.6444034, -0.8680335 37.6444128, -0.867578 37.6444516)",,,
33834544,,residential,False,True,4.763,,,"LINESTRING (-0.8691679 37.6442216, -0.8691636 37.6442643)",,,
33834526,Camino Lo José,residential,False,True,92.346,,,"LINESTRING (-0.8691679 37.6442216, -0.8682605 37.6443828, -0.8681445 37.6444034)",,,
128362536,Calle Alcalde,residential,False,True,37.034,,,"LINESTRING (-0.8691679 37.6442216, -0.8692963 37.6441407, -0.8693056 37.6439377)",,,
33834528,Calle La Rambla,residential,False,False,21.416,,,"LINESTRING (-0.8676818 37.6467158, -0.8677193 37.6469061)",,,
33834528,Calle La Rambla,residential,False,True,17.831,,,"LINESTRING (-0.8676818 37.6467158, -0.8676472 37.6465578)",,,
229057311,Calle Salmerón,residential,False,True,72.375,,,"LINESTRING (-0.8676818 37.6467158, -0.8674171 37.6467696, -0.8668849 37.6468755)",,,
128362564,Avenida Filipinas,tertiary,False,True,8.874,,,"LINESTRING (-0.8680817 37.647514, -0.8680801 37.6475938)",,,
33834528,Calle La Rambla,residential,False,True,77.267,,,"LINESTRING (-0.8680817 37.647514, -0.8678032 37.6472526, -0.8677775 37.6471643, -0.8677193 37.6469061)",,,
128362564,Avenida Filipinas,tertiary,False,False,108.21799999999999,,,"LINESTRING (-0.8680817 37.647514, -0.8680998 37.6466162, -0.8681013 37.6465409)",,,
33834544,,residential,False,False,34.706,,,"LINESTRING (-0.8680801 37.6475938, -0.8684097 37.6474226)",,,
128362564,Avenida Filipinas,tertiary,False,False,8.874,,,"LINESTRING (-0.8680801 37.6475938, -0.8680817 37.647514)",,,
128362564,Avenida Filipinas,tertiary,False,True,16.481,,,"LINESTRING (-0.8680801 37.6475938, -0.8680771 37.647742)",,,
33834544,,residential,False,False,30.345,,,"LINESTRING (-0.8688366 37.6464906, -0.8688714 37.6462191)",,,
33834544,,residential,False,True,41.419,,,"LINESTRING (-0.8688366 37.6464906, -0.8686853 37.6468433)",,,
229057312,Calle León XIII,residential,False,False,20.522,,,"LINESTRING (-0.8688366 37.6464906, -0.8690695 37.6464831)",,,
229057312,Calle León XIII,residential,False,True,35.058,,,"LINESTRING (-0.8688366 37.6464906, -0.8684396 37.646515)",,,
128362471,Avenida La Unión,primary,False,True,12.945,,50,"LINESTRING (-0.8707437 37.6455518, -0.8707263 37.6454362)",,,
33834559,Calle Cerámica,residential,True,False,117.743,1,30,"LINESTRING (-0.8707437 37.6455518, -0.8711671 37.6452194, -0.8716934 37.6448063)",,,
128362471,Avenida La Unión,primary,False,False,35.656,,50,"LINESTRING (-0.8707437 37.6455518, -0.8707475 37.6456252, -0.8707188 37.6457016, -0.8706832 37.6457544, -0.8706154 37.6458477)",,,
128362486,Carretera del Albujón,tertiary,False,True,38.863,1,40,"LINESTRING (-0.8719357 37.6446161, -0.871591 37.6443978)",,T-312-1,
33834593,Avenida de la Asunción,residential,False,False,37.384,,,"LINESTRING (-0.8632857 37.6440984, -0.8632876 37.6444346)",,,
300006671,Calle Piñero,residential,False,False,46.967,,,"LINESTRING (-0.8632857 37.6440984, -0.8636779 37.6443847)",,,
300006671,Calle Piñero,residential,False,True,33.692,,,"LINESTRING (-0.8632857 37.6440984, -0.8629941 37.6439022)",,,
33834593,Avenida de la Asunción,residential,False,True,112.153,,,"LINESTRING (-0.8632934 37.6454432, -0.8632876 37.6444346)",,,
33834601,Calle San Rafael,residential,False,False,54.332,,,"LINESTRING (-0.8632934 37.6454432, -0.8626766 37.6454282)",,,
33834601,Calle San Rafael,residential,False,True,46.336,,,"LINESTRING (-0.8632934 37.6454432, -0.8638194 37.6454566)",,,
33834593,Avenida de la Asunción,residential,False,False,111.02700000000002,,,"LINESTRING (-0.8632934 37.6454432, -0.8632878 37.6457028, -0.863272 37.6462271, -0.86327 37.6464415)",,,
33834595,Avenida de Asturias,residential,False,False,30.094,,,"LINESTRING (-0.8638411 37.6445038, -0.8638349 37.6447744)",,,
300006671,Calle Piñero,residential,False,True,9.04,,,"LINESTRING (-0.8638411 37.6445038, -0.8637656 37.6444487)",,,
300006671,Calle Piñero,residential,False,False,44.131,,,"LINESTRING (-0.8638411 37.6445038, -0.8641289 37.6447219, -0.8641933 37.6447854)",,,
33834595,Avenida de Asturias,residential,False,True,75.87,,,"LINESTRING (-0.8638194 37.6454566, -0.8638349 37.6447744)",,,
33834601,Calle San Rafael,residential,False,False,46.336,,,"LINESTRING (-0.8638194 37.6454566, -0.8632934 37.6454432)",,,
33834601,Calle San Rafael,residential,False,True,79.479,,,"LINESTRING (-0.8638194 37.6454566, -0.8647219 37.6454721)",,,
33834595,Avenida de Asturias,residential,False,False,83.332,,,"LINESTRING (-0.8638194 37.6454566, -0.8638081 37.645951, -0.8638023 37.6462059)",,,
33834601,Calle San Rafael,residential,False,True,54.332,,,"LINESTRING (-0.8626766 37.6454282, -0.8632934 37.6454432)",,,
33834614,Calle Alzabara,residential,False,True,160.926,,,"LINESTRING (-0.8626766 37.6454282, -0.8621556 37.644041)",,,
33834614,Calle Alzabara,residential,False,False,112.456,,,"LINESTRING (-0.8626766 37.6454282, -0.8626755 37.6456898, -0.8626692 37.6462079, -0.8626664 37.6464395)",,,
33834614,Calle Alzabara,residential,False,False,160.926,,,"LINESTRING (-0.8621556 37.644041, -0.8626766 37.6454282)",,,
228563197,Calle Río Aller,residential,False,True,59.629,,,"LINESTRING (-0.8621556 37.644041, -0.8625686 37.643616)",,,
128362472,Carretera de San Javier,primary,False,False,61.275,,50,"LINESTRING (-0.8672621 37.6518683, -0.8672233 37.6513181)",,,
128362472,Carretera de San Javier,primary,False,True,16.717,,50,"LINESTRING (-0.8676071 37.6488569, -0.8674789 37.6489678)",,,
54818273,N-332,primary,True,False,24.854999999999997,,40,"LINESTRING (-0.8676071 37.6488569, -0.8677498 37.6487741, -0.8677802 37.6487502, -0.8678354 37.6487269)",,,
128362554,,residential,False,False,14.436,,,"LINESTRING (-0.8687928 37.6485962, -0.8686453 37.6485395)",,,
674720466,Calle Agüera,residential,False,True,3.978,1,40,"LINESTRING (-0.8687928 37.6485962, -0.8688291 37.6486175)",,,
128362512,Plaza del Hondo,residential,True,False,65.625,,,"LINESTRING (-0.8680525 37.6486524, -0.8681613 37.6486299, -0.8683015 37.6486224, -0.8687928 37.6485962)",,,
242339213,Plaza Antonio Asensio,primary,True,False,9.525,,40,"LINESTRING (-0.8680525 37.6486524, -0.8680557 37.6486096, -0.8680394 37.6485688)",roundabout,,
674720466,Calle Agüera,residential,False,False,3.978,1,40,"LINESTRING (-0.8688291 37.6486175, -0.8687928 37.6485962)",,,
674720466,Calle Agüera,residential,False,True,32.649,1,40,"LINESTRING (-0.8688291 37.6486175, -0.8688946 37.6489065)",,,
228563247,,residential,False,False,49.841,,,"LINESTRING (-0.8688291 37.6486175, -0.8690989 37.6487094, -0.8693491 37.6487947)",,,
674720466,Calle Agüera,residential,False,False,24.793,1,40,"LINESTRING (-0.8689549 37.6491243, -0.8688946 37.6489065)",,,
674720466,Calle Agüera,residential,False,True,5.636,1,40,"LINESTRING (-0.8689549 37.6491243, -0.8689997 37.6491605)",,,
674718873,Calle Agüera,residential,False,True,44.957,1,40,"LINESTRING (-0.8689549 37.6491243, -0.868732 37.6490545, -0.8684801 37.6489755)",,,
128338705,Calle Velázquez,residential,False,False,66.884,,,"LINESTRING (-0.8695331 37.6495888, -0.8689997 37.6491605)",,,
128338705,Calle Velázquez,residential,False,True,9.436,,,"LINESTRING (-0.8695331 37.6495888, -0.8696118 37.6496464)",,,
"[228563185, 228563181]",,residential,False,"[False, True]",78.491,,,"LINESTRING (-0.8695331 37.6495888, -0.8698801 37.6492937, -0.8702081 37.6494492)",,,
