osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,junction,access
4306848,NA-8710,Travesía de San Adrián (II),tertiary,True,False,15.562999999999999,,"LINESTRING (-1.933647 42.3326955, -1.9336165 42.3327016, -1.9335897 42.3327139, -1.9335688 42.3327314, -1.9335556 42.3327526, -1.9335512 42.3327757, -1.933556 42.3327987)",roundabout,
4306851,NA-8709,Travesía de San Adrián (I),tertiary,False,False,28.789,,"LINESTRING (-1.933647 42.3326955, -1.933644 42.3325492, -1.9336382 42.3324367)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,45.917,,"LINESTRING (-1.9349137 42.3356022, -1.9348397 42.3351929)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,43.615,,"LINESTRING (-1.9349137 42.3356022, -1.9349817 42.3359912)",,
22736047,,Calle La Balsa,residential,False,False,118.525,,"LINESTRING (-1.9349137 42.3356022, -1.9362372 42.3351791)",,
24050094,,Calle Delicias,residential,False,True,74.41,,"LINESTRING (-1.9349137 42.3356022, -1.9340195 42.3357065)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,43.632,,"LINESTRING (-1.9347351 42.3348082, -1.9348397 42.3351929)",,
22736049,,Calle la Balsa,residential,False,False,87.486,,"LINESTRING (-1.9347351 42.3348082, -1.9356425 42.334397)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,137.439,,"LINESTRING (-1.9347351 42.3348082, -1.9346782 42.3345173, -1.9346621 42.334438, -1.9345153 42.3337153, -1.9344845 42.3335862)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,47.504000000000005,,"LINESTRING (-1.9343352 42.3328497, -1.9339933 42.3328205, -1.9337606 42.3328043)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,85.049,,"LINESTRING (-1.9343352 42.3328497, -1.9343889 42.3328718, -1.9344099 42.3329263, -1.9344581 42.3331921, -1.9344845 42.3335862)",,
4845975,,Calle Mayor,residential,False,False,66.461,,"LINESTRING (-1.9343352 42.3328497, -1.9343065 42.3325193, -1.934293 42.3323655, -1.9343284 42.3322561)",,
585633831,NA-6531,Carretera San Adrián - Calahorra,tertiary,False,False,103.256,,"LINESTRING (-1.935038 42.3292249, -1.9362483 42.3289765)",,
585633831,NA-6531,Carretera San Adrián - Calahorra,tertiary,False,True,84.814,,"LINESTRING (-1.935038 42.3292249, -1.9340431 42.3294269)",,
4334075,,,tertiary_link,True,False,97.64599999999999,,"LINESTRING (-1.935038 42.3292249, -1.9345933 42.3292303, -1.9341935 42.329229, -1.9341265 42.3292457, -1.9340863 42.3292711, -1.9340553 42.3293179, -1.9340388 42.3293796, -1.9340431 42.3294269)",,
585633831,NA-6531,Carretera San Adrián - Calahorra,tertiary,False,False,84.814,,"LINESTRING (-1.9340431 42.3294269, -1.935038 42.3292249)",,
4334076,NA-8709,Travesía de San Adrián (I),tertiary,True,False,158.622,,"LINESTRING (-1.9340431 42.3294269, -1.9342163 42.3298525, -1.9345201 42.3303802, -1.9347687 42.3307451)",,
4450742,,Calle el Peso,residential,False,True,31.356,,"LINESTRING (-1.934499 42.3363574, -1.9345544 42.3366364)",,
4450743,,Calle Pelayo Sola,residential,False,False,27.979,,"LINESTRING (-1.934499 42.3363574, -1.9341639 42.3364016)",,
4450743,,Calle Pelayo Sola,residential,False,True,44.751,,"LINESTRING (-1.934499 42.3363574, -1.9350306 42.3362705)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,31.316,,"LINESTRING (-1.9350306 42.3362705, -1.9349817 42.3359912)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,3.489,,"LINESTRING (-1.9350306 42.3362705, -1.9350362 42.3363016)",,
4450743,,Calle Pelayo Sola,residential,False,False,44.751,,"LINESTRING (-1.9350306 42.3362705, -1.934499 42.3363574)",,
23578200,,Av. Navarra,residential,False,True,82.939,,"LINESTRING (-1.9364492 42.3290237, -1.936691 42.3293141, -1.9368438 42.3295227, -1.9369353 42.3296761)",,
4496351,,Av. Navarra,residential,False,False,42.743,,"LINESTRING (-1.9369353 42.3296761, -1.9364671 42.3298433)",,
4496350,,Paseo del Ebro,residential,False,True,190.377,,"LINESTRING (-1.9369353 42.3296761, -1.9369452 42.3299679, -1.9370376 42.3302919, -1.9371936 42.3306606, -1.9375896 42.3312995)",,
23578200,,Av. Navarra,residential,False,False,82.939,,"LINESTRING (-1.9369353 42.3296761, -1.9368438 42.3295227, -1.936691 42.3293141, -1.9364492 42.3290237)",,
4496351,,Av. Navarra,residential,False,True,26.393,,"LINESTRING (-1.9361679 42.3299294, -1.9364671 42.3298433)",,
367158362,,Av. Navarra,residential,False,True,22.403,,"LINESTRING (-1.9361679 42.3299294, -1.9359473 42.3300477)",,
4845977,,Calle Callosa de Segura,residential,False,True,163.379,,"LINESTRING (-1.9361679 42.3299294, -1.936175 42.3301864, -1.9361692 42.3309799, -1.9361625 42.3313986)",,
26198539,,Av. Navarra,residential,True,False,113.06,,"LINESTRING (-1.9361679 42.3299294, -1.9361718 42.3298066, -1.9361377 42.3297115, -1.9360234 42.3294377, -1.9360291 42.3292487, -1.9360755 42.32915, -1.9362019 42.3290249, -1.9362483 42.3289765)",,
4845975,,Calle Mayor,residential,False,False,78.839,,"LINESTRING (-1.9343284 42.3322561, -1.9344807 42.3320526, -1.9346143 42.3318769, -1.9346733 42.3318134, -1.9348551 42.3316682)",,
4845975,,Calle Mayor,residential,False,True,66.461,,"LINESTRING (-1.9343284 42.3322561, -1.934293 42.3323655, -1.9343065 42.3325193, -1.9343352 42.3328497)",,
730130742,,Travesía Vera Magallón,residential,True,False,61.653,,"LINESTRING (-1.9343284 42.3322561, -1.9342764 42.3322744, -1.9340976 42.3322718, -1.9339632 42.3323006, -1.9338216 42.3323555, -1.9336382 42.3324367)",,permit
4845975,,Calle Mayor,residential,False,False,10.93,,"LINESTRING (-1.9348551 42.3316682, -1.934967 42.3316151)",,
49904822,,Calle Luis Gurpegui,residential,False,True,13.013,,"LINESTRING (-1.9348551 42.3316682, -1.9347763 42.3315667)",,
4845975,,Calle Mayor,residential,False,True,78.839,,"LINESTRING (-1.9348551 42.3316682, -1.9346733 42.3318134, -1.9346143 42.3318769, -1.9344807 42.3320526, -1.9343284 42.3322561)",,
4845975,,Calle Mayor,residential,False,True,10.93,,"LINESTRING (-1.934967 42.3316151, -1.9348551 42.3316682)",,
4845975,,Calle Mayor,residential,False,False,82.86,,"LINESTRING (-1.934967 42.3316151, -1.9352858 42.3315053, -1.9359282 42.331406)",,
23122474,,Calle San Jerónimo,residential,False,False,94.41499999999999,,"LINESTRING (-1.934967 42.3316151, -1.9353049 42.3316309, -1.9355343 42.3316572, -1.936092 42.331769)",,
4845975,,Calle Mayor,residential,False,False,25.166,,"LINESTRING (-1.9361625 42.3313986, -1.9364671 42.3313759)",,
4845975,,Calle Mayor,residential,False,True,11.494,,"LINESTRING (-1.9361625 42.3313986, -1.9360227 42.3313967)",,
4845977,,Calle Callosa de Segura,residential,False,True,41.592,,"LINESTRING (-1.9361625 42.3313986, -1.936092 42.331769)",,
4845977,,Calle Callosa de Segura,residential,False,False,163.379,,"LINESTRING (-1.9361625 42.3313986, -1.9361692 42.3309799, -1.936175 42.3301864, -1.9361679 42.3299294)",,
22736045,,Calle Sta. Gema,residential,False,False,53.112,,"LINESTRING (-1.9362372 42.3351791, -1.9359983 42.3347353)",,
22736047,,Calle La Balsa,residential,False,True,118.525,,"LINESTRING (-1.9362372 42.3351791, -1.9349137 42.3356022)",,
22736045,,Calle Sta. Gema,residential,False,True,54.048,,"LINESTRING (-1.9362372 42.3351791, -1.9363028 42.3353349, -1.9364182 42.3355532, -1.9364587 42.3356365)",,
22736049,,Calle la Balsa,residential,False,True,87.486,,"LINESTRING (-1.9356425 42.334397, -1.9347351 42.3348082)",,
22736045,,Calle Sta. Gema,residential,False,False,117.205,,"LINESTRING (-1.9356425 42.334397, -1.9351039 42.3337468, -1.9349103 42.3334927)",,
22736045,,Calle Sta. Gema,residential,False,True,47.885,,"LINESTRING (-1.9356425 42.334397, -1.9359698 42.3346852, -1.9359983 42.3347353)",,
22983889,,Calle el Río,residential,False,False,19.862,,"LINESTRING (-1.9327441 42.3322952, -1.9325205 42.3323629)",,
22736880,,,residential,False,True,81.205,,"LINESTRING (-1.9327441 42.3322952, -1.9327908 42.3324465, -1.9328131 42.3325187, -1.9328158 42.3326634, -1.9328225 42.3330197)",,
22983889,,Calle el Río,residential,False,True,89.81700000000001,,"LINESTRING (-1.9327441 42.3322952, -1.9328429 42.3321771, -1.9331361 42.3320512, -1.9336829 42.3319439)",,
4306851,NA-8709,Travesía de San Adrián (I),tertiary,False,False,75.838,,"LINESTRING (-1.9336829 42.3319439, -1.9337201 42.3318679, -1.9338824 42.3314457, -1.9339642 42.3312951)",,
4306851,NA-8709,Travesía de San Adrián (I),tertiary,False,True,55.048,,"LINESTRING (-1.9336829 42.3319439, -1.9336306 42.3322904, -1.9336382 42.3324367)",,
22983889,,Calle el Río,residential,False,False,89.81700000000001,,"LINESTRING (-1.9336829 42.3319439, -1.9331361 42.3320512, -1.9328429 42.3321771, -1.9327441 42.3322952)",,
22983889,,Calle el Río,residential,False,True,65.621,,"LINESTRING (-1.9336829 42.3319439, -1.9342885 42.3318361, -1.934366 42.3317935, -1.9344213 42.331752)",,
22947888,,Calle Adriana Sanz,residential,False,True,174.971,,"LINESTRING (-1.9298973 42.3348445, -1.9320043 42.3346206)",,
22947888,,Calle Adriana Sanz,residential,False,False,95.51,,"LINESTRING (-1.9298973 42.3348445, -1.9290962 42.3349257, -1.9287472 42.3349666)",,
724607493,,Calle la Glera,residential,False,True,63.760000000000005,,"LINESTRING (-1.9298973 42.3348445, -1.9300291 42.3352603, -1.9301231 42.3353891)",,
724607492,,Paraje Molino Viejo,residential,False,False,75.218,,"LINESTRING (-1.9312928 42.336718, -1.9305115 42.3370702)",,
724607493,,Calle la Glera,residential,False,False,29.664,,"LINESTRING (-1.9312928 42.336718, -1.931189 42.3364625)",,
4450743,,Calle Pelayo Sola,residential,False,True,196.406,,"LINESTRING (-1.9312928 42.336718, -1.932955 42.3365426, -1.933656 42.3364572)",,
24370015,,Calle Ribera,residential,False,False,53.663,,"LINESTRING (-1.931189 42.3364625, -1.9314477 42.3360194)",,
724607493,,Calle la Glera,residential,False,False,57.56,,"LINESTRING (-1.931189 42.3364625, -1.930745 42.3360622)",,
724607493,,Calle la Glera,residential,False,True,29.664,,"LINESTRING (-1.931189 42.3364625, -1.9312928 42.336718)",,
242413202,,Calle las Pozas,residential,False,False,79.319,,"LINESTRING (-1.930745 42.3360622, -1.9299302 42.3364444)",,
242413202,,Calle las Pozas,residential,False,True,59.621,,"LINESTRING (-1.930745 42.3360622, -1.931341 42.3357566)",,
724607493,,Calle la Glera,residential,False,True,57.56,,"LINESTRING (-1.930745 42.3360622, -1.931189 42.3364625)",,
724607493,,Calle la Glera,residential,False,False,90.681,,"LINESTRING (-1.930745 42.3360622, -1.9303962 42.3357075, -1.9301231 42.3353891)",,
22977199,,Plaza la Concordia,residential,False,False,57.813,,"LINESTRING (-1.9300311 42.3342959, -1.9296774 42.3338465)",,
585633828,NA-8710,Travesía de San Adrián (II),tertiary,False,False,115.994,,"LINESTRING (-1.9300311 42.3342959, -1.9307262 42.3339905, -1.9312337 42.3337504)",,
585633828,NA-8710,Travesía de San Adrián (II),tertiary,False,True,131.53,,"LINESTRING (-1.9300311 42.3342959, -1.92939 42.3345316, -1.9290329 42.3346629, -1.9287693 42.3348059, -1.9286405 42.334874)",,
22977199,,Plaza la Concordia,residential,False,True,57.813,,"LINESTRING (-1.9296774 42.3338465, -1.9300311 42.3342959)",,
"[724607491, 22977199]",,"['Plaza la Concordia', 'Calle Luis Gurpegui']",residential,False,"[False, True]",328.986,,"LINESTRING (-1.9296774 42.3338465, -1.9296766 42.3332179, -1.9297318 42.3330994, -1.9298085 42.3330411, -1.9306117 42.3328497, -1.9310207 42.3327498, -1.9318647 42.3325987, -1.9319813 42.3325598, -1.9325205 42.3323629)",,
25979515,,Calle los Roncaleses,residential,False,False,151.598,,"LINESTRING (-1.9296774 42.3338465, -1.9285151 42.3338547, -1.9279597 42.3341472)",,
25979515,,Calle los Roncaleses,residential,False,True,155.594,,"LINESTRING (-1.9296774 42.3338465, -1.9299985 42.3337151, -1.930746 42.3334092, -1.9312337 42.3337504)",,
22947888,,Calle Adriana Sanz,residential,False,False,174.971,,"LINESTRING (-1.9320043 42.3346206, -1.9298973 42.3348445)",,
22983886,,Calle Pelayo Sola,residential,False,False,40.25,,"LINESTRING (-1.9320043 42.3346206, -1.9321861 42.3349567)",,
22983886,,Calle Pelayo Sola,residential,False,True,115.455,,"LINESTRING (-1.9320043 42.3346206, -1.9313493 42.3337021)",,
22983882,,Calle Nuestra Señora de la Palma,residential,False,True,112.001,,"LINESTRING (-1.9321861 42.3349567, -1.9308752 42.3352315)",,
22983886,,Calle Pelayo Sola,residential,False,False,12.876,,"LINESTRING (-1.9321861 42.3349567, -1.9322704 42.3350543)",,
22983886,,Calle Pelayo Sola,residential,False,True,40.25,,"LINESTRING (-1.9321861 42.3349567, -1.9320043 42.3346206)",,
22983886,,Calle Pelayo Sola,residential,False,False,115.455,,"LINESTRING (-1.9313493 42.3337021, -1.9320043 42.3346206)",,
585633828,NA-8710,Travesía de San Adrián (II),tertiary,False,False,142.906,,"LINESTRING (-1.9313493 42.3337021, -1.9328225 42.3330197)",,
585633828,NA-8710,Travesía de San Adrián (II),tertiary,False,True,10.916,,"LINESTRING (-1.9313493 42.3337021, -1.9312829 42.3337306, -1.9312337 42.3337504)",,
22983882,,Calle Nuestra Señora de la Palma,residential,False,False,76.925,,"LINESTRING (-1.929207 42.3355305, -1.9301231 42.3353891)",,
242413200,,Paraje Molino Viejo,residential,False,False,100.442,,"LINESTRING (-1.929207 42.3355305, -1.92818 42.33602)",,
22983883,,Calle la Isla,residential,True,False,73.21300000000001,,"LINESTRING (-1.929207 42.3355305, -1.9288626 42.3351082, -1.9287472 42.3349666)",,
242413209,,Calle la Isla,residential,False,False,117.80600000000001,,"LINESTRING (-1.929207 42.3355305, -1.9292545 42.3356113, -1.9299302 42.3364444)",,
22947888,,Calle Adriana Sanz,residential,False,False,13.526,,"LINESTRING (-1.9287472 42.3349666, -1.9286405 42.334874)",,
22947888,,Calle Adriana Sanz,residential,False,True,95.51,,"LINESTRING (-1.9287472 42.3349666, -1.9290962 42.3349257, -1.9298973 42.3348445)",,
22983882,,Calle Nuestra Señora de la Palma,residential,False,False,64.256,,"LINESTRING (-1.9301231 42.3353891, -1.9308752 42.3352315)",,
22983882,,Calle Nuestra Señora de la Palma,residential,False,True,76.925,,"LINESTRING (-1.9301231 42.3353891, -1.929207 42.3355305)",,
724607493,,Calle la Glera,residential,False,False,63.760000000000005,,"LINESTRING (-1.9301231 42.3353891, -1.9300291 42.3352603, -1.9298973 42.3348445)",,
724607493,,Calle la Glera,residential,False,True,90.681,,"LINESTRING (-1.9301231 42.3353891, -1.9303962 42.3357075, -1.930745 42.3360622)",,
22983889,,Calle el Río,residential,False,True,41.226,,"LINESTRING (-1.9347763 42.3315667, -1.935211 42.3313818)",,
49904822,,Calle Luis Gurpegui,residential,False,False,13.013,,"LINESTRING (-1.9347763 42.3315667, -1.9348551 42.3316682)",,
22983889,,Calle el Río,residential,False,False,35.911,,"LINESTRING (-1.9347763 42.3315667, -1.934572 42.3316532, -1.9344213 42.331752)",,
22983889,,Calle el Río,residential,False,False,41.226,,"LINESTRING (-1.935211 42.3313818, -1.9347763 42.3315667)",,
22983889,,Calle el Río,residential,False,True,46.344,,"LINESTRING (-1.935211 42.3313818, -1.9357332 42.3312247)",,
23578202,,Camino Eje del Ebro,residential,False,False,79.588,,"LINESTRING (-1.935211 42.3313818, -1.9347687 42.3307451)",,
22736881,,Calle San Francisco Javier,residential,False,False,25.756,,"LINESTRING (-1.9357332 42.3312247, -1.9359282 42.331406)",,
22736881,,Calle San Francisco Javier,residential,False,True,90.999,,"LINESTRING (-1.9357332 42.3312247, -1.9351667 42.3305216)",,
22983889,,Calle el Río,residential,False,False,46.344,,"LINESTRING (-1.9357332 42.3312247, -1.935211 42.3313818)",,
22736881,,Calle San Francisco Javier,residential,False,False,90.999,,"LINESTRING (-1.9351667 42.3305216, -1.9357332 42.3312247)",,
367158362,,Av. Navarra,residential,False,True,41.086,,"LINESTRING (-1.9351667 42.3305216, -1.9347687 42.3307451)",,
367158362,,Av. Navarra,residential,False,False,83.298,,"LINESTRING (-1.9351667 42.3305216, -1.9352331 42.3304581, -1.9357597 42.3301483, -1.9359473 42.3300477)",,
23122473,,Paseo del Ebro,residential,False,True,86.704,,"LINESTRING (-1.9388007 42.3318373, -1.9383043 42.3325253)",,
23122473,,Paseo del Ebro,residential,False,False,86.704,,"LINESTRING (-1.9383043 42.3325253, -1.9388007 42.3318373)",,
724607490,,Paseo del Ebro,residential,False,True,54.319,,"LINESTRING (-1.9383043 42.3325253, -1.9377536 42.3322553)",,
4845977,,Calle Callosa de Segura,residential,False,False,41.592,,"LINESTRING (-1.936092 42.331769, -1.9361625 42.3313986)",,
23122474,,Calle San Jerónimo,residential,False,False,146.901,,"LINESTRING (-1.936092 42.331769, -1.9377536 42.3322553)",,
23122474,,Calle San Jerónimo,residential,False,True,94.41499999999999,,"LINESTRING (-1.936092 42.331769, -1.9355343 42.3316572, -1.9353049 42.3316309, -1.934967 42.3316151)",,
32808359,,Calle San Jerónimo,residential,False,True,156.842,,"LINESTRING (-1.936092 42.331769, -1.936311 42.3319969, -1.9365108 42.3321093, -1.9365919 42.3322841, -1.9364858 42.3324589, -1.9362148 42.3326919, -1.9361737 42.3327273, -1.9361362 42.3328833, -1.9361754 42.3329319)",,
23122474,,Calle San Jerónimo,residential,False,True,146.901,,"LINESTRING (-1.9377536 42.3322553, -1.936092 42.331769)",,
724607490,,Paseo del Ebro,residential,False,False,54.319,,"LINESTRING (-1.9377536 42.3322553, -1.9383043 42.3325253)",,
724607489,,Paseo del Ebro,residential,False,True,129.046,,"LINESTRING (-1.9377536 42.3322553, -1.9377945 42.3321282, -1.9379876 42.3317792, -1.9380446 42.3315665, -1.93785 42.3314043, -1.9375896 42.3312995)",,
4845975,,Calle Mayor,residential,False,True,92.662,,"LINESTRING (-1.9375896 42.3312995, -1.9364671 42.3313759)",,
4496350,,Paseo del Ebro,residential,False,False,190.377,,"LINESTRING (-1.9375896 42.3312995, -1.9371936 42.3306606, -1.9370376 42.3302919, -1.9369452 42.3299679, -1.9369353 42.3296761)",,
724607489,,Paseo del Ebro,residential,False,False,129.046,,"LINESTRING (-1.9375896 42.3312995, -1.93785 42.3314043, -1.9380446 42.3315665, -1.9379876 42.3317792, -1.9377945 42.3321282, -1.9377536 42.3322553)",,
49904838,,Calle el Plantío,residential,False,True,92.65400000000001,,"LINESTRING (-1.9333068 42.3306292, -1.933348 42.3306381, -1.9333914 42.330678, -1.9338481 42.3312013, -1.9339194 42.3312662, -1.9339642 42.3312951)",,
22736045,,Calle Sta. Gema,residential,False,True,9.248,,"LINESTRING (-1.9369308 42.3363523, -1.9369625 42.3364321)",,
22736045,,Calle Sta. Gema,residential,False,False,51.337,,"LINESTRING (-1.9369308 42.3363523, -1.9367266 42.3360492, -1.9366436 42.3359425)",,
"[27437733, 25508582]",,Calle Jesús del Gran Poder,residential,False,False,123.173,,"LINESTRING (-1.9369308 42.3363523, -1.9367379 42.3353592, -1.9367492 42.3352551)",,
22736045,,Calle Sta. Gema,residential,False,False,22.767,,"LINESTRING (-1.9369686 42.3366368, -1.9369625 42.3364321)",,
242413203,,Calle la Granja,residential,False,False,151.269,,"LINESTRING (-1.9369686 42.3366368, -1.938335 42.336928, -1.9387347 42.3370192)",,
4845975,,Calle Mayor,residential,False,False,7.837,,"LINESTRING (-1.9359282 42.331406, -1.9360227 42.3313967)",,
22736881,,Calle San Francisco Javier,residential,False,True,25.756,,"LINESTRING (-1.9359282 42.331406, -1.9357332 42.3312247)",,
4845975,,Calle Mayor,residential,False,True,82.86,,"LINESTRING (-1.9359282 42.331406, -1.9352858 42.3315053, -1.934967 42.3316151)",,
23615516,,Calle Ribera,residential,True,False,38.627,,"LINESTRING (-1.9344845 42.3335862, -1.9341378 42.3338207)",,
25508707,,Plaza Fueros,residential,False,True,36.512,,"LINESTRING (-1.9344845 42.3335862, -1.9349103 42.3334927)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,85.049,,"LINESTRING (-1.9344845 42.3335862, -1.9344581 42.3331921, -1.9344099 42.3329263, -1.9343889 42.3328718, -1.9343352 42.3328497)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,137.439,,"LINESTRING (-1.9344845 42.3335862, -1.9345153 42.3337153, -1.9346621 42.334438, -1.9346782 42.3345173, -1.9347351 42.3348082)",,
23615516,,Calle Ribera,residential,True,False,20.034,,"LINESTRING (-1.9341378 42.3338207, -1.9340102 42.3339742)",,
26198382,,Calle la Madera,residential,False,False,141.69,,"LINESTRING (-1.9341378 42.3338207, -1.9333161 42.3334061, -1.9329864 42.3332118, -1.9328225 42.3330197)",,
23615516,,Calle Ribera,residential,True,False,52.773,,"LINESTRING (-1.9340102 42.3339742, -1.9339809 42.3344483)",,
26198364,,Calle Ribera,residential,False,True,190.508,,"LINESTRING (-1.9340102 42.3339742, -1.9337143 42.3341802, -1.9335978 42.3344073, -1.9323284 42.335106)",,
23615516,,Calle Ribera,residential,True,False,44.832,,"LINESTRING (-1.9339744 42.3353047, -1.9340195 42.3357065)",,
24050092,,Calle Eras Bajas,residential,False,False,50.786,,"LINESTRING (-1.9339744 42.3353047, -1.9333605 42.3353563)",,
24050092,,Calle Eras Bajas,residential,False,True,72.204,,"LINESTRING (-1.9339744 42.3353047, -1.9348397 42.3351929)",,
4450743,,Calle Pelayo Sola,residential,False,False,42.203,,"LINESTRING (-1.9341639 42.3364016, -1.933656 42.3364572)",,
4450743,,Calle Pelayo Sola,residential,False,True,27.979,,"LINESTRING (-1.9341639 42.3364016, -1.934499 42.3363574)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,False,43.632,,"LINESTRING (-1.9348397 42.3351929, -1.9347351 42.3348082)",,
4334074,NA-8710,Travesía de San Adrián (II),tertiary,False,True,45.917,,"LINESTRING (-1.9348397 42.3351929, -1.9349137 42.3356022)",,
24050092,,Calle Eras Bajas,residential,False,False,72.204,,"LINESTRING (-1.9348397 42.3351929, -1.9339744 42.3353047)",,
24050092,,Calle Eras Bajas,residential,False,True,50.786,,"LINESTRING (-1.9333605 42.3353563, -1.9339744 42.3353047)",,
26198282,,,residential,False,False,45.524,,"LINESTRING (-1.9333605 42.3353563, -1.9330027 42.3350438)",,
24050092,,Calle Eras Bajas,residential,False,False,52.21,,"LINESTRING (-1.9333605 42.3353563, -1.9330696 42.335419, -1.9328307 42.3355896)",,
22983886,,Calle Pelayo Sola,residential,False,False,33.193,,"LINESTRING (-1.9328307 42.3355896, -1.9330868 42.3358204)",,
22983886,,Calle Pelayo Sola,residential,False,True,36.282,,"LINESTRING (-1.9328307 42.3355896, -1.9325728 42.3353248)",,
24050092,,Calle Eras Bajas,residential,False,True,52.21,,"LINESTRING (-1.9328307 42.3355896, -1.9330696 42.335419, -1.9333605 42.3353563)",,
22983886,,Calle Pelayo Sola,residential,False,True,33.193,,"LINESTRING (-1.9330868 42.3358204, -1.9328307 42.3355896)",,
24050094,,Calle Delicias,residential,False,False,77.704,,"LINESTRING (-1.9330868 42.3358204, -1.9340195 42.3357065)",,
"[22983886, 724607494]",,Calle Pelayo Sola,residential,False,False,84.88,,"LINESTRING (-1.9330868 42.3358204, -1.9332985 42.3360471, -1.933656 42.3364572)",,
"[26198093, 24050094]",,Calle Delicias,residential,False,"[False, True]",123.37299999999999,,"LINESTRING (-1.9330868 42.3358204, -1.9325199 42.336137, -1.9320118 42.3356894)",,
23615516,,Calle Ribera,residential,True,False,78.198,,"LINESTRING (-1.9340195 42.3357065, -1.9341639 42.3364016)",,
24050094,,Calle Delicias,residential,False,False,74.41,,"LINESTRING (-1.9340195 42.3357065, -1.9349137 42.3356022)",,
24050094,,Calle Delicias,residential,False,True,77.704,,"LINESTRING (-1.9340195 42.3357065, -1.9330868 42.3358204)",,
23122466,,Camino del Marinal,residential,False,True,114.734,,"LINESTRING (-1.9390996 42.3362312, -1.9377565 42.3359502)",,
