osmid,name,highway,oneway,reversed,length,ref,maxspeed,bridge,geometry,lanes,width,junction
48927565,Carrer Montseny,residential,True,False,111.37499999999999,,,,"LINESTRING (2.5147576 41.8145081, 2.5145263 41.8142884, 2.5144975 41.8141941, 2.5145373 41.8140476, 2.5145075 41.8139278, 2.5144425 41.8138118, 2.5141744 41.8137007)",,5,
"[48927568, 128494219]","['Carrer Castell', 'Carrer del Vern']",residential,True,False,133.91000000000003,,,,"LINESTRING (2.5147576 41.8145081, 2.5145563 41.8145684, 2.5144104 41.8146278, 2.5142711 41.814677, 2.514146 41.8147212, 2.513871 41.8148366, 2.5139104 41.8149909, 2.5139876 41.8152938)",,4,
48871422,Carrer Germana Assumpta,residential,False,True,157.56799999999998,,,,"LINESTRING (2.5139876 41.8152938, 2.5151897 41.8149887, 2.5157874 41.814837)",,6,
"[48871425, 852347654]","['Carrer Germana Assumpta', 'Carrer Sant Jaume']",residential,False,False,133.598,,,,"LINESTRING (2.5139876 41.8152938, 2.513663 41.8153587, 2.5126921 41.8154943, 2.5124068 41.8155247)",,6,
48871422,Carrer Germana Assumpta,residential,False,False,89.976,,,,"LINESTRING (2.5168173 41.8145811, 2.5164525 41.8146671, 2.5157874 41.814837)",,6,
48871422,Carrer Germana Assumpta,residential,False,True,123.943,,,,"LINESTRING (2.5168173 41.8145811, 2.5180163 41.8144851, 2.5183002 41.8144423)",,6,
48927567,Carrer Castell,residential,True,False,99.724,,,,"LINESTRING (2.5168173 41.8145811, 2.5166135 41.8145591, 2.5162514 41.8145691, 2.5160083 41.8145965, 2.5157228 41.8145952, 2.5156192 41.8145982)",,4,
48928018,Carrer Turó de Montsoriu,residential,False,False,102.113,,,,"LINESTRING (2.5173156 41.8121558, 2.5173383 41.8119858, 2.5175161 41.8119045, 2.5181327 41.811712, 2.5182579 41.811703)",,6,
48928018,Carrer Turó de Montsoriu,residential,False,True,109.72999999999999,,,,"LINESTRING (2.5173156 41.8121558, 2.5172332 41.8126361, 2.5172373 41.8131387)",,6,
48980635,Carrer de la Plana,residential,False,False,183.98100000000002,,,,"LINESTRING (2.5173156 41.8121558, 2.518256 41.8122724, 2.5191714 41.8122989, 2.5194917 41.812405)",,5,
924571016,Carrer d'Emprius,residential,False,False,58.986000000000004,,,,"LINESTRING (2.5173156 41.8121558, 2.5168405 41.8121031, 2.5167164 41.8120458, 2.5166693 41.8119927)",,,
48928018,Carrer Turó de Montsoriu,residential,False,False,51.114000000000004,,,,"LINESTRING (2.5168517 41.8134955, 2.5170319 41.8132989, 2.5172373 41.8131387)",,6,
48928018,Carrer Turó de Montsoriu,residential,False,True,65.119,,,,"LINESTRING (2.5168517 41.8134955, 2.5167025 41.8136698, 2.5166063 41.8139009, 2.5164964 41.8140106)",,6,
924571020,Carrer de Calm,residential,False,False,73.702,,,,"LINESTRING (2.5168517 41.8134955, 2.5165446 41.8135421, 2.5164964 41.8135002, 2.5167488 41.8131769)",,,
48928018,Carrer Turó de Montsoriu,residential,False,False,109.72999999999999,,,,"LINESTRING (2.5172373 41.8131387, 2.5172332 41.8126361, 2.5173156 41.8121558)",,6,
48928018,Carrer Turó de Montsoriu,residential,False,True,51.114000000000004,,,,"LINESTRING (2.5172373 41.8131387, 2.5170319 41.8132989, 2.5168517 41.8134955)",,6,
924571015,Carrer del Turó del Puig de l'Ull,residential,False,False,198.228,,,,"LINESTRING (2.5172373 41.8131387, 2.5174891 41.8131293, 2.5176168 41.813066, 2.5176396 41.8129661, 2.5176245 41.8128927, 2.5176539 41.8128023, 2.517724 41.8127786, 2.5178707 41.8127292, 2.5182275 41.8127122, 2.518685 41.8127941, 2.5189919 41.8128601, 2.5192323 41.8128671)",,,
924571019,Camí de Can Mas,residential,False,False,70.702,,,,"LINESTRING (2.5172373 41.8131387, 2.5171194 41.8130579, 2.5166627 41.8129153, 2.5164664 41.8128973)",,,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,False,68.312,GI-543,,,"LINESTRING (2.5091114 41.8188202, 2.5094032 41.8187314, 2.5094946 41.8187036, 2.5098794 41.8185972)",,,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,True,32.268,GI-543,,,"LINESTRING (2.5091114 41.8188202, 2.5090465 41.8188359, 2.5087409 41.8189095)",,,
48927567,Carrer Castell,residential,True,False,74.375,,,,"LINESTRING (2.5156192 41.8145982, 2.5154629 41.8146116, 2.5150942 41.8146244, 2.5147576 41.8145081)",,4,
"[48928018, 48928022]",Carrer Turó de Montsoriu,residential,False,False,108.558,,,,"LINESTRING (2.5156192 41.8145982, 2.5156858 41.8145409, 2.5159109 41.8145152, 2.5161425 41.8144619, 2.5163265 41.8143748, 2.5163457 41.814282, 2.5164964 41.8140106)",,"['4', '6']",
48926597,Carrer del Camp de l'Oliver,residential,False,True,39.766,,,,"LINESTRING (2.509646 41.8199155, 2.5091954 41.8200385)",,9,
48928027,Girola Germana Cecilia,residential,True,False,14.646,,,,"LINESTRING (2.509646 41.8199155, 2.5096138 41.8199065, 2.5095971 41.8198908, 2.5095895 41.8198721, 2.5095746 41.8198395, 2.5095626 41.8198087)",1,,roundabout
48928027,Girola Germana Cecilia,residential,True,False,13.739,,,,"LINESTRING (2.5098023 41.8198791, 2.5097628 41.8198944, 2.5097412 41.8199019, 2.50972 41.8199081, 2.5096859 41.8199112, 2.509646 41.8199155)",1,,roundabout
48928020,Carrer del Camp de l'Oliver,residential,False,False,88.625,,,,"LINESTRING (2.5097708 41.8197388, 2.5098378 41.8196562, 2.5099742 41.8194975, 2.510342 41.819065)",,9,
48928027,Girola Germana Cecilia,residential,True,False,17.366999999999997,,,,"LINESTRING (2.5097708 41.8197388, 2.5098017 41.8197633, 2.5098145 41.819783, 2.5098214 41.8198108, 2.5098233 41.819851, 2.5098023 41.8198791)",1,,roundabout
48928021,Carrer Germana Cecília,residential,True,False,116.10900000000001,,,,"LINESTRING (2.5095626 41.8198087, 2.5095074 41.8196996, 2.5091114 41.8188202)",,6,
48928027,Girola Germana Cecilia,residential,True,False,19.589000000000002,,,,"LINESTRING (2.5095626 41.8198087, 2.5096029 41.8197777, 2.5096572 41.8197562, 2.509711 41.8197421, 2.5097708 41.8197388)",1,,roundabout
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,True,38.876,GI-543,,,"LINESTRING (2.5087409 41.8189095, 2.5082983 41.8190254)",,,
48960241,Carrer Passatge de Viladrau,residential,False,False,131.06799999999998,,,,"LINESTRING (2.5087409 41.8189095, 2.5090788 41.819749, 2.5091954 41.8200385)",,5,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,False,32.268,GI-543,,,"LINESTRING (2.5087409 41.8189095, 2.5090465 41.8188359, 2.5091114 41.8188202)",,,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,False,38.876,GI-543,,,"LINESTRING (2.5082983 41.8190254, 2.5087409 41.8189095)",,,
48960242,Carrer Canigo,residential,True,False,128.74200000000002,,,,"LINESTRING (2.5082983 41.8190254, 2.5086329 41.8198209, 2.5087434 41.8201344)",,5,
48926597,Carrer del Camp de l'Oliver,residential,False,False,39.766,,,,"LINESTRING (2.5091954 41.8200385, 2.509646 41.8199155)",,9,
48926597,Carrer del Camp de l'Oliver,residential,False,True,38.944,,,,"LINESTRING (2.5091954 41.8200385, 2.5087434 41.8201344)",,9,
48960241,Carrer Passatge de Viladrau,residential,False,True,131.06799999999998,,,,"LINESTRING (2.5091954 41.8200385, 2.5090788 41.819749, 2.5087409 41.8189095)",,5,
48926597,Carrer del Camp de l'Oliver,residential,False,False,38.944,,,,"LINESTRING (2.5087434 41.8201344, 2.5091954 41.8200385)",,9,
48926597,Carrer del Camp de l'Oliver,residential,False,True,30.816,,,,"LINESTRING (2.5087434 41.8201344, 2.5083854 41.8202094)",,9,
48926597,Carrer del Camp de l'Oliver,residential,False,False,30.816,,,,"LINESTRING (2.5083854 41.8202094, 2.5087434 41.8201344)",,9,
48974882,Carrer Ramon Pagès,residential,True,False,82.631,,,,"LINESTRING (2.5157874 41.814837, 2.5163516 41.8154497)",,4,
48871422,Carrer Germana Assumpta,residential,False,False,157.56799999999998,,,,"LINESTRING (2.5157874 41.814837, 2.5151897 41.8149887, 2.5139876 41.8152938)",,6,
48871422,Carrer Germana Assumpta,residential,False,True,89.976,,,,"LINESTRING (2.5157874 41.814837, 2.5164525 41.8146671, 2.5168173 41.8145811)",,6,
35035292,Carrer Francesc Camprodon,tertiary,True,False,200.42300000000003,GI-552a,50,,"LINESTRING (2.5163516 41.8154497, 2.5148152 41.8162422, 2.5144104 41.8163998, 2.5143624 41.8164594)",,,
48928344,Carrer Segimon Fogaroles,residential,False,False,104.74099999999999,,,,"LINESTRING (2.5102079 41.8177986, 2.5098246 41.8180655, 2.5097769 41.8181128, 2.5097725 41.8181692, 2.5098794 41.8185972)",,6,
"[48928344, 48960040, 48871423]","['Carrer Segimon Fogaroles', 'Pont dels Rojos']",residential,False,True,82.252,,,yes,"LINESTRING (2.5102079 41.8177986, 2.5103484 41.8176677, 2.5105208 41.8175111, 2.510719 41.8172942, 2.5108011 41.8172063)",,6,
48980378,Carrer de la Farga,residential,False,False,156.596,,,,"LINESTRING (2.5102079 41.8177986, 2.5093949 41.8178278, 2.5090289 41.8178409, 2.5083234 41.8178955)",,6,
48980373,Carrer de l'Horta de Ca l'Adjutori,residential,False,False,101.83,,,,"LINESTRING (2.5108651 41.8193249, 2.5110832 41.8194449, 2.5114578 41.8196509, 2.5117722 41.8199331)",,5,
48980374,Carrer Pau Casals,residential,True,False,112.545,,,,"LINESTRING (2.5108651 41.8193249, 2.5104922 41.8196907, 2.5103139 41.8197756, 2.5098023 41.8198791)",,6,
48980375,Carrer del Turó del Pi,residential,False,True,13.987,,,,"LINESTRING (2.5112176 41.8181613, 2.5110825 41.8180859)",,6,
48980375,Carrer del Turó del Pi,residential,False,False,573.1950000000002,,,,"LINESTRING (2.5112176 41.8181613, 2.511355 41.8181456, 2.5115421 41.8181243, 2.5118237 41.8181223, 2.5120021 41.8181313, 2.5121483 41.8181533, 2.5123923 41.8182283, 2.512556 41.8182833, 2.5127249 41.8183132, 2.5128872 41.8183182, 2.5131125 41.8183112, 2.513476 41.8182703, 2.5135604 41.8182693, 2.513649 41.8182863, 2.5137858 41.8183242, 2.5140325 41.8183892, 2.514121 41.8183952, 2.5142095 41.8183882, 2.5143222 41.8183402, 2.5144281 41.8182993, 2.5145207 41.8182703, 2.5147634 41.8182203, 2.5148828 41.8182033, 2.5149927 41.8182033, 2.5150974 41.8182223, 2.5151725 41.8182503, 2.5153495 41.8183242, 2.5154916 41.8183672, 2.5156593 41.8183902, 2.5166396 41.8183302, 2.5170285 41.8183033, 2.517113 41.8183162, 2.5171814 41.8183612, 2.5172096 41.8184422, 2.5171855 41.8185151, 2.5171144 41.8185911, 2.5170487 41.8186711, 2.5170312 41.818726, 2.5170634 41.818753, 2.5170983 41.818767, 2.5172105 41.8187857)",,6,
365869058,Carrer del Turó del Pi,residential,False,False,17.198,,,,"LINESTRING (2.5112176 41.8181613, 2.5111318 41.8181853, 2.511054 41.8182493)",,,
48980373,Carrer de l'Horta de Ca l'Adjutori,residential,False,True,101.83000000000001,,,,"LINESTRING (2.5117722 41.8199331, 2.5114578 41.8196509, 2.5110832 41.8194449, 2.5108651 41.8193249)",,5,
49009125,Carrer Dr. Geli,tertiary,False,False,56.595,GI-543,,,"LINESTRING (2.5167367 41.8178771, 2.5171949 41.8178724, 2.517409 41.8179232)",2,8,
49009125,Carrer Dr. Geli,tertiary,False,True,119.56299999999999,GI-543,,,"LINESTRING (2.5167367 41.8178771, 2.5166303 41.8178783, 2.5160461 41.817885, 2.5159461 41.8178368, 2.5154634 41.8175316)",2,8,
48980375,Carrer del Turó del Pi,residential,False,True,573.1950000000002,,,,"LINESTRING (2.5172105 41.8187857, 2.5170983 41.818767, 2.5170634 41.818753, 2.5170312 41.818726, 2.5170487 41.8186711, 2.5171144 41.8185911, 2.5171855 41.8185151, 2.5172096 41.8184422, 2.5171814 41.8183612, 2.517113 41.8183162, 2.5170285 41.8183033, 2.5166396 41.8183302, 2.5156593 41.8183902, 2.5154916 41.8183672, 2.5153495 41.8183242, 2.5151725 41.8182503, 2.5150974 41.8182223, 2.5149927 41.8182033, 2.5148828 41.8182033, 2.5147634 41.8182203, 2.5145207 41.8182703, 2.5144281 41.8182993, 2.5143222 41.8183402, 2.5142095 41.8183882, 2.514121 41.8183952, 2.5140325 41.8183892, 2.5137858 41.8183242, 2.513649 41.8182863, 2.5135604 41.8182693, 2.513476 41.8182703, 2.5131125 41.8183112, 2.5128872 41.8183182, 2.5127249 41.8183132, 2.512556 41.8182833, 2.5123923 41.8182283, 2.5121483 41.8181533, 2.5120021 41.8181313, 2.5118237 41.8181223, 2.5115421 41.8181243, 2.511355 41.8181456, 2.5112176 41.8181613)",,6,
49009126,Carrer Jacint Verdaguer,tertiary,False,True,102.79499999999999,GI-543,,,"LINESTRING (2.5172105 41.8187857, 2.5172805 41.8186373, 2.5175102 41.8181499, 2.517503 41.8180146, 2.517409 41.8179232)",2,8,
48928018,Carrer Turó de Montsoriu,residential,False,True,102.113,,,,"LINESTRING (2.5182579 41.811703, 2.5181327 41.811712, 2.5175161 41.8119045, 2.5173383 41.8119858, 2.5173156 41.8121558)",,6,
852347653,Plaça de Can Reus,tertiary,True,False,10.132,GI-552a,,,"LINESTRING (2.5185175 41.8144169, 2.5185315 41.8144454, 2.5185317 41.8144758, 2.518518 41.8145044)",,,roundabout
"[48928369, 48926596, 128494223]","[""Carrer de l'Havana"", 'Carrer del Sorrall']",residential,True,False,447.09499999999997,,,,"LINESTRING (2.5183496 41.8145338, 2.5181206 41.8146442, 2.5178977 41.8154479, 2.5178415 41.8155432, 2.5176846 41.8157002, 2.5173433 41.815907, 2.5169116 41.8160852, 2.5168437 41.8161217, 2.5165899 41.816213, 2.5163295 41.8162895, 2.5156664 41.8165092, 2.5154951 41.8165387, 2.515056 41.8165232, 2.5143624 41.8164594)",,4,
49077263,Plaça de Can Reus,tertiary,True,False,5.803,GI-552a,,,"LINESTRING (2.5183496 41.8145338, 2.5183238 41.8145162, 2.518306 41.8144937)",,,roundabout
48871422,Carrer Germana Assumpta,residential,False,False,123.943,,,,"LINESTRING (2.5183002 41.8144423, 2.5180163 41.8144851, 2.5168173 41.8145811)",,6,
852347653,Plaça de Can Reus,tertiary,True,False,23.361,GI-552a,,,"LINESTRING (2.5183002 41.8144423, 2.5183154 41.8144145, 2.5183422 41.8143921, 2.5183776 41.8143778, 2.5184174 41.8143731, 2.5184569 41.8143787, 2.5184917 41.8143939, 2.5185175 41.8144169)",,,roundabout
"[49077264, 35035297, 49085307]","['Avinguda Paisos Catalans', 'Avinguda dels Països Catalans']",residential,False,True,150.262,,50,yes,"LINESTRING (2.518518 41.8145044, 2.5186962 41.8145516, 2.5189423 41.8146541, 2.5192206 41.814773, 2.520106 41.8151524)",2,,
"[589523034, 49077263]",Plaça de Can Reus,tertiary,True,False,16.023,GI-552a,,,"LINESTRING (2.518518 41.8145044, 2.5184936 41.8145268, 2.5184608 41.8145421, 2.5184232 41.8145487, 2.5183847 41.8145458, 2.5183496 41.8145338)",,,roundabout
49138267,Carrer del Prat de Can Delfí,residential,False,True,125.423,,,,"LINESTRING (2.5120453 41.8173329, 2.5130108 41.8170091, 2.5134655 41.8170121)",,4,
49138267,Carrer del Prat de Can Delfí,residential,False,False,31.011,,,,"LINESTRING (2.5136155 41.8172676, 2.5134655 41.8170121)",,4,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,False,70.47,GI-543,,,"LINESTRING (2.5136155 41.8172676, 2.5137512 41.8172208, 2.5138606 41.8171856, 2.5143947 41.8170139)",,,
505561193,Carretera d'Arbúcies a Viladrau,tertiary,False,True,234.665,GI-543,,,"LINESTRING (2.5136155 41.8172676, 2.5128256 41.8175296, 2.5127262 41.8175595, 2.5126004 41.8175829, 2.5123777 41.8176056, 2.5121684 41.8176296, 2.511986 41.8176556, 2.5117151 41.8176935, 2.511615 41.8177202, 2.5115485 41.817751, 2.5114271 41.8178325, 2.5112997 41.817918, 2.5111861 41.8180058, 2.5110825 41.8180859)",,,
49138267,Carrer del Prat de Can Delfí,residential,False,True,31.011,,,,"LINESTRING (2.5134655 41.8170121, 2.5136155 41.8172676)",,4,
542810839,Carrer del Prat de Can Delfí,residential,False,False,18.637,,,,"LINESTRING (2.5134655 41.8170121, 2.5133716 41.8168598)",,,
49138267,Carrer del Prat de Can Delfí,residential,False,False,125.423,,,,"LINESTRING (2.5134655 41.8170121, 2.5130108 41.8170091, 2.5120453 41.8173329)",,4,
"[81853792, 669380730]","['Passatge dels Serafins', 'Carrer de Santa Fe']",residential,False,True,117.132,,,,"LINESTRING (2.5120039 41.8146535, 2.5122286 41.8147525, 2.512525 41.8149031, 2.5125868 41.8149369, 2.5123532 41.8154421)",,,
128494226,Travessia del Montseny,unclassified,False,True,239.235,,,,"LINESTRING (2.5145574 41.8126828, 2.51458 41.8127058, 2.5146376 41.8127643, 2.514598 41.8128011, 2.5145454 41.812828, 2.5144958 41.8128506, 2.5144235 41.8128657, 2.5143377 41.812877, 2.5141549 41.8128885, 2.5141015 41.8128989, 2.5140786 41.8129169, 2.5140645 41.8129408, 2.5140722 41.8129748, 2.5141087 41.8130056, 2.514149 41.8130209, 2.5142165 41.8130356, 2.5142843 41.8130438, 2.5143412 41.8130466, 2.5144301 41.8130478, 2.5144992 41.8130421, 2.5145418 41.8130369, 2.514602 41.8130303, 2.5146665 41.8130211, 2.5146962 41.8130135, 2.5147353 41.8130029, 2.5147864 41.8129847, 2.514823 41.8129797, 2.5148526 41.8129853, 2.5148683 41.8129973, 2.5148793 41.8130172, 2.5148766 41.8130445, 2.5148634 41.8130616, 2.5148451 41.8130792, 2.5147868 41.8130998, 2.5147186 41.8131296, 2.5146875 41.8131541, 2.5146455 41.8131945, 2.5144176 41.8134458, 2.5141744 41.8137007)",,,
48927570,Carrer del Turó del Campament,residential,False,True,10.202,,,,"LINESTRING (2.5123532 41.8154421, 2.5124068 41.8155247)",,5,
48927570,Carrer del Turó del Campament,residential,False,False,54.312,,,,"LINESTRING (2.5123532 41.8154421, 2.5122913 41.8154286, 2.5120274 41.8153947, 2.5117443 41.8154015, 2.5117045 41.8154024)",,5,
"[81853792, 669380730]","['Passatge dels Serafins', 'Carrer de Santa Fe']",residential,False,False,117.132,,,,"LINESTRING (2.5123532 41.8154421, 2.5125868 41.8149369, 2.512525 41.8149031, 2.5122286 41.8147525, 2.5120039 41.8146535)",,,
48980378,Carrer de la Farga,residential,False,True,156.596,,,,"LINESTRING (2.5083234 41.8178955, 2.5090289 41.8178409, 2.5093949 41.8178278, 2.5102079 41.8177986)",,6,
48871423,Carrer Segimon Fogaroles,residential,False,True,35.429,,,,"LINESTRING (2.5108011 41.8172063, 2.5110538 41.8169493)",,6,
"[48960040, 48928344, 48871423]","['Carrer Segimon Fogaroles', 'Pont dels Rojos']",residential,False,False,82.252,,,yes,"LINESTRING (2.5108011 41.8172063, 2.510719 41.8172942, 2.5105208 41.8175111, 2.5103484 41.8176677, 2.5102079 41.8177986)",,6,
35035292,Carrer Francesc Camprodon,tertiary,True,False,194.784,GI-552a,50,,"LINESTRING (2.518306 41.8144937, 2.5181906 41.8145426, 2.5180873 41.8145766, 2.5180196 41.8145786, 2.5179331 41.8146271, 2.5176622 41.814765, 2.5164475 41.8154043, 2.5163516 41.8154497)",,,
49077263,Plaça de Can Reus,tertiary,True,False,5.798,GI-552a,,,"LINESTRING (2.518306 41.8144937, 2.518298 41.8144683, 2.5183002 41.8144423)",,,roundabout
48928020,Carrer del Camp de l'Oliver,residential,False,False,11.507,,,,"LINESTRING (2.511054 41.8182493, 2.510951 41.8181799)",,9,
48928020,Carrer del Camp de l'Oliver,residential,False,True,108.207,,,,"LINESTRING (2.511054 41.8182493, 2.5106372 41.8187338, 2.510342 41.819065)",,9,
365869058,Carrer del Turó del Pi,residential,False,True,17.198,,,,"LINESTRING (2.511054 41.8182493, 2.5111318 41.8181853, 2.5112176 41.8181613)",,,
356112773,Carrer del Turó del Sagrat Cor,residential,False,False,93.41300000000001,,,,"LINESTRING (2.5096689 41.8155882, 2.5100141 41.8154706, 2.5106091 41.8153266, 2.510731 41.8153309)",,,
1154101915,,residential,False,True,53.57,,,,"LINESTRING (2.5096689 41.8155882, 2.509639 41.8156522, 2.5092263 41.8159293)",,,
128494221,Carrer Montseny,residential,True,False,11.198,,,,"LINESTRING (2.5141744 41.8137007, 2.5140516 41.8136587)",,5,
