osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry,access,junction,tunnel
8243009,False,2,C-246a,Rambla de l'Exposició,tertiary,30,11,True,52.316,"LINESTRING (1.7309228 41.2222748, 1.7308129 41.2222425, 1.7305827 41.2221761, 1.7303407 41.2221026)",,,
275199470,False,2,,Carrer Josep Coroleu,residential,30,12,False,53.593,"LINESTRING (1.7205076 41.2207355, 1.7206156 41.2206112, 1.7207301 41.2204766, 1.720774 41.2204247, 1.7207992 41.220394, 1.7208611 41.2203338)",,,
1137334407,False,2,,Carrer Josep Coroleu,residential,30,12,True,70.86399999999999,"LINESTRING (1.7205076 41.2207355, 1.7204476 41.2208072, 1.7201473 41.2211223, 1.7200446 41.2212367, 1.7200358 41.2212446, 1.7200235 41.2212583)",,,
283536936,True,1,,Avinguda del Garraf,residential,30,5,False,53.867,"LINESTRING (1.7304523 41.2231796, 1.7303662 41.2231558, 1.7298491 41.2230098)",,,
283536938,False,1,,Rambla del Castell,residential,30,4,False,104.26599999999999,"LINESTRING (1.7304523 41.2231796, 1.7304226 41.2232396, 1.7300243 41.2239863, 1.7299903 41.2240505)",,,
"[129506896, 928933383]",True,"['1', '2']",,Rambla del Castell,residential,30,4,False,108.04599999999998,"LINESTRING (1.7304523 41.2231796, 1.7304879 41.2231126, 1.7308209 41.2224852, 1.7308658 41.2223916, 1.7308868 41.2223486, 1.7308946 41.2223295, 1.7309228 41.2222748)",,,
"[277548694, 275199470]",False,"['2', '3']",,Carrer Josep Coroleu,residential,30,"['12', '11']",False,73.45100000000001,"LINESTRING (1.7208611 41.2203338, 1.7209218 41.2202461, 1.7209411 41.2202195, 1.7212113 41.2198244, 1.7212347 41.2197922, 1.7212482 41.2197729, 1.7212778 41.219755)",,,
275199470,False,2,,Carrer Josep Coroleu,residential,30,12,True,53.593,"LINESTRING (1.7208611 41.2203338, 1.7207992 41.220394, 1.720774 41.2204247, 1.7207301 41.2204766, 1.7206156 41.2206112, 1.7205076 41.2207355)",,,
238236250,True,1,,Rambla de Salvador Samà,residential,30,,False,39.099999999999994,"LINESTRING (1.7218255 41.224382, 1.7218503 41.2243383, 1.7219182 41.2242367, 1.7220282 41.2240652)",,,
923995871,True,1,,Carrer del Jardí,living_street,20,,False,80.111,"LINESTRING (1.7218255 41.224382, 1.7218538 41.224392, 1.721881 41.2244016, 1.7226925 41.2246883)",,,
48876872,True,1,,Carrer de Sant Pius X,residential,30,,False,110.72699999999999,"LINESTRING (1.722203 41.2214362, 1.7222849 41.2214656, 1.7233134 41.2218191, 1.7233567 41.221834, 1.7234065 41.2218511)",,,
"[312833170, 312833164]",True,1,,Carrer del Pare Garí,residential,30,8,False,80.045,"LINESTRING (1.722203 41.2214362, 1.7220929 41.2216233, 1.7219009 41.2219369, 1.7218322 41.2220416, 1.721803 41.2220901)",,,
238236251,True,2,,Rambla de Salvador Samà,residential,30,8,False,79.515,"LINESTRING (1.7234065 41.2218511, 1.7237316 41.2213251, 1.7237557 41.2212913, 1.7238098 41.2212036)",,,
98215607,True,1,,Carrer del Fossar Vell,living_street,20,,False,57.64600000000001,"LINESTRING (1.723257 41.2269158, 1.7232159 41.2269102, 1.7225879 41.2268239, 1.7225789 41.2268227)",,,
846504900,True,1,,Plaça de Sant Antoni,living_street,20,,False,33.893,"LINESTRING (1.723257 41.2269158, 1.7232875 41.2269199, 1.7236561 41.2269688)",,,
318309227,False,2,,Carrer del Forn del Vidre,residential,20,6,True,4.486,"LINESTRING (1.7284229 41.2200942, 1.728373 41.2200794)",,,
61788747,True,1,,Carrer de la Llibertat,residential,30,8,False,148.712,"LINESTRING (1.7284229 41.2200942, 1.7284069 41.2201384, 1.7278395 41.2212428, 1.727825 41.2212708, 1.7278175 41.2212853, 1.7277914 41.2213441)",,,
275199486,False,2,,Carrer del Forn del Vidre,residential,30,4,False,31.430999999999997,"LINESTRING (1.7284229 41.2200942, 1.728462 41.2201053, 1.7284827 41.2201112, 1.7285244 41.2201226, 1.728775 41.220193)",,,
309819192,False,2,,Carrer del Pare Garí,residential,30,,False,29.568999999999996,"LINESTRING (1.7198695 41.2247027, 1.7199244 41.2246472, 1.7199766 41.2245841, 1.7200112 41.2245463, 1.7200668 41.2244822)",,,
"[928814387, 48874548]",True,1,,Carrer de Pelegrí Ballester,residential,30,,False,109.87000000000002,"LINESTRING (1.721803 41.2220901, 1.7218794 41.2221178, 1.7223181 41.2222705, 1.7226334 41.2223802, 1.7229056 41.22247, 1.7229535 41.2224834, 1.7230032 41.2224846)",,,
238236066,True,1,,Carrer del Pare Garí,residential,30,,False,82.16300000000001,"LINESTRING (1.721803 41.2220901, 1.7217609 41.2221418, 1.7215849 41.2224117, 1.7213845 41.2227196, 1.7213641 41.2227509)",,,
"[312833168, 312833166]",True,1,,Carrer del Pare Garí,residential,30,,False,71.376,"LINESTRING (1.7213641 41.2227509, 1.7213526 41.2227667, 1.7213391 41.2227854, 1.7212856 41.2228595, 1.7212653 41.2228952, 1.7212394 41.2229406, 1.7210328 41.2232629, 1.7209911 41.223328)",,,
"[238081448, 914526719]",True,3,,Rambla de Salvador Samà,residential,30,,False,78.105,"LINESTRING (1.7230032 41.2224846, 1.7230121 41.2224714, 1.7230187 41.2224616, 1.7231699 41.2222251, 1.7232435 41.2221099, 1.7233641 41.2219155, 1.7234065 41.2218511)",,,
919940751,False,,,Carrer del Pare Garí,residential,30,,False,37.864000000000004,"LINESTRING (1.7205965 41.2239569, 1.7205455 41.2239917, 1.7205363 41.2240012, 1.7204147 41.2241181, 1.7203112 41.2242204)",,,
1067012166,True,1,,Carrer del Jardí,residential,30,,False,22.001,"LINESTRING (1.7205965 41.2239569, 1.7206212 41.2239615, 1.7206513 41.2239698, 1.7208403 41.2240306)",,,
127740352,True,1,,Carrer de Joaquim Mir,living_street,20,,False,102.531,"LINESTRING (1.7248357 41.2284616, 1.7238628 41.2279005)",,,
1132011954,True,1,,Plaça de les Casernes,residential,30,,False,6.322,"LINESTRING (1.7248357 41.2284616, 1.7248643 41.22847, 1.7249061 41.2284823)",,,
"[803493289, 1137805253]",False,,,Plaça de les Casernes,"['living_street', 'residential']",30,,True,18.364,"LINESTRING (1.72617 41.2279292, 1.7262254 41.2279209, 1.7263854 41.2278971)",,,
98050239,True,1,,Plaça de les Casernes,residential,30,,False,45.47,"LINESTRING (1.7253666 41.2282694, 1.7251024 41.2283922, 1.7250414 41.2284251, 1.7249703 41.2284679, 1.7249061 41.2284823)",,,
"[1137805252, 275199503]",True,1,,Plaça de les Casernes,"['residential', 'living_street']",30,,False,77.10499999999999,"LINESTRING (1.7253666 41.2282694, 1.7261042 41.2279571, 1.72617 41.2279292)",,,
275199486,False,2,,Carrer del Forn del Vidre,residential,30,4,True,31.430999999999997,"LINESTRING (1.728775 41.220193, 1.7285244 41.2201226, 1.7284827 41.2201112, 1.728462 41.2201053, 1.7284229 41.2200942)",,,
924131174,False,2,,Carrer del Forn del Vidre,residential,30,4,False,76.513,"LINESTRING (1.728775 41.220193, 1.7287922 41.2201984, 1.7295668 41.2204433, 1.7296184 41.2204595)",,,
8243008,False,2,C-246a,Rambla de Josep Tomàs Ventosa,tertiary,30,11,False,51.265,"LINESTRING (1.7282918 41.2214931, 1.7284173 41.2215307, 1.7287005 41.2216148, 1.7287346 41.2216255, 1.7288617 41.2216628)",,,
8243008,False,2,C-246a,Rambla de Josep Tomàs Ventosa,tertiary,30,11,True,45.018,"LINESTRING (1.7282918 41.2214931, 1.7282019 41.2214671, 1.7279503 41.2213932, 1.7279073 41.2213812, 1.7277914 41.2213441)",,,
"[1127602425, 151049153, 270241661]",True,1,,"['Carrer de Tetuan', 'Carrer dels Escolapis']","['living_street', 'residential']","['20', '30']",3,False,182.334,"LINESTRING (1.7273476 41.2222509, 1.7272876 41.2222321, 1.7272552 41.222222, 1.7270377 41.2221541, 1.7269963 41.2221411, 1.726683 41.2220512, 1.7266702 41.2220724, 1.726565 41.2222747, 1.7261388 41.2230737)",,,
279165455,True,1,,Carrer Josep Anselm Clavé,residential,30,4,False,58.369,"LINESTRING (1.724705 41.2197878, 1.7247178 41.2197906, 1.7247389 41.2198002, 1.7253469 41.2199931)",,,
802287330,True,1,,Rambla de Salvador Samà,residential,30,,False,82.77900000000001,"LINESTRING (1.7225875 41.2231601, 1.7226127 41.2231235, 1.7226237 41.2231084, 1.7229712 41.2225387, 1.7230032 41.2224846)",,,
"[48875267, 1029117427]",True,1,,Avinguda de Francesc Macià,"['living_street', 'residential']",30,4,False,111.986,"LINESTRING (1.7225875 41.2231601, 1.7225415 41.2231469, 1.7225003 41.2231327, 1.7224742 41.2231243, 1.7221665 41.2230195, 1.7219586 41.2229499, 1.7214451 41.222778, 1.7213641 41.2227509)",,,
119207325,True,1,,Avinguda de Cubelles,residential,30,6,False,102.673,"LINESTRING (1.7238098 41.2212036, 1.7237528 41.2211869, 1.7237243 41.2211784, 1.7236909 41.2211684, 1.7228687 41.2209229, 1.7228257 41.2209101, 1.7227525 41.220886, 1.7227144 41.2208769, 1.7226691 41.2208627)",,,
284927926,True,1,,Rambla de Salvador Samà,residential,30,3,False,51.903000000000006,"LINESTRING (1.7238098 41.2212036, 1.7238532 41.2211358, 1.7240684 41.2207793)",,,
"[150999730, 284927924]",True,"['1', '2']",,Carrer del Pare Garí,residential,30,"['4', '8']",False,55.875,"LINESTRING (1.7233198 41.220016, 1.7232869 41.2200677, 1.723272 41.2200937, 1.7231721 41.2202561, 1.7231708 41.2202981, 1.723042 41.2204684)",,,
260281189,False,2,C-246a,Avinguda de Jaume Balmes,tertiary,30,11,False,92.99799999999999,"LINESTRING (1.7233198 41.220016, 1.7241557 41.2202618, 1.7241895 41.2202721, 1.7242947 41.2203015, 1.7243532 41.220324)",,,
277555294,False,2,C-246a,Avinguda de Jaume Balmes,tertiary,30,11,True,81.14499999999998,"LINESTRING (1.7233198 41.220016, 1.7232557 41.2199975, 1.723241 41.2199926, 1.723225 41.2199882, 1.722927 41.2198995, 1.7225891 41.2198002, 1.7225491 41.2197835, 1.7225165 41.2197764, 1.7224159 41.2197526)",,,
165293924,False,2,C-246a,Rambla de Josep Antoni Vidal,tertiary,30,11,False,61.569,"LINESTRING (1.7243532 41.220324, 1.7244679 41.2203557, 1.7245283 41.2203744, 1.7250374 41.2205282)",,,
260281189,False,2,C-246a,Avinguda de Jaume Balmes,tertiary,30,11,True,92.99799999999999,"LINESTRING (1.7243532 41.220324, 1.7242947 41.2203015, 1.7241895 41.2202721, 1.7241557 41.2202618, 1.7233198 41.220016)",,,
275199492,True,1,,Rambla de Salvador Samà,residential,30,6,False,66.494,"LINESTRING (1.7243532 41.220324, 1.7243789 41.2202801, 1.724392 41.2202594, 1.724705 41.2197878)",,,
151049164,True,1,,Carrer del Codonyat,residential,30,4,False,48.099,"LINESTRING (1.7284882 41.2225955, 1.728423 41.2225782, 1.7279827 41.2224417, 1.7279552 41.2224332)",,,
312848005,True,1,,Carrer de la Unió,residential,30,5,False,110.21199999999999,"LINESTRING (1.7284882 41.2225955, 1.7284829 41.2226931, 1.7284794 41.2229866, 1.7284579 41.2233584, 1.7284447 41.223586)",,,
119207325,True,1,,Avinguda de Cubelles,residential,30,6,False,74.68700000000001,"LINESTRING (1.7226691 41.2208627, 1.7225214 41.2208188, 1.7221251 41.220701, 1.7219511 41.220649, 1.7219058 41.2206355, 1.721875 41.2206263, 1.7218388 41.2206155)",,,
"[312833169, 312833170]",True,1,,Carrer del Pare Garí,residential,30,8,False,74.78300000000002,"LINESTRING (1.7226691 41.2208627, 1.722623 41.2209136, 1.7223849 41.221203, 1.7223401 41.221251, 1.7222518 41.2213703, 1.7222372 41.2213901, 1.722203 41.2214362)",,,
8243005,False,2,C-246a,Rambla de l'Exposició,tertiary,30,11,True,38.322,"LINESTRING (1.7298704 41.2219609, 1.7294431 41.2218365)",,,
8243005,False,2,C-246a,Rambla de l'Exposició,tertiary,30,11,False,42.375,"LINESTRING (1.7298704 41.2219609, 1.730153 41.222045, 1.7301829 41.222055, 1.7303407 41.2221026)",,,
802228997,True,1,,Carrer de Cristòfol Raventós,residential,20,,False,44.017,"LINESTRING (1.7308602 41.2252561, 1.7303926 41.2250744)",,,
97507719,True,1,,Avinguda del Penedès,residential,30,,False,98.51,"LINESTRING (1.7308602 41.2252561, 1.7309083 41.22519, 1.731398 41.224556, 1.7314496 41.2244891)",,,
98215619,True,,,Carrer de Francesc de Sales i Vidal,living_street,20,,False,105.083,"LINESTRING (1.7303353 41.2259348, 1.7292902 41.2255213, 1.7292238 41.2254941)",,,
151043675,True,1,,Carrer del Tigre,residential,30,,False,87.461,"LINESTRING (1.7303353 41.2259348, 1.7308362 41.2253113, 1.7308602 41.2252561)",,,
"[1213448612, 802228998]",False,,,Carrer de Francesc de Sales i Vidal,residential,30,,True,82.746,"LINESTRING (1.7303353 41.2259348, 1.7306324 41.2260592, 1.7311057 41.2262625, 1.7311963 41.2263014)",,,
98215616,True,1,,Carrer de la Creu,residential,30,,False,106.69600000000001,"LINESTRING (1.7297654 41.2266232, 1.7297673 41.2267179, 1.7294194 41.2275422)",,,
151043675,True,1,,Carrer del Tigre,residential,30,,False,20.71,"LINESTRING (1.7297654 41.2266232, 1.7298691 41.2265117, 1.7299052 41.2264695)",,,
1125058571,True,1,,Carrer de Barcelona,residential,30,,False,34.172,"LINESTRING (1.7269945 41.2277552, 1.7273946 41.2276928)",,,
158019154,False,,,Carrer de la Pastera,residential,30,,False,53.327,"LINESTRING (1.7269945 41.2277552, 1.7269334 41.2277701, 1.7263854 41.2278971)",,,
283536936,True,1,,Avinguda del Garraf,residential,30,5,False,80.49,"LINESTRING (1.7293787 41.2228698, 1.7286128 41.2226378, 1.7285823 41.2226278, 1.7284882 41.2225955)",,,
"[924131176, 76687987]",True,1,,Carrer de Puigcerdà,living_street,20,3,False,109.12099999999998,"LINESTRING (1.7293787 41.2228698, 1.7294095 41.2228123, 1.7294886 41.2226646, 1.729609 41.22244, 1.7296549 41.2223542, 1.7298125 41.2220601, 1.7298302 41.2220325, 1.7298422 41.222013, 1.7298704 41.2219609)",destination,,
151043668,True,1,,Carrer del Correu,living_street,20,4,False,112.838,"LINESTRING (1.7279552 41.2224332, 1.7279429 41.2224671, 1.7276071 41.2233944, 1.7276006 41.2234123)",,,
"[1127602424, 283884049]",True,1,,Carrer del Codonyat,"['residential', 'living_street']","['20', '30']",3,False,54.712,"LINESTRING (1.7279552 41.2224332, 1.7274295 41.2222754, 1.7274017 41.2222671, 1.7273476 41.2222509)",,,
1132011947,True,1,,Carrer del Correu,living_street,20,4,False,108.26100000000001,"LINESTRING (1.7279552 41.2224332, 1.7279593 41.2224219, 1.7282639 41.2215723, 1.7282656 41.2215668, 1.7282726 41.2215445, 1.7282918 41.2214931)",,,
151043668,True,1,,Carrer del Correu,living_street,20,4,False,98.761,"LINESTRING (1.7276006 41.2234123, 1.7275875 41.2234495, 1.7273044 41.2242524, 1.7272979 41.2242708)",,,
281908697,True,1,,Carrer de la Providència,living_street,20,,False,73.19300000000001,"LINESTRING (1.7276006 41.2234123, 1.7276239 41.2234171, 1.7276621 41.2234237, 1.7284072 41.2235782, 1.7284229 41.2235815, 1.7284447 41.223586)",,,
98050245,True,1,,Plaça Llarga,living_street,20,,False,35.079,"LINESTRING (1.7263503 41.2268934, 1.7264264 41.2269011, 1.7264766 41.2270149, 1.7264139 41.2271444)",,,
97765979,True,1,,Carrer de Sant Felip Neri,living_street,20,,False,90.67699999999999,"LINESTRING (1.7270767 41.2234067, 1.7270794 41.2234318, 1.7271427 41.2240299, 1.7270852 41.2241949, 1.7270786 41.224214)",,,
"[699450251, 704406550]",True,1,,"['Plaça de Soler i Gustems', 'Carrer de la Providència']",living_street,20,,False,43.822,"LINESTRING (1.7270767 41.2234067, 1.7270962 41.2234073, 1.7271043 41.2234076, 1.7275823 41.2234121, 1.7276006 41.2234123)",,,
98216226,True,1,,Carrer de la Providència,living_street,20,,False,84.843,"LINESTRING (1.7284447 41.223586, 1.7285119 41.2236062, 1.7289805 41.223747, 1.7293879 41.2238669)",,,
802316843,True,1,,Carrer de la Unió,residential,30,,False,110.539,"LINESTRING (1.7284447 41.223586, 1.7284618 41.223641, 1.7284607 41.2236841, 1.7284525 41.22408, 1.7284054 41.2243491, 1.7282865 41.2245579)",,,
49938960,True,1,,Carrer de Narcís Monturiol,residential,30,5,False,68.027,"LINESTRING (1.7291657 41.2210954, 1.7289117 41.2215629, 1.7288948 41.2215965, 1.7288831 41.2216199, 1.7288617 41.2216628)",,,
"[924120908, 1121504277, 97896774, 924131175]",True,1,,"['Carrer de Bilbao', ""Carrer d'Hernani""]",living_street,20,3,False,141.66699999999997,"LINESTRING (1.7291657 41.2210954, 1.729082 41.2210732, 1.7285233 41.2209193, 1.7285107 41.2209158, 1.7287514 41.2202609, 1.7287558 41.220249, 1.7287623 41.22023, 1.728775 41.220193)",,,
312833172,True,1,,Carrer de Pelegrí Ballester,residential,30,,False,65.57499999999999,"LINESTRING (1.7210887 41.2218479, 1.7211581 41.2218647, 1.7214531 41.221968, 1.7217058 41.222057, 1.721803 41.2220901)",,,
312833179,True,1,,Carrer del Doctor Fleming,residential,30,5,False,150.71800000000002,"LINESTRING (1.7210887 41.2218479, 1.7211198 41.2217939, 1.7214373 41.2212749, 1.7218065 41.2206712, 1.7218388 41.2206155)",,,
277555294,False,2,C-246a,Avinguda de Jaume Balmes,tertiary,30,11,False,81.14500000000001,"LINESTRING (1.7224159 41.2197526, 1.7225165 41.2197764, 1.7225491 41.2197835, 1.7225891 41.2198002, 1.722927 41.2198995, 1.723225 41.2199882, 1.723241 41.2199926, 1.7232557 41.2199975, 1.7233198 41.220016)",,,
97896847,True,1,,Carrer de Santa Eulàlia,living_street,20,,False,48.077,"LINESTRING (1.726928 41.2252893, 1.7263977 41.2251224)",,,
97765972,True,1,,Carrer de Pàdua,living_street,20,,False,90.25699999999999,"LINESTRING (1.726928 41.2252893, 1.7269247 41.2252968, 1.7269231 41.2253004, 1.7269126 41.225332, 1.7266466 41.2260729)",,,
802229004,True,1,,Carrer de Santa Eulàlia,living_street,20,,False,40.456,"LINESTRING (1.726928 41.2252893, 1.7273417 41.2253413, 1.7273672 41.2253444, 1.7274052 41.2253489)",,,
98215622,True,1,,Carrer de la Muralla,living_street,20,,False,61.483999999999995,"LINESTRING (1.7277624 41.2250538, 1.7277947 41.2250716, 1.7283563 41.2253797)",,,
275211280,True,1,,Carrer de la Unió,residential,30,,False,44.376000000000005,"LINESTRING (1.7277624 41.2250538, 1.7276649 41.2251344, 1.7274052 41.2253489)",,,
98206092,True,1,,Pujada del Cinto,living_street,20,,False,67.077,"LINESTRING (1.7274052 41.2253489, 1.7274453 41.2253668, 1.727857 41.22555, 1.7279598 41.2255996, 1.7280891 41.2256638)",,,
275211280,True,1,,Carrer de la Unió,residential,30,,False,92.956,"LINESTRING (1.7274052 41.2253489, 1.7273825 41.2253984, 1.7271351 41.2259368, 1.7270938 41.2261485)",,,
98003548,True,1,,Carrer de Sant Pere,living_street,20,,False,138.06400000000002,"LINESTRING (1.7242818 41.2265013, 1.7243065 41.2265088, 1.7245956 41.2265913, 1.7250419 41.2267498, 1.725059 41.2267582, 1.7250985 41.2267781, 1.7252558 41.2268411, 1.7254032 41.2268753, 1.7256929 41.2268906, 1.7258208 41.2268706)",,,
"[699042072, 281908692]",True,1,,Carrer de Sant Pau,living_street,20,,False,123.399,"LINESTRING (1.7246723 41.2258199, 1.7247036 41.2258306, 1.7253901 41.2260562, 1.7254204 41.2260662, 1.7254518 41.2260772, 1.7259929 41.2262624, 1.7260222 41.2262663)",,,
"[1133330699, 1137803500]",True,1,,Carrer de Sant Gervasi,living_street,20,2,False,82.535,"LINESTRING (1.7246723 41.2258199, 1.7244939 41.226155, 1.7244761 41.2261843, 1.7244666 41.2261998, 1.7242985 41.2264755, 1.7242818 41.2265013)",,,
151049160,True,1,,Carrer de Sant Joan,living_street,20,,False,116.967,"LINESTRING (1.7248667 41.2254558, 1.7255647 41.2256965, 1.7255937 41.2257074, 1.7256278 41.2257196, 1.7261154 41.2258878, 1.7261373 41.2258954)",,,
699042073,True,1,,Carrer de Sant Gervasi,living_street,20,2,False,43.628,"LINESTRING (1.7248667 41.2254558, 1.7248564 41.2254754, 1.7246723 41.2258199)",,,
"[322937018, 270241661]",True,1,,"['Carrer del Col·legi', 'Carrer dels Escolapis']",living_street,20,,False,199.862,"LINESTRING (1.7261388 41.2230737, 1.7259094 41.2234888, 1.7258025 41.223698, 1.7257878 41.2237268, 1.726399 41.2240246, 1.7264334 41.2240357, 1.7264623 41.2240437, 1.7270648 41.2242102, 1.7270786 41.224214)",,,
"[281908704, 97896772]",True,1,,"['Plaça de Soler i Gustems', ""Carrer de l'Almirall Colom""]",living_street,20,,False,86.744,"LINESTRING (1.7261388 41.2230737, 1.7261728 41.2230857, 1.7267787 41.2232984, 1.7268029 41.223307, 1.7269416 41.2233582, 1.7270536 41.2233984, 1.7270767 41.2234067)",,,
"[98003525, 699478056, 98010601, 98003529, 275211278, 1133330704, 158019123]",True,1,,"['Plaça del Mercat', 'Carrer de Josep Llanza', 'Carrer del Vapor', 'Plaça de Soler i Carbonell']","['residential', 'living_street']","['20', '30']",3,False,319.78700000000003,"LINESTRING (1.7252733 41.221631, 1.7252032 41.2217168, 1.7251612 41.2217612, 1.7249249 41.2221979, 1.7247302 41.2225751, 1.7246331 41.2227512, 1.7245619 41.2228802, 1.724465 41.2230353, 1.7241609 41.2235712, 1.7241122 41.2236661, 1.7241137 41.2237167, 1.7238005 41.2242771)",,,
119207334,True,1,,Carrer de l'Havana,residential,30,5,False,65.042,"LINESTRING (1.7252733 41.221631, 1.725158 41.2216061, 1.7245447 41.2214274)",,,
98003525,True,1,,Carrer de Josep Llanza,residential,30,3,False,57.175,"LINESTRING (1.7257779 41.2207456, 1.7257524 41.2207973, 1.7257429 41.2208104, 1.7255003 41.2212153)",,,
"[165293817, 275211275]",False,2,C-246a,"['Rambla de Josep Tomàs Ventosa', 'Rambla de Josep Antoni Vidal']",tertiary,30,11,False,123.69099999999997,"LINESTRING (1.7257779 41.2207456, 1.7258702 41.2207737, 1.7263344 41.220912, 1.7265209 41.2209646, 1.7266116 41.2209903, 1.7266215 41.2209931, 1.7267064 41.221019, 1.7268176 41.2210543, 1.7271548 41.2211513)",,,
643207443,False,2,C-246a,Rambla de Josep Antoni Vidal,tertiary,30,11,True,66.498,"LINESTRING (1.7257779 41.2207456, 1.7256862 41.2207154, 1.7256408 41.2207041, 1.7250374 41.2205282)",,,
98003531,True,1,,Carrer de Sant Francesc,residential,20,,False,51.332,"LINESTRING (1.7224522 41.225096, 1.7224566 41.2251292, 1.7225086 41.2255255, 1.7225125 41.2255554)",,,
98044561,True,1,,Carrer del Teatre,living_street,20,,False,79.24000000000001,"LINESTRING (1.7224522 41.225096, 1.7224268 41.2250875, 1.7216213 41.2248208, 1.7216118 41.2248176, 1.7215852 41.2248086)",,,
