osmid,oneway,highway,reversed,length,geometry,name,ref,junction,lanes,bridge,maxspeed
28314774,True,primary,False,13.193000000000001,"LINESTRING (-0.9533935 37.7458638, -0.9534199 37.7458849, -0.9534537 37.7458977, -0.953491 37.7459008, -0.9535275 37.7458939)",,,roundabout,2,,
28314775,True,residential,False,18.094,"LINESTRING (-0.9547643 37.7460485, -0.954872 37.746091, -0.9549393 37.7461326)",Avenida Plácido Domingo,,,,,
28314778,False,residential,False,94.04,"LINESTRING (-0.9547643 37.7460485, -0.9547335 37.7460433, -0.9539345 37.74591, -0.9537796 37.7458842, -0.9537178 37.7458739)",Avenida Plácido Domingo,,,,,
1117120973,True,primary,False,14.792,"LINESTRING (-0.9534291 37.7460018, -0.9535275 37.7458939)",Carretera de Balsicas,,,,,
28314780,False,primary,False,36.239999999999995,"LINESTRING (-0.9534291 37.7460018, -0.9534159 37.7460583, -0.9533975 37.7461371, -0.953351 37.7463218)",Carretera de Balsicas,,,,,
28314780,False,primary,False,44.486000000000004,"LINESTRING (-0.9531764 37.7469652, -0.9531496 37.7472668, -0.9531395 37.7473642)",Carretera de Balsicas,,,,,
28314780,False,primary,True,73.17099999999999,"LINESTRING (-0.9531764 37.7469652, -0.9532545 37.7466773, -0.953351 37.7463218)",Carretera de Balsicas,,,,,
402928361,False,secondary,True,36.165,"LINESTRING (-0.9536787 37.7399577, -0.9540798 37.7400296)",Calle Pedro López,,,,,
128239883,True,secondary,False,27.427999999999997,"LINESTRING (-0.9536787 37.7399577, -0.9536524 37.7399465, -0.9535875 37.7399189, -0.9535416 37.7398948, -0.9535035 37.7398617, -0.9534475 37.7397994)",Calle Pedro López,,,,,
30003675,False,residential,False,45.53,"LINESTRING (-0.95717 37.7391086, -0.9569371 37.7394743)",Calle Jorge Manrique,,,,,
30003683,False,residential,False,55.057,"LINESTRING (-0.95717 37.7391086, -0.956659 37.7389045, -0.9566111 37.7388854)",Calle Gregory Peter,,,,,
30003683,False,residential,True,77.45000000000002,"LINESTRING (-0.95717 37.7391086, -0.9572162 37.739127, -0.9579289 37.7394117, -0.9579562 37.7394226)",Calle Gregory Peter,,,,,
30003665,False,secondary,True,78.83299999999998,"LINESTRING (-0.956212 37.7406128, -0.9562797 37.7406393, -0.9569595 37.7409057, -0.9570153 37.7409276)",Calle Emilio Zurano,,,,,
30003675,False,residential,True,49.937,"LINESTRING (-0.956212 37.7406128, -0.9562325 37.7405805, -0.9562451 37.7405607, -0.9563474 37.7404001, -0.9564674 37.7402117)",Calle Jorge Manrique,,,,,
392731503,False,secondary,False,54.485,"LINESTRING (-0.956212 37.7406128, -0.9561484 37.7405871, -0.9557451 37.7404243, -0.95566 37.7403902)",Calle Emilio Zurano,,,,,
30003683,False,residential,True,55.057,"LINESTRING (-0.9566111 37.7388854, -0.956659 37.7389045, -0.95717 37.7391086)",Calle Gregory Peter,,,,,
"[407202730, 391413050]",False,tertiary,False,92.19900000000001,"LINESTRING (-0.9566111 37.7388854, -0.9565294 37.7389778, -0.9564509 37.7390662, -0.9563054 37.7392952, -0.9562412 37.7393961, -0.9561054 37.7396098)",Avenida de Fontes,,,,,
392158669,False,secondary,False,21.456,"LINESTRING (-0.9554316 37.7466677, -0.9553098 37.7465005)",Carretera de Roldán,RM-F21,,,,
392158669,False,secondary,True,46.267,"LINESTRING (-0.9554316 37.7466677, -0.9557069 37.7470223)",Carretera de Roldán,RM-F21,,,,
396202859,False,living_street,False,52.998000000000005,"LINESTRING (-0.9554316 37.7466677, -0.9553477 37.7467075, -0.9549148 37.746913)",Calle Julián Santos,,,,,
404029846,True,secondary,False,16.689,"LINESTRING (-0.9550057 37.7461575, -0.9551379 37.7462652)",Carretera de Roldán,RM-F21,,,,
28314584,True,secondary,False,4.76,"LINESTRING (-0.9550057 37.7461575, -0.9550237 37.7461574, -0.9550415 37.7461549, -0.9550584 37.7461499)",,RM-F21,roundabout,,,
391401384,True,residential,False,124.02900000000002,"LINESTRING (-0.9548102 37.7441766, -0.9548479 37.7440387, -0.9549249 37.7437448, -0.9550059 37.7434357, -0.9550716 37.7431853, -0.9550983 37.7430847)",Calle Aniceto León,,,,,
406032596,False,primary,False,54.17,"LINESTRING (-0.9548102 37.7441766, -0.9553197 37.7441813, -0.9554262 37.7441837)",Avenida de la Estación,RM-F14,,2,,
406032596,False,primary,True,44.205,"LINESTRING (-0.9548102 37.7441766, -0.954548 37.7441834, -0.9543079 37.744193)",Avenida de la Estación,RM-F14,,2,,
406032596,False,primary,True,7.433,"LINESTRING (-0.9555106 37.7441875, -0.9554262 37.7441837)",Avenida de la Estación,RM-F14,,2,,
406032596,False,primary,False,73.319,"LINESTRING (-0.9555106 37.7441875, -0.955992 37.744218, -0.9563418 37.7442401)",Avenida de la Estación,RM-F14,,2,,
392731503,False,secondary,True,54.485,"LINESTRING (-0.95566 37.7403902, -0.9557451 37.7404243, -0.9561484 37.7405871, -0.956212 37.7406128)",Calle Emilio Zurano,,,,,
401591205,False,secondary,False,83.893,"LINESTRING (-0.95566 37.7403902, -0.9555277 37.7403388, -0.955303 37.7402527, -0.9551634 37.7402082, -0.954864 37.7401575, -0.9548106 37.7401486, -0.954766 37.7401408)",Calle Pedro López,,,,,
407202730,False,tertiary,True,95.57900000000001,"LINESTRING (-0.95566 37.7403902, -0.95566 37.7403544, -0.9556733 37.7403329, -0.9560204 37.7397436, -0.9561054 37.7396098)",Avenida de Fontes,,,,,
391441238,False,residential,False,19.252,"LINESTRING (-0.9532896 37.7413808, -0.9532605 37.7412092)",Calle Cartagena,,,,,
391441238,False,residential,True,48.203,"LINESTRING (-0.9532896 37.7413808, -0.9532916 37.7418143)",Calle Cartagena,,,,,
128239802,True,residential,False,35.335,"LINESTRING (-0.9541824 37.7386709, -0.9539111 37.7386946, -0.953783 37.7387058)",Calle Navarro de Haro,,,,,
1105705980,True,residential,False,35.184,"LINESTRING (-0.9541824 37.7386709, -0.9541925 37.7387498, -0.9542134 37.7389127, -0.9542228 37.7389857)",Calle Arruga y Castro,,,,,
128239802,True,residential,False,35.228,"LINESTRING (-0.953783 37.7387058, -0.9535107 37.7387296, -0.9533848 37.7387406)",Calle Navarro de Haro,,,,,
128239802,True,residential,False,43.313,"LINESTRING (-0.9533848 37.7387406, -0.9530182 37.7387726, -0.952993 37.7387748, -0.9529514 37.7387784, -0.9528952 37.7387833)",Calle Navarro de Haro,,,,,
391690313,True,residential,False,62.12700000000001,"LINESTRING (-0.9533848 37.7387406, -0.9533984 37.73884, -0.9534487 37.739208, -0.9534579 37.7392758, -0.9534606 37.7392961)",Calle Jara Carrillo,,,,,
28314592,False,primary,True,13.273,"LINESTRING (-0.9528952 37.7387833, -0.9529123 37.7389019)",Calle Cartagena,RM-F36,,,,
128239955,True,residential,False,71.277,"LINESTRING (-0.9542228 37.7389857, -0.9543569 37.7389738, -0.9548813 37.7389273, -0.9549255 37.7389203, -0.9550002 37.7388928, -0.9550187 37.7388859)",Calle del Parque,,,,,
128239941,True,residential,False,35.247,"LINESTRING (-0.9538218 37.7390213, -0.9537971 37.7388205, -0.9537869 37.7387374, -0.953783 37.7387058)",Calle Isidoro de la Cierva,,,,,
128239955,True,residential,False,35.483000000000004,"LINESTRING (-0.9538218 37.7390213, -0.9539581 37.7390092, -0.9542228 37.7389857)",Calle del Parque,,,,,
"[128239941, 128239855]",True,residential,False,58.789,"LINESTRING (-0.9534606 37.7392961, -0.9537205 37.7392721, -0.9537867 37.7392659, -0.9538143 37.7392581, -0.9538304 37.7392453, -0.9538411 37.739231, -0.9538464 37.7392147, -0.9538218 37.7390213)","['Calle del Parque', 'Calle Isidoro de la Cierva']",,,,,
28314592,False,primary,False,49.142,"LINESTRING (-0.9529756 37.739341, -0.9529123 37.7389019)",Calle Cartagena,RM-F36,,,,
28314592,False,primary,True,8.74,"LINESTRING (-0.9529756 37.739341, -0.9529849 37.7394058, -0.9529868 37.7394191)",Calle Cartagena,RM-F36,,,,
128239855,True,residential,False,42.939,"LINESTRING (-0.9529756 37.739341, -0.9530666 37.7393326, -0.9530926 37.7393302, -0.9534606 37.7392961)",Calle del Parque,,,,,
128239866,True,residential,False,5.505,"LINESTRING (-0.9531194 37.7402257, -0.9531554 37.7401852)",Calle Cartagena,,,,,
391441238,False,residential,True,31.537,"LINESTRING (-0.9531194 37.7402257, -0.9531224 37.7402486, -0.9531526 37.7405081)",Calle Cartagena,,,,,
132197864,False,residential,False,46.49,"LINESTRING (-0.9574937 37.7401624, -0.9574711 37.7401985, -0.9572832 37.7404991, -0.9572594 37.7405372)",Calle Gil de Vicente,,,,,
132197864,False,residential,True,46.154999999999994,"LINESTRING (-0.9574937 37.7401624, -0.9575163 37.7401263, -0.9577037 37.7398265, -0.9577263 37.7397903)",Calle Gil de Vicente,,,,,
132197865,False,residential,False,128.26399999999998,"LINESTRING (-0.9574937 37.7401624, -0.9575411 37.7401812, -0.9587513 37.7406628, -0.9587967 37.7406809)",Calle Victoriano Jiménez Soto,,,,,
132197865,False,residential,True,78.133,"LINESTRING (-0.9574937 37.7401624, -0.9574557 37.7401472, -0.9567484 37.7398657, -0.9567 37.7398465)",Calle Victoriano Jiménez Soto,,,,,
132197866,False,residential,False,128.494,"LINESTRING (-0.95903 37.7403123, -0.9589918 37.740297, -0.957774 37.7398094, -0.9577263 37.7397903)",Calle Gregorio Pérez Garre,,,,,
132197870,False,residential,False,45.833999999999996,"LINESTRING (-0.95903 37.7403123, -0.9590085 37.7403463, -0.9588187 37.7406461, -0.9587967 37.7406809)",Calle Gonzalo de Berceo,,,,,
132197870,False,residential,True,45.738,"LINESTRING (-0.95903 37.7403123, -0.9590516 37.7402782, -0.9592462 37.7399708, -0.9592629 37.7399445)",Calle Gonzalo de Berceo,,,,,
30003683,False,residential,True,128.726,"LINESTRING (-0.9579562 37.7394226, -0.9592629 37.7399445)",Calle Gregory Peter,,,,,
30003683,False,residential,False,77.45000000000002,"LINESTRING (-0.9579562 37.7394226, -0.9579289 37.7394117, -0.9572162 37.739127, -0.95717 37.7391086)",Calle Gregory Peter,,,,,
132197864,False,residential,False,45.612,"LINESTRING (-0.9579562 37.7394226, -0.9579397 37.739449, -0.9577466 37.7397579, -0.9577263 37.7397903)",Calle Gil de Vicente,,,,,
30003683,False,residential,False,128.726,"LINESTRING (-0.9592629 37.7399445, -0.9579562 37.7394226)",Calle Gregory Peter,,,,,
132197870,False,residential,False,45.738,"LINESTRING (-0.9592629 37.7399445, -0.9592462 37.7399708, -0.9590516 37.7402782, -0.95903 37.7403123)",Calle Gonzalo de Berceo,,,,,
132197867,False,residential,False,128.024,"LINESTRING (-0.9585592 37.7410559, -0.9585136 37.7410375, -0.9579994 37.7408302, -0.9573063 37.7405557, -0.9572594 37.7405372)",Calle Jiménez Meroño,,,,,
132197870,False,residential,False,48.79299999999999,"LINESTRING (-0.9585592 37.7410559, -0.9585405 37.7410854, -0.9583434 37.7413967, -0.9583256 37.7414164, -0.9582988 37.7414423)",Calle Gonzalo de Berceo,,,,,
132197870,False,residential,True,46.635999999999996,"LINESTRING (-0.9585592 37.7410559, -0.958584 37.7410166, -0.9587739 37.7407168, -0.9587967 37.7406809)",Calle Gonzalo de Berceo,,,,,
30003675,False,residential,False,46.342,"LINESTRING (-0.9569371 37.7394743, -0.9567 37.7398465)",Calle Jorge Manrique,,,,,
30003675,False,residential,True,45.53,"LINESTRING (-0.9569371 37.7394743, -0.95717 37.7391086)",Calle Jorge Manrique,,,,,
132197866,False,residential,True,77.786,"LINESTRING (-0.9569371 37.7394743, -0.956986 37.7394939, -0.9576973 37.7397787, -0.9577263 37.7397903)",Calle Gregorio Pérez Garre,,,,,
132197864,False,residential,False,48.425999999999995,"LINESTRING (-0.9572594 37.7405372, -0.9572403 37.7405678, -0.9570454 37.7408795, -0.9570313 37.7409021, -0.9570153 37.7409276)",Calle Gil de Vicente,,,,,
132197864,False,residential,True,46.49,"LINESTRING (-0.9572594 37.7405372, -0.9572832 37.7404991, -0.9574711 37.7401985, -0.9574937 37.7401624)",Calle Gil de Vicente,,,,,
132197867,False,residential,False,78.486,"LINESTRING (-0.9572594 37.7405372, -0.9572214 37.7405215, -0.956868 37.7403763, -0.9564674 37.7402117)",Calle Jiménez Meroño,,,,,
132197867,False,residential,True,128.024,"LINESTRING (-0.9572594 37.7405372, -0.9573063 37.7405557, -0.9579994 37.7408302, -0.9585136 37.7410375, -0.9585592 37.7410559)",Calle Jiménez Meroño,,,,,
30003665,False,secondary,False,126.546,"LINESTRING (-0.9582988 37.7414423, -0.9581989 37.7414028, -0.9574363 37.7410926, -0.9570739 37.7409506, -0.9570153 37.7409276)",Calle Emilio Zurano,,,,,
132197870,False,residential,True,48.79299999999999,"LINESTRING (-0.9582988 37.7414423, -0.9583256 37.7414164, -0.9583434 37.7413967, -0.9585405 37.7410854, -0.9585592 37.7410559)",Calle Gonzalo de Berceo,,,,,
132197864,False,residential,False,46.154999999999994,"LINESTRING (-0.9577263 37.7397903, -0.9577037 37.7398265, -0.9575163 37.7401263, -0.9574937 37.7401624)",Calle Gil de Vicente,,,,,
132197864,False,residential,True,45.612,"LINESTRING (-0.9577263 37.7397903, -0.9577466 37.7397579, -0.9579397 37.739449, -0.9579562 37.7394226)",Calle Gil de Vicente,,,,,
132197866,False,residential,False,77.786,"LINESTRING (-0.9577263 37.7397903, -0.9576973 37.7397787, -0.956986 37.7394939, -0.9569371 37.7394743)",Calle Gregorio Pérez Garre,,,,,
132197866,False,residential,True,128.494,"LINESTRING (-0.9577263 37.7397903, -0.957774 37.7398094, -0.9589918 37.740297, -0.95903 37.7403123)",Calle Gregorio Pérez Garre,,,,,
30003675,False,residential,False,49.937000000000005,"LINESTRING (-0.9564674 37.7402117, -0.9563474 37.7404001, -0.9562451 37.7405607, -0.9562325 37.7405805, -0.956212 37.7406128)",Calle Jorge Manrique,,,,,
30003675,False,residential,True,45.468,"LINESTRING (-0.9564674 37.7402117, -0.9566307 37.7399553, -0.9567 37.7398465)",Calle Jorge Manrique,,,,,
132197867,False,residential,True,78.486,"LINESTRING (-0.9564674 37.7402117, -0.956868 37.7403763, -0.9572214 37.7405215, -0.9572594 37.7405372)",Calle Jiménez Meroño,,,,,
132197865,False,residential,True,128.264,"LINESTRING (-0.9587967 37.7406809, -0.9587513 37.7406628, -0.9575411 37.7401812, -0.9574937 37.7401624)",Calle Victoriano Jiménez Soto,,,,,
132197870,False,residential,False,46.635999999999996,"LINESTRING (-0.9587967 37.7406809, -0.9587739 37.7407168, -0.958584 37.7410166, -0.9585592 37.7410559)",Calle Gonzalo de Berceo,,,,,
132197870,False,residential,True,45.834,"LINESTRING (-0.9587967 37.7406809, -0.9588187 37.7406461, -0.9590085 37.7403463, -0.95903 37.7403123)",Calle Gonzalo de Berceo,,,,,
30003665,False,secondary,False,78.83299999999998,"LINESTRING (-0.9570153 37.7409276, -0.9569595 37.7409057, -0.9562797 37.7406393, -0.956212 37.7406128)",Calle Emilio Zurano,,,,,
30003665,False,secondary,True,126.54599999999999,"LINESTRING (-0.9570153 37.7409276, -0.9570739 37.7409506, -0.9574363 37.7410926, -0.9581989 37.7414028, -0.9582988 37.7414423)",Calle Emilio Zurano,,,,,
132197864,False,residential,True,48.425999999999995,"LINESTRING (-0.9570153 37.7409276, -0.9570313 37.7409021, -0.9570454 37.7408795, -0.9572403 37.7405678, -0.9572594 37.7405372)",Calle Gil de Vicente,,,,,
258508100,True,residential,False,49.337999999999994,"LINESTRING (-0.9570153 37.7409276, -0.9569664 37.7409953, -0.9567597 37.7412734, -0.9567318 37.7413105)",Calle Alfonso Cerdán,,,,,
247814146,True,residential,False,51.597,"LINESTRING (-0.9550983 37.7430847, -0.9551529 37.7430956, -0.9556673 37.7431981)",Calle Víctor Pérez,,,,,
391401384,True,residential,False,58.157999999999994,"LINESTRING (-0.9550983 37.7430847, -0.9551218 37.7429913, -0.9552072 37.7426512, -0.9552272 37.7425717)",Calle Aniceto León,,,,,
258508141,False,living_street,False,45.001000000000005,"LINESTRING (-0.9534435 37.7447485, -0.9534075 37.7447595, -0.9533813 37.7447601, -0.9529946 37.7447211, -0.9529379 37.7447154)",Plaza Calvo Sotelo,,,,,
406032602,True,primary,False,41.946999999999996,"LINESTRING (-0.9534435 37.7447485, -0.9535434 37.7450722, -0.9535542 37.7451154)",Carretera de Balsicas,,,,,
258508184,True,residential,False,92.981,"LINESTRING (-0.9535542 37.7451154, -0.9536299 37.7451153, -0.9544939 37.7451065, -0.9546114 37.7451121)",Calle Boquera,,,,,
391401428,True,primary,False,40.556000000000004,"LINESTRING (-0.9535542 37.7451154, -0.9535616 37.7451752, -0.9535517 37.7454061, -0.953551 37.7454509, -0.9535505 37.7454797)",Carretera de Balsicas,,,,,
28314584,True,secondary,False,3.73,"LINESTRING (-0.9551172 37.7460881, -0.9551151 37.7460546)",,RM-F21,roundabout,,,
"[258508121, 258508109]",False,living_street,False,53.839,"LINESTRING (-0.9529499 37.7439034, -0.9529822 37.7438262, -0.9530978 37.7435938, -0.9532811 37.7436432)",Calle de las Niñas,,,,,
391413045,True,residential,False,40.074000000000005,"LINESTRING (-0.9529499 37.7439034, -0.9529339 37.7439466, -0.9527548 37.7442284)",Calle San Bonifacio,,,,,
1117715880,False,primary,False,74.65599999999999,"LINESTRING (-0.9529499 37.7439034, -0.9527206 37.7437278, -0.952396 37.7434993, -0.9523267 37.7434476)",Avenida Juan Carlos I,RM-F30,,,,
"[1117715880, 1108405645]",False,primary,True,60.206,"LINESTRING (-0.9529499 37.7439034, -0.9533471 37.7441831, -0.953406 37.7442258, -0.9534611 37.7442636)","['Avenida Juan Carlos I', 'Puerta del Sol']",RM-F30,,,,
258508226,True,secondary,False,23.96,"LINESTRING (-0.9533828 37.7443872, -0.9533033 37.7444561, -0.9531886 37.744538)",Calle San Cayetano,RM-F29,,,,
406032602,True,primary,False,40.81,"LINESTRING (-0.9533828 37.7443872, -0.9533795 37.744479, -0.9533833 37.7445488, -0.9534296 37.7447, -0.9534435 37.7447485)",Carretera de Balsicas,,,,,
295855337,False,residential,True,51.641000000000005,"LINESTRING (-0.948394 37.7447595, -0.9488694 37.7448607, -0.9489613 37.7448797)",Calle Río Guadalentín,,,,,
295855337,False,residential,True,59.999,"LINESTRING (-0.9489613 37.7448797, -0.9496236 37.7450096)",Calle Río Guadalentín,,,,,
295855337,False,residential,False,51.641000000000005,"LINESTRING (-0.9489613 37.7448797, -0.9488694 37.7448607, -0.948394 37.7447595)",Calle Río Guadalentín,,,,,
295855340,False,residential,False,52.112,"LINESTRING (-0.9489613 37.7448797, -0.9489199 37.7449699, -0.9487224 37.7453083)",Calle Tarragona,,,,,
"[476892233, 476892234, 258508161]",False,residential,True,61.858000000000004,"LINESTRING (-0.9489613 37.7448797, -0.9489915 37.7448225, -0.949019 37.7447703, -0.9491315 37.7445842, -0.9492558 37.7443746)",Calle Tarragona,,,,yes,
391526863,True,residential,False,112.934,"LINESTRING (-0.9522943 37.7451498, -0.9524493 37.7451919, -0.9526904 37.7452206, -0.9530726 37.7451992, -0.9531856 37.7451782, -0.9535021 37.7451194, -0.9535542 37.7451154)",Calle Boquera,,,,,
1117159876,True,secondary,False,65.273,"LINESTRING (-0.9522943 37.7451498, -0.9519003 37.7454483, -0.9517869 37.7455754)",Calle San Cayetano,,,,,
295855323,False,residential,False,31.11,"LINESTRING (-0.9517869 37.7455754, -0.9516779 37.7455454, -0.9514608 37.7454675)",Calle Río Guadalentín,,,,,
295855344,True,residential,False,35.307,"LINESTRING (-0.9517869 37.7455754, -0.9515786 37.745631, -0.9514156 37.7456945)",Calle Los Albaladejos,,,,,
391526864,False,secondary,True,41.888999999999996,"LINESTRING (-0.9517869 37.7455754, -0.9517734 37.7456628, -0.951742 37.7457259, -0.9515879 37.7459101)",Calle San Cayetano,,,,,
403896974,False,residential,True,38.840999999999994,"LINESTRING (-0.9517869 37.7455754, -0.9519608 37.7455956, -0.9520125 37.7456036, -0.9522235 37.7456283)",Avenida Plácido Domingo,,,,,
402928361,False,secondary,False,36.165,"LINESTRING (-0.9540798 37.7400296, -0.9536787 37.7399577)",Calle Pedro López,,,,,
247814091,False,residential,False,21.927,"LINESTRING (-0.9540798 37.7400296, -0.9540635 37.7400949, -0.9540281 37.7402225)",Calle La Unión,,,,,
402928361,False,secondary,True,61.596000000000004,"LINESTRING (-0.9540798 37.7400296, -0.9543722 37.7400745, -0.9546955 37.7401291, -0.954766 37.7401408)",Calle Pedro López,,,,,
247814095,False,residential,False,40.33,"LINESTRING (-0.94982 37.7400184, -0.9496603 37.7403155, -0.9496406 37.7403522)",Calle Génova,,,,,
247814095,False,residential,True,15.401,"LINESTRING (-0.94982 37.7400184, -0.9498639 37.7399381, -0.9498893 37.7398912)",Calle Génova,,,,,
247814096,True,residential,False,69.512,"LINESTRING (-0.94982 37.7400184, -0.949871 37.7400357, -0.950511 37.740253, -0.9505464 37.740265)",Calle Roma,,,,,
247814106,True,residential,False,5.504,"LINESTRING (-0.9492219 37.7397343, -0.9492258 37.7396849)",,,,,,
1105934225,False,residential,True,5.822,"LINESTRING (-0.9492219 37.7397343, -0.9491845 37.7397775)",,,,,,
247814131,False,residential,False,50.36599999999999,"LINESTRING (-0.954493 37.7406528, -0.9543891 37.7406431, -0.9539824 37.7405973, -0.9539255 37.7405916)",Calle Antonio Palao y Marco,,,,,
247814113,False,secondary,False,55.153,"LINESTRING (-0.9525966 37.7398843, -0.9523518 37.739891, -0.9521496 37.7398947, -0.9519697 37.7398997)",Avenida de Europa,,,,,
247814113,False,secondary,True,9.427,"LINESTRING (-0.9525966 37.7398843, -0.9526791 37.7398839, -0.9527038 37.7398836)",Avenida de Europa,,,,,
247814137,True,residential,False,66.194,"LINESTRING (-0.9521494 37.7409617, -0.9514841 37.740808, -0.9514268 37.7407948)",Calle Oporto,,,,,
247814139,True,residential,False,46.936,"LINESTRING (-0.9521494 37.7409617, -0.9521304 37.7409936, -0.9519419 37.7413112, -0.9519226 37.7413438)",Calle Región Valenciana,,,,,
247814122,False,residential,False,43.018,"LINESTRING (-0.9493802 37.7393904, -0.9495316 37.7391117, -0.9495704 37.739034)",Avenida Luis Buñuel,,,,,
247814122,False,residential,True,35.449999999999996,"LINESTRING (-0.9493802 37.7393904, -0.949238 37.7396617, -0.9492258 37.7396849)",Avenida Luis Buñuel,,,,,
247814158,False,living_street,True,41.42100000000001,"LINESTRING (-0.9493802 37.7393904, -0.9494413 37.7394183, -0.9496216 37.7394641, -0.9497251 37.7394805, -0.9498298 37.7394912)",Plaza de los Martínez,,,,,
