osmid,oneway,ref,highway,reversed,length,geometry,name,junction,access
237985564,True,AC-862,primary_link,False,24.147,"LINESTRING (-7.8502466 43.6853138, -7.8502993 43.6852967, -7.8503557 43.6852767, -7.8504033 43.6852597, -7.8504743 43.6852407, -7.850522 43.6852278)",,,
1208630806,False,AC-862,primary,False,7.045,"LINESTRING (-7.8502466 43.6853138, -7.8502195 43.68533, -7.850178 43.6853532)",Avenida da Penela,,
237985568,True,AC-862,primary_link,False,28.723,"LINESTRING (-7.8509249 43.6849191, -7.8508501 43.6849584, -7.8507838 43.6849876, -7.8506977 43.685034, -7.8506296 43.685064)",,,
1208630807,False,AC-862,primary,True,24.029000000000003,"LINESTRING (-7.8509249 43.6849191, -7.8510655 43.6847873, -7.8510983 43.6847437)",Avenida Escola de Gaitas,,
90638094,True,,secondary_link,False,24.618000000000002,"LINESTRING (-7.8507056 43.6854161, -7.8507186 43.6853444, -7.8507235 43.6852565, -7.850722 43.6851954)",,,
519528068,False,,secondary,False,61.173,"LINESTRING (-7.8507056 43.6854161, -7.8507055 43.6854357, -7.8506566 43.6857062, -7.8506216 43.6859627)",Reverendo Don José Buide Rodríguez,,
1208630807,False,AC-862,primary,False,53.721,"LINESTRING (-7.8513487 43.6842958, -7.851332 43.6843257, -7.8510983 43.6847437)",Avenida Escola de Gaitas,,
1208630807,False,AC-862,primary,True,144.993,"LINESTRING (-7.8513487 43.6842958, -7.8519366 43.6833188, -7.852101 43.6831121)",Avenida Escola de Gaitas,,
1208630807,False,AC-862,primary,True,4.181,"LINESTRING (-7.852101 43.6831121, -7.8521314 43.6830816)",Avenida Escola de Gaitas,,
1208630807,False,AC-862,primary,False,144.993,"LINESTRING (-7.852101 43.6831121, -7.8519366 43.6833188, -7.8513487 43.6842958)",Avenida Escola de Gaitas,,
77436574,False,,residential,False,78.53399999999999,"LINESTRING (-7.8527918 43.6824354, -7.853003 43.682579, -7.8534476 43.6829575)",Rúa da Alameda,,
1208630807,False,AC-862,primary,False,89.34899999999999,"LINESTRING (-7.8527918 43.6824354, -7.8522745 43.6829419, -7.8521723 43.6830417, -7.8521314 43.6830816)",Avenida Escola de Gaitas,,
243576850,False,,residential,True,66.054,"LINESTRING (-7.8547365 43.6856911, -7.8547763 43.6855777, -7.8547959 43.6855218, -7.8549684 43.6851214)",Rúa Soidade,,
519528062,False,,residential,False,262.55,"LINESTRING (-7.8547365 43.6856911, -7.8548877 43.6857263, -7.8549148 43.6857354, -7.8552306 43.6858421, -7.8557814 43.6860211, -7.8561591 43.6861197, -7.8564775 43.6861453, -7.8565566 43.6861493, -7.8569518 43.6861694, -7.8575353 43.6861086, -7.8576241 43.6860903, -7.8578595 43.6860418)",Paseo Barro Soto,,
519528066,False,,residential,True,24.810000000000002,"LINESTRING (-7.8547365 43.6856911, -7.854632 43.6857427, -7.8545163 43.6858443)",Avenida da Constitución,,
519528066,False,,residential,False,24.810000000000002,"LINESTRING (-7.8545163 43.6858443, -7.854632 43.6857427, -7.8547365 43.6856911)",Avenida da Constitución,,
519528066,False,,residential,True,73.89900000000002,"LINESTRING (-7.8545163 43.6858443, -7.8544705 43.6859005, -7.8543863 43.6860646, -7.8543457 43.6861489, -7.8542334 43.6863714, -7.8541742 43.6864324, -7.8541506 43.6864488)",Avenida da Constitución,,
243576801,False,,residential,False,21.908,"LINESTRING (-7.8580322 43.6837454, -7.8578661 43.6837173, -7.8577756 43.6836835)",Paseo Malecón,,
243576801,False,,residential,True,139.264,"LINESTRING (-7.8580322 43.6837454, -7.8582536 43.6837626, -7.8583946 43.6837665, -7.8587413 43.6837761, -7.859116 43.6837857, -7.8594912 43.6837554, -7.8597532 43.6837123)",Paseo Malecón,,
675660279,False,,living_street,True,58.013,"LINESTRING (-7.8580322 43.6837454, -7.8580187 43.6837891, -7.8580063 43.6838308, -7.8580047 43.6838471, -7.8580165 43.6838707, -7.8580887 43.6839366, -7.8581345 43.6839629, -7.8581441 43.6839786, -7.8581248 43.6839874, -7.8578391 43.6839431, -7.8578145 43.6839552)",,,
90638099,False,,residential,False,225.78799999999998,"LINESTRING (-7.8541621 43.6865042, -7.8542033 43.6865205, -7.8546997 43.6867161, -7.8555966 43.6870556, -7.8558382 43.6871474, -7.8563747 43.6872304, -7.8565565 43.6872458, -7.8567353 43.6872469)",Travesía da Constitución,,
675716793,True,,residential,False,6.717,"LINESTRING (-7.8541621 43.6865042, -7.8541696 43.6864901, -7.8541701 43.686475, -7.8541635 43.6864607, -7.8541506 43.6864488)",Travesía da Constitución,roundabout,
1208630807,False,AC-862,primary,False,4.181,"LINESTRING (-7.8521314 43.6830816, -7.852101 43.6831121)",Avenida Escola de Gaitas,,
783473752,False,,unclassified,True,364.502,"LINESTRING (-7.8521314 43.6830816, -7.8518641 43.682932, -7.8516557 43.6828017, -7.8514829 43.6826074, -7.8513874 43.6822394, -7.8514006 43.6819761, -7.8514061 43.6818669, -7.8514216 43.6817945, -7.8514189 43.6815782, -7.8513792 43.6814068, -7.8513704 43.6813924, -7.8512781 43.6812283, -7.8511195 43.6808916, -7.8509986 43.680659, -7.8508982 43.6805589, -7.8508814 43.6805434, -7.850842 43.6805333, -7.8505726 43.6804646, -7.8505593 43.6804612, -7.8503375 43.6804046, -7.850291 43.680394)",Rúa da Madalena,,
1208630807,False,AC-862,primary,True,89.34899999999999,"LINESTRING (-7.8521314 43.6830816, -7.8521723 43.6830417, -7.8522745 43.6829419, -7.8527918 43.6824354)",Avenida Escola de Gaitas,,
783473752,False,,unclassified,False,24.161,"LINESTRING (-7.849778 43.6802778, -7.8498512 43.6802935, -7.8500649 43.6803423)",Rúa da Madalena,,
783473752,False,,unclassified,False,19.069,"LINESTRING (-7.8500649 43.6803423, -7.850291 43.680394)",Rúa da Madalena,,
783473752,False,,unclassified,True,24.161,"LINESTRING (-7.8500649 43.6803423, -7.8498512 43.6802935, -7.849778 43.6802778)",Rúa da Madalena,,
273062197,False,DP-6110,living_street,True,51.692,"LINESTRING (-7.8543418 43.6842239, -7.8545982 43.6837976)",Travesía da Alameda,,
270989033,False,,living_street,True,58.865,"LINESTRING (-7.8543418 43.6842239, -7.8546557 43.6841723, -7.8547443 43.6841546, -7.8550517 43.6840951)",Rúa de Manuel Sandomingo,,permit
273062197,False,DP-6110,living_street,False,16.22,"LINESTRING (-7.8543418 43.6842239, -7.8542953 43.6842914, -7.8542564 43.684356)",Travesía da Alameda,,
90638095,False,,residential,True,36.947,"LINESTRING (-7.850291 43.680394, -7.8501615 43.6807128)",,,
783473752,False,,unclassified,True,19.069,"LINESTRING (-7.850291 43.680394, -7.8500649 43.6803423)",Rúa da Madalena,,
783473752,False,,unclassified,False,364.502,"LINESTRING (-7.850291 43.680394, -7.8503375 43.6804046, -7.8505593 43.6804612, -7.8505726 43.6804646, -7.850842 43.6805333, -7.8508814 43.6805434, -7.8508982 43.6805589, -7.8509986 43.680659, -7.8511195 43.6808916, -7.8512781 43.6812283, -7.8513704 43.6813924, -7.8513792 43.6814068, -7.8514189 43.6815782, -7.8514216 43.6817945, -7.8514061 43.6818669, -7.8514006 43.6819761, -7.8513874 43.6822394, -7.8514829 43.6826074, -7.8516557 43.6828017, -7.8518641 43.682932, -7.8521314 43.6830816)",Rúa da Madalena,,
90638090,False,,residential,False,30.493,"LINESTRING (-7.8575427 43.6869241, -7.8576371 43.6866585)",,,
876207953,False,,residential,False,41.50900000000001,"LINESTRING (-7.8575427 43.6869241, -7.8578492 43.6869313, -7.8579011 43.6869293, -7.8579529 43.6869235, -7.8579554 43.686923, -7.8580537 43.6869018)",Travesía da Constitución,,
876207953,False,,residential,True,75.493,"LINESTRING (-7.8575427 43.6869241, -7.857419 43.6869372, -7.8573174 43.6869714, -7.8571815 43.6870282, -7.8569384 43.6871782, -7.8568376 43.6872209, -7.8567353 43.6872469)",Travesía da Constitución,,
237985571,False,,secondary,False,85.191,"LINESTRING (-7.8506216 43.6859627, -7.8506677 43.6860259, -7.8507138 43.6860891, -7.8510839 43.6862823, -7.8513155 43.6863744, -7.8513976 43.6864071, -7.8514391 43.6864236)",Rúa Pedro Castiñeiras,,
519528068,False,,secondary,True,61.173,"LINESTRING (-7.8506216 43.6859627, -7.8506566 43.6857062, -7.8507055 43.6854357, -7.8507056 43.6854161)",Reverendo Don José Buide Rodríguez,,
90638083,False,,residential,True,106.444,"LINESTRING (-7.8502732 43.6838065, -7.8503322 43.683752, -7.8504338 43.683726, -7.8505222 43.6837141, -7.8506205 43.6837971, -7.8506369 43.684098, -7.8506062 43.6843887, -7.8506017 43.6844317)",,,
90638031,True,,residential,False,114.379,"LINESTRING (-7.8523711 43.684924, -7.8527646 43.6841216, -7.8528054 43.6839468)",Rúa Francisco Santiago,,
90638095,False,,residential,False,36.947,"LINESTRING (-7.8501615 43.6807128, -7.850291 43.680394)",,,
90638031,True,,residential,False,154.406,"LINESTRING (-7.8515475 43.6864236, -7.8516159 43.686379, -7.8516415 43.6863271, -7.8516671 43.6862752, -7.851801 43.6860456, -7.8519337 43.685779, -7.8522554 43.6851408)",Rúa Francisco Santiago,,
90638076,True,,secondary,False,9.524000000000001,"LINESTRING (-7.8515475 43.6864236, -7.8515137 43.6864093, -7.8514933 43.6864073, -7.8514391 43.6864236)",,roundabout,
273062197,False,DP-6110,living_street,True,16.22,"LINESTRING (-7.8542564 43.684356, -7.8542953 43.6842914, -7.8543418 43.6842239)",Travesía da Alameda,,
"[675660280, 378651690]",True,,living_street,False,125.73599999999999,"LINESTRING (-7.8542564 43.684356, -7.8536389 43.6841641, -7.8535272 43.6841297, -7.8529841 43.6839629, -7.8528054 43.6839468)","['Rúa Eusebio Dávila', 'Rúa Luciano Pita']",,permissive
90638083,False,,residential,False,106.44399999999999,"LINESTRING (-7.8506017 43.6844317, -7.8506062 43.6843887, -7.8506369 43.684098, -7.8506205 43.6837971, -7.8505222 43.6837141, -7.8504338 43.683726, -7.8503322 43.683752, -7.8502732 43.6838065)",,,
90638083,False,,residential,True,163.298,"LINESTRING (-7.8506017 43.6844317, -7.8505943 43.6846855, -7.8505353 43.6849035, -7.8503781 43.6851144, -7.8501815 43.6852423, -7.8498211 43.6854484, -7.8496206 43.6856263)",,,
90638043,False,,secondary,True,198.58400000000003,"LINESTRING (-7.8536106 43.6873741, -7.8535528 43.6873723, -7.8533277 43.6873651, -7.8531912 43.6873608, -7.8529998 43.6873172, -7.8526112 43.6871467, -7.8523402 43.686988, -7.8521629 43.68686, -7.8518367 43.686628, -7.8516346 43.6865347, -7.8516079 43.6865247, -7.8515475 43.686502)",Rúa Reverendo Márquez Cortiñas,,
"[675660281, 519528067]",False,DP-6110,"['residential', 'tertiary']",False,134.805,"LINESTRING (-7.8536106 43.6873741, -7.8536117 43.6873007, -7.8536043 43.6870716, -7.8535593 43.6865412, -7.8535643 43.6864168, -7.8535866 43.6863226, -7.85365 43.6863424, -7.8537876 43.6863854)","['Rúa de Curuxeira', 'Travesía da Constitución']",,
243576778,True,,living_street,False,37.298,"LINESTRING (-7.8536669 43.6831253, -7.8537495 43.6831197, -7.8538568 43.6830731, -7.853948 43.6830421, -7.8540282 43.6830377, -7.8541009 43.6830495)",Rúa da Alameda,,
265609596,True,,living_street,False,106.56899999999999,"LINESTRING (-7.8536669 43.6831253, -7.853725 43.683173, -7.8537684 43.6832056, -7.8539402 43.6833349, -7.8541077 43.6834608, -7.8542862 43.6835951, -7.854499 43.6837637, -7.8545356 43.6837851, -7.8545982 43.6837976)",Rúa da Alameda,,
