osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,bridge
58701088,NA-4200,Calle Zubiarte,tertiary,,True,False,29.086,"LINESTRING (-1.5863356 42.8324199, -1.5860944 42.8323865, -1.5859881 42.8323625)",,
"[207399133, 207371414, 207371415]",NA-4200,Calle Zubiarte,tertiary,,False,True,63.349000000000004,"LINESTRING (-1.5863356 42.8324199, -1.5863843 42.8324232, -1.586926 42.8323696, -1.5871008 42.8323342)",2,yes
207399154,,Calle Artadiburua,residential,,False,True,104.277,"LINESTRING (-1.5954044 42.8308748, -1.5951967 42.8309226, -1.5949302 42.8309178, -1.5947244 42.8309194, -1.594512 42.8309528, -1.5942455 42.8310116, -1.5941567 42.8310322)",,
155714768,PA-30,Ronda de Pamplona,trunk,roundabout,True,False,7.734,"LINESTRING (-1.5858273 42.8343147, -1.5858663 42.8343781)",2,
253820984,,Camino Urbi,residential,,False,True,52.05,"LINESTRING (-1.5858273 42.8343147, -1.5852314 42.8344825)",2,
28421470,,Avenida Ugarrandia,residential,,False,True,109.843,"LINESTRING (-1.5915021 42.8289872, -1.592578 42.8287647, -1.5927055 42.8287383, -1.5927985 42.8287191)",,
33292251,,,residential,roundabout,True,False,14.597999999999999,"LINESTRING (-1.5915021 42.8289872, -1.5914922 42.8289619, -1.5914721 42.8289402, -1.5914436 42.8289243, -1.5914098 42.8289158, -1.591374 42.8289156)",,
38166062,,Calle Miravalles,residential,,False,False,18.81,"LINESTRING (-1.594091 42.8294928, -1.5938604 42.8294965)",,
38166074,,Calle Miravalles,residential,,False,False,133.314,"LINESTRING (-1.594091 42.8294928, -1.5944841 42.8288177, -1.594508 42.8287767, -1.5945559 42.8286946, -1.5945671 42.8286753, -1.5945268 42.8285489, -1.594455 42.8283766)",,
38166074,,Calle Miravalles,residential,,False,True,130.572,"LINESTRING (-1.594091 42.8294928, -1.5943376 42.8295825, -1.5940557 42.8302554, -1.5939438 42.830511)",,
207399147,,Calle Miravalles,residential,,False,True,64.895,"LINESTRING (-1.5935632 42.8305386, -1.5937347 42.8311085)",,
38166056,,,residential,roundabout,True,False,7.468,"LINESTRING (-1.5935632 42.8305386, -1.5935837 42.8305311, -1.5936 42.8305193, -1.5936103 42.8305043, -1.5936136 42.8304877)",,
207399147,,Calle Miravalles,residential,,False,False,64.895,"LINESTRING (-1.5937347 42.8311085, -1.5935632 42.8305386)",,
207399147,,Calle Miravalles,residential,,False,True,72.583,"LINESTRING (-1.5937347 42.8311085, -1.5939315 42.8317451)",,
711706969,,Calle Artadiburua,residential,,False,True,35.443,"LINESTRING (-1.5937347 42.8311085, -1.5941567 42.8310322)",,
854944043,NA-4200,Calle Zubiarte,tertiary,,False,False,60.236,"LINESTRING (-1.5937347 42.8311085, -1.5930239 42.8312559)",,
479904811,NA-4200,Calle Calvario de Huarte,tertiary,,False,True,31.984,"LINESTRING (-1.5937347 42.8311085, -1.5939188 42.8311335, -1.5940369 42.8311297, -1.5941232 42.8311363)",,
207399147,,Calle Miravalles,residential,,False,False,72.583,"LINESTRING (-1.5939315 42.8317451, -1.5937347 42.8311085)",,
38166051,,Diego Mina,residential,,False,False,113.862,"LINESTRING (-1.5939315 42.8317451, -1.5938755 42.83225, -1.5938411 42.8327668)",,
38166053,,Calle Leandro Azcárate,residential,,False,True,98.48599999999999,"LINESTRING (-1.5939315 42.8317451, -1.5946627 42.8317763, -1.5951372 42.8317966)",,
38166088,,Calle Leandro Azcárate,residential,,False,True,30.459,"LINESTRING (-1.5951372 42.8317966, -1.5954576 42.8316558)",,
38166052,,Calle Iturriondoa,residential,,False,True,113.653,"LINESTRING (-1.5951372 42.8317966, -1.5950828 42.8323241, -1.5950548 42.8327426, -1.5950498 42.8328166)",,
38166053,,Calle Leandro Azcárate,residential,,False,False,98.48599999999999,"LINESTRING (-1.5951372 42.8317966, -1.5946627 42.8317763, -1.5939315 42.8317451)",,
38166089,,Calle Leandro Azcárate,residential,,False,False,33.373,"LINESTRING (-1.5951372 42.8317966, -1.5954801 42.8317813, -1.5955457 42.8317784)",,
252217423,,Calle Oihana,residential,,False,False,74.729,"LINESTRING (-1.5950498 42.8328166, -1.5959646 42.8328567)",,
28421466,,Calle Oihana,residential,,False,True,98.717,"LINESTRING (-1.5950498 42.8328166, -1.5950044 42.8328147, -1.594902 42.8328105, -1.5938411 42.8327668)",,
38166052,,Calle Iturriondoa,residential,,False,False,113.65299999999999,"LINESTRING (-1.5950498 42.8328166, -1.5950548 42.8327426, -1.5950828 42.8323241, -1.5951372 42.8317966)",,
28421466,,Calle Oihana,residential,,False,False,260.897,"LINESTRING (-1.5891474 42.8328038, -1.5908044 42.8327354, -1.5914363 42.8327102, -1.592343 42.8326929)",,
28421466,,Calle Oihana,residential,,False,True,125.647,"LINESTRING (-1.5891474 42.8328038, -1.5887785 42.8327983, -1.5883501 42.8327627, -1.5881873 42.8327425, -1.5881754 42.8325104, -1.5881684 42.8324248, -1.5881562 42.832367, -1.5881798 42.8323248)",,
28421471,,Calle Pastorico,residential,,False,False,106.769,"LINESTRING (-1.5891474 42.8328038, -1.5892087 42.8324583, -1.5892458 42.8321908, -1.5892757 42.8318486)",,
207399140,,Calle Portal,residential,,False,True,10.359,"LINESTRING (-1.5889655 42.8317692, -1.589014 42.8318553)",,
38367350,,Calle Ugarraldea,residential,,False,False,102.10099999999997,"LINESTRING (-1.5889655 42.8317692, -1.5886769 42.83169, -1.5882147 42.8315185, -1.5881256 42.8314894, -1.5880614 42.8314914, -1.588008 42.831513, -1.5879478 42.831595, -1.5878929 42.8316337)",,
207399140,,Calle Portal,residential,,False,False,54.107,"LINESTRING (-1.5889655 42.8317692, -1.5890502 42.8315378, -1.5890562 42.8315213, -1.5890662 42.8315033, -1.5891993 42.8313168)",,
38367355,,Plaza El Ferial,residential,,True,False,20.226,"LINESTRING (-1.5896118 42.8299927, -1.5896734 42.8301689)",,
"[38166073, 38166070]",,Avenida Ugarrandia,residential,,False,"[False, True]",49.346000000000004,"LINESTRING (-1.5896118 42.8299927, -1.5895202 42.8298042, -1.5895384 42.8295609)",,
38166083,,Calle Padre Pérez Goyena,residential,,False,False,64.491,"LINESTRING (-1.5916311 42.8296336, -1.5914395 42.8290709)",,
38367354,,Calle Zarraondoa,residential,,False,True,56.055,"LINESTRING (-1.5916311 42.8296336, -1.5909681 42.8297667)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,True,70.443,"LINESTRING (-1.5916311 42.8296336, -1.5918618 42.8302441)",,
38166079,,Calle Zarraondoa,residential,,False,False,115.997,"LINESTRING (-1.5916311 42.8296336, -1.5923268 42.8294826, -1.59299 42.8293256)",,
38166083,,Calle Padre Pérez Goyena,residential,,False,True,64.491,"LINESTRING (-1.5914395 42.8290709, -1.5916311 42.8296336)",,
33292251,,,residential,roundabout,True,False,11.282,"LINESTRING (-1.5914395 42.8290709, -1.591468 42.8290565, -1.5914891 42.8290364, -1.5915008 42.8290125, -1.5915021 42.8289872)",,
28421472,,Calle Padre Pérez Goyena,residential,,False,False,48.126999999999995,"LINESTRING (-1.591374 42.8289156, -1.591312 42.828752, -1.5912159 42.8284986)",,
33292251,,,residential,roundabout,True,False,14.338000000000001,"LINESTRING (-1.591374 42.8289156, -1.5913405 42.8289234, -1.5913119 42.8289384, -1.5912911 42.8289592, -1.5912801 42.8289837, -1.59128 42.8290095)",,
406247759,,Avenida Ugarrandia,residential,,False,True,50.563,"LINESTRING (-1.59128 42.8290095, -1.5909035 42.829026, -1.590662 42.8290072)",,
857859109,,,residential,roundabout,True,False,16.988999999999997,"LINESTRING (-1.59128 42.8290095, -1.5912906 42.8290338, -1.5913108 42.8290545, -1.5913387 42.8290696, -1.5913716 42.8290778, -1.5914063 42.8290783, -1.5914395 42.8290709)",,
38166065,,Ibaialde,residential,,False,False,51.82,"LINESTRING (-1.5871008 42.8323342, -1.5871356 42.832396, -1.5871799 42.832405, -1.5872225 42.8324485, -1.5872927 42.8324892, -1.5874955 42.8326855)",,
"[207399133, 207371414, 207371415]",NA-4200,Calle Zubiarte,tertiary,,False,False,63.349000000000004,"LINESTRING (-1.5871008 42.8323342, -1.586926 42.8323696, -1.5863843 42.8324232, -1.5863356 42.8324199)",2,yes
207399133,NA-4200,Calle Zubiarte,tertiary,,False,True,115.895,"LINESTRING (-1.5871008 42.8323342, -1.5872733 42.832295, -1.5873867 42.8322718, -1.587775 42.8321856, -1.5884662 42.8320452)",2,
33292471,,Plaza El Ferial,residential,,False,True,17.443,"LINESTRING (-1.5899444 42.8307506, -1.5897856 42.8306455)",,
38166075,,Calle San Francisco Javier,residential,,False,False,72.949,"LINESTRING (-1.590346 42.830557, -1.591206 42.8303764)",,
504600655,,Plaza El Ferial,residential,,True,False,61.660999999999994,"LINESTRING (-1.590346 42.830557, -1.5903945 42.8303513, -1.5903642 42.83022, -1.5900755 42.8302006)",,
38166075,,Calle San Francisco Javier,residential,,False,True,72.949,"LINESTRING (-1.591206 42.8303764, -1.590346 42.830557)",,
38166077,,Calle San Francisco Javier,residential,,False,True,55.465,"LINESTRING (-1.591206 42.8303764, -1.5918618 42.8302441)",,
"[38166059, 38166084]",,"['Calle Larrainak', 'Calle Virgen Blanca']",residential,,True,False,96.305,"LINESTRING (-1.591206 42.8303764, -1.5914126 42.8309325, -1.5917955 42.8308612)",,
38166076,,Calle Larrainak,residential,,False,False,70.573,"LINESTRING (-1.591206 42.8303764, -1.591189 42.8303399, -1.5910724 42.8299953, -1.5909681 42.8297667)",,
38367354,,Calle Zarraondoa,residential,,False,False,56.055,"LINESTRING (-1.5909681 42.8297667, -1.5916311 42.8296336)",,
38166076,,Calle Larrainak,residential,,False,True,70.573,"LINESTRING (-1.5909681 42.8297667, -1.5910724 42.8299953, -1.591189 42.8303399, -1.591206 42.8303764)",,
38367354,,Calle Zarraondoa,residential,,False,True,15.862,"LINESTRING (-1.5909681 42.8297667, -1.5909153 42.8297773, -1.5907805 42.8298044)",,
38166085,,Travesía Zarraondoa,residential,,False,False,47.869,"LINESTRING (-1.5901838 42.8294811, -1.5899744 42.829427, -1.5896721 42.829277)",,
38367353,,Travesía Zarraondoa,residential,,False,True,61.711999999999996,"LINESTRING (-1.5901838 42.8294811, -1.5901403 42.8297872, -1.5901016 42.8300328)",,
207399153,,Travesía Zarraondoa,residential,,False,True,97.032,"LINESTRING (-1.5901838 42.8294811, -1.5902224 42.8294137, -1.5902826 42.8293523, -1.5904484 42.8293244, -1.5905983 42.8293343, -1.5907479 42.8297105, -1.5907805 42.8298044)",,
38166086,,Avenida Ugarrandia,residential,,False,False,12.267,"LINESTRING (-1.5896721 42.829277, -1.5897704 42.8291935)",,
38166085,,Travesía Zarraondoa,residential,,False,True,47.869,"LINESTRING (-1.5896721 42.829277, -1.5899744 42.829427, -1.5901838 42.8294811)",,
373633540,,Avenida Ugarrandia,residential,,True,False,33.831,"LINESTRING (-1.5896721 42.829277, -1.5896027 42.8293655, -1.5895626 42.8294423, -1.5895384 42.8295609)",,
38166086,,Avenida Ugarrandia,residential,,False,True,12.267,"LINESTRING (-1.5897704 42.8291935, -1.5896721 42.829277)",,
207399155,,Avenida Ugarrandia,residential,,True,False,33.84,"LINESTRING (-1.5897704 42.8291935, -1.5898778 42.8291193, -1.5899541 42.8290695, -1.5900156 42.8290385, -1.590091 42.8290016)",,
38367350,,Calle Ugarraldea,residential,,False,True,102.101,"LINESTRING (-1.5878929 42.8316337, -1.5879478 42.831595, -1.588008 42.831513, -1.5880614 42.8314914, -1.5881256 42.8314894, -1.5882147 42.8315185, -1.5886769 42.83169, -1.5889655 42.8317692)",,
28421466,,Calle Oihana,residential,,False,False,98.717,"LINESTRING (-1.5938411 42.8327668, -1.594902 42.8328105, -1.5950044 42.8328147, -1.5950498 42.8328166)",,
28421466,,Calle Oihana,residential,,False,True,122.45200000000001,"LINESTRING (-1.5938411 42.8327668, -1.5924324 42.8326932, -1.592343 42.8326929)",,
38166051,,Diego Mina,residential,,False,True,113.862,"LINESTRING (-1.5938411 42.8327668, -1.5938755 42.83225, -1.5939315 42.8317451)",,
28421466,,Calle Oihana,residential,,False,False,122.45200000000001,"LINESTRING (-1.592343 42.8326929, -1.5924324 42.8326932, -1.5938411 42.8327668)",,
28421466,,Calle Oihana,residential,,False,True,260.897,"LINESTRING (-1.592343 42.8326929, -1.5914363 42.8327102, -1.5908044 42.8327354, -1.5891474 42.8328038)",,
38166054,,Calle Padre Pérez Goyena,residential,,False,False,103.40700000000001,"LINESTRING (-1.592343 42.8326929, -1.592374 42.8321901, -1.5924005 42.8317639)",,
38166054,,Calle Padre Pérez Goyena,residential,,False,True,40.594,"LINESTRING (-1.592301 42.8314062, -1.5924005 42.8317639)",,
207399133,NA-4200,Calle Zubiarte,tertiary,,False,False,23.893,"LINESTRING (-1.592301 42.8314062, -1.5920195 42.8314658)",2,
854944043,NA-4200,Calle Zubiarte,tertiary,,False,True,61.273,"LINESTRING (-1.592301 42.8314062, -1.5930239 42.8312559)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,False,68.885,"LINESTRING (-1.592301 42.8314062, -1.5920754 42.8308092)",,
38166054,,Calle Padre Pérez Goyena,residential,,False,False,40.594,"LINESTRING (-1.5924005 42.8317639, -1.592301 42.8314062)",,
38166054,,Calle Padre Pérez Goyena,residential,,False,True,103.40700000000001,"LINESTRING (-1.5924005 42.8317639, -1.592374 42.8321901, -1.592343 42.8326929)",,
"[38166081, 38166055]",,"['Calle Leandro Azcárate', 'Calle Leandro Azcarate']",residential,,False,False,121.82300000000001,"LINESTRING (-1.5924005 42.8317639, -1.5925825 42.831733, -1.5928199 42.8317206, -1.5932184 42.8317265, -1.5930239 42.8312559)",,
38166080,,Calle Leandro Azcarate,residential,,False,True,69.688,"LINESTRING (-1.5930239 42.8312559, -1.5927816 42.8306549)",,
854944043,NA-4200,Calle Zubiarte,tertiary,,False,False,61.273,"LINESTRING (-1.5930239 42.8312559, -1.592301 42.8314062)",,
854944043,NA-4200,Calle Zubiarte,tertiary,,False,True,60.236,"LINESTRING (-1.5930239 42.8312559, -1.5937347 42.8311085)",,
"[38166081, 38166055]",,"['Calle Leandro Azcárate', 'Calle Leandro Azcarate']",residential,,False,True,121.82300000000001,"LINESTRING (-1.5930239 42.8312559, -1.5932184 42.8317265, -1.5928199 42.8317206, -1.5925825 42.831733, -1.5924005 42.8317639)",,
38166074,,Calle Miravalles,residential,,False,False,27.051,"LINESTRING (-1.5936136 42.8304877, -1.5939438 42.830511)",,
38166056,,,residential,roundabout,True,False,10.402,"LINESTRING (-1.5936136 42.8304877, -1.5936096 42.830471, -1.5935984 42.8304561, -1.5935814 42.8304447, -1.5935602 42.8304378, -1.5935372 42.8304362, -1.5935256 42.8304382)",,
38166057,,Calle Nuestra Señora del Pilar,residential,,False,False,69.69,"LINESTRING (-1.5934951 42.8304491, -1.5926568 42.8303273)",,
38166056,,,residential,roundabout,True,False,7.77,"LINESTRING (-1.5934951 42.8304491, -1.59348 42.8304627, -1.5934719 42.8304791, -1.5934716 42.8304965, -1.5934791 42.8305131)",,
38166056,,,residential,roundabout,True,False,8.004,"LINESTRING (-1.5934791 42.8305131, -1.5934942 42.8305273, -1.5935149 42.8305369, -1.5935389 42.8305409, -1.5935632 42.8305386)",,
38166057,,Calle Nuestra Señora del Pilar,residential,,False,True,69.69,"LINESTRING (-1.5926568 42.8303273, -1.5934951 42.8304491)",,
38166080,,Calle Leandro Azcarate,residential,,False,False,37.822,"LINESTRING (-1.5926568 42.8303273, -1.5927816 42.8306549)",,
38166057,,Calle Nuestra Señora del Pilar,residential,,False,False,66.118,"LINESTRING (-1.5926568 42.8303273, -1.591976 42.8302273, -1.5918618 42.8302441)",,
38166080,,Calle Leandro Azcarate,residential,,False,True,114.886,"LINESTRING (-1.5926568 42.8303273, -1.592719 42.8301791, -1.5929004 42.8297312, -1.59299 42.8293256)",,
38166077,,Calle San Francisco Javier,residential,,False,False,55.465,"LINESTRING (-1.5918618 42.8302441, -1.591206 42.8303764)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,False,70.443,"LINESTRING (-1.5918618 42.8302441, -1.5916311 42.8296336)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,True,65.206,"LINESTRING (-1.5918618 42.8302441, -1.5920754 42.8308092)",,
38166057,,Calle Nuestra Señora del Pilar,residential,,False,True,66.118,"LINESTRING (-1.5918618 42.8302441, -1.591976 42.8302273, -1.5926568 42.8303273)",,
38166084,,Calle Virgen Blanca,residential,,True,False,60.09,"LINESTRING (-1.5920754 42.8308092, -1.5927816 42.8306549)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,False,65.206,"LINESTRING (-1.5920754 42.8308092, -1.5918618 42.8302441)",,
854944044,,Calle Padre Pérez Goyena,residential,,False,True,68.885,"LINESTRING (-1.5920754 42.8308092, -1.592301 42.8314062)",,
38166080,,Calle Leandro Azcarate,residential,,False,False,69.688,"LINESTRING (-1.5927816 42.8306549, -1.5930239 42.8312559)",,
38166080,,Calle Leandro Azcarate,residential,,False,True,37.822,"LINESTRING (-1.5927816 42.8306549, -1.5926568 42.8303273)",,
38166084,,Calle Virgen Blanca,residential,,True,False,59.024,"LINESTRING (-1.5927816 42.8306549, -1.5934791 42.8305131)",,
38166060,,Calle Miravalles,residential,,False,False,35.983,"LINESTRING (-1.5939438 42.830511, -1.5943844 42.8305287)",,
38166074,,Calle Miravalles,residential,,False,True,27.051,"LINESTRING (-1.5939438 42.830511, -1.5936136 42.8304877)",,
38166074,,Calle Miravalles,residential,,False,False,130.572,"LINESTRING (-1.5939438 42.830511, -1.5940557 42.8302554, -1.5943376 42.8295825, -1.594091 42.8294928)",,
38166060,,Calle Miravalles,residential,,False,True,35.983,"LINESTRING (-1.5943844 42.8305287, -1.5939438 42.830511)",,
38166061,,Calle Artadiburua,residential,,False,False,38.759,"LINESTRING (-1.5943844 42.8305287, -1.5943813 42.8305828, -1.5944815 42.8308679)",,
38166061,,Calle Artadiburua,residential,,False,True,75.41300000000001,"LINESTRING (-1.5943844 42.8305287, -1.5944326 42.8301524, -1.59444 42.8298522)",,
38166061,,Calle Artadiburua,residential,,False,False,75.41300000000001,"LINESTRING (-1.59444 42.8298522, -1.5944326 42.8301524, -1.5943844 42.8305287)",,
38166061,,Calle Artadiburua,residential,,False,True,38.759,"LINESTRING (-1.5944815 42.8308679, -1.5943813 42.8305828, -1.5943844 42.8305287)",,
38166079,,Calle Zarraondoa,residential,,False,True,115.997,"LINESTRING (-1.59299 42.8293256, -1.5923268 42.8294826, -1.5916311 42.8296336)",,
38166080,,Calle Leandro Azcarate,residential,,False,False,114.88600000000001,"LINESTRING (-1.59299 42.8293256, -1.5929004 42.8297312, -1.592719 42.8301791, -1.5926568 42.8303273)",,
38166080,,Calle Leandro Azcarate,residential,,False,True,69.244,"LINESTRING (-1.59299 42.8293256, -1.5929375 42.8291436, -1.5928984 42.8290437, -1.5927985 42.8287191)",,
711706970,,Calle Miravalles,residential,,False,True,73.48,"LINESTRING (-1.59299 42.8293256, -1.5931139 42.8293499, -1.5938604 42.8294965)",,
28421466,,Calle Oihana,residential,,False,False,125.64699999999999,"LINESTRING (-1.5881798 42.8323248, -1.5881562 42.832367, -1.5881684 42.8324248, -1.5881754 42.8325104, -1.5881873 42.8327425, -1.5883501 42.8327627, -1.5887785 42.8327983, -1.5891474 42.8328038)",,
38166063,,Ibaialde,residential,,False,False,70.629,"LINESTRING (-1.5881798 42.8323248, -1.5879121 42.8323842, -1.5877582 42.8324838, -1.5876647 42.8325688, -1.5874955 42.8326855)",,
38166063,,Ibaialde,residential,,False,True,39.244,"LINESTRING (-1.5881798 42.8323248, -1.5883588 42.8321879, -1.5884241 42.8321107, -1.5884662 42.8320452)",,
38166063,,Ibaialde,residential,,False,False,60.07599999999999,"LINESTRING (-1.5874955 42.8326855, -1.5873397 42.8328545, -1.587225 42.8330357, -1.5871727 42.8331667)",,
38166063,,Ibaialde,residential,,False,True,70.629,"LINESTRING (-1.5874955 42.8326855, -1.5876647 42.8325688, -1.5877582 42.8324838, -1.5879121 42.8323842, -1.5881798 42.8323248)",,
38166065,,Ibaialde,residential,,False,True,51.82,"LINESTRING (-1.5874955 42.8326855, -1.5872927 42.8324892, -1.5872225 42.8324485, -1.5871799 42.832405, -1.5871356 42.832396, -1.5871008 42.8323342)",,
38166071,,Plaza El Ferial,residential,,True,False,40.19,"LINESTRING (-1.5901016 42.8300328, -1.5896118 42.8299927)",,
38367353,,Travesía Zarraondoa,residential,,False,False,61.711999999999996,"LINESTRING (-1.5901016 42.8300328, -1.5901403 42.8297872, -1.5901838 42.8294811)",,
38367354,,Calle Zarraondoa,residential,,False,False,63.511,"LINESTRING (-1.5901016 42.8300328, -1.590163 42.829953, -1.5902573 42.8299095, -1.5907805 42.8298044)",,
"[38166073, 38166070]",,Avenida Ugarrandia,residential,,False,"[False, True]",49.346000000000004,"LINESTRING (-1.5895384 42.8295609, -1.5895202 42.8298042, -1.5896118 42.8299927)",,
38166088,,Calle Leandro Azcárate,residential,,False,False,30.459,"LINESTRING (-1.5954576 42.8316558, -1.5951372 42.8317966)",,
479904811,NA-4200,Calle Calvario de Huarte,tertiary,,False,True,15.41,"LINESTRING (-1.5954576 42.8316558, -1.5955457 42.8317784)",,
479904811,NA-4200,Calle Calvario de Huarte,tertiary,,False,False,136.202,"LINESTRING (-1.5954576 42.8316558, -1.5952745 42.8314009, -1.5951315 42.8312599, -1.5949097 42.8311767, -1.5943673 42.831155, -1.5941232 42.8311363)",,
479904811,NA-4200,Calle Calvario de Huarte,tertiary,,False,False,15.41,"LINESTRING (-1.5955457 42.8317784, -1.5954576 42.8316558)",,
38166089,,Calle Leandro Azcárate,residential,,False,True,33.373,"LINESTRING (-1.5955457 42.8317784, -1.5954801 42.8317813, -1.5951372 42.8317966)",,
28421470,,Avenida Ugarrandia,residential,,False,False,109.84299999999999,"LINESTRING (-1.5927985 42.8287191, -1.5927055 42.8287383, -1.592578 42.8287647, -1.5915021 42.8289872)",,
28421470,,Avenida Ugarrandia,residential,,False,True,140.352,"LINESTRING (-1.5927985 42.8287191, -1.5930484 42.8286674, -1.5931545 42.8286455, -1.5932245 42.828631, -1.5933223 42.8286108, -1.593497 42.8285747, -1.5936313 42.8285469, -1.5939025 42.8284908, -1.594455 42.8283766)",,
38166080,,Calle Leandro Azcarate,residential,,False,False,69.244,"LINESTRING (-1.5927985 42.8287191, -1.5928984 42.8290437, -1.5929375 42.8291436, -1.59299 42.8293256)",,
406247760,,Avenida Ugarrandia,residential,,True,False,44.215,"LINESTRING (-1.590662 42.8290072, -1.590181 42.8288237)",,
406247759,,Avenida Ugarrandia,residential,,False,False,50.563,"LINESTRING (-1.590662 42.8290072, -1.5909035 42.829026, -1.59128 42.8290095)",,
406247669,,Paseo Zokoa,residential,,False,True,15.791,"LINESTRING (-1.5898944 42.8285967, -1.5898465 42.8284591)",,
207399151,,Paseo Zokoa,residential,,True,False,29.507999999999996,"LINESTRING (-1.5898944 42.8285967, -1.5898969 42.8286499, -1.5899117 42.8287245, -1.5899266 42.8287789, -1.589922 42.8288601)",,
207399133,NA-4200,Calle Zubiarte,tertiary,,False,False,21.634,"LINESTRING (-1.5887141 42.8319759, -1.5884662 42.8320452)",2,
207399133,NA-4200,Calle Zubiarte,tertiary,,False,True,27.891,"LINESTRING (-1.5887141 42.8319759, -1.589014 42.8318553)",2,
38367348,,Calle Moises Barado,living_street,,False,False,72.097,"LINESTRING (-1.5887141 42.8319759, -1.5888061 42.8321336, -1.5887836 42.8322843, -1.5887678 42.8324603, -1.5885664 42.832479)",,
