osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name,access,bridge
28280785,True,1,M-119,tertiary,40,False,37.184,"LINESTRING (-3.3813189 40.5498021, -3.3813378 40.5499176, -3.3813116 40.5501347)",,,,
667947595,True,,M-119,tertiary,40,False,17.831000000000003,"LINESTRING (-3.3813189 40.5498021, -3.3814093 40.5498434, -3.3815147 40.5498478)",roundabout,,,
692067576,False,,M-116,tertiary,,False,4.994,"LINESTRING (-3.3810826 40.549557, -3.3810307 40.5495355)",,Calle Antonio Moya,,
213892669,True,,M-116,tertiary,,False,21.707,"LINESTRING (-3.3810826 40.549557, -3.3811724 40.5496232, -3.3812554 40.549701)",,,,
667947598,True,,M-119,tertiary,40,False,12.642,"LINESTRING (-3.3812554 40.549701, -3.3812756 40.5497557, -3.3813189 40.5498021)",roundabout,,,
294847047,False,,,residential,,True,28.81,"LINESTRING (-3.3810307 40.5495355, -3.3811559 40.5492945)",,Carretera de Valdeavero,,
692067576,False,,M-116,tertiary,,True,4.994,"LINESTRING (-3.3810307 40.5495355, -3.3810826 40.549557)",,Calle Antonio Moya,,
692067577,False,,,residential,,False,34.475,"LINESTRING (-3.3810307 40.5495355, -3.3808928 40.5498273)",,Carretera de Valdeavero,,
213892658,False,,M-116,tertiary,,False,109.72800000000001,"LINESTRING (-3.3810307 40.5495355, -3.3808818 40.549489, -3.3800054 40.5492152, -3.3798296 40.5491602)",,Calle Antonio Moya,,
28280832,False,,M-116,tertiary,,False,17.847,"LINESTRING (-3.3770873 40.5486341, -3.3770356 40.5487501, -3.377029 40.5487878)",,Calle Empedrada,,
294847021,False,,,residential,,False,20.874000000000002,"LINESTRING (-3.3770873 40.5486341, -3.376986 40.5485264, -3.3769457 40.5484803)",,Calle Carnicería,,
"[294847051, 687099311]",False,,M-116,tertiary,,True,122.59599999999999,"LINESTRING (-3.3770873 40.5486341, -3.3771356 40.5486276, -3.3773339 40.5486781, -3.3775205 40.5487386, -3.3776459 40.5487693, -3.3779192 40.5488162, -3.3781437 40.5488542, -3.3784036 40.5488983, -3.3784833 40.5489119)",,Plaza del Paseo,,
294847037,False,,M-116,tertiary,,False,6.427,"LINESTRING (-3.3798296 40.5491602, -3.3797604 40.5491362)",,Calle de Daganzo,,
213892658,False,,M-116,tertiary,,True,109.72800000000001,"LINESTRING (-3.3798296 40.5491602, -3.3800054 40.5492152, -3.3808818 40.549489, -3.3810307 40.5495355)",,Calle Antonio Moya,,
294847041,True,,,residential,,False,41.708,"LINESTRING (-3.3798296 40.5491602, -3.3798553 40.5492226, -3.3798993 40.5493292, -3.3799332 40.5495255)",,Camino Fresno,,
692067577,False,,,residential,,False,14.49,"LINESTRING (-3.3801469 40.551193, -3.3800387 40.5512941)",,Carretera de Valdeavero,,
692067577,False,,,residential,,True,164.73600000000002,"LINESTRING (-3.3801469 40.551193, -3.3802354 40.5510959, -3.3808928 40.5498273)",,Carretera de Valdeavero,,
28280820,False,,,residential,,False,67.698,"LINESTRING (-3.3786729 40.5458611, -3.3792232 40.5463036)",,Calle de Cervantes,,
819635057,False,,,residential,,True,59.009,"LINESTRING (-3.3786729 40.5458611, -3.3787858 40.5453374)",,Calle Gran Vía,,
431574526,False,,,residential,,False,116.096,"LINESTRING (-3.3786729 40.5458611, -3.3785538 40.5464179, -3.3783458 40.5468711)",,Calle Mayor,,
28280820,False,,,residential,,True,26.355,"LINESTRING (-3.3794364 40.5464766, -3.3792232 40.5463036)",,Calle de Cervantes,,
213892656,False,,,residential,,False,93.112,"LINESTRING (-3.3794364 40.5464766, -3.3805357 40.5464182)",,Calle Vicente Cubillo,,
28280820,False,,,residential,,False,40.694,"LINESTRING (-3.3794364 40.5464766, -3.3794976 40.5466356, -3.3795224 40.5467749, -3.3795329 40.5468341)",,Calle de Cervantes,,
687099326,False,,,residential,,False,20.128,"LINESTRING (-3.3795563 40.5477269, -3.3796017 40.5479046)",,Calle de Cervantes,,
294847020,False,,,residential,,False,69.821,"LINESTRING (-3.3795563 40.5477269, -3.3798449 40.5477324, -3.3800953 40.5477616, -3.3803714 40.5478132)",,Calle Calderón de la Barca,,
687099326,False,,,residential,,True,28.354999999999997,"LINESTRING (-3.3795563 40.5477269, -3.3795349 40.5475445, -3.3795265 40.5474729)",,Calle de Cervantes,,
294847022,False,,,residential,,True,4.679,"LINESTRING (-3.3799588 40.5484761, -3.3799756 40.548436)",,Calle Cervantes,,
32931737,False,,,residential,,False,38.691,"LINESTRING (-3.3799588 40.5484761, -3.3800595 40.5485054, -3.3803864 40.5486006)",,Calle de Victor Jara,,
294847022,False,,,residential,,False,26.060000000000002,"LINESTRING (-3.3799588 40.5484761, -3.3799267 40.5485489, -3.3798588 40.5486978)",,Calle Cervantes,,
294847022,False,,,residential,,True,34.236,"LINESTRING (-3.3797496 40.5489943, -3.3798588 40.5486978)",,Calle Cervantes,,
28280806,True,,,residential,,False,15.805,"LINESTRING (-3.3797496 40.5489943, -3.3797567 40.5490879, -3.3797604 40.5491362)",,Calle Casqueras,,
28280826,True,,,residential,,False,75.71600000000001,"LINESTRING (-3.3799975 40.5499035, -3.3799431 40.5498906, -3.3796194 40.5498143, -3.3791487 40.5496856)",,Calle Fresno,,
294847041,True,,,residential,,False,37.538000000000004,"LINESTRING (-3.3799975 40.5499035, -3.3800051 40.5499356, -3.3800664 40.550196, -3.3800758 40.5502358)",,Camino Fresno,,
28280826,True,,,residential,,False,75.181,"LINESTRING (-3.3778243 40.549418, -3.3769612 40.5492536)",,Calle Fresno,,
687099308,False,,,residential,,False,60.854,"LINESTRING (-3.3778243 40.549418, -3.3779089 40.5492967, -3.3780071 40.5491564, -3.37824 40.549226, -3.3783118 40.5492531)",,,,
361324935,True,,,residential,,False,144.407,"LINESTRING (-3.3769612 40.5492536, -3.3769506 40.5495234, -3.3769101 40.5505517)",,Calle Empedrada,,
294847027,False,,,residential,,False,30.311,"LINESTRING (-3.3769101 40.5505517, -3.3770054 40.5508145)",,Avenida de Juan Ferreras,,
431574524,True,,,residential,,False,35.265,"LINESTRING (-3.3769101 40.5505517, -3.3764965 40.5505091)",,Camino de Alcalá,,
28280857,False,,,residential,,False,88.217,"LINESTRING (-3.3770829 40.5522171, -3.3768073 40.5521678, -3.3761528 40.5521029, -3.3760527 40.5520929)",,Calle de las Fuentes,,
28280857,False,,,residential,,True,194.315,"LINESTRING (-3.3770829 40.5522171, -3.3772505 40.5522683, -3.3782294 40.5525674, -3.3790444 40.5528163, -3.3792146 40.552873)",,Calle de las Fuentes,,
294847027,False,,,residential,,False,72.638,"LINESTRING (-3.3770829 40.5522171, -3.3770528 40.552341, -3.3769269 40.5528595)",,Avenida de Juan Ferreras,,
294847027,False,,,residential,,True,36.097,"LINESTRING (-3.3770829 40.5522171, -3.3770872 40.5520977, -3.3770946 40.5518926)",,Avenida de Juan Ferreras,,
294847027,False,,,residential,,True,71.703,"LINESTRING (-3.3767342 40.5534875, -3.3769269 40.5528595)",,Avenida de Juan Ferreras,,
28280838,False,,,residential,,True,37.103,"LINESTRING (-3.3792704 40.5530276, -3.3795645 40.5532754)",,Calle Manda,,
213892671,False,,M-119,tertiary,,False,56.443,"LINESTRING (-3.3792704 40.5530276, -3.3792098 40.5531475, -3.3790307 40.5535014)",,,,
213892671,False,,M-119,tertiary,,True,115.922,"LINESTRING (-3.3792704 40.5530276, -3.379292 40.5529854, -3.3795521 40.5525427, -3.3797016 40.5523111, -3.3798728 40.5520924)",,,,
28280857,False,,,residential,,False,194.315,"LINESTRING (-3.3792146 40.552873, -3.3790444 40.5528163, -3.3782294 40.5525674, -3.3772505 40.5522683, -3.3770829 40.5522171)",,Calle de las Fuentes,,
"[1101477828, 692067575]",True,,,residential,,False,69.702,"LINESTRING (-3.3792146 40.552873, -3.3790901 40.5531152, -3.3789145 40.5534569)",,,,
28280857,False,,,residential,,True,48.181,"LINESTRING (-3.3754865 40.5520412, -3.3755926 40.5520509, -3.3759513 40.5520837, -3.3760527 40.5520929)",,Calle de las Fuentes,,
294847007,False,,,residential,,True,90.138,"LINESTRING (-3.3754865 40.5520412, -3.375435 40.5520072, -3.3754378 40.5519123, -3.3754573 40.5512486)",,Calle Abedul,,
28280859,False,,,residential,,False,44.896,"LINESTRING (-3.3796753 40.5519971, -3.3791782 40.5518544)",,Travesía las Villas,,
294847050,False,,,residential,,False,45.165,"LINESTRING (-3.3796753 40.5519971, -3.3794718 40.5523727)",,,,
692067577,False,,,residential,,True,83.984,"LINESTRING (-3.3796753 40.5519971, -3.3800387 40.5512941)",,Carretera de Valdeavero,,
28280859,False,,,residential,,True,9.349,"LINESTRING (-3.3770579 40.5512349, -3.3771591 40.5512689)",,Travesía las Villas,,
294847027,False,,,residential,,True,30.445,"LINESTRING (-3.3770579 40.5512349, -3.3770586 40.5509611)",,Avenida de Juan Ferreras,,
294847027,False,,,residential,,False,73.2,"LINESTRING (-3.3770579 40.5512349, -3.377069 40.5514137, -3.3770786 40.5515564, -3.3770946 40.5518926)",,Avenida de Juan Ferreras,,
28280865,True,,,residential,,False,16.06,"LINESTRING (-3.3770586 40.5509611, -3.3771258 40.550826)",,Calle Soledad,,
294847027,False,,,residential,,False,30.445,"LINESTRING (-3.3770586 40.5509611, -3.3770579 40.5512349)",,Avenida de Juan Ferreras,,
294847027,False,,,residential,,True,16.91,"LINESTRING (-3.3770586 40.5509611, -3.3770054 40.5508145)",,Avenida de Juan Ferreras,,
28280865,True,,,residential,,False,67.066,"LINESTRING (-3.3773345 40.5504364, -3.3778208 40.5499597)",,Calle Soledad,,
