osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,tunnel
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,False,70.819,"LINESTRING (0.7405276 42.4099978, 0.7403848 42.4106259)",,,
175268294,,,Avinguda de Victoriano Muñoz,residential,,False,True,105.79599999999999,"LINESTRING (0.7405276 42.4099978, 0.740885 42.4102832, 0.7409038 42.4103041, 0.7409142 42.410328, 0.7409153 42.4103531, 0.7409071 42.4103775, 0.7408927 42.4103967, 0.7408724 42.4104128, 0.7408475 42.4104249, 0.7403848 42.4106259)",,,
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,True,30.794,"LINESTRING (0.7405276 42.4099978, 0.7406221 42.4097298)",,,
197863270,,,Carrer de la Noguera de Tor,residential,,False,False,56.57,"LINESTRING (0.7406221 42.4097298, 0.7412484 42.4099419)",,,
197863270,,,Carrer de la Noguera de Tor,residential,,False,True,15.756,"LINESTRING (0.7406221 42.4097298, 0.7404473 42.4096713)",,,
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,False,30.794,"LINESTRING (0.7406221 42.4097298, 0.7405276 42.4099978)",,,
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,True,61.711,"LINESTRING (0.7406221 42.4097298, 0.7407593 42.409529, 0.7410153 42.4092584)",,,
886237255,,N-230,Avinguda de Victoriano Muñoz,primary,50,False,False,11.697,"LINESTRING (0.7422832 42.4062336, 0.7423274 42.4063336)",,,
25773132,,N-230,,primary,50,False,True,79.731,"LINESTRING (0.7422832 42.4062336, 0.7422333 42.4061224, 0.7421953 42.406014, 0.742187 42.4059419, 0.7421947 42.4058193, 0.7422089 42.4057176, 0.7422574 42.4055304)",,,
1234833177,,,,residential,,False,False,38.455,"LINESTRING (0.7422832 42.4062336, 0.7421692 42.4061999, 0.7418787 42.4060617)",,,
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,True,31.704,"LINESTRING (0.7410153 42.4092584, 0.7412371 42.409025)",,,
117867626,,,Carrer de Sant Sebastià,residential,,False,False,105.947,"LINESTRING (0.7410153 42.4092584, 0.7404715 42.4089588, 0.7399716 42.4086982)",,,
206327538,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,False,61.711,"LINESTRING (0.7410153 42.4092584, 0.7407593 42.409529, 0.7406221 42.4097298)",,,
267107602,,,Carrer del Roser,residential,,False,True,29.548,"LINESTRING (0.7399716 42.4086982, 0.7401314 42.4084601)",,,
117867626,,,Carrer de Sant Sebastià,residential,,False,True,105.947,"LINESTRING (0.7399716 42.4086982, 0.7404715 42.4089588, 0.7410153 42.4092584)",,,
267107602,,,Carrer del Roser,residential,,False,False,100.916,"LINESTRING (0.7399716 42.4086982, 0.7397392 42.4090773, 0.7399852 42.4093463, 0.7400296 42.4095099)",,,
197863272,,,Carrer del Camp de la Vila,residential,,False,False,56.45,"LINESTRING (0.7417978 42.4084464, 0.741257 42.4081329)",,,
206327545,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,True,27.328,"LINESTRING (0.7417978 42.4084464, 0.7419948 42.4082483)",,,
265712683,,,Carrer de la Vall de Boí,residential,,False,True,57.152,"LINESTRING (0.7417978 42.4084464, 0.7423568 42.4087527)",,,
1234833185,2,N-230,Avinguda de Victoriano Muñoz,primary,50,False,False,69.036,"LINESTRING (0.7417978 42.4084464, 0.7413081 42.4089511)",,,
366079142,,,,residential,,False,False,17.196,"LINESTRING (0.7370189 42.4078227, 0.7368133 42.4077932)",,,
158021401,1,,,unclassified,,False,False,50.626,"LINESTRING (0.7370189 42.4078227, 0.7372317 42.4078375, 0.737276 42.4077724, 0.7372518 42.4075485)",6,,
366079142,,,,residential,,False,True,200.494,"LINESTRING (0.7370189 42.4078227, 0.7371405 42.4089595, 0.7371814 42.4093418, 0.737194 42.4096209)",,,
172424891,,,Carrer del Salencar,residential,,False,True,47.879,"LINESTRING (0.7399252 42.4063981, 0.7402304 42.4060312)",,,
758155235,,,Carrer Ciutat de Lleida,residential,,False,False,53.188,"LINESTRING (0.7399252 42.4063981, 0.7404707 42.4066561)",,,
758155236,,,Carrer del Salencar,living_street,,False,False,59.531,"LINESTRING (0.7399252 42.4063981, 0.7396412 42.4068907)",,,
"[488076193, 197863307, 158021415]",2,,Carrer Ciutat de Lleida,"['residential', 'unclassified']",,False,"[False, True]",85.74499999999999,"LINESTRING (0.7399252 42.4063981, 0.7396839 42.4063767, 0.7394171 42.4063773, 0.7389716 42.4063879, 0.7388847 42.4064013)",,yes,
158021399,,,Carrer del Monestir de Lavaix,residential,,False,False,82.602,"LINESTRING (0.7406834 42.4087432, 0.741257 42.4081329)",,,
197863269,,,Carrer de l'Església,residential,,False,False,55.525,"LINESTRING (0.7406834 42.4087432, 0.7411909 42.4090176, 0.7412371 42.409025)",,,
197863269,,,Carrer de l'Església,residential,,False,True,55.199,"LINESTRING (0.7406834 42.4087432, 0.7403955 42.4086035, 0.7402381 42.408518, 0.7401314 42.4084601)",,,
