osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry
"[118183626, 155265059]",True,1,residential,30,False,56.871,Calle Portería de Santo Domingo,"LINESTRING (-3.5945473 37.1738521, -3.5945778 37.173818, -3.5946327 37.1737557, -3.5949061 37.1734681, -3.5949226 37.1734382)"
"[513660221, 826055814]",True,1,secondary,30,False,31.822000000000003,Plaza de Fortuny,"LINESTRING (-3.5945473 37.1738521, -3.5944098 37.1736994, -3.5943715 37.1736608, -3.5943334 37.1736223)"
6066200,False,,residential,,True,28.079,Plaza de los Campos,"LINESTRING (-3.5958872 37.1722869, -3.5958429 37.1723161, -3.5956545 37.1724582)"
43686475,False,,residential,,True,17.003,Plaza de los Campos,"LINESTRING (-3.5958872 37.1722869, -3.5958573 37.172263, -3.5957516 37.1721787)"
639429781,True,,residential,,False,22.540999999999997,Plaza de los Campos,"LINESTRING (-3.5958872 37.1722869, -3.5959381 37.1723092, -3.5961247 37.1723578)"
117277671,True,1,living_street,20,False,113.68900000000001,Callejón del Señor,"LINESTRING (-3.5925538 37.1716795, -3.5925725 37.1716637, -3.5934315 37.1709337)"
"[45728336, 401763206]",True,1,residential,30,False,110.527,"['Cuesta de los Monteros', 'Calle Escutia']","LINESTRING (-3.5925538 37.1716795, -3.5925345 37.1716887, -3.5921682 37.1719489, -3.5926185 37.172411)"
884077048,True,1,secondary,30,False,31.438000000000002,Calle Santiago,"LINESTRING (-3.5925538 37.1716795, -3.59257 37.1716963, -3.5927703 37.1719035)"
"[45728948, 6066204, 853744686]",True,1,"['living_street', 'residential']","['20', '30']",False,111.263,"['Cuesta del Pescado', 'Plaza de Carretas']","LINESTRING (-3.5938465 37.1706156, -3.5932208 37.1700902, -3.5932209 37.1700765, -3.59326 37.1700357, -3.593418 37.1699479, -3.5934905 37.1699472)"
853744687,False,1,living_street,20,False,51.251000000000005,Cuesta del Pescado,"LINESTRING (-3.5938465 37.1706156, -3.593759 37.1706915, -3.5936035 37.170831, -3.5934315 37.1709337)"
352349417,True,1,residential,30,False,36.4,Calle Ancha de la Virgen,"LINESTRING (-3.5957971 37.1711103, -3.5961135 37.1709015)"
151472993,True,1,living_street,20,False,45.976,Calle Concepción,"LINESTRING (-3.5957971 37.1711103, -3.5957843 37.1710981, -3.5954641 37.1707932)"
639429826,True,1,residential,30,False,39.679,Calle Ancha de la Virgen,"LINESTRING (-3.5961135 37.1709015, -3.5964584 37.1706739)"
151472995,True,1,living_street,20,False,51.644000000000005,Calle San Jacinto,"LINESTRING (-3.5961135 37.1709015, -3.5961284 37.1709167, -3.5964728 37.1712672)"
639429824,False,1,living_street,20,False,46.214999999999996,Calle San Jacinto,"LINESTRING (-3.5961135 37.1709015, -3.5961005 37.1708899, -3.5957644 37.1705927)"
43686791,False,2,secondary,30,False,39.503,Plaza del Realejo,"LINESTRING (-3.5943334 37.1736223, -3.5943044 37.1735975, -3.5942722 37.1735807, -3.5941764 37.1734879, -3.594151 37.1734633, -3.594108 37.173428, -3.5940608 37.1734053, -3.5940046 37.1733969)"
"[118183618, 530891283]",True,1,residential,30,False,44.885,Calle Carnicería,"LINESTRING (-3.5943334 37.1736223, -3.5943654 37.1735951, -3.5943816 37.1735816, -3.5946965 37.1733409)"
160107396,True,2,secondary,30,False,37.281,Calle Santa Escolástica,"LINESTRING (-3.595306 37.1745418, -3.5952343 37.1744894, -3.595055 37.174324, -3.5950202 37.1742963)"
117269481,False,2,tertiary,30,False,69.728,Camino Nuevo del Cementerio,"LINESTRING (-3.5857166 37.1709187, -3.5857235 37.1708716, -3.5857592 37.1708138, -3.5858961 37.1706691, -3.5860159 37.170534, -3.5861362 37.1703953)"
117269481,False,2,tertiary,30,True,181.21300000000002,Camino Nuevo del Cementerio,"LINESTRING (-3.5857166 37.1709187, -3.5857423 37.1709745, -3.5857944 37.1710144, -3.5858809 37.1710218, -3.5860609 37.1710127, -3.5863183 37.1709809, -3.5866137 37.1709356, -3.5867098 37.1709258, -3.5867951 37.1709472, -3.587127 37.1711436, -3.5873043 37.1712364, -3.5874886 37.1713183, -3.5875309 37.1713343)"
