osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed
27958558,residential,False,False,217.166,,"LINESTRING (31.329467 -17.3022536, 31.3275911 -17.3014748)",,,
298172973,residential,False,False,165.791,Hey Road,"LINESTRING (31.329467 -17.3022536, 31.330162 -17.3009184)",,,
27958553,residential,False,False,225.948,,"LINESTRING (31.330162 -17.3009184, 31.3281906 -17.3001527)",,,
298172973,residential,False,True,165.791,Hey Road,"LINESTRING (31.330162 -17.3009184, 31.329467 -17.3022536)",,,
298172973,residential,False,False,88.129,Hey Road,"LINESTRING (31.330162 -17.3009184, 31.3304309 -17.3004369, 31.3305053 -17.300323, 31.330575 -17.3002321)",,,
298172973,residential,False,True,88.129,Hey Road,"LINESTRING (31.330575 -17.3002321, 31.3305053 -17.300323, 31.3304309 -17.3004369, 31.330162 -17.3009184)",,,
410876633,residential,False,False,160.35,,"LINESTRING (31.330575 -17.3002321, 31.3306829 -17.2998249, 31.3307279 -17.2996175, 31.3307601 -17.2994024, 31.3308164 -17.2989312, 31.3308459 -17.2988159)",,,
410876645,residential,False,False,220.71500000000003,,"LINESTRING (31.330575 -17.3002321, 31.3306542 -17.3001758, 31.3307185 -17.3001489, 31.3308138 -17.3001258, 31.3310592 -17.3000964, 31.3312496 -17.3000644, 31.3314266 -17.3000349, 31.3316104 -17.2999875, 31.331943 -17.2998723, 31.3321911 -17.2997615, 31.3323795 -17.2996418, 31.3324291 -17.2995874, 31.3324635 -17.2995276)",,,
27958562,residential,False,False,329.965,,"LINESTRING (31.3324635 -17.2995276, 31.3326618 -17.2965662)",,,
27958522,residential,False,False,428.40000000000003,,"LINESTRING (31.3324635 -17.2995276, 31.3326658 -17.2995727, 31.3327691 -17.2996213, 31.3328308 -17.2997058, 31.332863 -17.299798, 31.3328831 -17.2999082, 31.3329984 -17.300752, 31.3330588 -17.3011873, 31.3331553 -17.3019223, 31.3331875 -17.3020695, 31.3332224 -17.3021732, 31.3332908 -17.3022923, 31.3333766 -17.3024191, 31.3335456 -17.3026227, 31.3335992 -17.30267, 31.3336636 -17.302711, 31.3337293 -17.3027494, 31.333795 -17.3027814, 31.333842 -17.3028186, 31.3338768 -17.3028557)",,,
410876645,residential,False,True,220.715,,"LINESTRING (31.3324635 -17.2995276, 31.3324291 -17.2995874, 31.3323795 -17.2996418, 31.3321911 -17.2997615, 31.331943 -17.2998723, 31.3316104 -17.2999875, 31.3314266 -17.3000349, 31.3312496 -17.3000644, 31.3310592 -17.3000964, 31.3308138 -17.3001258, 31.3307185 -17.3001489, 31.3306542 -17.3001758, 31.330575 -17.3002321)",,,
410876643,residential,False,True,56.134,,"LINESTRING (31.3341585 -17.3032821, 31.3341075 -17.3032168, 31.3340136 -17.3030862, 31.3339533 -17.3029889, 31.3338768 -17.3028557)",,,
688855000,residential,False,True,379.5559999999999,,"LINESTRING (31.3341585 -17.3032821, 31.3344964 -17.3034741, 31.3347325 -17.3035612, 31.334829 -17.3035612, 31.3349685 -17.3035202, 31.3351402 -17.3033743, 31.3352126 -17.3032437, 31.3352609 -17.3030977, 31.3352528 -17.3029184, 31.335175 -17.3027136, 31.3350758 -17.3025445, 31.3349363 -17.3024114, 31.3347271 -17.3023038, 31.3346332 -17.3022782, 31.3345474 -17.3022808, 31.3344777 -17.3023166, 31.3343918 -17.3023858, 31.3340217 -17.3027187, 31.3338768 -17.3028557)",,,
27958558,residential,False,True,217.166,,"LINESTRING (31.3275911 -17.3014748, 31.329467 -17.3022536)",,,
689039690,residential,False,True,29.711,,"LINESTRING (31.3275911 -17.3014748, 31.3273282 -17.3013832)",,,
27958545,trunk,False,False,160.196,,"LINESTRING (31.3275911 -17.3014748, 31.3276085 -17.3014364, 31.3281906 -17.3001527)",2,P1,
27958545,trunk,False,False,130.299,,"LINESTRING (31.3281906 -17.3001527, 31.3286747 -17.2990759)",2,P1,
27958553,residential,False,True,225.948,,"LINESTRING (31.3281906 -17.3001527, 31.330162 -17.3009184)",,,
27958545,trunk,False,True,160.196,,"LINESTRING (31.3281906 -17.3001527, 31.3276085 -17.3014364, 31.3275911 -17.3014748)",2,P1,
