osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access,ref,junction
671146117,Kolejowa,residential,False,True,7.637,"LINESTRING (16.8519716 52.2413473, 16.8519105 52.2412897)",,,,,,
172260241,Kolejowa,residential,False,False,107.633,"LINESTRING (16.8519716 52.2413473, 16.8520282 52.2414019, 16.8520871 52.241461, 16.8521409 52.2415175, 16.8523486 52.2417448, 16.8527576 52.242187)",,,,,,
"[917474568, 27100589]",Dworcowa,residential,True,False,55.821000000000005,"LINESTRING (16.8519716 52.2413473, 16.851801 52.2414079, 16.8515785 52.241493, 16.8515393 52.2415077, 16.8515056 52.2415224, 16.8514801 52.241535, 16.851455 52.2415503, 16.8514367 52.2415656, 16.8514159 52.241586, 16.8514012 52.2416065, 16.8513877 52.2416242, 16.8513729 52.2416378, 16.8513432 52.2416536)",,,,,,
651615713,Wawrzyniaka,tertiary,False,False,34.254,"LINESTRING (16.8479285 52.241902, 16.8480419 52.2419947, 16.8480757 52.2420249, 16.848121 52.2420648, 16.848155 52.2420962, 16.8482176 52.242154)",2,,,,,
651615716,Mostowa,tertiary,False,False,32.705,"LINESTRING (16.8479285 52.241902, 16.8478977 52.2420678, 16.8478859 52.2421213, 16.8478724 52.2421941)",3,50,,,,
"[167992760, 297104593, 171881434, 167992759]",Niezłomnych,residential,False,"[False, True]",152.194,"LINESTRING (16.8498026 52.2451761, 16.8498147 52.2451467, 16.8498311 52.2451153, 16.8498466 52.2450896, 16.8498742 52.2450527, 16.8502383 52.2446, 16.8503848 52.2444111, 16.8504043 52.2443835, 16.8504271 52.244349, 16.8505234 52.2441784, 16.8505385 52.2441494, 16.8505499 52.2441158, 16.8505562 52.2440832, 16.8505594 52.2440497, 16.8505627 52.2440178, 16.8505673 52.243976, 16.850558 52.2439053)",2,,yes,,,
670715874,Plac 20 Października,residential,False,False,32.345,"LINESTRING (16.8498026 52.2451761, 16.8497929 52.245212, 16.8497872 52.2452461, 16.8497678 52.245466)",2,,,,,
78376405,Dworcowa,residential,False,False,231.891,"LINESTRING (16.8502118 52.2436112, 16.850257 52.2435864, 16.8502909 52.2435649, 16.8503146 52.2435438, 16.8503336 52.2435211, 16.8503699 52.2434636, 16.8504302 52.2433535, 16.8504507 52.2433154, 16.8505884 52.2430603, 16.850661 52.2429254, 16.8507554 52.2427467, 16.8508108 52.2426426, 16.8508501 52.2425688, 16.8508802 52.2425112, 16.8508932 52.2424864, 16.8509105 52.2424536, 16.8509432 52.2423946, 16.8509914 52.2423077, 16.8510018 52.242289, 16.8510532 52.2421934, 16.8510721 52.2421582, 16.8511163 52.2420761, 16.851125 52.2420612, 16.8511684 52.2419802, 16.8513353 52.2416699, 16.8513432 52.2416536)",,,,,,
179744082,Wawrzyniaka,tertiary,False,True,211.728,"LINESTRING (16.8502118 52.2436112, 16.8500597 52.2435082, 16.8500053 52.2434717, 16.8495512 52.2431673, 16.849438 52.2430914, 16.8492955 52.2429959, 16.8490037 52.2427978, 16.8489088 52.2427314, 16.8488972 52.2427226, 16.8488233 52.242667, 16.8485528 52.2424522, 16.8484858 52.2423989, 16.8484271 52.242349, 16.8483616 52.2422894, 16.8482176 52.242154)",2,,,,,
"[572435834, 182451743]",Wawrzyniaka,tertiary,False,False,40.714999999999996,"LINESTRING (16.8502118 52.2436112, 16.8503671 52.2437177, 16.8504072 52.2437452, 16.8504386 52.2437679, 16.8504678 52.243792, 16.8505018 52.2438251, 16.8505235 52.2438466, 16.850558 52.2439053)",2,,,,,
179736740,Plac 20 Października,residential,True,False,52.964000000000006,"LINESTRING (16.8490384 52.2451004, 16.8490544 52.2450963, 16.849078 52.2450965, 16.8491419 52.2451028, 16.8492778 52.2451162, 16.8493013 52.2451185, 16.8494993 52.2451375, 16.8496453 52.2451517, 16.8496924 52.2451567, 16.8497355 52.2451629, 16.8498026 52.2451761)",1,,,,,
172260259,Garbarska,living_street,True,False,58.648,"LINESTRING (16.847795 52.2453093, 16.847789 52.2452872, 16.8477871 52.2452717, 16.8477896 52.2452486, 16.8478003 52.2452172, 16.8478235 52.2451686, 16.8480306 52.2448519, 16.8480467 52.2448334, 16.8480689 52.2448167)",,,,destination,,
182451734,Krotowskiego,residential,True,False,81.34299999999999,"LINESTRING (16.847795 52.2453093, 16.8480575 52.2453285, 16.8483191 52.2453484, 16.8488583 52.2453951, 16.8489794 52.2454052)",1,,,,,
172260245,Plac 20 Października,residential,True,False,63.903,"LINESTRING (16.8497678 52.245466, 16.8497598 52.2455709, 16.8497465 52.2457439, 16.8497313 52.2459412, 16.8497251 52.2460401)",1,,,,,
670715874,Plac 20 Października,residential,False,True,32.345,"LINESTRING (16.8497678 52.245466, 16.8497872 52.2452461, 16.8497929 52.245212, 16.8498026 52.2451761)",2,,,,,
179741755,Plac 20 Października,residential,True,False,54.101,"LINESTRING (16.8489794 52.2454052, 16.8492803 52.2454282, 16.8496528 52.2454574, 16.8497678 52.245466)",2,,,,,
