osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge
35712424,Kazimierza Pułaskiego,residential,False,False,124.424,,,,"LINESTRING (19.6744649 50.7747615, 19.6729384 50.7741956)",
109995216,Adama Mickiewicza,secondary,False,False,190.37900000000002,2,794,50,"LINESTRING (19.6744649 50.7747615, 19.6746177 50.7746497, 19.675917 50.7737185, 19.6762346 50.7734662)",
35717485,Rynek,secondary,False,False,144.578,2,794,50,"LINESTRING (19.67693 50.7728994, 19.6769263 50.7728817, 19.6769148 50.7728666, 19.676896 50.7728457, 19.6768694 50.7728237, 19.6754505 50.7720062)",
108946096,Rynek,tertiary,False,True,93.286,2,,50,"LINESTRING (19.67693 50.7728994, 19.6770089 50.7728764, 19.6770822 50.7728412, 19.6772046 50.7727641, 19.6778769 50.7723176)",
109995216,Adama Mickiewicza,secondary,False,True,80.768,2,794,50,"LINESTRING (19.67693 50.7728994, 19.6769183 50.7729516, 19.6769115 50.7729654, 19.6768883 50.7729892, 19.676875 50.7730001, 19.6768298 50.7730318, 19.6762346 50.7734662)",
35712388,Zachodnia,residential,False,False,61.349,,,,"LINESTRING (19.6754505 50.7720062, 19.6747578 50.7723416)",
35715576,Rynek,residential,True,False,52.289,2,,30,"LINESTRING (19.6754505 50.7720062, 19.6755519 50.7719392, 19.6759635 50.7716658)",
35717485,Rynek,secondary,False,True,144.57800000000003,2,794,50,"LINESTRING (19.6754505 50.7720062, 19.6768694 50.7728237, 19.676896 50.7728457, 19.6769148 50.7728666, 19.6769263 50.7728817, 19.67693 50.7728994)",
331374640,Tadeusza Kościuszki,secondary,False,False,83.612,2,794,50,"LINESTRING (19.6754505 50.7720062, 19.675038 50.7717517, 19.6746286 50.7714634)",
109995201,Jana Kilińskiego,residential,False,False,45.938,,,,"LINESTRING (19.6746286 50.7714634, 19.6751161 50.7711884)",
331374640,Tadeusza Kościuszki,secondary,False,False,404.93299999999994,2,794,50,"LINESTRING (19.6746286 50.7714634, 19.6740689 50.7710133, 19.6735092 50.7705421, 19.6728975 50.7700232, 19.6723638 50.769537, 19.6721704 50.7693633, 19.6719859 50.7691872, 19.6717747 50.7689144, 19.6716201 50.7686307, 19.6715173 50.7684278)",
331374640,Tadeusza Kościuszki,secondary,False,True,83.612,2,794,50,"LINESTRING (19.6746286 50.7714634, 19.675038 50.7717517, 19.6754505 50.7720062)",
331374640,Tadeusza Kościuszki,secondary,False,True,404.933,2,794,50,"LINESTRING (19.6715173 50.7684278, 19.6716201 50.7686307, 19.6717747 50.7689144, 19.6719859 50.7691872, 19.6721704 50.7693633, 19.6723638 50.769537, 19.6728975 50.7700232, 19.6735092 50.7705421, 19.6740689 50.7710133, 19.6746286 50.7714634)",
35710920,Jana Kochanowskiego,residential,False,False,80.124,,,,"LINESTRING (19.6721388 50.7738856, 19.6727764 50.7732884)",
35712424,Kazimierza Pułaskiego,residential,False,True,65.951,,,,"LINESTRING (19.6721388 50.7738856, 19.6729384 50.7741956)",
1115336876,Partyzantów,tertiary,False,False,54.206,2,,50,"LINESTRING (19.6778769 50.7723176, 19.6785024 50.7720327)",
108946096,Rynek,tertiary,False,False,93.28599999999999,2,,50,"LINESTRING (19.6778769 50.7723176, 19.6772046 50.7727641, 19.6770822 50.7728412, 19.6770089 50.7728764, 19.67693 50.7728994)",
35710920,Jana Kochanowskiego,residential,False,True,29.854,,,,"LINESTRING (19.6736802 50.772626, 19.6734199 50.7728381)",
35712388,Zachodnia,residential,False,False,246.308,,,,"LINESTRING (19.6736802 50.772626, 19.6726035 50.7723179, 19.6721921 50.7721068, 19.6707646 50.7714227)",
35712388,Zachodnia,residential,False,True,83.944,,,,"LINESTRING (19.6736802 50.772626, 19.6739917 50.7726177, 19.6744129 50.7724727, 19.6747578 50.7723416)",
