osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge
42337947,2,449,secondary,50,False,False,57.971000000000004,"LINESTRING (18.4270065 51.6527246, 18.4269825 51.6524793, 18.4269814 51.6522037)",,
42341256,2,,unclassified,,False,True,214.698,"LINESTRING (18.4270065 51.6527246, 18.4270212 51.6529681, 18.426935 51.6546544)",,
140560747,2,12,primary,40,False,True,99.798,"LINESTRING (18.4270065 51.6527246, 18.4273904 51.6526971, 18.4279441 51.6526776, 18.4284489 51.6526606)",,
42338245,2,12,primary,40,False,False,59.055,"LINESTRING (18.4329185 51.6525091, 18.4329584 51.6524957, 18.4330376 51.6524692, 18.4331216 51.6524269, 18.433208 51.6523718, 18.4335146 51.6521358)",Kaliska,
42338245,2,12,primary,40,False,True,103.366,"LINESTRING (18.4329185 51.6525091, 18.43288 51.6525194, 18.4327983 51.6525321, 18.4327189 51.652537, 18.4314279 51.6525738)",Kaliska,
42339785,,,residential,,True,False,378.978,"LINESTRING (18.4329185 51.6525091, 18.4329265 51.6523037, 18.4329296 51.6521207, 18.4329396 51.6515206, 18.4329525 51.6510469, 18.4329644 51.650463, 18.4329707 51.6501532, 18.4329718 51.6499974, 18.4329893 51.6499657, 18.4330054 51.6499491, 18.4330557 51.6499368, 18.4334963 51.6499386, 18.4342377 51.6499523, 18.4343606 51.6499522)",Plac Niepodległości,
141563515,2,,tertiary,,False,False,17.032,"LINESTRING (18.4343606 51.6499522, 18.4343393 51.6501048)",Kazimierza Pułaskiego,
230423098,2,12,primary,50,False,False,25.903,"LINESTRING (18.4361683 51.6515058, 18.4365437 51.6515019)",Sieradzka,
42339786,2,,residential,,False,False,156.551,"LINESTRING (18.4361683 51.6515058, 18.4361621 51.6514435, 18.4360547 51.6503689, 18.4360424 51.6501002)",Ogrodowa,
"[149214099, 450386629]",2,12,primary,,False,True,124.87299999999999,"LINESTRING (18.4361683 51.6515058, 18.4351881 51.6515101, 18.4350424 51.6515107, 18.4347952 51.6515152, 18.43467 51.6515265, 18.434582 51.6515363, 18.4344973 51.6515511, 18.434372 51.6515785)",Sieradzka,
42338245,2,12,primary,40,False,True,86.59400000000001,"LINESTRING (18.434372 51.6515785, 18.4342737 51.6516051, 18.4342016 51.6516376, 18.4340566 51.6517187, 18.4337465 51.6519528, 18.4335146 51.6521358)",Kaliska,
"[149214099, 450386629]",2,12,primary,,False,False,124.87300000000002,"LINESTRING (18.434372 51.6515785, 18.4344973 51.6515511, 18.434582 51.6515363, 18.43467 51.6515265, 18.4347952 51.6515152, 18.4350424 51.6515107, 18.4351881 51.6515101, 18.4361683 51.6515058)",Sieradzka,
288222879,2,,tertiary,,False,True,163.938,"LINESTRING (18.434372 51.6515785, 18.4343828 51.6514437, 18.4343614 51.6510008, 18.4343491 51.6507378, 18.4343427 51.650461, 18.4343353 51.6501374, 18.4343393 51.6501048)",Plac Niepodległości,
149214033,2,,residential,,False,False,149.535,"LINESTRING (18.436502 51.6526387, 18.4363913 51.6526452, 18.4349509 51.65273, 18.434585 51.6527516, 18.4345035 51.6527608, 18.4343828 51.6528251)",Kościelna,
149214084,2,,residential,,False,True,126.44000000000001,"LINESTRING (18.436502 51.6526387, 18.4365051 51.6525546, 18.4365143 51.6523033, 18.4365413 51.6515675, 18.4365437 51.6515019)",Pomorska,
149214096,,,residential,,False,False,62.279999999999994,"LINESTRING (18.436502 51.6526387, 18.4367957 51.6526342, 18.4369573 51.6526906, 18.4371188 51.6527762, 18.437268 51.6528689)",Pomorska,
149214070,2,,residential,,False,False,14.907,"LINESTRING (18.4379375 51.6549645, 18.4380936 51.6550572)",Polna,
353620021,,,residential,,False,True,6.901,"LINESTRING (18.4379375 51.6549645, 18.4380015 51.6549168)",Pomorska,
149214072,2,,residential,,False,False,189.108,"LINESTRING (18.4379375 51.6549645, 18.4378379 51.6549144, 18.4377713 51.6548953, 18.4377323 51.6548874, 18.4376332 51.6548776, 18.4354201 51.6549841, 18.4352421 51.6549753)",Polna,
141563515,2,,tertiary,,False,True,17.032,"LINESTRING (18.4343393 51.6501048, 18.4343606 51.6499522)",Kazimierza Pułaskiego,
429530692,2,,residential,,False,True,117.502,"LINESTRING (18.4343393 51.6501048, 18.4360424 51.6501002)",Marszałka,
288222879,2,,tertiary,,False,False,163.93800000000002,"LINESTRING (18.4343393 51.6501048, 18.4343353 51.6501374, 18.4343427 51.650461, 18.4343491 51.6507378, 18.4343614 51.6510008, 18.4343828 51.6514437, 18.434372 51.6515785)",Plac Niepodległości,
42339786,2,,residential,,False,False,25.075,"LINESTRING (18.4360424 51.6501002, 18.4360411 51.6498747)",Ogrodowa,
429530692,2,,residential,,False,False,117.502,"LINESTRING (18.4360424 51.6501002, 18.4343393 51.6501048)",Marszałka,
42339786,2,,residential,,False,True,156.55100000000002,"LINESTRING (18.4360424 51.6501002, 18.4360547 51.6503689, 18.4361621 51.6514435, 18.4361683 51.6515058)",Ogrodowa,
230423098,2,12,primary,50,False,True,25.903,"LINESTRING (18.4365437 51.6515019, 18.4361683 51.6515058)",Sieradzka,
149214084,2,,residential,,False,False,126.44000000000001,"LINESTRING (18.4365437 51.6515019, 18.4365413 51.6515675, 18.4365143 51.6523033, 18.4365051 51.6525546, 18.436502 51.6526387)",Pomorska,
149214055,2,,residential,,False,False,51.488,"LINESTRING (18.4343828 51.6528251, 18.4336398 51.6528688)",Plac Sulwińskiego,
149214033,2,,residential,,False,True,149.53499999999997,"LINESTRING (18.4343828 51.6528251, 18.4345035 51.6527608, 18.434585 51.6527516, 18.4349509 51.65273, 18.4363913 51.6526452, 18.436502 51.6526387)",Kościelna,
149214055,2,,residential,,False,True,89.59100000000001,"LINESTRING (18.4343828 51.6528251, 18.4344012 51.6531096, 18.4344124 51.6534915, 18.4344165 51.6536305)",Plac Sulwińskiego,
149214055,2,,residential,,False,True,51.488,"LINESTRING (18.4336398 51.6528688, 18.4343828 51.6528251)",Plac Sulwińskiego,
