osmid,name,highway,oneway,reversed,length,width,geometry,ref,maxspeed
41027612,Sportowa,residential,False,True,19.839,,"LINESTRING (19.3146368 52.6395776, 19.3146649 52.6397552)",,
1128191579,Wojska Polskiego,residential,False,False,44.264,,"LINESTRING (19.3146368 52.6395776, 19.3145541 52.6391827)",,
212743338,Szkolna,tertiary,False,False,321.808,7,"LINESTRING (19.3146368 52.6395776, 19.3169511 52.6393593, 19.3193034 52.6389965)",,
41026745,1 Maja,residential,False,True,50.449,,"LINESTRING (19.3180148 52.6372169, 19.3182248 52.637467, 19.3182381 52.6374829, 19.3182838 52.6375232, 19.3183515 52.6375593, 19.3184206 52.6375893)",,
203500542,Licealna,residential,False,False,270.89,,"LINESTRING (19.3180148 52.6372169, 19.3174541 52.6372988, 19.3152739 52.6375115, 19.3148382 52.6375541, 19.31406 52.63763)",,
314872603,1 Maja,residential,False,False,60.980000000000004,,"LINESTRING (19.3180148 52.6372169, 19.3177405 52.6368709, 19.3176455 52.6367169)",,
41023924,Władysława Łokietka,residential,False,False,112.06,,"LINESTRING (19.3263561 52.6391698, 19.3247817 52.6394905)",,
41030746,Rycerzy Dobrzyńskich,residential,False,False,121.378,,"LINESTRING (19.3263561 52.6391698, 19.3268116 52.6402258)",,
1181750797,Władysława Jagiełły,residential,False,True,123.504,,"LINESTRING (19.3263561 52.6391698, 19.3265735 52.639133, 19.3273699 52.6390142, 19.3275664 52.6394751)",,
41023924,Władysława Łokietka,residential,False,False,55.553,,"LINESTRING (19.3247817 52.6394905, 19.3249732 52.6399764)",,
41023924,Władysława Łokietka,residential,False,True,112.06,,"LINESTRING (19.3247817 52.6394905, 19.3263561 52.6391698)",,
41024912,Władysława Łokietka,residential,False,True,56.012,,"LINESTRING (19.3247817 52.6394905, 19.3247381 52.6394663, 19.3246931 52.6394316, 19.3246567 52.6393887, 19.3245116 52.6390237)",,
41027612,Sportowa,residential,False,False,19.839,,"LINESTRING (19.3146649 52.6397552, 19.3146368 52.6395776)",,
41027024,Sportowa,residential,False,True,245.13299999999998,,"LINESTRING (19.3146649 52.6397552, 19.314812 52.639746, 19.3149781 52.6397624, 19.3158175 52.639957, 19.3165461 52.6401714, 19.3166877 52.6402287, 19.3167885 52.6402695, 19.3169856 52.6403773, 19.31771 52.64084)",,
41026534,Zduńska,residential,False,True,163.26800000000003,,"LINESTRING (19.3206736 52.6378576, 19.3209072 52.6384098, 19.3209854 52.6384675, 19.3211251 52.6384675, 19.3223075 52.6382919)",,
41028518,Juliusza Słowackiego,residential,False,False,100.14,,"LINESTRING (19.3206736 52.6378576, 19.3208681 52.6378279, 19.3221222 52.6376623)",,
41028518,Juliusza Słowackiego,residential,False,True,128.682,,"LINESTRING (19.3206736 52.6378576, 19.3204029 52.6379014, 19.3194939 52.6380595, 19.3188486 52.638192)",,
41028820,Jana Kilińskiego,residential,False,False,47.047,,"LINESTRING (19.3245388 52.6374636, 19.3244908 52.6370415)",,
41028820,Jana Kilińskiego,residential,False,True,55.14,,"LINESTRING (19.3245388 52.6374636, 19.3246189 52.6379571)",,
314872604,Adama Mickiewicza,residential,False,True,87.611,,"LINESTRING (19.3245388 52.6374636, 19.3232438 52.63752)",,
41026534,Zduńska,residential,False,True,81.921,,"LINESTRING (19.3246189 52.6379571, 19.3257985 52.6377829)",,
41028820,Jana Kilińskiego,residential,False,False,55.14,,"LINESTRING (19.3246189 52.6379571, 19.3245388 52.6374636)",,
41026534,Zduńska,residential,False,False,160.351,,"LINESTRING (19.3246189 52.6379571, 19.3230657 52.6381821, 19.3227404 52.6382292, 19.3226239 52.6382461, 19.3223075 52.6382919)",,
174580590,Księcia Siemowita,residential,False,True,88.609,,"LINESTRING (19.324967 52.6405067, 19.3252781 52.6412809)",,
571578402,Polna,residential,False,False,129.31,,"LINESTRING (19.324967 52.6405067, 19.3231059 52.6407841)",,
571578402,Polna,residential,False,True,122.548,,"LINESTRING (19.324967 52.6405067, 19.3267288 52.640239)",,
41046088,Stodólna,residential,False,False,166.817,,"LINESTRING (19.325975 52.6379987, 19.3258928 52.6380708, 19.3258572 52.6381292, 19.3258272 52.6382419, 19.3257936 52.6384387, 19.3257661 52.6385515, 19.3257415 52.6385976, 19.3256904 52.6386565, 19.3256251 52.6387033, 19.3254987 52.6387431, 19.3245116 52.6390237)",,
203500544,Płocka,secondary,False,True,27.069,,"LINESTRING (19.325975 52.6379987, 19.3259308 52.6379613, 19.3258646 52.6378986, 19.325823 52.6378424, 19.3257985 52.6377829)",562,
41044539,Skaszewska,residential,False,False,148.043,,"LINESTRING (19.3231059 52.6407841, 19.3230263 52.6394536)",,
571578402,Polna,residential,False,True,129.31,,"LINESTRING (19.3231059 52.6407841, 19.324967 52.6405067)",,
