osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge
"[353420640, 1101725574, 578834887, 1240553991, 1101725575, 578834927]",Polskiej Organizacji Wojskowej,residential,False,True,119.71600000000001,"LINESTRING (20.4476961 52.0531343, 20.447725 52.0530486, 20.4477771 52.0528915, 20.4477796 52.0528621, 20.4477819 52.052834, 20.4477636 52.0527814, 20.447682 52.0527215, 20.4476492 52.0527099, 20.4475567 52.052677, 20.4473224 52.0525957, 20.4469591 52.0524704, 20.446871 52.05244, 20.4467766 52.0524074)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,50.461,"LINESTRING (20.4429211 52.0532652, 20.4433295 52.0534841, 20.4434774 52.0535634)",,,,
179065058,Romualda Mielczarskiego,residential,True,False,211.19599999999997,"LINESTRING (20.4429211 52.0532652, 20.4430973 52.053144, 20.4435107 52.0527901, 20.443794 52.0525408, 20.444441 52.0519718, 20.4446536 52.0517847, 20.4447229 52.0517238)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,50.663,"LINESTRING (20.444038 52.0538731, 20.4442653 52.0539986, 20.4444568 52.0541044, 20.4445893 52.0541775)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,51.53,"LINESTRING (20.444038 52.0538731, 20.4437757 52.0537282, 20.4434774 52.0535634)",,,,
174516140,Jana Dekerta,residential,False,False,233.76500000000001,"LINESTRING (20.444038 52.0538731, 20.4440822 52.0538232, 20.4443372 52.0535346, 20.444715 52.0531073, 20.4456014 52.0521048, 20.4456709 52.0520261)",,,,
"[174516128, 778259733, 778259734]",Borucha Szulmana,residential,False,True,131.846,"LINESTRING (20.44195 52.0541365, 20.441846 52.0542244, 20.4416628 52.0543907, 20.4412192 52.0547898, 20.4410268 52.0549629, 20.4410148 52.0549735, 20.4409192 52.0550584, 20.4409081 52.0550688, 20.4408597 52.0551144)",,,building_passage,
174516129,Borucha Szulmana,residential,True,False,117.457,"LINESTRING (20.44195 52.0541365, 20.4420474 52.054045, 20.4429211 52.0532652)",,,,
"[579159473, 174516171]",Stefana Okrzei,residential,False,False,109.19500000000002,"LINESTRING (20.44195 52.0541365, 20.4418064 52.0540776, 20.441363 52.0538958, 20.4408654 52.0536918, 20.4408095 52.0536689, 20.4406249 52.0535885)",3,,,
174516171,Stefana Okrzei,residential,False,True,49.592999999999996,"LINESTRING (20.44195 52.0541365, 20.4420705 52.0541884, 20.4423776 52.0543088, 20.4425525 52.0543846)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,9.017,"LINESTRING (20.4446791 52.0542271, 20.4447772 52.0542813)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,8.253,"LINESTRING (20.4446791 52.0542271, 20.4445893 52.0541775)",,,,
41024559,Waleriana Łukasińskiego,residential,True,False,95.717,"LINESTRING (20.4438489 52.0549186, 20.443946 52.0548362, 20.4445813 52.0542853, 20.4446791 52.0542271)",,,,
174516172,Stefana Okrzei,living_street,True,False,10.744,"LINESTRING (20.4438489 52.0549186, 20.4438838 52.0549344, 20.4439774 52.0549742)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,55.021,"LINESTRING (20.4460787 52.0549976, 20.4461819 52.0550546, 20.4462213 52.0550764, 20.4465741 52.0552544, 20.4466842 52.0553229)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,119.431,"LINESTRING (20.4460787 52.0549976, 20.4459595 52.0549338, 20.4458417 52.0548663, 20.4454439 52.0546474, 20.4449216 52.05436, 20.4447772 52.0542813)",,,,
179065026,Aleje Partyzantów,residential,False,False,77.968,"LINESTRING (20.4460787 52.0549976, 20.4455803 52.0554997, 20.4454846 52.0555961)",,,,
179065026,Aleje Partyzantów,residential,False,True,235.10500000000002,"LINESTRING (20.4460787 52.0549976, 20.446163 52.0549052, 20.4467885 52.0542, 20.4476324 52.0532514, 20.4476749 52.0531885, 20.4476961 52.0531343)",,,,
41044040,Józefa Mireckiego,tertiary,False,False,12.025,"LINESTRING (20.4451302 52.0569144, 20.4452762 52.0569747)",2,,,
41044040,Józefa Mireckiego,tertiary,False,True,60.503,"LINESTRING (20.4451302 52.0569144, 20.4445915 52.0566836, 20.4445386 52.0566609, 20.4444042 52.0566033)",2,,,
174516146,Krótka,residential,False,True,114.514,"LINESTRING (20.4516074 52.058675, 20.4514707 52.0586178, 20.4503138 52.0581336, 20.4502228 52.0580955)",,,,
579159485,Środkowa,residential,False,False,87.74499999999999,"LINESTRING (20.4516074 52.058675, 20.4515209 52.0587541, 20.4512738 52.0589804, 20.4511775 52.0590686, 20.4509892 52.059241, 20.4508919 52.0593301)",1,50,,
41044040,Józefa Mireckiego,tertiary,False,True,105.107,"LINESTRING (20.4495493 52.0587492, 20.4482711 52.058224)",2,,,
41044040,Józefa Mireckiego,tertiary,False,False,112.241,"LINESTRING (20.4495493 52.0587492, 20.450722 52.0592566, 20.4508919 52.0593301)",2,,,
179065044,Generała Józefa Hallera,residential,False,True,86.046,"LINESTRING (20.4495493 52.0587492, 20.4496079 52.0586924, 20.4501521 52.0581641, 20.4502228 52.0580955)",,,,
41026415,Henryka Łubieńskiego,residential,False,False,51.53,"LINESTRING (20.4434774 52.0535634, 20.4437757 52.0537282, 20.444038 52.0538731)",,,,
41026415,Henryka Łubieńskiego,residential,False,True,50.461,"LINESTRING (20.4434774 52.0535634, 20.4433295 52.0534841, 20.4429211 52.0532652)",,,,
579220108,Gabriela Narutowicza,residential,False,True,111.076,"LINESTRING (20.4434774 52.0535634, 20.4433665 52.053664, 20.4426669 52.0542834, 20.4425525 52.0543846)",,,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,False,79.643,"LINESTRING (20.4416858 52.0568411, 20.4423227 52.0562414)",,50,,
119996461,Księdza Piotra Ściegiennego,residential,False,True,105.254,"LINESTRING (20.4416858 52.0568411, 20.4416362 52.0568234, 20.440512 52.0563647, 20.4404013 52.0563195)",,,,
174495163,Księdza Prymasa Stefana Wyszyńskiego,residential,False,True,69.08500000000001,"LINESTRING (20.4416858 52.0568411, 20.4413347 52.0571806, 20.4412425 52.0573921)",,50,,
"[179065056, 130353289, 130353288]",Polskiej Organizacji Wojskowej,residential,False,False,20.814999999999998,"LINESTRING (20.4431975 52.051097, 20.4432436 52.0511171, 20.4433693 52.0511697, 20.4434531 52.0511983)",,,,yes
130353289,Polskiej Organizacji Wojskowej,residential,False,False,105.21199999999999,"LINESTRING (20.4434531 52.0511983, 20.4435591 52.0512397, 20.4436742 52.051293, 20.4439502 52.051454, 20.4447229 52.0517238)",,,,
"[130353288, 130353289, 179065056]",Polskiej Organizacji Wojskowej,residential,False,True,20.815,"LINESTRING (20.4434531 52.0511983, 20.4433693 52.0511697, 20.4432436 52.0511171, 20.4431975 52.051097)",,,,yes
179065087,1 Maja,residential,True,False,258.514,"LINESTRING (20.4434531 52.0511983, 20.4433689 52.0512461, 20.4433347 52.051266, 20.4426734 52.0518569, 20.4415028 52.0529184, 20.4412069 52.0530517)",1,,,
579159483,Józefa Mireckiego,tertiary,False,False,47.769,"LINESTRING (20.4408597 52.0551144, 20.4409414 52.0551484, 20.4414386 52.0553549)",2,,,
579159483,Józefa Mireckiego,tertiary,False,True,108.296,"LINESTRING (20.4408597 52.0551144, 20.4403752 52.0549201, 20.4397279 52.0546606, 20.4396773 52.0546403, 20.439533 52.0545824)",2,,,
"[174516128, 778259733, 778259734]",Borucha Szulmana,residential,False,False,131.846,"LINESTRING (20.4408597 52.0551144, 20.4409081 52.0550688, 20.4409192 52.0550584, 20.4410148 52.0549735, 20.4410268 52.0549629, 20.4412192 52.0547898, 20.4416628 52.0543907, 20.441846 52.0542244, 20.44195 52.0541365)",,,building_passage,
"[179065026, 1204265007]",Aleje Partyzantów,residential,False,False,134.198,"LINESTRING (20.4454846 52.0555961, 20.4453299 52.0557422, 20.4451658 52.0558972, 20.4450702 52.0559874, 20.4448178 52.0562256, 20.4445363 52.0564931, 20.4445054 52.0565224, 20.4444042 52.0566033)",,,,
179065026,Aleje Partyzantów,residential,False,True,77.968,"LINESTRING (20.4454846 52.0555961, 20.4455803 52.0554997, 20.4460787 52.0549976)",,,,
179065054,Piotra Wysockiego,residential,False,False,57.919,"LINESTRING (20.4454846 52.0555961, 20.4456834 52.0556848, 20.446172 52.0559005)",,,,
353420638,1 Maja,tertiary,False,False,26.003999999999998,"LINESTRING (20.4383314 52.0556782, 20.4381754 52.0558209, 20.4381195 52.0558724)",,50,,
"[579159469, 353420638]",1 Maja,tertiary,False,True,146.958,"LINESTRING (20.4383314 52.0556782, 20.4391904 52.0548948, 20.4394341 52.0546726, 20.439533 52.0545824)",3,50,,
174465980,Ludwika Waryńskiego,residential,False,True,71.44,"LINESTRING (20.4387653 52.0595465, 20.4380941 52.0591884, 20.4379761 52.0591254)",,,,
1036996368,,residential,False,False,7.720000000000001,"LINESTRING (20.4442425 52.0587962, 20.4442684 52.0587679, 20.4442979 52.0587357)",,,,
353411908,Stefana Okrzei,residential,False,True,126.33900000000001,"LINESTRING (20.4377647 52.052579, 20.4380193 52.05266, 20.4381514 52.0526999, 20.4389248 52.0529418, 20.4390709 52.0529875, 20.4394085 52.0530977)",,,,
1036996368,,residential,False,True,7.592,"LINESTRING (20.4443426 52.0586732, 20.4442979 52.0587357)",,,,
174495225,Tadeusza Kościuszki,residential,True,False,145.38400000000001,"LINESTRING (20.4443426 52.0586732, 20.4445341 52.0587528, 20.4449374 52.0589204, 20.4460225 52.0593741, 20.4460766 52.0594231)",,50,,
"[1036996368, 1036996370]",,residential,False,False,247.68400000000003,"LINESTRING (20.4443426 52.0586732, 20.4444017 52.0586133, 20.4445086 52.058529, 20.4445357 52.0585018, 20.4445408 52.0584716, 20.4445086 52.0584207, 20.4444829 52.0583697, 20.4444765 52.0583094, 20.4445223 52.0582093, 20.4432675 52.0576614, 20.4437582 52.0572191, 20.4435033 52.0571133, 20.4434414 52.0570892)",,,,
174495162,Kościelna,residential,False,False,36.893,"LINESTRING (20.4434414 52.0570892, 20.4436698 52.056886, 20.4437499 52.056817)",2,,,
174495162,Kościelna,residential,False,True,111.268,"LINESTRING (20.4434414 52.0570892, 20.4425908 52.0578658, 20.44253 52.0579182)",2,,,
"[1036996368, 1036996370]",,residential,False,True,247.684,"LINESTRING (20.4434414 52.0570892, 20.4435033 52.0571133, 20.4437582 52.0572191, 20.4432675 52.0576614, 20.4445223 52.0582093, 20.4444765 52.0583094, 20.4444829 52.0583697, 20.4445086 52.0584207, 20.4445408 52.0584716, 20.4445357 52.0585018, 20.4445086 52.058529, 20.4444017 52.0586133, 20.4443426 52.0586732)",,,,
41044040,Józefa Mireckiego,tertiary,False,True,12.025,"LINESTRING (20.4452762 52.0569747, 20.4451302 52.0569144)",2,,,
41044040,Józefa Mireckiego,tertiary,False,False,247.441,"LINESTRING (20.4452762 52.0569747, 20.4457971 52.0571876, 20.445827 52.0572002, 20.4474029 52.0578655, 20.4478051 52.0580316, 20.4481464 52.0581725, 20.4482711 52.058224)",2,,,
1036996371,,residential,False,False,124.30699999999999,"LINESTRING (20.4452762 52.0569747, 20.4452208 52.0570258, 20.4450214 52.0572065, 20.4450131 52.0572236, 20.4450224 52.0572366, 20.4451461 52.0572963, 20.4451707 52.0573143, 20.4451819 52.0573323, 20.4451735 52.0573501, 20.4451591 52.0573679, 20.4445603 52.0578769)",,,,
1036996371,,residential,False,True,124.30699999999997,"LINESTRING (20.4445603 52.0578769, 20.4451591 52.0573679, 20.4451735 52.0573501, 20.4451819 52.0573323, 20.4451707 52.0573143, 20.4451461 52.0572963, 20.4450224 52.0572366, 20.4450131 52.0572236, 20.4450214 52.0572065, 20.4452208 52.0570258, 20.4452762 52.0569747)",,,,
