osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
"[135399642, 376753868, 135399636, 24822541]",False,2,383,"['3 Maja', '9 Maja', 'Tadeusza Kościuszki']",secondary,30,True,67.315,yes,"LINESTRING (16.580841 50.7121102, 16.5806952 50.7121181, 16.5804003 50.7121839, 16.5803133 50.7121965, 16.5801408 50.7122215, 16.5799875 50.7122394, 16.5799127 50.7122424)"
118447508,False,2,,Mikołaja Kopernika,tertiary,50,False,72.726,,"LINESTRING (16.580841 50.7121102, 16.5808073 50.7120486, 16.5807828 50.7120037, 16.580309 50.7115531)"
376753894,False,2,383,Tadeusza Kościuszki,secondary,50,False,305.937,,"LINESTRING (16.580841 50.7121102, 16.5809505 50.7121378, 16.5810444 50.7121836, 16.5812888 50.7123475, 16.5813337 50.7123776, 16.5816034 50.7125542, 16.5822082 50.7128742, 16.5826137 50.7130915, 16.5828548 50.7132207, 16.583046 50.7133493, 16.5831909 50.7134752, 16.5833184 50.7136149, 16.5834257 50.7137833, 16.5834907 50.7138927, 16.5836114 50.7141428)"
127328696,False,,,Polna,residential,,False,106.49000000000001,,"LINESTRING (16.5771515 50.712403, 16.5767054 50.7121797, 16.5764207 50.7120185, 16.5761217 50.7118634, 16.575992 50.7117887)"
"[376753872, 376753875]",False,2,383,3 Maja,secondary,"['30', '50']",False,211.81400000000002,,"LINESTRING (16.5771515 50.712403, 16.5776961 50.7126214, 16.5778566 50.7126734, 16.5778898 50.7126757, 16.5779389 50.7126791, 16.5780079 50.7126756, 16.5781555 50.7126409, 16.5786018 50.7125202, 16.5791546 50.7123691, 16.5795299 50.7122906, 16.5797226 50.7122575, 16.5799127 50.7122424)"
127328683,False,,,Ogrodowa,residential,,False,88.923,,"LINESTRING (16.5810259 50.7096104, 16.5810692 50.7095943, 16.5811634 50.7095593, 16.5821151 50.7092057)"
389279698,False,2,,Ogrodowa,tertiary,50,False,103.274,,"LINESTRING (16.5810259 50.7096104, 16.5814393 50.7099589, 16.5818218 50.7103034, 16.581887 50.7103621)"
389279698,False,2,,Ogrodowa,tertiary,50,True,161.442,,"LINESTRING (16.5810259 50.7096104, 16.5797356 50.7085491, 16.5796274 50.7084599)"
307353572,False,,,Piotra Własta,residential,,False,139.67,,"LINESTRING (16.5835433 50.7118764, 16.5836696 50.711826, 16.5839665 50.7112601, 16.584832 50.7113984)"
"[389279697, 192083259]",False,2,,Ogrodowa,tertiary,"['40', '50']",False,289.521,,"LINESTRING (16.5835433 50.7118764, 16.583944 50.7122146, 16.584189 50.7124186, 16.5845675 50.7127958, 16.5846426 50.7128673, 16.5850737 50.7132837, 16.5854653 50.7136695, 16.5857765 50.7140577)"
389279697,False,,,Ogrodowa,tertiary,50,True,127.744,,"LINESTRING (16.5835433 50.7118764, 16.5832108 50.7116039, 16.5830808 50.7114957, 16.5830494 50.7114695, 16.5830271 50.7114509, 16.582925 50.7113626, 16.5825542 50.7110417, 16.5824561 50.7109568)"
389279692,False,2,,Ogrodowa,tertiary,50,True,96.05999999999999,,"LINESTRING (16.5875811 50.7153604, 16.5875098 50.7153132, 16.5874021 50.7152421, 16.587029 50.7149954, 16.5870154 50.7149864, 16.5869366 50.7149343, 16.5866374 50.7147365)"
"[1189265248, 1189265249, 118738069, 1189265245, 1189265247]",False,"['2', '3']",,Bielawska,tertiary,50,True,170.16699999999997,,"LINESTRING (16.5875811 50.7153604, 16.5873943 50.7154515, 16.5871238 50.7155833, 16.5869706 50.715658, 16.5867029 50.7157885, 16.5864393 50.715917, 16.5858003 50.7162285, 16.5857139 50.7162706, 16.585666 50.716294)"
192060278,False,2,383,Tadeusza Kościuszki,secondary,50,False,63.623,,"LINESTRING (16.5851158 50.7158401, 16.585666 50.716294)"
"[135399632, 192083261, 135399639]",False,2,,Piskorzowska,tertiary,,True,20.6,yes,"LINESTRING (16.5851158 50.7158401, 16.5850696 50.7158566, 16.5850623 50.7158592, 16.5849192 50.7159353, 16.5848847 50.7159529)"
