osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
328677125,2,Aleja Wolności,tertiary,50,False,False,12.781,"LINESTRING (19.1180945 50.8085813, 19.1180898 50.8084664)",,
"[328677124, 328677125]",2,Aleja Wolności,tertiary,50,False,True,147.473,"LINESTRING (19.1180945 50.8085813, 19.1180994 50.808686, 19.1181324 50.8094991, 19.11815 50.8099071)",,
144900317,,,residential,,False,False,20.156,"LINESTRING (19.1256975 50.8118673, 19.1256936 50.8117767, 19.1256899 50.8116861)",,
282128931,,Aleja Najświętszej Maryi Panny,living_street,,True,False,272.863,"LINESTRING (19.1256975 50.8118673, 19.1255499 50.8118718, 19.1249603 50.8118847, 19.1245103 50.8118949, 19.1240622 50.8119048, 19.1240167 50.8119054, 19.12361 50.8119134, 19.1227756 50.8119313, 19.1225825 50.8119479, 19.1223713 50.8119522, 19.1220957 50.8119579, 19.1218179 50.8119636)",destination,
"[28997269, 755921597]",2,Ogrodowa,tertiary,,False,False,59.80499999999999,"LINESTRING (19.1268136 50.8120193, 19.1266509 50.8119758, 19.1265599 50.8119407, 19.126482 50.8118982, 19.1264237 50.8118508, 19.1263917 50.8118071, 19.1263743 50.8117578, 19.1263434 50.8116241)",,
102599481,3,Plac Ignacego Daszyńskiego,tertiary,,False,True,35.551,"LINESTRING (19.1268136 50.8120193, 19.1270257 50.812019, 19.1270994 50.8120174, 19.1273191 50.8120085)",,
356996968,1,Plac Ignacego Daszyńskiego,residential,,True,False,16.16,"LINESTRING (19.1268136 50.8120193, 19.1267487 50.8120211, 19.1265837 50.8120187)",,
30438251,2,Aleja Wolności,tertiary,50,False,False,22.466,"LINESTRING (19.1182414 50.812037, 19.1182402 50.8119383, 19.1182354 50.811835)",,
28499377,,Katedralna,tertiary,50,True,False,312.702,"LINESTRING (19.1223418 50.8106515, 19.1224843 50.8106495, 19.1234759 50.8106294, 19.1235612 50.8106235, 19.1236975 50.8105976, 19.1239591 50.8105312, 19.1243649 50.810425, 19.1247729 50.8103288, 19.1250159 50.8102792, 19.1264129 50.8100242, 19.1264741 50.8100049, 19.1265403 50.8099775, 19.1266046 50.8099543)",,
"[1252075074, 1252075079, 28499336, 1008190217, 555647930, 555647931, 555647932]",,Marszałka Józefa Piłsudskiego,residential,50,False,True,540.815,"LINESTRING (19.1223418 50.8106515, 19.1223393 50.8105999, 19.1223344 50.8105006, 19.1223117 50.8098454, 19.122306 50.8097066, 19.1222984 50.8094526, 19.1222897 50.8091702, 19.1222827 50.8089438, 19.1222809 50.8089059, 19.1222741 50.8087671, 19.1222689 50.808614, 19.1222589 50.8083193, 19.122257 50.8082634, 19.1222499 50.8080507, 19.1222463 50.8079403, 19.1222453 50.8079028, 19.1222433 50.8078282, 19.1222411 50.8077558, 19.1222354 50.8075657, 19.1222347 50.8075429, 19.1222291 50.8073685, 19.1222116 50.8068655, 19.1222097 50.8068106, 19.1222067 50.8067234, 19.1221909 50.8062634, 19.1221762 50.8058568, 19.1221862 50.8058203, 19.1222101 50.8057935)",,
