osmid,highway,oneway,reversed,length,lanes,name,geometry,ref,maxspeed,bridge
489937042,residential,False,False,50.925,,,"LINESTRING (19.8184192 50.6255129, 19.8191156 50.6253922)",,,
149884157,tertiary,False,False,10.145000000000001,2,Krakowska,"LINESTRING (19.8184192 50.6255129, 19.8184085 50.6255619, 19.8183981 50.6255821, 19.8183823 50.6256)",,,
149884157,tertiary,False,True,48.903,2,Krakowska,"LINESTRING (19.8184192 50.6255129, 19.8182413 50.6251316, 19.8182173 50.6250923)",,,
149884157,tertiary,False,False,79.526,2,Krakowska,"LINESTRING (19.8178052 50.6244266, 19.8182173 50.6250923)",,,
292506701,residential,False,True,120.406,,Strażacka,"LINESTRING (19.8178052 50.6244266, 19.8161847 50.6247667)",,,
34093983,residential,False,False,57.467,,Jana Pawła II,"LINESTRING (19.8178052 50.6244266, 19.817951 50.6243902, 19.8185631 50.6242371)",,,
149884157,tertiary,False,True,125.102,2,Krakowska,"LINESTRING (19.8178052 50.6244266, 19.817518 50.6240015, 19.8170947 50.6233958)",,,
34093983,residential,False,True,575.368,,Jana Pawła II,"LINESTRING (19.8264868 50.6230658, 19.8264325 50.6230765, 19.8263384 50.623095, 19.8252938 50.6233001, 19.8249113 50.6233799, 19.8240544 50.6235586, 19.8236707 50.6236386, 19.8231939 50.6236929, 19.8227997 50.6237378, 19.8224275 50.6237764, 19.8210763 50.6239166, 19.8204062 50.6239861, 19.8198059 50.6240484, 19.8197657 50.6240526, 19.8196965 50.6240602, 19.8196688 50.6240632, 19.8192718 50.62411, 19.8189149 50.624162, 19.8187309 50.6241987, 19.8186556 50.6242159, 19.8185631 50.6242371)",,,
240917973,residential,False,True,188.504,,Spacerowa,"LINESTRING (19.8264868 50.6230658, 19.8264782 50.6230492, 19.8264298 50.622956, 19.8263604 50.6228225, 19.826088 50.6223393, 19.825592 50.6214685)",,,
149884160,residential,False,True,40.794,,,"LINESTRING (19.8175046 50.6267024, 19.8173694 50.6263457)",,,
149884165,residential,False,False,4.515,,Bartosza Głowackiego,"LINESTRING (19.8175046 50.6267024, 19.8175666 50.6266923)",,,
149884165,residential,False,True,150.437,,Bartosza Głowackiego,"LINESTRING (19.8175046 50.6267024, 19.8163619 50.6268886, 19.8159948 50.626974, 19.8156673 50.6270905, 19.8155714 50.6271919)",,,
149884165,residential,False,True,29.696,,Bartosza Głowackiego,"LINESTRING (19.8188455 50.6264844, 19.8184377 50.6265507)",,,
240918020,residential,False,False,63.067,,Wodzickiego,"LINESTRING (19.8188455 50.6264844, 19.8191459 50.6270186)",,,
240918020,residential,False,True,28.68,,Wodzickiego,"LINESTRING (19.8188455 50.6264844, 19.818711 50.626241)",,,
149884153,residential,False,False,253.98999999999998,,Polna,"LINESTRING (19.8170947 50.6233958, 19.8168583 50.6234435, 19.8162113 50.6236401, 19.8156857 50.6239014, 19.8143517 50.6245646, 19.8141188 50.6246543)",,,
149884157,tertiary,False,False,125.102,2,Krakowska,"LINESTRING (19.8170947 50.6233958, 19.817518 50.6240015, 19.8178052 50.6244266)",,,
149884157,tertiary,False,True,154.799,2,Krakowska,"LINESTRING (19.8170947 50.6233958, 19.8164834 50.6222417, 19.8164185 50.622072)",,,
34093982,tertiary,True,False,80.11099999999999,2,Plac Tadeusza Kościuszki,"LINESTRING (19.8183823 50.6256, 19.8175608 50.6257271, 19.8175303 50.6257352, 19.8175052 50.6257473, 19.8174621 50.6257738, 19.817354 50.6258533)",,,
149884157,tertiary,False,True,10.145,2,Krakowska,"LINESTRING (19.8183823 50.6256, 19.8183981 50.6255821, 19.8184085 50.6255619, 19.8184192 50.6255129)",,,
149884170,primary,False,False,26.865,2,Śląska,"LINESTRING (19.8163432 50.6259732, 19.8159857 50.6260565)",78,50,
149884170,primary,False,True,73.48400000000001,2,Śląska,"LINESTRING (19.8163432 50.6259732, 19.8165619 50.6259238, 19.8169154 50.625864, 19.8170667 50.6258441, 19.8172025 50.6258398, 19.8173031 50.6258461, 19.817354 50.6258533)",78,50,
288440866,residential,True,False,59.35,,Marii Konopnickiej,"LINESTRING (19.8163432 50.6259732, 19.8163609 50.6260122, 19.8165766 50.626486)",,,
149884146,tertiary,True,False,60.156,,Plac Tadeusza Kościuszki,"LINESTRING (19.8185628 50.6261206, 19.8185814 50.6260788, 19.8185869 50.6260472, 19.818577 50.6260163, 19.8183823 50.6256)",,,
"[149884170, 1068403278]",primary,False,False,90.34,2,Śląska,"LINESTRING (19.8185628 50.6261206, 19.8179403 50.6259801, 19.8174272 50.6258635, 19.817354 50.6258533)",78,50,
"[289393536, 1105885967]",primary,False,True,118.833,2,Kościelna,"LINESTRING (19.8185628 50.6261206, 19.8186142 50.6261281, 19.8186635 50.6261311, 19.8187227 50.6261302, 19.8187881 50.6261243, 19.8193115 50.626043, 19.8194609 50.6260244, 19.8195599 50.6260217, 19.8196495 50.6260309, 19.8197644 50.6260574, 19.8201551 50.6262039)",78,50,
149884150,residential,False,False,58.059,,Marii Konopnickiej,"LINESTRING (19.8173694 50.6263457, 19.8165766 50.626486)",,,
149884159,residential,False,True,7.116,,,"LINESTRING (19.8173694 50.6263457, 19.8174662 50.6263277)",,,
149884160,residential,False,False,40.794,,,"LINESTRING (19.8173694 50.6263457, 19.8175046 50.6267024)",,,
149884159,residential,False,False,7.116,,,"LINESTRING (19.8174662 50.6263277, 19.8173694 50.6263457)",,,
81893581,residential,True,False,81.256,,Plac Tadeusza Kościuszki,"LINESTRING (19.8174662 50.6263277, 19.8183397 50.6261929, 19.8184118 50.6261775, 19.8184673 50.6261623, 19.8185246 50.6261414, 19.8185628 50.6261206)",,,
149884150,residential,False,True,58.059,,Marii Konopnickiej,"LINESTRING (19.8165766 50.626486, 19.8173694 50.6263457)",,,
288440866,residential,True,False,79.861,,Marii Konopnickiej,"LINESTRING (19.8165766 50.626486, 19.8162625 50.6265378, 19.8160155 50.6261083, 19.8159857 50.6260565)",,,
1047498028,primary,False,True,13.862,2,Stefana Żeromskiego,"LINESTRING (19.8254788 50.6275579, 19.8256612 50.6275115)",78,50,
"[1099717153, 1099717154, 1047498027]",primary,False,False,204.70799999999997,"['2', '3']",Stefana Żeromskiego,"LINESTRING (19.8254788 50.6275579, 19.8250034 50.6276815, 19.8240869 50.6279036, 19.8238793 50.62795, 19.8236994 50.6279862, 19.8235174 50.6280104, 19.8233436 50.6280247, 19.8231773 50.6280364, 19.8230789 50.6280387, 19.8229366 50.6280361, 19.8228405 50.6280283, 19.8227113 50.6280107)",78,50,
240918056,residential,False,False,71.95499999999998,,Żarnowiecka,"LINESTRING (19.8165393 50.6214336, 19.8165018 50.6215024, 19.8164642 50.6215874, 19.8164426 50.6216912, 19.8164314 50.6217883, 19.8164162 50.6219772, 19.8164185 50.622072)",,,
240917973,residential,False,False,188.50400000000002,,Spacerowa,"LINESTRING (19.825592 50.6214685, 19.826088 50.6223393, 19.8263604 50.6228225, 19.8264298 50.622956, 19.8264782 50.6230492, 19.8264868 50.6230658)",,,
149884157,tertiary,False,False,154.799,2,Krakowska,"LINESTRING (19.8164185 50.622072, 19.8164834 50.6222417, 19.8170947 50.6233958)",,,
240918056,residential,False,True,71.955,,Żarnowiecka,"LINESTRING (19.8164185 50.622072, 19.8164162 50.6219772, 19.8164314 50.6217883, 19.8164426 50.6216912, 19.8164642 50.6215874, 19.8165018 50.6215024, 19.8165393 50.6214336)",,,
656564343,residential,False,False,197.38899999999998,,Wspólna,"LINESTRING (19.8130984 50.6230101, 19.8132614 50.6231572, 19.8133876 50.6232988, 19.8141188 50.6246543)",,,
34093983,residential,False,False,575.3679999999999,,Jana Pawła II,"LINESTRING (19.8185631 50.6242371, 19.8186556 50.6242159, 19.8187309 50.6241987, 19.8189149 50.624162, 19.8192718 50.62411, 19.8196688 50.6240632, 19.8196965 50.6240602, 19.8197657 50.6240526, 19.8198059 50.6240484, 19.8204062 50.6239861, 19.8210763 50.6239166, 19.8224275 50.6237764, 19.8227997 50.6237378, 19.8231939 50.6236929, 19.8236707 50.6236386, 19.8240544 50.6235586, 19.8249113 50.6233799, 19.8252938 50.6233001, 19.8263384 50.623095, 19.8264325 50.6230765, 19.8264868 50.6230658)",,,
34093983,residential,False,True,57.467,,Jana Pawła II,"LINESTRING (19.8185631 50.6242371, 19.817951 50.6243902, 19.8178052 50.6244266)",,,
149884153,residential,False,True,253.98999999999998,,Polna,"LINESTRING (19.8141188 50.6246543, 19.8143517 50.6245646, 19.8156857 50.6239014, 19.8162113 50.6236401, 19.8168583 50.6234435, 19.8170947 50.6233958)",,,
656564343,residential,False,True,197.38899999999998,,Wspólna,"LINESTRING (19.8141188 50.6246543, 19.8133876 50.6232988, 19.8132614 50.6231572, 19.8130984 50.6230101)",,,
240917998,residential,False,True,73.64600000000002,,Niecała,"LINESTRING (19.8208346 50.6257766, 19.8207923 50.6259874, 19.8206577 50.6263618, 19.8206305 50.6264253)",,,
"[657283730, 288440870]",residential,False,True,161.091,,"['Plac Panny Marii', 'Wesoła']","LINESTRING (19.8208346 50.6257766, 19.8207601 50.625718, 19.8206537 50.6256722, 19.8203791 50.6256788, 19.8201891 50.6257085, 19.8198669 50.625759, 19.8195313 50.6258116, 19.8193632 50.6258138, 19.8192842 50.6257615, 19.8191156 50.6253922)",,,
289393536,primary,False,True,41.601,2,Kościelna,"LINESTRING (19.8201551 50.6262039, 19.8206305 50.6264253)",78,50,
"[289393536, 1105885967]",primary,False,False,118.833,2,Kościelna,"LINESTRING (19.8201551 50.6262039, 19.8197644 50.6260574, 19.8196495 50.6260309, 19.8195599 50.6260217, 19.8194609 50.6260244, 19.8193115 50.626043, 19.8187881 50.6261243, 19.8187227 50.6261302, 19.8186635 50.6261311, 19.8186142 50.6261281, 19.8185628 50.6261206)",78,50,
657284405,residential,True,False,97.74000000000001,,Bartosza Głowackiego,"LINESTRING (19.8201551 50.6262039, 19.8198549 50.6262958, 19.8188455 50.6264844)",,,
289393536,primary,False,False,41.601,2,Kościelna,"LINESTRING (19.8206305 50.6264253, 19.8201551 50.6262039)",78,50,
240917998,residential,False,False,73.646,,Niecała,"LINESTRING (19.8206305 50.6264253, 19.8206577 50.6263618, 19.8207923 50.6259874, 19.8208346 50.6257766)",,,
"[289393536, 1047498026, 322463152]",primary,False,True,89.24100000000001,2,"['Kościelna', 'Stefana Żeromskiego']","LINESTRING (19.8206305 50.6264253, 19.8207152 50.626463, 19.8213288 50.6268131, 19.8214516 50.6269, 19.8215408 50.6269784)",78,50,yes
322463151,residential,False,False,97.423,,Pasierbińskiego,"LINESTRING (19.8251328 50.6267067, 19.8252211 50.6267744, 19.8253314 50.626946, 19.8256272 50.6274532, 19.8256612 50.6275115)",,,
240918034,residential,False,False,265.512,,Nadrzeczna,"LINESTRING (19.8215408 50.6269784, 19.8214796 50.6270007, 19.8213529 50.627047, 19.8204879 50.6273714, 19.8203137 50.6274874, 19.8203361 50.6275374, 19.820452 50.6276669, 19.8206176 50.6278875, 19.8208163 50.6281851, 19.8209653 50.6284372, 19.8209377 50.6285773, 19.8208273 50.6287733, 19.8207497 50.6288167)",,,
"[322463152, 1047498026, 289393536]",primary,False,False,89.24100000000001,2,"['Kościelna', 'Stefana Żeromskiego']","LINESTRING (19.8215408 50.6269784, 19.8214516 50.6269, 19.8213288 50.6268131, 19.8207152 50.626463, 19.8206305 50.6264253)",78,50,yes
1047498026,primary,False,True,51.836,2,Stefana Żeromskiego,"LINESTRING (19.8215408 50.6269784, 19.821833 50.6272839, 19.821917 50.6273788)",78,50,
240918020,residential,False,False,41.108,,Wodzickiego,"LINESTRING (19.8192268 50.6271624, 19.8194059 50.6275142)",,,
240918020,residential,False,True,16.978,,Wodzickiego,"LINESTRING (19.8192268 50.6271624, 19.8191459 50.6270186)",,,
289393535,residential,False,True,40.084,,Grochowskiego,"LINESTRING (19.8192268 50.6271624, 19.8188494 50.6271823, 19.8186599 50.6271794)",,,
1047498028,primary,False,False,13.862,2,Stefana Żeromskiego,"LINESTRING (19.8256612 50.6275115, 19.8254788 50.6275579)",78,50,
322463151,residential,False,True,97.42300000000002,,Pasierbińskiego,"LINESTRING (19.8256612 50.6275115, 19.8256272 50.6274532, 19.8253314 50.626946, 19.8252211 50.6267744, 19.8251328 50.6267067)",,,
240918008,residential,False,False,163.325,,Zielona,"LINESTRING (19.8227113 50.6280107, 19.8226399 50.6281458, 19.822574 50.6281803, 19.8225027 50.6282176, 19.8216171 50.6285246, 19.8210611 50.628762, 19.8208895 50.6288625)",,,
322463150,residential,True,False,226.17799999999997,,Ignacego Jana Paderewskiego,"LINESTRING (19.8227113 50.6280107, 19.8227874 50.6279226, 19.8228034 50.627904, 19.8233854 50.6276674, 19.8238708 50.6273964, 19.8246134 50.626913, 19.8250587 50.6267361, 19.8251328 50.6267067)",,,
1047498026,primary,False,False,92.05199999999999,2,Stefana Żeromskiego,"LINESTRING (19.8227113 50.6280107, 19.8225554 50.6279666, 19.8224858 50.6279349, 19.8223966 50.627879, 19.8223154 50.6278052, 19.821917 50.6273788)",78,50,
"[1099717153, 1099717154, 1047498027]",primary,False,True,204.70799999999997,"['2', '3']",Stefana Żeromskiego,"LINESTRING (19.8227113 50.6280107, 19.8228405 50.6280283, 19.8229366 50.6280361, 19.8230789 50.6280387, 19.8231773 50.6280364, 19.8233436 50.6280247, 19.8235174 50.6280104, 19.8236994 50.6279862, 19.8238793 50.62795, 19.8240869 50.6279036, 19.8250034 50.6276815, 19.8254788 50.6275579)",78,50,
656546796,residential,False,False,11.098,,Łąkowa,"LINESTRING (19.8207497 50.6288167, 19.8208895 50.6288625)",,,
240918034,residential,False,True,265.512,,Nadrzeczna,"LINESTRING (19.8207497 50.6288167, 19.8208273 50.6287733, 19.8209377 50.6285773, 19.8209653 50.6284372, 19.8208163 50.6281851, 19.8206176 50.6278875, 19.820452 50.6276669, 19.8203361 50.6275374, 19.8203137 50.6274874, 19.8204879 50.6273714, 19.8213529 50.627047, 19.8214796 50.6270007, 19.8215408 50.6269784)",,,
656546796,residential,False,True,277.821,,Łąkowa,"LINESTRING (19.8207497 50.6288167, 19.8205919 50.628845, 19.8199706 50.6289974, 19.8186561 50.6293196, 19.8184948 50.6293088, 19.8181069 50.6292304, 19.8170532 50.6289713)",,,
656546796,residential,False,True,11.098,,Łąkowa,"LINESTRING (19.8208895 50.6288625, 19.8207497 50.6288167)",,,
240918008,residential,False,False,102.56,,Zielona,"LINESTRING (19.8208895 50.6288625, 19.8206149 50.6290232, 19.8198268 50.629492)",,,
240918008,residential,False,True,163.325,,Zielona,"LINESTRING (19.8208895 50.6288625, 19.8210611 50.628762, 19.8216171 50.6285246, 19.8225027 50.6282176, 19.822574 50.6281803, 19.8226399 50.6281458, 19.8227113 50.6280107)",,,
656546796,residential,False,False,277.821,,Łąkowa,"LINESTRING (19.8170532 50.6289713, 19.8181069 50.6292304, 19.8184948 50.6293088, 19.8186561 50.6293196, 19.8199706 50.6289974, 19.8205919 50.628845, 19.8207497 50.6288167)",,,
240918008,residential,False,False,117.75500000000001,,Zielona,"LINESTRING (19.8198268 50.629492, 19.819623 50.6296132, 19.81871 50.6301858, 19.8186318 50.6302314)",,,
240918008,residential,False,True,102.56,,Zielona,"LINESTRING (19.8198268 50.629492, 19.8206149 50.6290232, 19.8208895 50.6288625)",,,
240918008,residential,False,True,117.755,,Zielona,"LINESTRING (19.8186318 50.6302314, 19.81871 50.6301858, 19.819623 50.6296132, 19.8198268 50.629492)",,,
149884157,tertiary,False,True,79.526,2,Krakowska,"LINESTRING (19.8182173 50.6250923, 19.8178052 50.6244266)",,,
149884157,tertiary,False,False,48.903,2,Krakowska,"LINESTRING (19.8182173 50.6250923, 19.8182413 50.6251316, 19.8184192 50.6255129)",,,
