osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction,tunnel
258219718,Głubczycka,secondary,True,False,108.948,"LINESTRING (17.8607139 50.3514715, 17.8607577 50.3513985, 17.8608417 50.3513193, 17.8609829 50.3512317, 17.8618649 50.3509441, 17.8619323 50.3509221)",416,,,,
44800550,Rondo imienia Georga III von Oppersdorf,primary,True,False,7.881,"LINESTRING (17.8643333 50.3534547, 17.8643322 50.3534311, 17.8643415 50.3534082, 17.8643604 50.3533879)",40;416,50,1,roundabout,
196754913,Adama Mickiewicza,residential,False,False,75.844,"LINESTRING (17.8643333 50.3534547, 17.8641837 50.3534837, 17.8640839 50.3535011, 17.8637244 50.3535639, 17.8636151 50.3535852, 17.863306 50.3536432)",,,,,
219226809,Młyńska,unclassified,False,True,142.105,"LINESTRING (17.8589913 50.3518909, 17.8588946 50.3518353, 17.8587351 50.3517932, 17.858401 50.3517309, 17.8582097 50.3516781, 17.8578823 50.3511193, 17.8578093 50.3509946)",,,,,
436084462,Piastowska,primary,False,False,68.408,"LINESTRING (17.8589913 50.3518909, 17.8590607 50.3518789, 17.8591472 50.3518666, 17.8595515 50.351832, 17.8599437 50.3517984)",40,50,2,,
219226809,Młyńska,unclassified,False,False,48.768,"LINESTRING (17.8576778 50.3505676, 17.8577217 50.3508462, 17.8578093 50.3509946)",,,,,
"[196721793, 710637254]",Podgórna,"['unclassified', 'residential']",False,False,239.377,"LINESTRING (17.8576778 50.3505676, 17.857869 50.3505167, 17.8581538 50.3503797, 17.8582848 50.3503384, 17.8583799 50.3503155, 17.858548 50.3502936, 17.8586438 50.3502755, 17.8590258 50.3501601, 17.8595169 50.3499767, 17.8603144 50.3496692, 17.8606195 50.3495388)",,,,,
196721793,Podgórna,residential,False,True,74.593,"LINESTRING (17.8612944 50.3490268, 17.8612059 50.349084, 17.8610219 50.3492369, 17.860745 50.3494205, 17.8606195 50.3495388)",,,,,
44800549,Głubczycka,secondary,False,True,184.35399999999998,"LINESTRING (17.8617573 50.349405, 17.8617837 50.349484, 17.8619213 50.3496961, 17.8620737 50.3499252, 17.8623285 50.3503178, 17.862338 50.3504557, 17.8622237 50.3506364, 17.8619323 50.3509221)",416,50,2,,
196721792,Podgórna,residential,False,True,88.36200000000001,"LINESTRING (17.8617573 50.349405, 17.8615569 50.3493291, 17.8614776 50.349317, 17.8613911 50.3493368, 17.8608125 50.3495146, 17.8606195 50.3495388)",,,,,
196721792,Podgórna,residential,False,False,88.362,"LINESTRING (17.8606195 50.3495388, 17.8608125 50.3495146, 17.8613911 50.3493368, 17.8614776 50.349317, 17.8615569 50.3493291, 17.8617573 50.349405)",,,,,
196721793,Podgórna,residential,False,False,74.593,"LINESTRING (17.8606195 50.3495388, 17.860745 50.3494205, 17.8610219 50.3492369, 17.8612059 50.349084, 17.8612944 50.3490268)",,,,,
"[196721793, 710637254]",Podgórna,"['residential', 'unclassified']",False,True,239.377,"LINESTRING (17.8606195 50.3495388, 17.8603144 50.3496692, 17.8595169 50.3499767, 17.8590258 50.3501601, 17.8586438 50.3502755, 17.858548 50.3502936, 17.8583799 50.3503155, 17.8582848 50.3503384, 17.8581538 50.3503797, 17.857869 50.3505167, 17.8576778 50.3505676)",,,,,
196721794,Łąkowa,residential,False,True,92.00200000000001,"LINESTRING (17.8578093 50.3509946, 17.8573699 50.3510926, 17.8570378 50.3511489, 17.8565549 50.351192)",,,,,
219226809,Młyńska,unclassified,False,False,142.105,"LINESTRING (17.8578093 50.3509946, 17.8578823 50.3511193, 17.8582097 50.3516781, 17.858401 50.3517309, 17.8587351 50.3517932, 17.8588946 50.3518353, 17.8589913 50.3518909)",,,,,
219226809,Młyńska,unclassified,False,True,48.768,"LINESTRING (17.8578093 50.3509946, 17.8577217 50.3508462, 17.8576778 50.3505676)",,,,,
196721794,Łąkowa,residential,False,False,92.00200000000001,"LINESTRING (17.8565549 50.351192, 17.8570378 50.3511489, 17.8573699 50.3510926, 17.8578093 50.3509946)",,,,,
196754921,Bolesława Prusa,residential,False,True,145.208,"LINESTRING (17.8686318 50.3502665, 17.8672241 50.3512144)",,,,,
258174502,Bolesława Prusa,residential,False,True,36.672,"LINESTRING (17.8686318 50.3502665, 17.8682727 50.3500293)",,,,,
196754910,Kąpielowa,residential,False,False,145.454,"LINESTRING (17.8668495 50.3509708, 17.8682727 50.3500293)",,,,,
196754910,Kąpielowa,residential,False,True,59.297,"LINESTRING (17.8668495 50.3509708, 17.8662936 50.351369)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,False,37.949,"LINESTRING (17.8668495 50.3509708, 17.8672241 50.3512144)",,,,,
196754923,Władysława Stanisława Reymonta,residential,False,True,33.495,"LINESTRING (17.8682688 50.3512058, 17.8679305 50.3514159)",,,,,
196754921,Bolesława Prusa,residential,False,False,145.208,"LINESTRING (17.8672241 50.3512144, 17.8686318 50.3502665)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,False,51.073,"LINESTRING (17.8672241 50.3512144, 17.8677272 50.3515429)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,True,37.949,"LINESTRING (17.8672241 50.3512144, 17.8668495 50.3509708)",,,,,
196754910,Kąpielowa,residential,False,False,59.297,"LINESTRING (17.8662936 50.351369, 17.8668495 50.3509708)",,,,,
196754910,Kąpielowa,residential,False,True,25.115,"LINESTRING (17.8662936 50.351369, 17.8660167 50.3515097)",,,,,
196754948,Kąpielowa,residential,False,False,77.103,"LINESTRING (17.8662936 50.351369, 17.8670426 50.3518714)",,,,,
196754923,Władysława Stanisława Reymonta,residential,False,False,33.495,"LINESTRING (17.8679305 50.3514159, 17.8682688 50.3512058)",,,,,
196754923,Władysława Stanisława Reymonta,residential,False,True,20.186,"LINESTRING (17.8679305 50.3514159, 17.8677272 50.3515429)",,,,,
196754900,Stanisława Wyspiańskiego,residential,False,True,43.61,"LINESTRING (17.8679305 50.3514159, 17.8681628 50.3515655, 17.8679603 50.3516931)",,,,,
196754910,Kąpielowa,residential,False,False,25.115,"LINESTRING (17.8660167 50.3515097, 17.8662936 50.351369)",,,,,
196754910,Kąpielowa,residential,False,True,42.857,"LINESTRING (17.8660167 50.3515097, 17.8654908 50.3516993)",,,,,
196754909,Kąpielowa,residential,False,True,195.35299999999998,"LINESTRING (17.8660167 50.3515097, 17.8661259 50.3520293, 17.8661929 50.3522612, 17.866344 50.3525072, 17.8668795 50.3530975, 17.8669192 50.3531412)",,,,,
196754923,Władysława Stanisława Reymonta,residential,False,False,20.186,"LINESTRING (17.8677272 50.3515429, 17.8679305 50.3514159)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,False,23.505,"LINESTRING (17.8677272 50.3515429, 17.8679603 50.3516931)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,True,51.073,"LINESTRING (17.8677272 50.3515429, 17.8672241 50.3512144)",,,,,
196754900,Stanisława Wyspiańskiego,residential,False,True,27.672,"LINESTRING (17.8679603 50.3516931, 17.8676827 50.3518679)",,,,,
196754940,Stanisława Wyspiańskiego,residential,False,True,23.505,"LINESTRING (17.8679603 50.3516931, 17.8677272 50.3515429)",,,,,
196754900,Stanisława Wyspiańskiego,residential,False,False,43.61,"LINESTRING (17.8679603 50.3516931, 17.8681628 50.3515655, 17.8679305 50.3514159)",,,,,
196754910,Kąpielowa,residential,False,False,42.857,"LINESTRING (17.8654908 50.3516993, 17.8660167 50.3515097)",,,,,
196754948,Kąpielowa,residential,False,True,77.103,"LINESTRING (17.8670426 50.3518714, 17.8662936 50.351369)",,,,,
196754900,Stanisława Wyspiańskiego,residential,False,False,27.672,"LINESTRING (17.8676827 50.3518679, 17.8679603 50.3516931)",,,,,
196754906,Kościelna,residential,False,False,117.76500000000001,"LINESTRING (17.8609075 50.3522968, 17.8608606 50.3523137, 17.8604848 50.352378, 17.860181 50.3524139, 17.8600635 50.352419, 17.8595067 50.3524258, 17.8594255 50.3524337, 17.8593376 50.3524676, 17.8592974 50.3524848)",,,,,
196754938,Wodna,unclassified,True,False,45.473000000000006,"LINESTRING (17.8609075 50.3522968, 17.8610685 50.3526365, 17.8610911 50.3526886)",,,,,
196754906,Kościelna,residential,False,True,117.765,"LINESTRING (17.8592974 50.3524848, 17.8593376 50.3524676, 17.8594255 50.3524337, 17.8595067 50.3524258, 17.8600635 50.352419, 17.860181 50.3524139, 17.8604848 50.352378, 17.8608606 50.3523137, 17.8609075 50.3522968)",,,,,
196754932,Spółdzielcza,residential,True,False,179.858,"LINESTRING (17.8619492 50.3525468, 17.8619883 50.3526315, 17.862131 50.352925, 17.8622054 50.3530813, 17.8622991 50.3532856, 17.8623831 50.3534597, 17.8624201 50.3535364, 17.8625359 50.3537807, 17.8626852 50.3540946)",,,,,
710637253,Księdza Stanisława Staszica,residential,True,False,62.914,"LINESTRING (17.8619492 50.3525468, 17.8618309 50.352566, 17.8614108 50.3526287, 17.8612724 50.3526532, 17.8611712 50.3526739, 17.8610911 50.3526886)",,,,,
196754938,Wodna,unclassified,True,False,32.988,"LINESTRING (17.8610911 50.3526886, 17.861119 50.3528126, 17.8611118 50.3528566, 17.8610143 50.3529675)",,,,,
306176083,Rynek,unclassified,False,False,35.321,"LINESTRING (17.8610143 50.3529675, 17.8609458 50.3529608, 17.8605911 50.3530292, 17.8605488 50.3530545)",,,,,
"[306176083, 196754924]",Rynek,unclassified,False,True,122.02799999999999,"LINESTRING (17.8610143 50.3529675, 17.8610565 50.353004, 17.8612474 50.3534763, 17.8614156 50.3539003, 17.8612324 50.3539498)",,,,,
306176083,Rynek,unclassified,False,False,108.852,"LINESTRING (17.8605488 50.3530545, 17.8605495 50.3530887, 17.8607679 50.353459, 17.8609566 50.3537684, 17.8610779 50.3539712)",,,,,
306176083,Rynek,unclassified,False,True,35.321,"LINESTRING (17.8605488 50.3530545, 17.8605911 50.3530292, 17.8609458 50.3529608, 17.8610143 50.3529675)",,,,,
345896467,Dąbrowskiego,residential,False,True,20.627,"LINESTRING (17.8605488 50.3530545, 17.8603513 50.3529947, 17.8602862 50.3529749)",,,,,
196754909,Kąpielowa,residential,False,False,195.353,"LINESTRING (17.8669192 50.3531412, 17.8668795 50.3530975, 17.866344 50.3525072, 17.8661929 50.3522612, 17.8661259 50.3520293, 17.8660167 50.3515097)",,,,,
258219715,Dworcowa,primary,False,False,70.038,"LINESTRING (17.8669192 50.3531412, 17.8667232 50.3532118, 17.8662999 50.3534041, 17.8661036 50.3534949)",40,50,2,,
"[196754897, 436084463]",Plac Wolności,primary,False,True,67.738,"LINESTRING (17.8651737 50.3535349, 17.8653932 50.3535519, 17.8655663 50.3535627, 17.865661 50.3535649, 17.8656923 50.3535658, 17.8657295 50.3535654, 17.8657947 50.3535643, 17.865859 50.3535591, 17.8659236 50.3535493, 17.8659793 50.353538, 17.8660714 50.3535075, 17.8661036 50.3534949)",40,50,2,,
904797759,Plac Wolności,primary,True,False,45.839,"LINESTRING (17.8651737 50.3535349, 17.8649282 50.353555, 17.864723 50.3535456, 17.86454 50.3535068)",40,,1,,
196754905,Hugona Kołłątaja,residential,False,False,34.692,"LINESTRING (17.863306 50.3536432, 17.8633224 50.3536844, 17.8634263 50.3539456)",,,,,
196754913,Adama Mickiewicza,residential,False,True,75.84400000000001,"LINESTRING (17.863306 50.3536432, 17.8636151 50.3535852, 17.8637244 50.3535639, 17.8640839 50.3535011, 17.8641837 50.3534837, 17.8643333 50.3534547)",,,,,
"[258174507, 196754934]","['Szkolna', 'Księdza Stanisława Staszica']",residential,True,False,189.572,"LINESTRING (17.863306 50.3536432, 17.8632832 50.3535901, 17.863065 50.3530825, 17.8629741 50.3529064, 17.8628377 50.3526336, 17.8627875 50.3525581, 17.8626483 50.3524831, 17.8623442 50.3524854, 17.8619492 50.3525468)",,,,,
196754935,Juliusza Słowackiego,residential,False,False,75.02000000000001,"LINESTRING (17.8620248 50.3538821, 17.8623018 50.3543393, 17.8623578 50.3545203)",,,,,
"[306176083, 196754924]",Rynek,unclassified,False,False,122.028,"LINESTRING (17.8612324 50.3539498, 17.8614156 50.3539003, 17.8612474 50.3534763, 17.8610565 50.353004, 17.8610143 50.3529675)",,,,,
196754924,Rynek,unclassified,False,True,11.256,"LINESTRING (17.8612324 50.3539498, 17.8611536 50.353965, 17.8610779 50.3539712)",,,,,
196754942,Zamkowa,unclassified,True,False,187.637,"LINESTRING (17.8612324 50.3539498, 17.8613049 50.3540661, 17.8615475 50.354447, 17.8616795 50.354688, 17.8618014 50.3549306, 17.8618655 50.3550837, 17.8619738 50.3553631, 17.8620594 50.3555501)",,,1,,
196754899,Dąbrowskiego,residential,False,False,19.105,"LINESTRING (17.8610779 50.3539712, 17.8609974 50.354033, 17.8609506 50.3540732, 17.8609125 50.3541067)",,,,,
196754924,Rynek,unclassified,False,False,11.256,"LINESTRING (17.8610779 50.3539712, 17.8611536 50.353965, 17.8612324 50.3539498)",,,,,
306176083,Rynek,unclassified,False,True,108.852,"LINESTRING (17.8610779 50.3539712, 17.8609566 50.3537684, 17.8607679 50.353459, 17.8605495 50.3530887, 17.8605488 50.3530545)",,,,,
196754908,Plac Stanisława Moniuszki,residential,False,True,36.731,"LINESTRING (17.8628527 50.3544233, 17.8623578 50.3545203)",,,,,
1054111935,Spółdzielcza,residential,False,False,38.433,"LINESTRING (17.8628527 50.3544233, 17.8626852 50.3540946)",,,,,
1054111935,Spółdzielcza,residential,False,True,47.834,"LINESTRING (17.8628527 50.3544233, 17.8630392 50.3548367)",,,,,
196754908,Plac Stanisława Moniuszki,residential,False,False,36.731,"LINESTRING (17.8623578 50.3545203, 17.8628527 50.3544233)",,,,,
196754935,Juliusza Słowackiego,residential,False,False,104.523,"LINESTRING (17.8623578 50.3545203, 17.86237 50.3549464, 17.8623862 50.3549898, 17.8625813 50.3554422)",,,,,
196754935,Juliusza Słowackiego,residential,False,True,75.02000000000001,"LINESTRING (17.8623578 50.3545203, 17.8623018 50.3543393, 17.8620248 50.3538821)",,,,,
196754904,Wojciecha Korfantego,residential,False,True,203.14899999999997,"LINESTRING (17.8672321 50.3551057, 17.8671303 50.3551346, 17.8666798 50.3552523, 17.8660306 50.3553965, 17.8659429 50.3554129, 17.8654171 50.3555158, 17.8651474 50.3555504, 17.86466 50.3556137, 17.8644993 50.3556344)",,,,,
258019131,3 Maja,tertiary,False,False,196.21399999999997,"LINESTRING (17.8672321 50.3551057, 17.8670418 50.3548326, 17.8668568 50.3545571, 17.8666838 50.3543166, 17.8665966 50.3541926, 17.8664061 50.353923, 17.8662752 50.3537251, 17.866201 50.3536244, 17.8661401 50.3535419, 17.8661036 50.3534949)",,,2,,
258019131,3 Maja,tertiary,False,True,96.366,"LINESTRING (17.8672321 50.3551057, 17.8673294 50.3552347, 17.8675062 50.3554708, 17.8677835 50.355791, 17.8678758 50.3558668)",,,2,,
196754935,Juliusza Słowackiego,residential,False,False,28.76,"LINESTRING (17.8625813 50.3554422, 17.862698 50.3556899)",,,,,
"[1054111935, 196754911]","['Ligonia', 'Spółdzielcza']",residential,False,False,102.155,"LINESTRING (17.8625813 50.3554422, 17.8632292 50.3553041, 17.8630392 50.3548367)",,,,,
196754911,Ligonia,residential,False,True,38.923,"LINESTRING (17.8625813 50.3554422, 17.8620956 50.3555435, 17.8620594 50.3555501)",,,,,
196754935,Juliusza Słowackiego,residential,False,True,104.523,"LINESTRING (17.8625813 50.3554422, 17.8623862 50.3549898, 17.86237 50.3549464, 17.8623578 50.3545203)",,,,,
258219736,Stefana Batorego,residential,True,False,19.158,"LINESTRING (17.864477 50.3554627, 17.8644993 50.3556344)",,,,,
196754907,Tadeusza Kościuszki,secondary,False,False,177.07299999999998,"LINESTRING (17.864477 50.3554627, 17.8645105 50.3553558, 17.8645397 50.3552047, 17.8645714 50.35493, 17.8645891 50.3547119, 17.8645874 50.3545004, 17.8644816 50.3538782)",416,50,2,,
196754907,Tadeusza Kościuszki,secondary,False,True,33.705,"LINESTRING (17.864477 50.3554627, 17.8643725 50.35557, 17.8641903 50.3557032)",416,50,2,,
196754911,Ligonia,residential,False,False,38.923,"LINESTRING (17.8620594 50.3555501, 17.8620956 50.3555435, 17.8625813 50.3554422)",,,,,
"[303544697, 303544698, 196754942]",Zamkowa,unclassified,True,False,97.337,"LINESTRING (17.8620594 50.3555501, 17.8622656 50.3559559, 17.8623224 50.3560745, 17.8624254 50.3562482, 17.8625495 50.3563625)",,,1,,building_passage
196754904,Wojciecha Korfantego,residential,False,True,23.218,"LINESTRING (17.8644993 50.3556344, 17.8641903 50.3557032)",,,,,
196754904,Wojciecha Korfantego,residential,False,False,203.149,"LINESTRING (17.8644993 50.3556344, 17.86466 50.3556137, 17.8651474 50.3555504, 17.8654171 50.3555158, 17.8659429 50.3554129, 17.8660306 50.3553965, 17.8666798 50.3552523, 17.8671303 50.3551346, 17.8672321 50.3551057)",,,,,
258219736,Stefana Batorego,residential,True,False,123.619,"LINESTRING (17.8644993 50.3556344, 17.8645139 50.355735, 17.8646078 50.355954, 17.8649132 50.356402, 17.8651285 50.3566632)",,,,,
258019131,3 Maja,tertiary,False,False,96.366,"LINESTRING (17.8678758 50.3558668, 17.8677835 50.355791, 17.8675062 50.3554708, 17.8673294 50.3552347, 17.8672321 50.3551057)",,,2,,
258019131,3 Maja,tertiary,False,True,99.52600000000001,"LINESTRING (17.8678758 50.3558668, 17.8679655 50.3559339, 17.8681348 50.3560468, 17.8684639 50.3562202, 17.8686498 50.3563146, 17.8689267 50.3564567)",,,2,,
196754894,Stefana Batorego,residential,False,False,137.917,"LINESTRING (17.8651285 50.3566632, 17.8651801 50.3567326, 17.8654158 50.3570367, 17.8657573 50.3574921, 17.8657874 50.3575457, 17.8658067 50.357601, 17.8658027 50.3576464, 17.8657563 50.357707, 17.865666 50.3577799)",,,,,
196754936,Targowa,residential,True,False,215.55500000000004,"LINESTRING (17.8651285 50.3566632, 17.8652842 50.3566285, 17.8657934 50.3565339, 17.8659875 50.3564979, 17.8662336 50.3564522, 17.8663514 50.3564265, 17.8664534 50.3563971, 17.8665326 50.3563689, 17.867223 50.3561162, 17.8677519 50.355924, 17.8678758 50.3558668)",,,,,
221314592,Sportowa,residential,False,False,191.971,"LINESTRING (17.8689267 50.3564567, 17.8688414 50.3564919, 17.8684953 50.3566402, 17.867274 50.3570855, 17.8665935 50.3573298)",,,,,
258019131,3 Maja,tertiary,False,False,99.526,"LINESTRING (17.8689267 50.3564567, 17.8686498 50.3563146, 17.8684639 50.3562202, 17.8681348 50.3560468, 17.8679655 50.3559339, 17.8678758 50.3558668)",,,2,,
221314592,Sportowa,residential,False,True,191.971,"LINESTRING (17.8665935 50.3573298, 17.867274 50.3570855, 17.8684953 50.3566402, 17.8688414 50.3564919, 17.8689267 50.3564567)",,,,,
196754910,Kąpielowa,residential,False,True,145.454,"LINESTRING (17.8682727 50.3500293, 17.8668495 50.3509708)",,,,,
258174502,Bolesława Prusa,residential,False,False,36.672,"LINESTRING (17.8682727 50.3500293, 17.8686318 50.3502665)",,,,,
258174504,Krótka,residential,False,True,55.128,"LINESTRING (17.8634263 50.3539456, 17.8626852 50.3540946)",,,,,
"[196754905, 258174506]","['Hugona Kołłątaja', 'Plac Karola Miarki']",residential,False,"[False, True]",144.128,"LINESTRING (17.8634263 50.3539456, 17.8636844 50.3545073, 17.8637921 50.35471, 17.8630392 50.3548367)",,,,,
196754905,Hugona Kołłątaja,residential,False,True,34.692,"LINESTRING (17.8634263 50.3539456, 17.8633224 50.3536844, 17.863306 50.3536432)",,,,,
258174504,Krótka,residential,False,False,55.128,"LINESTRING (17.8626852 50.3540946, 17.8634263 50.3539456)",,,,,
1054111935,Spółdzielcza,residential,False,True,38.433,"LINESTRING (17.8626852 50.3540946, 17.8628527 50.3544233)",,,,,
1054111935,Spółdzielcza,residential,False,False,47.834,"LINESTRING (17.8630392 50.3548367, 17.8628527 50.3544233)",,,,,
"[196754905, 258174506]","['Plac Karola Miarki', 'Hugona Kołłątaja']",residential,False,"[False, True]",144.128,"LINESTRING (17.8630392 50.3548367, 17.8637921 50.35471, 17.8636844 50.3545073, 17.8634263 50.3539456)",,,,,
"[196754911, 1054111935]","['Ligonia', 'Spółdzielcza']",residential,False,True,102.155,"LINESTRING (17.8630392 50.3548367, 17.8632292 50.3553041, 17.8625813 50.3554422)",,,,,
40739123,Piotra Skargi,primary,False,True,141.871,"LINESTRING (17.8609578 50.3517621, 17.8613163 50.351833, 17.8614021 50.3518469, 17.8614899 50.3518567, 17.861574 50.3518638, 17.862125 50.3518985, 17.8623655 50.3519124, 17.8626191 50.3519322, 17.8626844 50.3519373, 17.8628018 50.3519489, 17.8629238 50.3519703)",40;416,50,2,,
44800548,Piastowska,secondary,True,False,37.262,"LINESTRING (17.8609578 50.3517621, 17.8608439 50.3516749, 17.8607792 50.3516104, 17.8607139 50.3514715)",416,,1,,
258219730,Piotra Skargi,primary,False,False,24.374,"LINESTRING (17.8609578 50.3517621, 17.860852 50.3517467, 17.8607223 50.351738, 17.8606178 50.351741)",40,50,2,,
258219729,Piastowska,secondary_link,True,False,67.178,"LINESTRING (17.8599437 50.3517984, 17.8602945 50.3516968, 17.8604565 50.3516498, 17.8605651 50.3515985, 17.8607139 50.3514715)",,,1,,
436084462,Piastowska,primary,False,True,68.408,"LINESTRING (17.8599437 50.3517984, 17.8595515 50.351832, 17.8591472 50.3518666, 17.8590607 50.3518789, 17.8589913 50.3518909)",40,50,2,,
1188144794,Piastowska,primary,False,False,48.252,"LINESTRING (17.8599437 50.3517984, 17.8605436 50.351747, 17.8606178 50.351741)",40,50,2,,
258219732,Piotra Skargi,residential,False,False,81.984,"LINESTRING (17.8641986 50.3519539, 17.8648504 50.3525627)",,,,,
258219731,Piotra Skargi,residential,False,False,63.656000000000006,"LINESTRING (17.8641986 50.3519539, 17.8643339 50.351905, 17.8646204 50.3518979, 17.8646913 50.3518999, 17.8647383 50.3519207, 17.8649304 50.3520894)",,,,,
258219732,Piotra Skargi,residential,False,True,55.644000000000005,"LINESTRING (17.8641986 50.3519539, 17.8639231 50.3520018, 17.8638602 50.3520265, 17.8636613 50.3521431, 17.8635473 50.3522099)",,,,,
258219731,Piotra Skargi,residential,False,True,63.656000000000006,"LINESTRING (17.8649304 50.3520894, 17.8647383 50.3519207, 17.8646913 50.3518999, 17.8646204 50.3518979, 17.8643339 50.351905, 17.8641986 50.3519539)",,,,,
40739123,Piotra Skargi,primary,False,False,52.134,"LINESTRING (17.8635473 50.3522099, 17.8634215 50.3521376, 17.8633308 50.3520953, 17.8632359 50.3520586, 17.8631027 50.3520129, 17.8629238 50.3519703)",40;416,50,2,,
