osmid,highway,oneway,reversed,length,geometry,width,name,maxspeed,bridge
204667487,tertiary,False,False,43.077,"LINESTRING (16.4453275 50.4143281, 16.4454353 50.4143013, 16.4455296 50.4142874, 16.4456323 50.4142833, 16.4459245 50.4142923)",,,,
"[326286603, 74314876]",residential,False,True,55.159,"LINESTRING (16.4453275 50.4143281, 16.4454691 50.4142515, 16.4456425 50.414169, 16.4457134 50.4141589, 16.4457884 50.4141852, 16.4458671 50.414233, 16.4459245 50.4142923)",6,,,
229932160,tertiary,False,True,108.874,"LINESTRING (16.4453275 50.4143281, 16.4452125 50.4143767, 16.4449028 50.4145203, 16.4445225 50.4146861, 16.4444263 50.4147343, 16.4443567 50.4147727, 16.4442923 50.414816, 16.4441385 50.4149389)",,Wolności,,
229932160,tertiary,False,False,163.198,"LINESTRING (16.4365206 50.4194435, 16.4367434 50.4191225, 16.4368372 50.4190102, 16.4370923 50.4188501, 16.4373207 50.4187168, 16.4377267 50.4184049, 16.4379048 50.4182939)",,Wolności,,
"[74314872, 329026686]",residential,False,False,221.035,"LINESTRING (16.444973 50.4159556, 16.444866 50.4160108, 16.4446287 50.4161609, 16.4444133 50.4163474, 16.4437954 50.4167761, 16.4428399 50.4174023)",6,Szpitalna,50,
488730677,residential,False,False,209.422,"LINESTRING (16.444973 50.4159556, 16.445292 50.4161851, 16.4454132 50.416269, 16.446173 50.4168108, 16.446942 50.4173602)",6,Kościelna,,
488730677,residential,False,True,130.42700000000002,"LINESTRING (16.444973 50.4159556, 16.4447458 50.4157869, 16.4444959 50.415597, 16.4444144 50.4155185, 16.4443552 50.4154449, 16.4443152 50.4153703, 16.4442567 50.415251, 16.4442204 50.415098, 16.4441853 50.4150282, 16.4441385 50.4149389)",6,Kościelna,,
204667487,tertiary,False,True,5.555,"LINESTRING (16.4460028 50.4142948, 16.4459245 50.4142923)",,,,
985530028,residential,False,True,38.812,"LINESTRING (16.4460028 50.4142948, 16.4459981 50.4143457, 16.4459868 50.4143884, 16.4459576 50.4144311, 16.4459083 50.4144613, 16.445859 50.4144833, 16.4456697 50.4145205)",,,,
229932160,tertiary,False,False,108.874,"LINESTRING (16.4441385 50.4149389, 16.4442923 50.414816, 16.4443567 50.4147727, 16.4444263 50.4147343, 16.4445225 50.4146861, 16.4449028 50.4145203, 16.4452125 50.4143767, 16.4453275 50.4143281)",,Wolności,,
229932160,tertiary,False,True,73.84100000000001,"LINESTRING (16.4441385 50.4149389, 16.4439879 50.4150619, 16.4434693 50.4154478)",,Wolności,,
488730677,residential,False,False,130.427,"LINESTRING (16.4441385 50.4149389, 16.4441853 50.4150282, 16.4442204 50.415098, 16.4442567 50.415251, 16.4443152 50.4153703, 16.4443552 50.4154449, 16.4444144 50.4155185, 16.4444959 50.415597, 16.4447458 50.4157869, 16.444973 50.4159556)",6,Kościelna,,
985530028,residential,False,False,38.812,"LINESTRING (16.4456697 50.4145205, 16.445859 50.4144833, 16.4459083 50.4144613, 16.4459576 50.4144311, 16.4459868 50.4143884, 16.4459981 50.4143457, 16.4460028 50.4142948)",,,,
204667487,tertiary,False,False,5.555,"LINESTRING (16.4459245 50.4142923, 16.4460028 50.4142948)",,,,
"[326286603, 74314876]",residential,False,False,55.159,"LINESTRING (16.4459245 50.4142923, 16.4458671 50.414233, 16.4457884 50.4141852, 16.4457134 50.4141589, 16.4456425 50.414169, 16.4454691 50.4142515, 16.4453275 50.4143281)",6,,,
204667487,tertiary,False,True,43.077,"LINESTRING (16.4459245 50.4142923, 16.4456323 50.4142833, 16.4455296 50.4142874, 16.4454353 50.4143013, 16.4453275 50.4143281)",,,,
488730677,residential,False,True,209.422,"LINESTRING (16.446942 50.4173602, 16.446173 50.4168108, 16.4454132 50.416269, 16.445292 50.4161851, 16.444973 50.4159556)",6,Kościelna,,
985966182,residential,False,True,222.82899999999995,"LINESTRING (16.446942 50.4173602, 16.4468672 50.4174011, 16.4466408 50.4175252, 16.4463536 50.4176825, 16.4462554 50.4177363, 16.4460961 50.4177886, 16.4459344 50.4178044, 16.4457919 50.4178037, 16.4453506 50.4177689, 16.4452338 50.4177643, 16.4451313 50.4177694, 16.4450316 50.4177843, 16.4449555 50.4178035, 16.4448751 50.4178324, 16.4446678 50.4179484, 16.4444402 50.4180795, 16.4442823 50.4181865)",,Słoneczna,,
439761917,residential,False,False,62.812,"LINESTRING (16.4442823 50.4181865, 16.4436461 50.4177931)",,Brzozowa,,
228093257,residential,False,True,71.827,"LINESTRING (16.4442823 50.4181865, 16.4441753 50.4182737, 16.4438804 50.4187749)",,Słoneczna,,
