osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,tunnel,bridge
23756561,True,1,109,Rondo Księcia Warcisława III,secondary,50,roundabout,False,13.657,"LINESTRING (15.1963368 53.9110616, 15.1963367 53.911044, 15.1963503 53.9109961, 15.1964003 53.9109477)",,
172964861,True,1,109,Kamieńska,secondary,50,,False,54.569,"LINESTRING (15.1963368 53.9110616, 15.1962362 53.9110076, 15.1960918 53.9109518, 15.1958796 53.9108718, 15.1956654 53.9107727)",,
23756561,True,1,109,Rondo Księcia Warcisława III,secondary,50,roundabout,False,27.575000000000003,"LINESTRING (15.1964003 53.9109477, 15.1964524 53.9109076, 15.1965406 53.9108784, 15.1966402 53.9108675, 15.1967699 53.9108843)",,
23756561,True,1,109,Rondo Księcia Warcisława III,secondary,50,roundabout,False,10.214,"LINESTRING (15.1969521 53.9110294, 15.1969555 53.911055, 15.1969319 53.9111197)",,
194640165,True,1,,3 Maja,residential,,,False,37.494,"LINESTRING (15.1954868 53.9119371, 15.1955456 53.9118046, 15.1955831 53.911717, 15.1956463 53.9116136)",,
194646995,False,,,3 Maja,residential,,,True,135.83599999999998,"LINESTRING (15.1954868 53.9119371, 15.1954712 53.911968, 15.1954088 53.9120914, 15.1953605 53.9122143, 15.1953167 53.9123816, 15.1952915 53.9125982, 15.195294 53.9127481, 15.1953056 53.9128456, 15.1953123 53.9129014, 15.1953759 53.913143)",,
172964863,True,1,109,Kamieńska,secondary,50,,False,52.172999999999995,"LINESTRING (15.1956654 53.9107727, 15.1959365 53.910828, 15.1961557 53.9108944, 15.1962938 53.9109354, 15.1964003 53.9109477)",,
174012569,False,4,,Nadrzeczna,tertiary,50,,True,34.488,"LINESTRING (15.1999458 53.9166754, 15.1997206 53.9167133, 15.1994332 53.916745)",,
219708610,True,2,,Wojska Polskiego,tertiary,50,,False,76.657,"LINESTRING (15.1999458 53.9166754, 15.1999871 53.9168114, 15.2000094 53.9168892, 15.2001148 53.917279, 15.2001416 53.917355)",,
368481550,False,4,,Nadrzeczna,tertiary,,,False,143.013,"LINESTRING (15.1999458 53.9166754, 15.2001485 53.9166521, 15.2002164 53.9166443, 15.2008585 53.9165582, 15.2013837 53.9164871, 15.2015353 53.9164689, 15.20208 53.9164035)",,
23756562,False,,,Księdza Stanisława Ruta,residential,,,True,116.83200000000002,"LINESTRING (15.1943849 53.9155709, 15.1945622 53.9155722, 15.1947755 53.9155479, 15.1959203 53.9154043, 15.1961318 53.9153711)",,
194603930,False,2,105;109,Tadeusza Kościuszki,secondary,50,,False,170.74,"LINESTRING (15.1943849 53.9155709, 15.1942411 53.9153427, 15.1941671 53.9152233, 15.1939421 53.9148603, 15.1938943 53.9147871, 15.1937336 53.9145413, 15.1935501 53.9142381, 15.1934829 53.9141303)",,
219786236,False,,,Księdza Stanisława Ruta,residential,,,False,92.48700000000001,"LINESTRING (15.1943849 53.9155709, 15.1942038 53.9155718, 15.1940256 53.9156028, 15.193459 53.9156825, 15.1930058 53.9157376)",,
368357428,False,2,105;109,Tadeusza Kościuszki,secondary,50,,True,142.519,"LINESTRING (15.1943849 53.9155709, 15.1945174 53.9157572, 15.1945578 53.9158203, 15.194855 53.9162476, 15.1951638 53.9167672)",,
174012392,True,1,,Wojska Polskiego,tertiary,50,,False,94.052,"LINESTRING (15.1989296 53.9132745, 15.1989703 53.9133982, 15.1991369 53.9139049, 15.1991971 53.9141055)",,
219718667,False,,,Kościelna,residential,,,False,88.391,"LINESTRING (15.1989296 53.9132745, 15.1987281 53.9133031, 15.1977613 53.9134155, 15.1976068 53.9134315)",,
"[219718668, 219718669]",False,,,"['Strzelecka', 'Murarska']",residential,,,"[False, True]",349.13700000000006,"LINESTRING (15.1989296 53.9132745, 15.1990353 53.9132538, 15.1990657 53.9132492, 15.1997835 53.9131389, 15.1997691 53.9131136, 15.1997657 53.9131081, 15.1996002 53.9128412, 15.1995618 53.9127754, 15.199411 53.9125168, 15.1989482 53.9116587, 15.1989269 53.9116332, 15.1988443 53.9115771, 15.1987484 53.9115347, 15.1986062 53.911499, 15.1983845 53.9114819, 15.1982887 53.9114833, 15.1981818 53.9114849, 15.1979338 53.9115125, 15.1977115 53.911553, 15.1975558 53.9115969, 15.197466 53.9116443, 15.1974231 53.9116794, 15.1973795 53.9117121)",,
1217954923,True,1,,Wojska Polskiego,tertiary,50,,False,120.57900000000001,"LINESTRING (15.1978212 53.9118448, 15.1981073 53.911865, 15.1982428 53.9119026, 15.1983126 53.9119553, 15.198412 53.9120675, 15.1984438 53.9121332, 15.198629 53.9125161, 15.1987065 53.9126763)",,
"[194603928, 219711923]",False,,,"['Adama Mickiewicza', 'Dworcowa']",residential,,,True,246.897,"LINESTRING (15.1934829 53.9141303, 15.1933033 53.9141649, 15.1930438 53.914223, 15.1923178 53.9143692, 15.1922097 53.9143906, 15.1924561 53.9147862, 15.1925236 53.9148901, 15.1929649 53.9156564, 15.1930058 53.9157376)",,
194603930,False,2,105;109,Tadeusza Kościuszki,secondary,50,,True,170.74000000000004,"LINESTRING (15.1934829 53.9141303, 15.1935501 53.9142381, 15.1937336 53.9145413, 15.1938943 53.9147871, 15.1939421 53.9148603, 15.1941671 53.9152233, 15.1942411 53.9153427, 15.1943849 53.9155709)",,
219786232,False,2,105;109,Tadeusza Kościuszki,secondary,40,,False,64.144,"LINESTRING (15.1934829 53.9141303, 15.1934116 53.9140095, 15.19315 53.9135878)",,
219786235,False,,,Adama Mickiewicza,residential,,,False,145.373,"LINESTRING (15.1934829 53.9141303, 15.1936492 53.9140875, 15.1941248 53.9139959, 15.1946238 53.9138977, 15.1953415 53.9137413, 15.1954409 53.9137202, 15.1955801 53.9137079)",,
298433353,False,,,3 Maja,living_street,20,,True,197.45,"LINESTRING (15.1967319 53.917111, 15.1966874 53.9169751, 15.1966572 53.9168828, 15.1963841 53.9160768, 15.1963707 53.9160375, 15.1962939 53.9158108, 15.1961779 53.9154685, 15.1961318 53.9153711)",,
194646994,True,,,3 Maja,residential,,,False,65.031,"LINESTRING (15.1953759 53.913143, 15.1954612 53.9132982, 15.1955863 53.9135667, 15.195602 53.9136571, 15.1955801 53.9137079)",,
194646995,False,,,3 Maja,residential,,,False,135.836,"LINESTRING (15.1953759 53.913143, 15.1953123 53.9129014, 15.1953056 53.9128456, 15.195294 53.9127481, 15.1952915 53.9125982, 15.1953167 53.9123816, 15.1953605 53.9122143, 15.1954088 53.9120914, 15.1954712 53.911968, 15.1954868 53.9119371)",,
194604411,False,,,1 Maja,residential,,,True,70.036,"LINESTRING (15.2052687 53.9149497, 15.2047653 53.914394)",,
194604411,False,,,1 Maja,residential,,,False,83.822,"LINESTRING (15.2052687 53.9149497, 15.2053618 53.9150559, 15.2054743 53.9151843, 15.2057437 53.9155054, 15.2058334 53.915626)",,
194604411,False,,,1 Maja,residential,,,False,87.83500000000001,"LINESTRING (15.2043213 53.9136516, 15.2043673 53.9137478, 15.2044703 53.9139631, 15.2045361 53.9141007, 15.2046601 53.9142795, 15.2047653 53.914394)",,
194604411,False,,,1 Maja,residential,,,True,214.829,"LINESTRING (15.2043213 53.9136516, 15.2042474 53.9135106, 15.2040807 53.9131926, 15.2037159 53.9125733, 15.2032301 53.9118304)",,
1245274893,False,,,Tenisowa,residential,,,True,74.541,"LINESTRING (15.2043213 53.9136516, 15.2044578 53.9136184, 15.2051862 53.9134461, 15.2053769 53.913401)",,
"[219706930, 1245274894]",False,,,"['Tenisowa', 'Parkowa']",residential,,,False,324.07599999999996,"LINESTRING (15.2043213 53.9136516, 15.2041762 53.9136792, 15.2038126 53.913728, 15.2034714 53.9137735, 15.2030876 53.9137918, 15.2030532 53.9136659, 15.2030223 53.9135909, 15.2028852 53.9131935, 15.2028164 53.9130958, 15.202691 53.9129177, 15.2023906 53.9125543, 15.2021689 53.9122593, 15.2018109 53.9117659)",,
194604411,False,,,1 Maja,residential,,,False,39.272,"LINESTRING (15.2029982 53.9115047, 15.2032301 53.9118304)",,
1194228999,False,,,1 Maja,residential,,,True,48.939,"LINESTRING (15.206131 53.9160297, 15.2060626 53.9159341, 15.2058334 53.915626)",,
"[1194229001, 299470637]",False,2,,Jana Dąbskiego,tertiary,,,True,166.684,"LINESTRING (15.206131 53.9160297, 15.2057624 53.916111, 15.2053036 53.9161979, 15.2050132 53.9162503, 15.2043953 53.9163612, 15.203998 53.9164268, 15.2036983 53.9164669)",,
194604411,False,,,1 Maja,residential,,,False,70.036,"LINESTRING (15.2047653 53.914394, 15.2052687 53.9149497)",,
194604411,False,,,1 Maja,residential,,,True,87.83500000000001,"LINESTRING (15.2047653 53.914394, 15.2046601 53.9142795, 15.2045361 53.9141007, 15.2044703 53.9139631, 15.2043673 53.9137478, 15.2043213 53.9136516)",,
"[596885178, 368352812]",True,"['1', '2']",109,Starogrodzka,secondary,50,,False,75.109,"LINESTRING (15.1979018 53.9106525, 15.1974266 53.910857, 15.1971488 53.9109483, 15.1969521 53.9110294)",,
219717864,True,1,,Wysoka Brama,tertiary,50,,False,61.709,"LINESTRING (15.1971894 53.9116966, 15.1971169 53.9116154, 15.1970161 53.9114655, 15.1969022 53.9112993, 15.1968399 53.9112511, 15.196747 53.9112216)",,
545528023,False,,,,unclassified,,,True,8.559,"LINESTRING (15.1956463 53.9116136, 15.1957534 53.9116577)",,
194640165,True,1,,3 Maja,residential,,,False,73.25299999999999,"LINESTRING (15.1956463 53.9116136, 15.1956901 53.9115458, 15.1957937 53.9114539, 15.1958921 53.9113798, 15.1960316 53.9112952, 15.1962126 53.911207, 15.1962873 53.9111741, 15.1963587 53.9111174)",,
"[1217954923, 219710532]",True,1,,"['Wojska Polskiego', 'Niepodległości']",tertiary,50,,False,33.637,"LINESTRING (15.1973518 53.911947, 15.1974189 53.9119097, 15.1975583 53.9118709, 15.1976835 53.9118535, 15.1978212 53.9118448)",,
219717864,True,1,,Wysoka Brama,tertiary,50,,False,31.968999999999998,"LINESTRING (15.1973518 53.911947, 15.1973699 53.9118418, 15.197321 53.9117817, 15.1971894 53.9116966)",,
298433354,True,,,Wałowa,residential,,,False,146.914,"LINESTRING (15.1963963 53.912857, 15.1963783 53.9127123, 15.1963798 53.9126082, 15.1963938 53.9124872, 15.1964133 53.9123831, 15.1964325 53.9123052, 15.1964555 53.912241, 15.196488 53.9121831, 15.1965709 53.9121025, 15.1966713 53.9120182, 15.1968387 53.9119068, 15.1971894 53.9116966)",,
1217954928,False,,,Wałowa,residential,,,True,85.27499999999999,"LINESTRING (15.1963963 53.912857, 15.196434 53.913082, 15.1964926 53.9135574, 15.1964969 53.9135738, 15.1965093 53.9136208)",,
194603929,False,,,Adama Mickiewicza,residential,,,True,74.564,"LINESTRING (15.1965093 53.9136208, 15.1976354 53.9135222)",,
194603929,False,,,Adama Mickiewicza,residential,,,False,61.624,"LINESTRING (15.1965093 53.9136208, 15.1963952 53.9136324, 15.1960793 53.9136608, 15.195775 53.9136882, 15.1955801 53.9137079)",,
1217954928,False,,,Wałowa,residential,,,False,85.275,"LINESTRING (15.1965093 53.9136208, 15.1964969 53.9135738, 15.1964926 53.9135574, 15.196434 53.913082, 15.1963963 53.912857)",,
1217954929,False,,,Wałowa,residential,30,,True,93.095,"LINESTRING (15.1965093 53.9136208, 15.1965359 53.913709, 15.1966898 53.9142187, 15.196745 53.9143781, 15.1967671 53.9144441)",,
194640157,True,,,Plac Zwycięstwa,residential,,,False,82.566,"LINESTRING (15.1993714 53.9149476, 15.1990265 53.915013, 15.198427 53.915093, 15.1981474 53.9151212)",,
1217954922,True,1,,Wojska Polskiego,tertiary,40,,False,103.296,"LINESTRING (15.1993714 53.9149476, 15.1994046 53.9150455, 15.1995654 53.9155202, 15.1996488 53.9157666, 15.19968 53.9158586)",,
219710532,True,,,Niepodległości,tertiary,50,,False,87.566,"LINESTRING (15.1981474 53.9151212, 15.1980809 53.9149255, 15.1979169 53.9144354, 15.1978934 53.9143481)",,
"[719033624, 194640151]",True,,,Klasztorna,"['living_street', 'residential']",,,False,110.971,"LINESTRING (15.2022276 53.9154611, 15.2023573 53.9156223, 15.2024006 53.9157227, 15.2024171 53.9158188, 15.2023736 53.9159314, 15.2023093 53.9160438, 15.2022106 53.9161785, 15.2021244 53.9162961, 15.2021109 53.9163299, 15.20208 53.9164035)",,
"[219707465, 1252107402, 977930302]",True,,,"['Szewska', 'Klasztorna']","['living_street', 'residential']",,,False,239.797,"LINESTRING (15.2022276 53.9154611, 15.2020749 53.9152814, 15.2019359 53.9151457, 15.2018043 53.9150409, 15.20165 53.9149198, 15.2012366 53.9146391, 15.2011361 53.9146749, 15.2007941 53.9147271, 15.1995284 53.9149249, 15.1993714 53.9149476)",,
194640156,False,,,Bracka,residential,,,True,32.268,"LINESTRING (15.19968 53.9158586, 15.1995443 53.9158563, 15.1991937 53.9158958)",,
"[368481552, 368481553]",True,2,,Wojska Polskiego,tertiary,50,,False,92.488,"LINESTRING (15.19968 53.9158586, 15.1997118 53.9159512, 15.1998737 53.916422, 15.199898 53.9165048, 15.1999458 53.9166754)",,
1217954921,True,,,Bracka,living_street,,,False,172.601,"LINESTRING (15.19968 53.9158586, 15.1997947 53.9158407, 15.2022276 53.9154611)",,
194640148,True,,,Niepodległości,tertiary,50,,False,99.647,"LINESTRING (15.1984166 53.9160032, 15.1983857 53.9159021, 15.1983146 53.9156691, 15.1981664 53.9151836, 15.1981474 53.9151212)",,
194640156,False,,,Bracka,residential,,,False,52.466,"LINESTRING (15.1984166 53.9160032, 15.1985227 53.915974, 15.1991937 53.9158958)",,
"[219704870, 185967030, 368481550]",False,"['2', '4']",,Nadrzeczna,tertiary,,,"[False, True]",89.39399999999999,"LINESTRING (15.20208 53.9164035, 15.2022988 53.9164094, 15.2027144 53.9164374, 15.2030402 53.9164593, 15.2031729 53.9164676, 15.2032841 53.9164731, 15.2034386 53.916478)",,yes
368481550,False,4,,Nadrzeczna,tertiary,,,True,143.013,"LINESTRING (15.20208 53.9164035, 15.2015353 53.9164689, 15.2013837 53.9164871, 15.2008585 53.9165582, 15.2002164 53.9166443, 15.2001485 53.9166521, 15.1999458 53.9166754)",,
759216709,True,,,Nadbrzeżna,residential,,,False,70.21600000000001,"LINESTRING (15.20208 53.9164035, 15.2021065 53.9165163, 15.2022259 53.9170291)",,
174012569,False,4,,Nadrzeczna,tertiary,50,,False,52.998999999999995,"LINESTRING (15.1986384 53.9168347, 15.1988696 53.9168101, 15.1994332 53.916745)",,
194640148,True,,,Niepodległości,tertiary,50,,False,93.592,"LINESTRING (15.1986384 53.9168347, 15.1984425 53.9161004, 15.1984166 53.9160032)",,
194640149,False,,,Wałowa,residential,,,False,156.877,"LINESTRING (15.1986728 53.917125, 15.1984772 53.9171124, 15.1978062 53.9170481, 15.1977191 53.9170307, 15.1976781 53.9169962, 15.1975028 53.9165772, 15.1973822 53.9162174)",,
368481551,True,2,,Niepodległości,tertiary,50,,False,32.361000000000004,"LINESTRING (15.1986728 53.917125, 15.1986467 53.9169284, 15.1986384 53.9168347)",,
194640150,False,,,Elizy Orzeszkowej,residential,,,False,84.336,"LINESTRING (15.1957264 53.9181907, 15.1958637 53.9181918, 15.196829 53.9182094, 15.1970136 53.9182138)",,
194640150,False,,,Elizy Orzeszkowej,residential,,,True,102.876,"LINESTRING (15.1957264 53.9181907, 15.1956046 53.9181881, 15.1947248 53.9181781, 15.1946274 53.9181528, 15.1945164 53.9181049, 15.1941973 53.9180685)",,
368357428,False,2,105;109,Tadeusza Kościuszki,secondary,50,,False,164.94,"LINESTRING (15.1957264 53.9181907, 15.1957307 53.9180852, 15.1957208 53.9176374, 15.1954443 53.9172054, 15.1951638 53.9167672)",,
219710430,True,1,,Górska,residential,40,,False,19.997,"LINESTRING (15.1971549 53.9183604, 15.1971297 53.9182708, 15.1970136 53.9182138)",,
368481546,True,2,,Górska,tertiary,40,,False,26.991,"LINESTRING (15.1971549 53.9183604, 15.1972453 53.9183039, 15.1973044 53.918266, 15.1974771 53.9182153)",,
194604411,False,,,1 Maja,residential,,,True,83.822,"LINESTRING (15.2058334 53.915626, 15.2057437 53.9155054, 15.2054743 53.9151843, 15.2053618 53.9150559, 15.2052687 53.9149497)",,
1194228999,False,,,1 Maja,residential,,,False,48.939,"LINESTRING (15.2058334 53.915626, 15.2060626 53.9159341, 15.206131 53.9160297)",,
194643688,False,,,Adama Rapackiego,residential,,,False,247.20899999999997,"LINESTRING (15.1913085 53.9159322, 15.1913418 53.9160229, 15.1914881 53.9164354, 15.1916956 53.9168615, 15.1919509 53.9172531, 15.1921212 53.9176572, 15.1921962 53.9179822, 15.1922118 53.9180837)",,
219786233,False,,,Księdza Stanisława Ruta,residential,,,True,56.678,"LINESTRING (15.1913085 53.9159322, 15.1915727 53.9159017, 15.191736 53.9158826, 15.1918196 53.9158729, 15.1921576 53.9158336)",,
194643688,False,,,Adama Rapackiego,residential,,,True,247.209,"LINESTRING (15.1922118 53.9180837, 15.1921962 53.9179822, 15.1921212 53.9176572, 15.1919509 53.9172531, 15.1916956 53.9168615, 15.1914881 53.9164354, 15.1913418 53.9160229, 15.1913085 53.9159322)",,
194646978,False,,,11 Listopada,residential,,,True,34.753,"LINESTRING (15.1932822 53.911102, 15.1931562 53.9114056)",,
194646986,False,,,11 Listopada,residential,,,True,182.933,"LINESTRING (15.1959026 53.9112377, 15.1957034 53.9112614, 15.1955095 53.9112874, 15.1953717 53.9113035, 15.1950979 53.9113307, 15.1949959 53.9113542, 15.1947157 53.9114105, 15.1945489 53.9114351, 15.1943793 53.9114425, 15.1940083 53.91144, 15.1931562 53.9114056)",,
194646978,False,,,11 Listopada,residential,,,False,34.753,"LINESTRING (15.1931562 53.9114056, 15.1932822 53.911102)",,
194646978,False,,,11 Listopada,residential,,,True,139.758,"LINESTRING (15.1931562 53.9114056, 15.1930597 53.9116335, 15.1927758 53.912359, 15.1927472 53.9124307, 15.1926853 53.9125025, 15.1926106 53.9125451, 15.192528 53.9125836)",,
194646986,False,,,11 Listopada,residential,,,False,182.93300000000002,"LINESTRING (15.1931562 53.9114056, 15.1940083 53.91144, 15.1943793 53.9114425, 15.1945489 53.9114351, 15.1947157 53.9114105, 15.1949959 53.9113542, 15.1950979 53.9113307, 15.1953717 53.9113035, 15.1955095 53.9112874, 15.1957034 53.9112614, 15.1959026 53.9112377)",,
194646978,False,,,11 Listopada,residential,,,False,139.758,"LINESTRING (15.192528 53.9125836, 15.1926106 53.9125451, 15.1926853 53.9125025, 15.1927472 53.9124307, 15.1927758 53.912359, 15.1930597 53.9116335, 15.1931562 53.9114056)",,
219786232,False,2,105;109,Tadeusza Kościuszki,secondary,40,,False,233.76500000000001,"LINESTRING (15.192528 53.9125836, 15.1923993 53.9123754, 15.1918959 53.9115622, 15.1918191 53.911404, 15.1917767 53.9112896, 15.191741 53.9110477, 15.1917648 53.9107593, 15.191816 53.9105596)",,
219786232,False,2,105;109,Tadeusza Kościuszki,secondary,40,,True,104.614,"LINESTRING (15.192528 53.9125836, 15.1926038 53.9126967, 15.1929101 53.913201, 15.1930753 53.9134674)",,
174012392,True,1,,Wojska Polskiego,tertiary,50,,False,85.89500000000001,"LINESTRING (15.1991896 53.9141826, 15.1992151 53.9142936, 15.1992865 53.9145744, 15.1993308 53.9147698, 15.1993714 53.9149476)",,
194646972,True,,,Plac Zwycięstwa,residential,,,False,86.911,"LINESTRING (15.1978934 53.9143481, 15.198006 53.9143263, 15.1980648 53.9143188, 15.1984544 53.9142707, 15.1991896 53.9141826)",,
219710532,True,,,Niepodległości,tertiary,50,,False,93.40899999999999,"LINESTRING (15.1978934 53.9143481, 15.1978876 53.9143022, 15.1976354 53.9135222)",,
219786232,False,2,105;109,Tadeusza Kościuszki,secondary,40,,True,233.76500000000001,"LINESTRING (15.191816 53.9105596, 15.1917648 53.9107593, 15.191741 53.9110477, 15.1917767 53.9112896, 15.1918191 53.911404, 15.1918959 53.9115622, 15.1923993 53.9123754, 15.192528 53.9125836)",,
219705933,False,,,Leśna,residential,,,False,113.043,"LINESTRING (15.2018338 53.9171935, 15.2016006 53.9172309, 15.2015469 53.9172395, 15.2013438 53.917272, 15.2012023 53.9172947, 15.2011042 53.9173104, 15.2008915 53.9173343, 15.2007203 53.9173428, 15.2005561 53.9173397, 15.2003609 53.9173367, 15.2002321 53.9173425, 15.2001416 53.917355)",,
977927437,True,,,Leśna,residential,,,False,32.142,"LINESTRING (15.2018338 53.9171935, 15.2020161 53.9171272, 15.2021229 53.917052, 15.2022259 53.9170291)",,
759216709,True,,,Nadbrzeżna,residential,,,False,107.16799999999999,"LINESTRING (15.2022259 53.9170291, 15.2022498 53.9171876, 15.2022554 53.9172669, 15.2022453 53.9173215, 15.2022162 53.9173751, 15.2021605 53.9174225, 15.2020698 53.9174589, 15.2019212 53.9175036, 15.2016899 53.9175469, 15.201287 53.9176275)",,
219705933,False,,,Leśna,residential,,,True,113.043,"LINESTRING (15.2001416 53.917355, 15.2002321 53.9173425, 15.2003609 53.9173367, 15.2005561 53.9173397, 15.2007203 53.9173428, 15.2008915 53.9173343, 15.2011042 53.9173104, 15.2012023 53.9172947, 15.2013438 53.917272, 15.2015469 53.9172395, 15.2016006 53.9172309, 15.2018338 53.9171935)",,
"[759216707, 219708611, 759216708]",True,2,,Kamienna Brama,tertiary,50,,False,57.452999999999996,"LINESTRING (15.2001416 53.917355, 15.2001478 53.9173938, 15.200151 53.9174617, 15.2001536 53.9174864, 15.2000946 53.9176949, 15.2000883 53.9177283, 15.200062 53.9178675)",building_passage,
219709357,False,,,Leśna,living_street,,,False,32.819,"LINESTRING (15.2001416 53.917355, 15.1999979 53.9173863, 15.1997981 53.9174017, 15.199652 53.9174074)",,
219705934,False,,,Nadbrzeżna,residential,,,True,84.55100000000002,"LINESTRING (15.201287 53.9176275, 15.2012046 53.9176432, 15.2006978 53.9177397, 15.2003379 53.9178105, 15.2001797 53.9178424, 15.200062 53.9178675)",,
1245274893,False,,,Tenisowa,residential,,,False,74.541,"LINESTRING (15.2053769 53.913401, 15.2051862 53.9134461, 15.2044578 53.9136184, 15.2043213 53.9136516)",,
"[1245274893, 194604414]",False,,,Tenisowa,residential,,,True,94.089,"LINESTRING (15.2053769 53.913401, 15.2061794 53.9132174, 15.2062154 53.9131926, 15.2062164 53.913165, 15.2060427 53.9129056)",,
194604411,False,,,1 Maja,residential,,,True,39.272,"LINESTRING (15.2032301 53.9118304, 15.2029982 53.9115047)",,
194604411,False,,,1 Maja,residential,,,False,214.829,"LINESTRING (15.2032301 53.9118304, 15.2037159 53.9125733, 15.2040807 53.9131926, 15.2042474 53.9135106, 15.2043213 53.9136516)",,
219706617,True,,,Marii Rodziewiczówny,residential,,,False,276.963,"LINESTRING (15.2032301 53.9118304, 15.2035631 53.9117311, 15.2039209 53.91162, 15.2039946 53.9116132, 15.2040565 53.9116199, 15.2041266 53.9116477, 15.2041745 53.9117022, 15.2042357 53.9117886, 15.2042844 53.9118573, 15.2045758 53.9122626, 15.2048992 53.9127232, 15.2053158 53.9133166, 15.2053769 53.913401)",,
194604414,False,,,Tenisowa,residential,,,True,30.506,"LINESTRING (15.2060427 53.9129056, 15.2058446 53.9126573)",,
"[1245274893, 194604414]",False,,,Tenisowa,residential,,,False,94.089,"LINESTRING (15.2060427 53.9129056, 15.2062164 53.913165, 15.2062154 53.9131926, 15.2061794 53.9132174, 15.2053769 53.913401)",,
"[1019091224, 243249727]",False,,,Działkowa,residential,,,False,203.821,"LINESTRING (15.2060427 53.9129056, 15.2061081 53.9127945, 15.2062621 53.9126821, 15.2063871 53.9125986, 15.206548 53.91239, 15.2066124 53.9122383, 15.2066124 53.9119792, 15.2065182 53.9117504, 15.2062275 53.911402, 15.2062064 53.9113479, 15.2061229 53.9112212)",,
194604414,False,,,Tenisowa,residential,,,False,30.506,"LINESTRING (15.2058446 53.9126573, 15.2060427 53.9129056)",,
