osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
186445196,Andrzeja Frycza Modrzewskiego,tertiary,40,False,True,42.962,"LINESTRING (19.8304706 51.5021209, 19.8305547 51.5017381)",,
186465032,Garncarska,residential,40,False,False,93.68299999999999,"LINESTRING (19.8304706 51.5021209, 19.8304049 51.5021148, 19.8291322 51.5019956)",,
"[1128029866, 181417037, 181417038]",Andrzeja Frycza Modrzewskiego,tertiary,40,False,False,308.58000000000004,"LINESTRING (19.8304706 51.5021209, 19.8303776 51.5026795, 19.8303485 51.5028541, 19.8302488 51.5033151, 19.8302183 51.5034558, 19.8301716 51.5036448, 19.8301217 51.5038405, 19.8300567 51.5040647, 19.8300528 51.5041048, 19.8300327 51.504776, 19.8300468 51.5048778)",yes,
186445196,Andrzeja Frycza Modrzewskiego,tertiary,40,False,False,42.962,"LINESTRING (19.8305547 51.5017381, 19.8304706 51.5021209)",,
180618975,1 Maja,residential,40,False,False,246.82799999999997,"LINESTRING (19.8305547 51.5017381, 19.8306287 51.5017407, 19.8319791 51.5017877, 19.8336014 51.5018474, 19.8341147 51.5018663)",,
54162519,Władysława Stanisława Reymonta,tertiary,40,False,False,39.054,"LINESTRING (19.8243217 51.5054033, 19.8237778 51.5054968)",,
182525897,Księdza Jędrzeja Kitowicza,residential,40,False,False,38.367,"LINESTRING (19.8243217 51.5054033, 19.8237772 51.5053386)",,
"[197409896, 197409897, 186465038]",Świętokrzyska,tertiary,40,False,False,393.619,"LINESTRING (19.8243217 51.5054033, 19.8248996 51.5053689, 19.8251637 51.5053497, 19.8254356 51.5053327, 19.8255937 51.5053213, 19.8258355 51.5053043, 19.8270444 51.5052133, 19.827182 51.505199, 19.8291649 51.504961, 19.8297672 51.5049317, 19.8299509 51.5049395)",yes,
1128029864,Plac Władysława Jagiełły,tertiary,40,False,True,9.425,"LINESTRING (19.8325316 51.5056159, 19.8323998 51.5055946)",,
180618911,Wycieczka,residential,40,False,False,148.22,"LINESTRING (19.8325316 51.5056159, 19.8328349 51.505288, 19.8331407 51.5049888, 19.8334216 51.50479, 19.8337034 51.5045043)",,
755198062,Warszawska,tertiary,40,False,False,64.46,"LINESTRING (19.8325316 51.5056159, 19.8329526 51.5057358, 19.8333579 51.5058819)",,
181478265,Łąkowa,residential,40,False,False,96.136,"LINESTRING (19.8333579 51.5058819, 19.8332824 51.5059505, 19.8332391 51.5059887, 19.8325171 51.5065699)",,
"[181478265, 450671307]",Łąkowa,residential,40,False,"[False, True]",234.626,"LINESTRING (19.8333579 51.5058819, 19.8338674 51.505492, 19.834001 51.5054651, 19.8341851 51.5054538, 19.8343426 51.5054618, 19.8344523 51.5054785, 19.8346365 51.5055123, 19.8348423 51.505555, 19.835142 51.5055999, 19.8354453 51.5056201, 19.8358905 51.5056383, 19.8359331 51.5056737, 19.8359911 51.5057218, 19.8362566 51.5058638)",,
755198062,Warszawska,tertiary,40,False,False,111.597,"LINESTRING (19.8333579 51.5058819, 19.8339622 51.5062083, 19.8344964 51.5065892)",,
755198062,Warszawska,tertiary,40,False,True,64.46,"LINESTRING (19.8333579 51.5058819, 19.8329526 51.5057358, 19.8325316 51.5056159)",,
186465032,Garncarska,residential,40,False,True,93.68299999999999,"LINESTRING (19.8291322 51.5019956, 19.8304049 51.5021148, 19.8304706 51.5021209)",,
177201177,Rondo Niepodległości,residential,,True,False,23.282,"LINESTRING (19.8369255 51.4993596, 19.836954 51.4993837, 19.8369691 51.4994121, 19.8369693 51.499442, 19.8369546 51.4994705, 19.8369265 51.4994947, 19.8368877 51.4995124, 19.836842 51.4995216)",,roundabout
177201177,Rondo Niepodległości,residential,,True,False,11.147999999999998,"LINESTRING (19.8366653 51.499421, 19.8366733 51.4993965, 19.8366913 51.499374, 19.8367181 51.4993553, 19.8367518 51.4993416)",,roundabout
177201177,Rondo Niepodległości,residential,,True,False,18.964,"LINESTRING (19.836842 51.4995216, 19.8367964 51.4995218, 19.8367526 51.4995137, 19.8367147 51.4994978, 19.836686 51.4994757, 19.836669 51.4994493, 19.8366653 51.499421)",,roundabout
180618952,Leszka Czarnego,residential,40,False,True,193.08299999999997,"LINESTRING (19.836842 51.4995216, 19.8369927 51.4996888, 19.8371939 51.4998809, 19.8373361 51.5000899, 19.8374323 51.5003167, 19.8374393 51.5005674, 19.8373807 51.5009577, 19.8373296 51.5011664)",,
177201177,Rondo Niepodległości,residential,,True,False,12.935,"LINESTRING (19.8367518 51.4993416, 19.8367965 51.4993332, 19.8368432 51.4993335, 19.8368876 51.4993426, 19.8369255 51.4993596)",,roundabout
180618952,Leszka Czarnego,residential,40,False,False,193.083,"LINESTRING (19.8373296 51.5011664, 19.8373807 51.5009577, 19.8374393 51.5005674, 19.8374323 51.5003167, 19.8373361 51.5000899, 19.8371939 51.4998809, 19.8369927 51.4996888, 19.836842 51.4995216)",,
186453504,Grunwaldzka,residential,40,False,True,248.38100000000003,"LINESTRING (19.8373296 51.5011664, 19.8370116 51.5011358, 19.8362845 51.5011456, 19.8355157 51.5012229, 19.8350029 51.5013643, 19.8341147 51.5018663)",,
180618975,1 Maja,residential,40,False,False,148.524,"LINESTRING (19.8341147 51.5018663, 19.834712 51.5019081, 19.8351972 51.5019359, 19.836242 51.5020374)",,
180618975,1 Maja,residential,40,False,True,246.82799999999997,"LINESTRING (19.8341147 51.5018663, 19.8336014 51.5018474, 19.8319791 51.5017877, 19.8306287 51.5017407, 19.8305547 51.5017381)",,
186453504,Grunwaldzka,residential,40,False,False,248.381,"LINESTRING (19.8341147 51.5018663, 19.8350029 51.5013643, 19.8355157 51.5012229, 19.8362845 51.5011456, 19.8370116 51.5011358, 19.8373296 51.5011664)",,
180618762,Browarna,residential,40,False,True,143.15,"LINESTRING (19.8324618 51.5042546, 19.8323864 51.5044298, 19.8320277 51.5051516, 19.8318427 51.5054826)",,
54162540,Plac Władysława Jagiełły,tertiary,40,False,False,84.45100000000001,"LINESTRING (19.8305536 51.5051496, 19.830738 51.5051929, 19.8316795 51.5054421)",,
54162540,Plac Władysława Jagiełły,tertiary,40,False,True,31.466,"LINESTRING (19.8305536 51.5051496, 19.8304056 51.5051058, 19.8302747 51.5050509, 19.8301693 51.5050005)",,
180618777,Plac Władysława Jagiełły,residential,40,True,False,31.0,"LINESTRING (19.8305536 51.5051496, 19.8304695 51.5052689, 19.8303711 51.5054042)",,
181417041,Plac Władysława Jagiełły,residential,40,True,False,58.487,"LINESTRING (19.8303711 51.5054042, 19.8299863 51.505216, 19.8299676 51.5052056, 19.8299521 51.5051914, 19.8299403 51.5051721, 19.8299352 51.5051529, 19.8299331 51.5051348, 19.8299342 51.5051144, 19.8299401 51.5050923, 19.8299508 51.5050703, 19.8299917 51.505011)",,
1128029865,Plac Władysława Jagiełły,tertiary,40,False,False,12.16,"LINESTRING (19.8316795 51.5054421, 19.8318427 51.5054826)",,
54162540,Plac Władysława Jagiełły,tertiary,40,False,True,84.45100000000001,"LINESTRING (19.8316795 51.5054421, 19.830738 51.5051929, 19.8305536 51.5051496)",,
180618773,Plac Władysława Jagiełły,residential,40,False,True,51.018,"LINESTRING (19.8316795 51.5054421, 19.8315702 51.5055511, 19.8312796 51.5058275)",,
1128029865,Plac Władysława Jagiełły,tertiary,40,False,True,12.16,"LINESTRING (19.8318427 51.5054826, 19.8316795 51.5054421)",,
