osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge
89552374,True,1,227,Powstańców Warszawy,secondary,False,44.063,"LINESTRING (18.6501689 54.2578724, 18.6500845 54.258021, 18.6500773 54.2580513, 18.6500854 54.2581095, 18.6501219 54.2582587)",,,
"[727420543, 175424167]",False,,227,Powstańców Warszawy,secondary,False,123.87,"LINESTRING (18.6501689 54.2578724, 18.6503572 54.257688, 18.6505624 54.2575189, 18.6508267 54.2573327, 18.6510377 54.2572031, 18.651204 54.2571154, 18.6513839 54.2570223)",50,,
502713730,True,1,227,Powstańców Warszawy,secondary,False,39.257999999999996,"LINESTRING (18.6498655 54.2581764, 18.6499411 54.2580869, 18.6500255 54.2579881, 18.6501689 54.2578724)",,,
571305147,True,2,,Powstańców Warszawy,secondary_link,False,19.011000000000003,"LINESTRING (18.6498655 54.2581764, 18.6500778 54.2582467, 18.6501219 54.2582587)",,,
175406112,False,,,Michała Drzymały,residential,False,57.42399999999999,"LINESTRING (18.6513839 54.2570223, 18.6513327 54.256983, 18.6513009 54.25695, 18.6512733 54.2569107, 18.6512507 54.2568288, 18.6511974 54.2566356, 18.6511706 54.2565287)",30,,
"[442745777, 442611669, 727420543]",False,2,227,Powstańców Warszawy,secondary,False,122.45599999999999,"LINESTRING (18.6513839 54.2570223, 18.6518222 54.25682, 18.6520615 54.2567156, 18.6523067 54.2566226, 18.6525769 54.2565232, 18.6527818 54.256468, 18.6529568 54.2564238)",50,,
"[175424167, 727420543]",False,,227,Powstańców Warszawy,secondary,True,123.87,"LINESTRING (18.6513839 54.2570223, 18.651204 54.2571154, 18.6510377 54.2572031, 18.6508267 54.2573327, 18.6505624 54.2575189, 18.6503572 54.257688, 18.6501689 54.2578724)",50,,
89476927,False,,226,Mikołaja Kopernika,secondary,False,46.849000000000004,"LINESTRING (18.6549561 54.2618906, 18.6551371 54.26193, 18.6556305 54.2620401)",50,,
89476927,False,,226,Mikołaja Kopernika,secondary,True,217.06900000000002,"LINESTRING (18.6549561 54.2618906, 18.6545044 54.2617928, 18.6534323 54.2615662, 18.6525909 54.2613962, 18.6520332 54.2612822, 18.6518066 54.2612375)",50,,
"[529968810, 89552371]",True,"['1', '2']",227,Fryderyka Chopina,secondary,False,95.918,"LINESTRING (18.6501659 54.2584622, 18.6501968 54.2585837, 18.6502578 54.2588323, 18.6503052 54.2590289, 18.6504128 54.2593121)",50,,
173682012,True,2,,Powstańców Warszawy,secondary_link,False,24.427999999999997,"LINESTRING (18.6501659 54.2584622, 18.6499152 54.2585397, 18.6498329 54.2585643)",,,
174092139,False,,,Jana Kochanowskiego,residential,True,74.537,"LINESTRING (18.656287 54.2606013, 18.6551549 54.2607112)",30,,
"[174092056, 384894122]",True,,,Słoneczna,residential,False,118.921,"LINESTRING (18.656287 54.2606013, 18.6562758 54.2605591, 18.6561642 54.2601391, 18.6561561 54.2601031, 18.6560848 54.2598349, 18.6560691 54.2597584, 18.6560153 54.2595437)",30,,
174092139,False,,,Jana Kochanowskiego,residential,False,74.537,"LINESTRING (18.6551549 54.2607112, 18.656287 54.2606013)",30,,
175488101,False,,,Stanisława Konarskiego,living_street,False,85.082,"LINESTRING (18.6551549 54.2607112, 18.6553687 54.2614661)",,,
