osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction
1163889855,Bartosza Głowackiego,residential,False,False,46.553,,"LINESTRING (21.4421207 52.4319721, 21.442051 52.4315556)",,
143205369,Warszawska,tertiary,False,False,54.143,50,"LINESTRING (21.4421207 52.4319721, 21.4417428 52.4319207, 21.441625 52.4319137, 21.4413333 52.4318964)",,
158081195,Miodowa,residential,False,True,62.247,,"LINESTRING (21.4417346 52.4295337, 21.4426461 52.4294667)",,
180157797,Bartosza Głowackiego,residential,False,False,88.154,,"LINESTRING (21.4417346 52.4295337, 21.4415905 52.4287458)",,
180157813,Powstańców,residential,False,True,61.524,,"LINESTRING (21.4417346 52.4295337, 21.4408321 52.4295913)",,
180157797,Bartosza Głowackiego,residential,False,True,129.267,,"LINESTRING (21.4417346 52.4295337, 21.4418947 52.4306124, 21.4419064 52.4306915)",,
180157797,Bartosza Głowackiego,residential,False,False,129.267,,"LINESTRING (21.4419064 52.4306915, 21.4418947 52.4306124, 21.4417346 52.4295337)",,
180157835,Szkolna,residential,False,True,36.515,,"LINESTRING (21.4419064 52.4306915, 21.4417773 52.4307, 21.4413709 52.4307266)",,
1163889855,Bartosza Głowackiego,residential,False,True,96.583,,"LINESTRING (21.4419064 52.4306915, 21.4419229 52.4307903, 21.442051 52.4315556)",,
180157781,Adama Mickiewicza,residential,False,False,74.94200000000001,,"LINESTRING (21.4335591 52.4294746, 21.4338655 52.4291937, 21.4341712 52.4289134)",,
257164298,Warszawska,tertiary,False,False,162.278,50,"LINESTRING (21.4335591 52.4294746, 21.4331102 52.429286, 21.4315691 52.4286638)",2,
257164298,Warszawska,tertiary,False,True,84.7,50,"LINESTRING (21.4335591 52.4294746, 21.4341774 52.4297401, 21.4342878 52.4297841, 21.4343862 52.4298221, 21.434476 52.4298489, 21.4345498 52.4298639, 21.4346158 52.4298705)",2,
257164298,Warszawska,tertiary,False,False,84.7,50,"LINESTRING (21.4346158 52.4298705, 21.4345498 52.4298639, 21.434476 52.4298489, 21.4343862 52.4298221, 21.4342878 52.4297841, 21.4341774 52.4297401, 21.4335591 52.4294746)",2,
491876383,Warszawska,tertiary,True,False,26.783000000000005,50,"LINESTRING (21.4346158 52.4298705, 21.4347434 52.429858, 21.4348369 52.4298484, 21.4348999 52.429842, 21.4349557 52.4298341, 21.4350034 52.4298253)",1,
143204825,Warszawska,unclassified,False,False,107.537,,"LINESTRING (21.4386926 52.431674, 21.4387421 52.4316857, 21.4387724 52.4316952, 21.4388194 52.4317142, 21.4388654 52.4317329, 21.439202 52.4318676, 21.4392722 52.4318955, 21.439551 52.4320063, 21.439581 52.4320205, 21.4395995 52.4320341, 21.4396071 52.4320397, 21.4396297 52.432061, 21.4396986 52.4321274, 21.4399227 52.4320589, 21.4399851 52.4320423)",,
143204825,Warszawska,unclassified,False,True,190.38199999999998,,"LINESTRING (21.4386926 52.431674, 21.4386413 52.4316655, 21.4386123 52.4316577, 21.4385418 52.4316289, 21.4380914 52.4314449, 21.4374593 52.4311866, 21.437328 52.431133, 21.4372799 52.4311147, 21.4372496 52.4310955, 21.4372329 52.4310694, 21.4372271 52.4310433, 21.4372327 52.4310086, 21.4372565 52.4309766, 21.437364 52.4308818, 21.4374954 52.4307659, 21.4376308 52.4306432, 21.4377094 52.4305719, 21.4377481 52.4305368)",,
230465032,Warszawska,unclassified,False,False,69.255,,"LINESTRING (21.4386926 52.431674, 21.4387604 52.4316063, 21.4391723 52.4312078, 21.4392357 52.4311465)",,
492094094,Warszawska,tertiary,False,True,111.278,50,"LINESTRING (21.4377481 52.4305368, 21.4391128 52.4310928)",,
143204825,Warszawska,unclassified,False,False,190.38199999999998,,"LINESTRING (21.4377481 52.4305368, 21.4377094 52.4305719, 21.4376308 52.4306432, 21.4374954 52.4307659, 21.437364 52.4308818, 21.4372565 52.4309766, 21.4372327 52.4310086, 21.4372271 52.4310433, 21.4372329 52.4310694, 21.4372496 52.4310955, 21.4372799 52.4311147, 21.437328 52.431133, 21.4374593 52.4311866, 21.4380914 52.4314449, 21.4385418 52.4316289, 21.4386123 52.4316577, 21.4386413 52.4316655, 21.4386926 52.431674)",,
948398150,Warszawska,tertiary,False,False,100.24600000000001,50,"LINESTRING (21.4377481 52.4305368, 21.4369093 52.4301973, 21.4367826 52.4301487, 21.4366898 52.430117, 21.4365943 52.4300927, 21.4364868 52.430073)",3,
31332867,Wiejska,tertiary,False,False,26.411,,"LINESTRING (21.4382267 52.4267857, 21.4385879 52.4268746)",,
31332867,Wiejska,tertiary,False,True,179.352,,"LINESTRING (21.4382267 52.4267857, 21.4380284 52.4267556, 21.4356203 52.4265128)",,
158081197,Nowosadowa,residential,False,True,121.131,,"LINESTRING (21.4412069 52.4280923, 21.4394232 52.4281538)",,
230952837,Polna,tertiary,False,False,23.163,,"LINESTRING (21.4412069 52.4280923, 21.4415167 52.4281801)",,
230952837,Polna,tertiary,False,True,193.755,,"LINESTRING (21.4412069 52.4280923, 21.4400616 52.4276173, 21.4392829 52.4270923, 21.4390264 52.4269844)",,
158081197,Nowosadowa,residential,False,False,121.131,,"LINESTRING (21.4394232 52.4281538, 21.4412069 52.4280923)",,
158081195,Miodowa,residential,False,False,62.247,,"LINESTRING (21.4426461 52.4294667, 21.4417346 52.4295337)",,
230952860,Strażacka,residential,False,False,160.187,,"LINESTRING (21.4314442 52.4264341, 21.4316328 52.4278701)",,
31332867,Wiejska,tertiary,False,False,283.765,,"LINESTRING (21.4314442 52.4264341, 21.434838 52.4264405, 21.4356203 52.4265128)",,
