osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,access,ref,junction
"[27357667, 1157462221]",True,Aleja Solidarności,primary,False,186.343,"['2', '3']","LINESTRING (18.7767616 54.0903497, 18.7771803 54.0908971, 18.777339 54.0911202, 18.7778353 54.0916647, 18.7778587 54.0916998, 18.7778702 54.091717, 18.7779695 54.0918666)",50,,91,
729711818,True,Aleja Solidarności,primary,False,51.336,1,"LINESTRING (18.7769448 54.0907987, 18.7767616 54.0903497)",50,,91,
27357574,True,Braci Grimm,unclassified,False,98.99100000000001,,"LINESTRING (18.7769448 54.0907987, 18.7768805 54.0907392, 18.7768162 54.090605, 18.7767852 54.0905651, 18.7767504 54.09054, 18.7766991 54.0905152, 18.7766308 54.0904997, 18.7765663 54.0904936, 18.776512 54.0904947, 18.7764565 54.0905003, 18.7763965 54.0905138, 18.7763619 54.0905249, 18.7763265 54.0905417, 18.7763032 54.0905607, 18.7762776 54.0905836, 18.7762595 54.0906042, 18.7761322 54.0908507)",,,,
1253213360,True,Rondo Spółdzielców,residential,False,5.508,,"LINESTRING (18.7817523 54.0928209, 18.7817304 54.0928247, 18.7816951 54.0928263, 18.7816691 54.0928243)",,,,roundabout
239933133,False,Franciszka Żwirki,residential,True,84.786,2,"LINESTRING (18.7705346 54.0952881, 18.7706746 54.0952231, 18.7715232 54.094894, 18.7716093 54.0948595)",30,,,
239943560,False,Piotrowo,residential,False,11.239,,"LINESTRING (18.7716455 54.0905755, 18.7715723 54.090484)",,,,
173116277,False,Kubusia Puchatka,residential,False,124.87700000000001,,"LINESTRING (18.7716455 54.0905755, 18.7718931 54.090496, 18.7726833 54.0902421, 18.7727845 54.0902096, 18.7728892 54.0901762, 18.7730816 54.0901126, 18.7732059 54.0900654, 18.7733127 54.090024)",,,,
239943560,False,Piotrowo,residential,True,143.62800000000001,,"LINESTRING (18.7716455 54.0905755, 18.7717545 54.0907202, 18.7720452 54.0911058, 18.7722601 54.0913831, 18.7724089 54.0915771, 18.7724732 54.0916706, 18.7724612 54.0916938, 18.7724298 54.0917608)",,,,
239933133,False,Franciszka Żwirki,residential,False,91.13600000000001,2,"LINESTRING (18.7727742 54.0944067, 18.7721988 54.0946296, 18.7721571 54.0946457, 18.7716808 54.0948303, 18.7716093 54.0948595)",30,,,
239933133,False,Franciszka Żwirki,residential,True,107.52600000000001,2,"LINESTRING (18.7727742 54.0944067, 18.7735886 54.0940822, 18.774138 54.0938632)",30,,,
173110205,False,Janusza Korczaka,residential,True,170.293,,"LINESTRING (18.774138 54.0938632, 18.7740998 54.0938301, 18.7739531 54.0937082, 18.7736745 54.0934424, 18.7735605 54.0933129, 18.773533 54.0932122, 18.7734728 54.0927722, 18.7734248 54.0924322)",30,,,
239933133,False,Franciszka Żwirki,residential,False,107.52600000000001,2,"LINESTRING (18.774138 54.0938632, 18.7735886 54.0940822, 18.7727742 54.0944067)",30,,,
"[239933133, 1147614942]",False,Franciszka Żwirki,residential,True,52.087,2,"LINESTRING (18.774138 54.0938632, 18.7745258 54.0937142, 18.7747736 54.0936158, 18.7748033 54.093604)",30,yes,,
462094619,False,Zygmunta Starego,residential,False,72.338,1,"LINESTRING (18.7751165 54.0929822, 18.7750083 54.093202, 18.7748695 54.0935262, 18.774846 54.0935649, 18.7748033 54.093604)",30,yes,,
"[462094619, 1156991428]",False,Zygmunta Starego,"['residential', 'tertiary']","[False, True]",90.029,1,"LINESTRING (18.7751165 54.0929822, 18.775387 54.0923713, 18.7753936 54.0923565, 18.775478 54.092201)",30,yes,,
"[173116282, 1147614947, 239933139, 1174559743]",False,"['Kazimierza Jagiellończyka', 'Stefana Batorego']",residential,False,351.96599999999995,,"LINESTRING (18.7751165 54.0929822, 18.7751708 54.0929938, 18.7756117 54.0930885, 18.7759032 54.0931698, 18.7759896 54.0932066, 18.7760494 54.0932444, 18.7762223 54.0933918, 18.7762848 54.0934783, 18.7763637 54.093605, 18.7767825 54.0946768, 18.7767507 54.0947117, 18.7766992 54.0947232, 18.7753475 54.0948339, 18.7751303 54.0948508, 18.7750552 54.0948567)",30,yes,,
239943561,False,Plac Patriotów,residential,True,238.632,,"LINESTRING (18.7773983 54.0899918, 18.7775602 54.090149, 18.7777448 54.0903383, 18.7786407 54.0912354, 18.7788525 54.0914475, 18.7791302 54.0917564, 18.7792138 54.0918545)",,,,
48273943,True,Aleja Zwycięstwa,tertiary,False,28.729,,"LINESTRING (18.7837519 54.0901865, 18.7838584 54.0902196, 18.7839458 54.0902719, 18.7839694 54.0903855)",50,,,
"[48273944, 673431579]",False,Wojska Polskiego,tertiary,True,137.975,,"LINESTRING (18.7837519 54.0901865, 18.7843028 54.0899021, 18.7851151 54.0894851, 18.7853389 54.089366)",50,,,
199077039,False,Wojska Polskiego,tertiary,False,121.432,2,"LINESTRING (18.7837519 54.0901865, 18.7830071 54.0905464, 18.7826147 54.0907378, 18.7823208 54.0908851)",50,,,
60579676,True,Jasia i Małgosi,residential,False,135.98,,"LINESTRING (18.7715867 54.0874429, 18.7722262 54.0874079, 18.7725264 54.0874119, 18.7734918 54.0874475, 18.7736668 54.0874455)",,,,
368145277,False,,living_street,True,32.069,,"LINESTRING (18.7715867 54.0874429, 18.7715774 54.0873972, 18.7715221 54.087157)",,,,
729711815,True,Plac Jana Pawła II,primary,False,40.235,3,"LINESTRING (18.7774932 54.0922724, 18.777316 54.0919258)",50,,91,
1156991422,True,Jagiellońska,secondary,False,131.999,2,"LINESTRING (18.7774932 54.0922724, 18.7772443 54.0922777, 18.7771976 54.0922769, 18.7762074 54.0922644, 18.7758981 54.0922422, 18.775843 54.0922402, 18.775478 54.092201)",50,,224,
239933133,False,Franciszka Żwirki,residential,False,84.786,2,"LINESTRING (18.7716093 54.0948595, 18.7715232 54.094894, 18.7706746 54.0952231, 18.7705346 54.0952881)",30,,,
239933133,False,Franciszka Żwirki,residential,True,91.136,2,"LINESTRING (18.7716093 54.0948595, 18.7716808 54.0948303, 18.7721571 54.0946457, 18.7721988 54.0946296, 18.7727742 54.0944067)",30,,,
173110205,False,Janusza Korczaka,residential,False,170.293,,"LINESTRING (18.7734248 54.0924322, 18.7734728 54.0927722, 18.773533 54.0932122, 18.7735605 54.0933129, 18.7736745 54.0934424, 18.7739531 54.0937082, 18.7740998 54.0938301, 18.774138 54.0938632)",30,,,
173116274,False,Czerwonego Kapturka,residential,True,104.446,,"LINESTRING (18.7745065 54.0897687, 18.7744906 54.089574, 18.7744736 54.08934, 18.7743864 54.0890946, 18.7743499 54.0889859, 18.7742992 54.0888402)",,,,
173116277,False,Kubusia Puchatka,residential,True,83.125,,"LINESTRING (18.7745065 54.0897687, 18.774178 54.0898213, 18.7738616 54.0898765, 18.7735618 54.0899539, 18.773429 54.0899887, 18.7733127 54.090024)",,,,
452675298,False,Braci Grimm,residential,False,221.048,,"LINESTRING (18.7745065 54.0897687, 18.7745114 54.0898701, 18.7745232 54.0899627, 18.7745541 54.0902099, 18.7745899 54.0904951, 18.7746151 54.0906181, 18.7746568 54.0907223, 18.7746814 54.0907771, 18.7747045 54.0908207, 18.7747228 54.0908508, 18.7747422 54.0908795, 18.7747757 54.0909177, 18.7748149 54.0909582, 18.7748481 54.0909903, 18.7748857 54.0910231, 18.7749745 54.0910869, 18.775096 54.0911534, 18.7751983 54.0912011, 18.7753073 54.0912438, 18.7754178 54.091278, 18.7755518 54.0913122, 18.7757351 54.0913557, 18.775876 54.0913883)",,,,
173116274,False,Czerwonego Kapturka,residential,False,123.409,,"LINESTRING (18.7737343 54.087783, 18.7738278 54.0879383, 18.7740545 54.0882981, 18.7740739 54.0883301, 18.774144 54.0884457, 18.7742034 54.0886067, 18.7742992 54.0888402)",,,,
173116274,False,Czerwonego Kapturka,residential,True,37.994,,"LINESTRING (18.7737343 54.087783, 18.7736999 54.0877061, 18.7736726 54.0876238, 18.7736695 54.0875758, 18.7736668 54.0874455)",,,,
368166727,False,,living_street,False,29.023,,"LINESTRING (18.7737343 54.087783, 18.7736867 54.0878042, 18.7735436 54.087868, 18.7733801 54.087941)",,,,
173116277,False,Kubusia Puchatka,residential,False,83.125,,"LINESTRING (18.7733127 54.090024, 18.773429 54.0899887, 18.7735618 54.0899539, 18.7738616 54.0898765, 18.774178 54.0898213, 18.7745065 54.0897687)",,,,
173116277,False,Kubusia Puchatka,residential,True,124.87700000000001,,"LINESTRING (18.7733127 54.090024, 18.7732059 54.0900654, 18.7730816 54.0901126, 18.7728892 54.0901762, 18.7727845 54.0902096, 18.7726833 54.0902421, 18.7718931 54.090496, 18.7716455 54.0905755)",,,,
173116288,False,Christiana Andersena,residential,True,138.61200000000002,,"LINESTRING (18.7733127 54.090024, 18.7731837 54.0898981, 18.7726913 54.0894011, 18.7723313 54.0890377, 18.7722475 54.0889454)",,,,
243818618,False,Aleja Zwycięstwa,residential,True,45.949,,"LINESTRING (18.7843137 54.0918414, 18.7840636 54.0918797, 18.7839422 54.091897, 18.783629 54.0919387)",50,,,
603444473,False,Aleja Zwycięstwa,tertiary,True,165.231,,"LINESTRING (18.7843137 54.0918414, 18.7842272 54.0917156, 18.7841208 54.0915167, 18.7840645 54.0913968, 18.7840166 54.0912691, 18.7839876 54.0911543, 18.7839687 54.0910785, 18.7839578 54.0909956, 18.7839448 54.0908846, 18.7839407 54.0907836, 18.7839668 54.0905594, 18.7839694 54.0903855)",50,,,
239933149,False,Mieszka I,residential,True,26.496,,"LINESTRING (18.7805775 54.0864343, 18.7808472 54.0866125)",30,,,
239933149,False,Mieszka I,residential,False,26.496,,"LINESTRING (18.7808472 54.0866125, 18.7805775 54.0864343)",30,,,
"[1252124828, 27357879, 673431580, 1252124829, 1252124830]",False,Grunwaldzka,residential,True,425.57800000000003,,"LINESTRING (18.7808472 54.0866125, 18.7812224 54.0868749, 18.7821669 54.0875454, 18.782476 54.0877629, 18.7831148 54.0882317, 18.7832566 54.0883253, 18.7832965 54.0883516, 18.7842946 54.0888471, 18.7845056 54.0889445, 18.7850243 54.0891839, 18.7852166 54.0892836, 18.7853389 54.089366)",30,,,
173119704,False,Saperska,residential,False,194.291,2,"LINESTRING (18.7820124 54.0929531, 18.7822791 54.0931317, 18.7823323 54.0931693, 18.7824013 54.0932181, 18.7827225 54.0934434, 18.7830772 54.0936912, 18.7836467 54.0940898, 18.78379 54.0941809, 18.7839424 54.094284)",,,,
1204154717,True,Saperska,residential,False,22.7,1,"LINESTRING (18.7820124 54.0929531, 18.7818654 54.0928975, 18.7818353 54.0928811, 18.7818284 54.0928773, 18.7817523 54.0928209)",50,,,
173119704,False,Saperska,residential,True,60.885,2,"LINESTRING (18.7842645 54.0947979, 18.784064 54.0944723, 18.7840293 54.0944156, 18.7839424 54.094284)",,,,
937726931,False,Saperska,residential,False,41.178000000000004,,"LINESTRING (18.7842645 54.0947979, 18.784226 54.0948121, 18.7842042 54.0948313, 18.7841965 54.094854, 18.7842042 54.0948767, 18.7842261 54.0948959, 18.7842589 54.0949088, 18.7842976 54.0949133, 18.7843363 54.0949088, 18.7843691 54.0948959, 18.7843911 54.0948767, 18.7843988 54.094854, 18.7843911 54.0948313, 18.7843691 54.094812, 18.7843363 54.0947992, 18.7842975 54.0947946, 18.7842645 54.0947979)",,,,
937726931,False,Saperska,residential,True,41.178,,"LINESTRING (18.7842645 54.0947979, 18.7842975 54.0947946, 18.7843363 54.0947992, 18.7843691 54.094812, 18.7843911 54.0948313, 18.7843988 54.094854, 18.7843911 54.0948767, 18.7843691 54.0948959, 18.7843363 54.0949088, 18.7842976 54.0949133, 18.7842589 54.0949088, 18.7842261 54.0948959, 18.7842042 54.0948767, 18.7841965 54.094854, 18.7842042 54.0948313, 18.784226 54.0948121, 18.7842645 54.0947979)",,,,
199077039,False,Wojska Polskiego,tertiary,True,106.18599999999999,2,"LINESTRING (18.7810525 54.0914833, 18.7811731 54.0914365, 18.7814472 54.0913052, 18.7818888 54.0910929, 18.7823208 54.0908851)",50,,,
"[447095393, 1252127167]",False,Saperska,residential,True,117.472,3,"LINESTRING (18.7810525 54.0914833, 18.7811555 54.0915638, 18.7812059 54.091655, 18.7813428 54.0920502, 18.781398 54.0922094, 18.7815021 54.0924972)",50,,,
"[1020122512, 1252077554]",False,Wojska Polskiego,tertiary,False,127.30100000000002,3,"LINESTRING (18.7810525 54.0914833, 18.7808843 54.0915407, 18.7807636 54.0915781, 18.7806113 54.0916115, 18.780558 54.0916227, 18.780396 54.0916553, 18.780132 54.0917022, 18.779405 54.091816, 18.7792138 54.0918545)",50,,,
173119704,False,Saperska,residential,False,60.885,2,"LINESTRING (18.7839424 54.094284, 18.7840293 54.0944156, 18.784064 54.0944723, 18.7842645 54.0947979)",,,,
173119704,False,Saperska,residential,True,194.291,2,"LINESTRING (18.7839424 54.094284, 18.78379 54.0941809, 18.7836467 54.0940898, 18.7830772 54.0936912, 18.7827225 54.0934434, 18.7824013 54.0932181, 18.7823323 54.0931693, 18.7822791 54.0931317, 18.7820124 54.0929531)",,,,
239943560,False,Piotrowo,residential,False,143.62800000000001,,"LINESTRING (18.7724298 54.0917608, 18.7724612 54.0916938, 18.7724732 54.0916706, 18.7724089 54.0915771, 18.7722601 54.0913831, 18.7720452 54.0911058, 18.7717545 54.0907202, 18.7716455 54.0905755)",,,,
1156991423,False,Jagiellońska,secondary,True,205.517,2,"LINESTRING (18.7724298 54.0917608, 18.773862 54.0920211, 18.7744908 54.0921299, 18.7749286 54.0921791, 18.775478 54.092201)",40,,224,
"[436362337, 502972930]",False,Jedności Narodu,residential,False,69.38900000000001,,"LINESTRING (18.7807482 54.0952016, 18.7807015 54.0951566, 18.7806578 54.095097, 18.7806195 54.0950311, 18.7805778 54.0949229, 18.7804742 54.0946027)",30,,,
327402871,False,,living_street,True,5.639,,"LINESTRING (18.7804742 54.0946027, 18.7803883 54.0946085)",,,,
"[436362337, 447095395, 1204154719]",False,Jedności Narodu,residential,False,197.39999999999998,,"LINESTRING (18.7804742 54.0946027, 18.7804375 54.0944952, 18.7803307 54.0941426, 18.7803197 54.09407, 18.7803162 54.0939804, 18.7803251 54.093921, 18.7803354 54.0938761, 18.7803498 54.093825, 18.7803847 54.0937448, 18.7804179 54.0936911, 18.7804597 54.0936286, 18.7806864 54.0934183, 18.78104 54.0931846, 18.7812881 54.0930196)",30,,,
"[436362337, 502972930]",False,Jedności Narodu,residential,True,69.389,,"LINESTRING (18.7804742 54.0946027, 18.7805778 54.0949229, 18.7806195 54.0950311, 18.7806578 54.095097, 18.7807015 54.0951566, 18.7807482 54.0952016)",30,,,
462094619,False,Zygmunta Starego,residential,True,72.338,1,"LINESTRING (18.7748033 54.093604, 18.774846 54.0935649, 18.7748695 54.0935262, 18.7750083 54.093202, 18.7751165 54.0929822)",30,yes,,
1097648941,False,Zygmunta Starego,residential,False,140.263,,"LINESTRING (18.7748033 54.093604, 18.7748151 54.093658, 18.7748162 54.0936641, 18.7748701 54.0939544, 18.7749307 54.094247, 18.7749573 54.0943641, 18.7750552 54.0948567)",30,yes,,
"[239933133, 1147614942]",False,Franciszka Żwirki,residential,False,52.087,2,"LINESTRING (18.7748033 54.093604, 18.7747736 54.0936158, 18.7745258 54.0937142, 18.774138 54.0938632)",30,yes,,
368141699,False,,living_street,False,53.353,,"LINESTRING (18.7798641 54.0944995, 18.7796274 54.0949588)",,,,
368141699,False,,living_street,True,36.27,,"LINESTRING (18.7798641 54.0944995, 18.7803351 54.0945966, 18.7803883 54.0946085)",,,,
544758519,False,,living_street,True,102.064,,"LINESTRING (18.7798641 54.0944995, 18.7801141 54.0940385, 18.7801271 54.0939282, 18.7800936 54.0939004, 18.7800672 54.0938773, 18.7802342 54.0936346)",,,,
368141699,False,,living_street,True,53.353,,"LINESTRING (18.7796274 54.0949588, 18.7798641 54.0944995)",,,,
222917746,False,Czerwonego Kapturka,residential,False,41.783,,"LINESTRING (18.773636 54.0865804, 18.773655 54.086956)",,,,
368145277,False,,living_street,False,66.72200000000001,,"LINESTRING (18.773636 54.0865804, 18.7735951 54.0865826, 18.7732675 54.0865988, 18.7726753 54.0867604)",,,,
368145277,False,,living_street,False,104.305,,"LINESTRING (18.7726753 54.0867604, 18.7724905 54.0865439, 18.7719543 54.0867115, 18.7719132 54.0867212, 18.771417 54.0868378)",,,,
368145277,False,,living_street,True,66.72200000000001,,"LINESTRING (18.7726753 54.0867604, 18.7732675 54.0865988, 18.7735951 54.0865826, 18.773636 54.0865804)",,,,
368145278,False,,living_street,True,71.16799999999999,,"LINESTRING (18.7726753 54.0867604, 18.7727017 54.0867956, 18.771777 54.0870558)",,,,
368145277,False,,living_street,False,28.284,,"LINESTRING (18.771417 54.0868378, 18.7715072 54.0870866)",,,,
368145277,False,,living_street,True,104.305,,"LINESTRING (18.771417 54.0868378, 18.7719132 54.0867212, 18.7719543 54.0867115, 18.7724905 54.0865439, 18.7726753 54.0867604)",,,,
368145282,False,,living_street,False,106.397,,"LINESTRING (18.771417 54.0868378, 18.7702392 54.0869788, 18.7702913 54.0872287)",,,,
368145277,False,,living_street,True,7.888,,"LINESTRING (18.7715221 54.087157, 18.7715072 54.0870866)",,,,
368145283,False,,living_street,True,80.67,,"LINESTRING (18.7715221 54.087157, 18.7702913 54.0872287)",,,,
368145277,False,,living_street,False,32.069,,"LINESTRING (18.7715221 54.087157, 18.7715774 54.0873972, 18.7715867 54.0874429)",,,,
222917746,False,Czerwonego Kapturka,residential,True,41.783,,"LINESTRING (18.773655 54.086956, 18.773636 54.0865804)",,,,
222917746,False,Czerwonego Kapturka,residential,False,54.468,,"LINESTRING (18.773655 54.086956, 18.7736764 54.0873217, 18.7736668 54.0874455)",,,,
368145279,False,,living_street,False,139.468,,"LINESTRING (18.773655 54.086956, 18.7735978 54.0869551, 18.7730694 54.0869279, 18.773053 54.0870655, 18.7730386 54.0870874, 18.7730039 54.0871006, 18.7729673 54.0871038, 18.7728677 54.0870949, 18.7726746 54.0870848, 18.7724729 54.087098, 18.771777 54.0870558)",,,,
368145278,False,,living_street,True,17.927,,"LINESTRING (18.771777 54.0870558, 18.7715072 54.0870866)",,,,
368145278,False,,living_street,False,71.16799999999999,,"LINESTRING (18.771777 54.0870558, 18.7727017 54.0867956, 18.7726753 54.0867604)",,,,
368145279,False,,living_street,True,139.468,,"LINESTRING (18.771777 54.0870558, 18.7724729 54.087098, 18.7726746 54.0870848, 18.7728677 54.0870949, 18.7729673 54.0871038, 18.7730039 54.0871006, 18.7730386 54.0870874, 18.773053 54.0870655, 18.7730694 54.0869279, 18.7735978 54.0869551, 18.773655 54.086956)",,,,
60579676,True,Jasia i Małgosi,residential,False,79.87,,"LINESTRING (18.770368 54.0875133, 18.7708426 54.0874856, 18.7715867 54.0874429)",,,,
368145282,False,,living_street,True,32.271,,"LINESTRING (18.770368 54.0875133, 18.770331 54.0874628, 18.7702913 54.0872287)",,,,
368145283,False,,living_street,False,80.67,,"LINESTRING (18.7702913 54.0872287, 18.7715221 54.087157)",,,,
368145282,False,,living_street,False,32.271,,"LINESTRING (18.7702913 54.0872287, 18.770331 54.0874628, 18.770368 54.0875133)",,,,
368145282,False,,living_street,True,106.397,,"LINESTRING (18.7702913 54.0872287, 18.7702392 54.0869788, 18.771417 54.0868378)",,,,
368166727,False,,living_street,False,108.625,,"LINESTRING (18.7733801 54.087941, 18.7736673 54.0884225, 18.7736881 54.0884553, 18.7738564 54.088829, 18.7738081 54.0888643)",,,,
460309357,False,,living_street,False,117.91,,"LINESTRING (18.7733801 54.087941, 18.7733647 54.0879491, 18.7731953 54.0880373, 18.773181 54.0880448, 18.7731985 54.0880681, 18.7735001 54.0884695, 18.773744 54.0888346, 18.7738081 54.0888643)",,,,
368166727,False,,living_street,True,29.023,,"LINESTRING (18.7733801 54.087941, 18.7735436 54.087868, 18.7736867 54.0878042, 18.7737343 54.087783)",,,,
368166727,False,,living_street,True,6.851,,"LINESTRING (18.7738297 54.0889246, 18.7738081 54.0888643)",,,,
368166727,False,,living_street,False,32.035,,"LINESTRING (18.7738297 54.0889246, 18.7742485 54.0888471, 18.7742992 54.0888402)",,,,
1112753485,False,,living_street,False,56.124,,"LINESTRING (18.7738297 54.0889246, 18.7737674 54.0889469, 18.7734459 54.0890621, 18.7730952 54.0891876)",,,,
173116274,False,Czerwonego Kapturka,residential,False,104.44599999999998,,"LINESTRING (18.7742992 54.0888402, 18.7743499 54.0889859, 18.7743864 54.0890946, 18.7744736 54.08934, 18.7744906 54.089574, 18.7745065 54.0897687)",,,,
173116274,False,Czerwonego Kapturka,residential,True,123.40899999999999,,"LINESTRING (18.7742992 54.0888402, 18.7742034 54.0886067, 18.774144 54.0884457, 18.7740739 54.0883301, 18.7740545 54.0882981, 18.7738278 54.0879383, 18.7737343 54.087783)",,,,
368166727,False,,living_street,True,32.035,,"LINESTRING (18.7742992 54.0888402, 18.7742485 54.0888471, 18.7738297 54.0889246)",,,,
173116288,False,Christiana Andersena,residential,False,138.612,,"LINESTRING (18.7722475 54.0889454, 18.7723313 54.0890377, 18.7726913 54.0894011, 18.7731837 54.0898981, 18.7733127 54.090024)",,,,
368166729,False,,living_street,True,83.993,,"LINESTRING (18.7722475 54.0889454, 18.7723574 54.0889086, 18.7726307 54.0888119, 18.7726759 54.0887959, 18.7728295 54.0889428, 18.7730675 54.0891703, 18.7730952 54.0891876)",,,,
173116274,False,Czerwonego Kapturka,residential,False,37.994,,"LINESTRING (18.7736668 54.0874455, 18.7736695 54.0875758, 18.7736726 54.0876238, 18.7736999 54.0877061, 18.7737343 54.087783)",,,,
222917746,False,Czerwonego Kapturka,residential,True,54.468,,"LINESTRING (18.7736668 54.0874455, 18.7736764 54.0873217, 18.773655 54.086956)",,,,
"[48273944, 673431579]",False,Wojska Polskiego,tertiary,False,137.97500000000002,,"LINESTRING (18.7853389 54.089366, 18.7851151 54.0894851, 18.7843028 54.0899021, 18.7837519 54.0901865)",50,,,
"[673431580, 27357879, 1252124828, 1252124829, 1252124830]",False,Grunwaldzka,residential,False,425.578,,"LINESTRING (18.7853389 54.089366, 18.7852166 54.0892836, 18.7850243 54.0891839, 18.7845056 54.0889445, 18.7842946 54.0888471, 18.7832965 54.0883516, 18.7832566 54.0883253, 18.7831148 54.0882317, 18.782476 54.0877629, 18.7821669 54.0875454, 18.7812224 54.0868749, 18.7808472 54.0866125)",30,,,
243818618,False,Aleja Zwycięstwa,residential,False,45.949,,"LINESTRING (18.783629 54.0919387, 18.7839422 54.091897, 18.7840636 54.0918797, 18.7843137 54.0918414)",50,,,
243818618,False,Aleja Zwycięstwa,residential,True,38.16,,"LINESTRING (18.783629 54.0919387, 18.7835588 54.0919477, 18.7832581 54.0919915, 18.7830749 54.0920434)",50,,,
388919215,False,,living_street,False,97.10400000000001,,"LINESTRING (18.783629 54.0919387, 18.7836112 54.091892, 18.7835358 54.0916789, 18.7834845 54.0915357, 18.7834172 54.091323, 18.7833305 54.0910832)",,,,
388919215,False,,living_street,True,97.104,,"LINESTRING (18.7833305 54.0910832, 18.7834172 54.091323, 18.7834845 54.0915357, 18.7835358 54.0916789, 18.7836112 54.091892, 18.783629 54.0919387)",,,,
243818618,False,Aleja Zwycięstwa,residential,False,38.160000000000004,,"LINESTRING (18.7830749 54.0920434, 18.7832581 54.0919915, 18.7835588 54.0919477, 18.783629 54.0919387)",50,,,
243818618,False,Aleja Zwycięstwa,residential,True,46.598,,"LINESTRING (18.7830749 54.0920434, 18.7828726 54.0921389, 18.7827783 54.0921834, 18.7825234 54.0923098)",50,,,
389055439,False,,living_street,False,94.16499999999999,,"LINESTRING (18.7830749 54.0920434, 18.7830322 54.0920102, 18.7830026 54.091909, 18.7827974 54.0912168)",,,,
389055439,False,,living_street,True,94.16499999999999,,"LINESTRING (18.7827974 54.0912168, 18.7830026 54.091909, 18.7830322 54.0920102, 18.7830749 54.0920434)",,,,
243818618,False,Aleja Zwycięstwa,residential,False,46.598,,"LINESTRING (18.7825234 54.0923098, 18.7827783 54.0921834, 18.7828726 54.0921389, 18.7830749 54.0920434)",50,,,
243818618,False,Aleja Zwycięstwa,residential,True,41.010000000000005,,"LINESTRING (18.7825234 54.0923098, 18.7822807 54.0924275, 18.7821453 54.0925058, 18.782062 54.0925595)",50,,,
389055444,False,,living_street,False,98.239,,"LINESTRING (18.7825234 54.0923098, 18.7824939 54.0921126, 18.7824848 54.0920845, 18.7822768 54.091439)",,,,
389055444,False,,living_street,True,98.239,,"LINESTRING (18.7822768 54.091439, 18.7824848 54.0920845, 18.7824939 54.0921126, 18.7825234 54.0923098)",,,,
243818618,False,Aleja Zwycięstwa,residential,False,41.010000000000005,,"LINESTRING (18.782062 54.0925595, 18.7821453 54.0925058, 18.7822807 54.0924275, 18.7825234 54.0923098)",50,,,
1204154714,True,Aleja Zwycięstwa,residential,False,23.546,1,"LINESTRING (18.782062 54.0925595, 18.7819567 54.0926496, 18.7819369 54.0926645, 18.7818491 54.0927304)",50,,,
1204154719,False,Jedności Narodu,residential,True,11.862,,"LINESTRING (18.781409 54.0929399, 18.7812881 54.0930196)",30,,,
447095396,True,Jedności Narodu,residential,False,20.903,1,"LINESTRING (18.781409 54.0929399, 18.78146 54.0928595, 18.7815722 54.0927813)",50,,,
