osmid,name,highway,oneway,reversed,length,bridge,lanes,geometry,maxspeed
"[108033299, 77417659]","['Brzozowa', 'Pocztowa']",residential,False,True,418.66800000000006,,,"LINESTRING (19.959872 49.6083365, 19.9598855 49.60838, 19.9600436 49.60892, 19.9600781 49.6090645, 19.9601093 49.6092091, 19.9601633 49.6094591, 19.9602206 49.609724, 19.960216 49.6097772, 19.960212 49.6098234, 19.9602097 49.6098493, 19.9601204 49.6099059, 19.9598453 49.6099697, 19.9596909 49.6099886, 19.9594042 49.6100238, 19.9593916 49.6099984, 19.9593263 49.6098669, 19.9591833 49.6095788, 19.9590544 49.6093191, 19.9589493 49.6091074, 19.9589049 49.6090179, 19.9587595 49.6087248, 19.9587474 49.6087004, 19.9586375 49.6084841, 19.9586198 49.6084309)",
648759000,Władysława Orkana,residential,False,False,186.85799999999998,,,"LINESTRING (19.959872 49.6083365, 19.9603083 49.60831, 19.9604991 49.6082967, 19.9607718 49.6082778, 19.9616409 49.6082042, 19.9618946 49.6081809, 19.9620482 49.6081677, 19.962137 49.6081581, 19.9622332 49.6081469, 19.9623343 49.608133, 19.9624414 49.6081165)",
372344221,Marii Skłodowskiej-Curie,residential,False,True,76.302,,,"LINESTRING (19.9664085 49.605682, 19.9665385 49.6056637, 19.9672786 49.6055434, 19.9674366 49.6055179)",
"[585715777, 913589598]",Nowy Świat,tertiary,False,False,146.048,,,"LINESTRING (19.9664085 49.605682, 19.9664243 49.6057345, 19.9665241 49.6060667, 19.9665829 49.6062557, 19.9666569 49.6064934, 19.9667402 49.606763, 19.9667487 49.6068161, 19.9667473 49.6068618, 19.9667422 49.6069085, 19.9667198 49.6069408, 19.9666922 49.6069648)",
585715777,Nowy Świat,tertiary,False,True,129.343,,,"LINESTRING (19.9664085 49.605682, 19.9663734 49.6055616, 19.9663347 49.6054304, 19.9663217 49.605386, 19.9662766 49.6052207, 19.966249 49.605087, 19.9662128 49.6046864, 19.9661986 49.6045288)",
585715777,Nowy Świat,tertiary,False,False,129.343,,,"LINESTRING (19.9661986 49.6045288, 19.9662128 49.6046864, 19.966249 49.605087, 19.9662766 49.6052207, 19.9663217 49.605386, 19.9663347 49.6054304, 19.9663734 49.6055616, 19.9664085 49.605682)",
108033298,Roztoki,residential,False,False,231.39699999999996,,,"LINESTRING (19.9575243 49.60851, 19.9575553 49.6085587, 19.9576638 49.6087658, 19.95772 49.6088732, 19.9577445 49.60892, 19.9577746 49.6089775, 19.9579113 49.6092388, 19.9579797 49.6093697, 19.9580317 49.6094691, 19.9580417 49.6094882, 19.9581687 49.6097418, 19.9582095 49.6098231, 19.958272 49.609948, 19.9583922 49.6101582, 19.9585012 49.6103665, 19.9585339 49.6104291, 19.9585603 49.6104795)",
648759000,Władysława Orkana,residential,False,False,79.426,,,"LINESTRING (19.9575243 49.60851, 19.9580326 49.6084731, 19.9583811 49.6084493, 19.9586198 49.6084309)",
108033298,Roztoki,residential,False,True,231.39699999999996,,,"LINESTRING (19.9585603 49.6104795, 19.9585339 49.6104291, 19.9585012 49.6103665, 19.9583922 49.6101582, 19.958272 49.609948, 19.9582095 49.6098231, 19.9581687 49.6097418, 19.9580417 49.6094882, 19.9580317 49.6094691, 19.9579797 49.6093697, 19.9579113 49.6092388, 19.9577746 49.6089775, 19.9577445 49.60892, 19.95772 49.6088732, 19.9576638 49.6087658, 19.9575553 49.6085587, 19.9575243 49.60851)",
"[274798672, 104446525]",Jana Pawła II,residential,False,False,124.408,,,"LINESTRING (19.9663823 49.6093271, 19.9665651 49.6092445, 19.9668088 49.6091343, 19.967157 49.6089775, 19.9673882 49.6088739, 19.9675227 49.6088132, 19.9678055 49.6086938)",
104446525,Jana Pawła II,residential,False,True,96.007,,,"LINESTRING (19.9663823 49.6093271, 19.9659128 49.6095434, 19.9658881 49.6095548, 19.9655317 49.6097134, 19.9652886 49.6098202)",
"[374572040, 372717933]",Aleja Tysiąclecia,residential,False,True,19.332,yes,,"LINESTRING (19.9663823 49.6093271, 19.9663423 49.6092863, 19.9663263 49.6092698, 19.9662398 49.6091798)",
"[374572024, 374572025, 241179003]",,residential,False,False,43.512,yes,,"LINESTRING (19.9685032 49.6079179, 19.9685343 49.6079539, 19.9686093 49.6080407, 19.9687983 49.6082593)",
241178997,Poniatowskiego,residential,False,True,86.328,,2,"LINESTRING (19.9687983 49.6082593, 19.96878 49.6082674, 19.9687313 49.6082893, 19.9680637 49.6085851, 19.9678055 49.6086938)",50
"[374572024, 374572025, 241179003]",,residential,False,True,43.512,yes,,"LINESTRING (19.9687983 49.6082593, 19.9686093 49.6080407, 19.9685343 49.6079539, 19.9685032 49.6079179)",
244388851,Tadeusza Kościuszki,residential,False,False,150.868,,,"LINESTRING (19.9658389 49.6111664, 19.9657265 49.6110249, 19.9657233 49.6110208, 19.965575 49.610876, 19.9654493 49.6107533, 19.9654005 49.6107056, 19.9653106 49.6106312, 19.9651155 49.6104697, 19.9648521 49.6103205, 19.9647397 49.6102642, 19.9646172 49.6102018, 19.9645364 49.610122)",
372344221,Marii Skłodowskiej-Curie,residential,False,False,76.30199999999999,,,"LINESTRING (19.9674366 49.6055179, 19.9672786 49.6055434, 19.9665385 49.6056637, 19.9664085 49.605682)",
"[374572040, 372717933]",Aleja Tysiąclecia,residential,False,False,19.332,yes,,"LINESTRING (19.9662398 49.6091798, 19.9663263 49.6092698, 19.9663423 49.6092863, 19.9663823 49.6093271)",
372717934,Aleja Tysiąclecia,residential,True,False,222.73900000000003,,,"LINESTRING (19.9662398 49.6091798, 19.9662258 49.6091628, 19.9662049 49.609128, 19.9662172 49.6090689, 19.9662794 49.6090351, 19.9665493 49.6089445, 19.9665985 49.6089274, 19.9668648 49.6088207, 19.9671161 49.6087108, 19.9674096 49.6085466, 19.9675588 49.6084513, 19.9680084 49.6081641, 19.9680627 49.6081294, 19.9681498 49.6080738, 19.9685032 49.6079179)",
