osmid,name,highway,oneway,reversed,length,bridge,lanes,geometry,maxspeed
"[75005120, 75005117, 75005112, 892989337, 958614301]",Fryderyka Chopina,tertiary,False,True,300.716,yes,2,"LINESTRING (19.9652886 49.6098202, 19.9652188 49.6097471, 19.9651245 49.6096557, 19.9650736 49.6096051, 19.9649761 49.6095042, 19.9647132 49.6092321, 19.9646969 49.609216, 19.9645831 49.6091033, 19.9643911 49.6089725, 19.9640708 49.6088792, 19.9635731 49.6087876, 19.9629226 49.6086679, 19.9627376 49.6086131, 19.9626436 49.6085454, 19.9625313 49.6083628, 19.9624821 49.6082279, 19.9624414 49.6081165)",
104446525,Jana Pawła II,residential,False,False,96.007,,,"LINESTRING (19.9652886 49.6098202, 19.9655317 49.6097134, 19.9658881 49.6095548, 19.9659128 49.6095434, 19.9663823 49.6093271)",
244389402,Jana Pawła II,tertiary,False,True,63.789,,,"LINESTRING (19.9652886 49.6098202, 19.9651142 49.6099007, 19.9645364 49.610122)",
"[274798675, 75005101]",,tertiary,True,False,110.438,,,"LINESTRING (19.9643441 49.6071451, 19.9642382 49.6071873, 19.9641944 49.6072182, 19.9641649 49.6072595, 19.964143 49.6073182, 19.9641163 49.6074366, 19.9640785 49.6076167, 19.9640634 49.6076704, 19.9640405 49.6077068, 19.964014 49.607735, 19.9639551 49.6077796, 19.963864 49.6078124, 19.9637653 49.6078311, 19.9635458 49.6078508)",30
75005105,Parkowa,tertiary,False,False,170.77200000000002,,,"LINESTRING (19.9643441 49.6071451, 19.9643531 49.6071445, 19.9644317 49.6071394, 19.9661431 49.6070288, 19.9664712 49.6070073, 19.9665543 49.6069992, 19.9666268 49.6069851, 19.9666922 49.6069648)",
648759000,Władysława Orkana,residential,False,False,90.836,,,"LINESTRING (19.9586198 49.6084309, 19.959872 49.6083365)",
"[108033299, 77417659]","['Brzozowa', 'Pocztowa']",residential,False,False,418.6680000000001,,,"LINESTRING (19.9586198 49.6084309, 19.9586375 49.6084841, 19.9587474 49.6087004, 19.9587595 49.6087248, 19.9589049 49.6090179, 19.9589493 49.6091074, 19.9590544 49.6093191, 19.9591833 49.6095788, 19.9593263 49.6098669, 19.9593916 49.6099984, 19.9594042 49.6100238, 19.9596909 49.6099886, 19.9598453 49.6099697, 19.9601204 49.6099059, 19.9602097 49.6098493, 19.960212 49.6098234, 19.960216 49.6097772, 19.9602206 49.609724, 19.9601633 49.6094591, 19.9601093 49.6092091, 19.9600781 49.6090645, 19.9600436 49.60892, 19.9598855 49.60838, 19.959872 49.6083365)",
648759000,Władysława Orkana,residential,False,True,79.42599999999999,,,"LINESTRING (19.9586198 49.6084309, 19.9583811 49.6084493, 19.9580326 49.6084731, 19.9575243 49.60851)",
75005109,,tertiary,True,False,108.435,,,"LINESTRING (19.9635458 49.6078508, 19.9637273 49.6077942, 19.9638168 49.6077572, 19.9638933 49.6077189, 19.9639305 49.6076856, 19.9639577 49.6076499, 19.9639803 49.6076102, 19.9639944 49.6075545, 19.9640381 49.6073129, 19.9640545 49.6072679, 19.9640761 49.6072307, 19.9641088 49.6072012, 19.9641607 49.6071709, 19.964231 49.6071529, 19.9643441 49.6071451)",
"[274798674, 104446522]",Władysława Orkana,tertiary,False,True,84.91600000000003,,,"LINESTRING (19.9635458 49.6078508, 19.963423 49.6078766, 19.9631996 49.607927, 19.9629599 49.6079832, 19.9626749 49.6080587, 19.9626135 49.608075, 19.9625738 49.6080855, 19.9624414 49.6081165)",
"[75005120, 75005117, 75005112, 892989337, 958614301]",Fryderyka Chopina,tertiary,False,False,300.71600000000007,yes,2,"LINESTRING (19.9624414 49.6081165, 19.9624821 49.6082279, 19.9625313 49.6083628, 19.9626436 49.6085454, 19.9627376 49.6086131, 19.9629226 49.6086679, 19.9635731 49.6087876, 19.9640708 49.6088792, 19.9643911 49.6089725, 19.9645831 49.6091033, 19.9646969 49.609216, 19.9647132 49.6092321, 19.9649761 49.6095042, 19.9650736 49.6096051, 19.9651245 49.6096557, 19.9652188 49.6097471, 19.9652886 49.6098202)",
"[104446522, 274798674]",Władysława Orkana,tertiary,False,False,84.916,,,"LINESTRING (19.9624414 49.6081165, 19.9625738 49.6080855, 19.9626135 49.608075, 19.9626749 49.6080587, 19.9629599 49.6079832, 19.9631996 49.607927, 19.963423 49.6078766, 19.9635458 49.6078508)",
648759000,Władysława Orkana,residential,False,True,186.85799999999998,,,"LINESTRING (19.9624414 49.6081165, 19.9623343 49.608133, 19.9622332 49.6081469, 19.962137 49.6081581, 19.9620482 49.6081677, 19.9618946 49.6081809, 19.9616409 49.6082042, 19.9607718 49.6082778, 19.9604991 49.6082967, 19.9603083 49.60831, 19.959872 49.6083365)",
75005105,Parkowa,tertiary,False,True,170.772,,,"LINESTRING (19.9666922 49.6069648, 19.9666268 49.6069851, 19.9665543 49.6069992, 19.9664712 49.6070073, 19.9661431 49.6070288, 19.9644317 49.6071394, 19.9643531 49.6071445, 19.9643441 49.6071451)",
"[585715777, 913589598]",Nowy Świat,tertiary,False,True,146.048,,,"LINESTRING (19.9666922 49.6069648, 19.9667198 49.6069408, 19.9667422 49.6069085, 19.9667473 49.6068618, 19.9667487 49.6068161, 19.9667402 49.606763, 19.9666569 49.6064934, 19.9665829 49.6062557, 19.9665241 49.6060667, 19.9664243 49.6057345, 19.9664085 49.605682)",
244388851,Tadeusza Kościuszki,residential,False,True,150.86800000000002,,,"LINESTRING (19.9645364 49.610122, 19.9646172 49.6102018, 19.9647397 49.6102642, 19.9648521 49.6103205, 19.9651155 49.6104697, 19.9653106 49.6106312, 19.9654005 49.6107056, 19.9654493 49.6107533, 19.965575 49.610876, 19.9657233 49.6110208, 19.9657265 49.6110249, 19.9658389 49.6111664)",
244389402,Jana Pawła II,tertiary,False,False,63.789,,,"LINESTRING (19.9645364 49.610122, 19.9651142 49.6099007, 19.9652886 49.6098202)",
241178997,Poniatowskiego,residential,False,False,86.328,,2,"LINESTRING (19.9678055 49.6086938, 19.9680637 49.6085851, 19.9687313 49.6082893, 19.96878 49.6082674, 19.9687983 49.6082593)",50
"[274798672, 104446525]",Jana Pawła II,residential,False,True,124.40799999999999,,,"LINESTRING (19.9678055 49.6086938, 19.9675227 49.6088132, 19.9673882 49.6088739, 19.967157 49.6089775, 19.9668088 49.6091343, 19.9665651 49.6092445, 19.9663823 49.6093271)",
648759000,Władysława Orkana,residential,False,True,90.836,,,"LINESTRING (19.959872 49.6083365, 19.9586198 49.6084309)",
