osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,bridge,ref,junction
522226962,tertiary,50,False,True,20.009,,,"LINESTRING (20.167806 51.2439858, 20.1676608 51.2438305)",,,
310757750,tertiary,50,False,False,327.303,2,Przedborska,"LINESTRING (20.167806 51.2439858, 20.167825 51.2440068, 20.1691989 51.245489, 20.1702142 51.2463719, 20.1703271 51.2464662)",,,
1022092697,residential,,True,False,34.861000000000004,,,"LINESTRING (20.167806 51.2439858, 20.1676879 51.2439651, 20.1676427 51.2439605, 20.1675914 51.2439598, 20.1675144 51.2439607, 20.1673104 51.2439631)",,,
54161485,tertiary,50,False,False,10.029,2,Polna,"LINESTRING (20.1661591 51.2483893, 20.1660518 51.2484495)",,,
103287960,residential,,False,True,8.884,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1661591 51.2483893, 20.166224 51.2484581)",,,
"[948785560, 521879783, 54161485, 948785559]",tertiary,50,False,True,360.425,2,Polna,"LINESTRING (20.1661591 51.2483893, 20.167612 51.2477229, 20.1679179 51.2475807, 20.1680249 51.247531, 20.1680313 51.247528, 20.1680618 51.2475138, 20.1689118 51.2471071, 20.1689966 51.2470665, 20.1702581 51.2464952, 20.1703271 51.2464662)",yes,,
310757750,tertiary,50,False,False,75.916,2,Przedborska,"LINESTRING (20.1703271 51.2464662, 20.1709212 51.2469395, 20.1710034 51.2470018)",,,
310757750,tertiary,50,False,True,327.30300000000005,2,Przedborska,"LINESTRING (20.1703271 51.2464662, 20.1702142 51.2463719, 20.1691989 51.245489, 20.167825 51.2440068, 20.167806 51.2439858)",,,
"[948785560, 54161485, 948785559, 521879783]",tertiary,50,False,False,360.42499999999995,2,Polna,"LINESTRING (20.1703271 51.2464662, 20.1702581 51.2464952, 20.1689966 51.2470665, 20.1689118 51.2471071, 20.1680618 51.2475138, 20.1680313 51.247528, 20.1680249 51.247531, 20.1679179 51.2475807, 20.167612 51.2477229, 20.1661591 51.2483893)",yes,,
758092336,primary,,False,True,25.054,2,Piotrkowska,"LINESTRING (20.1708406 51.2514118, 20.1706379 51.251598)",,74,
1103507151,primary,,False,False,27.99,2,Piotrkowska,"LINESTRING (20.1708406 51.2514118, 20.1710386 51.2511927)",,74,
174764333,secondary_link,50,True,False,18.398,,Opoczyńska,"LINESTRING (20.1708406 51.2514118, 20.1709211 51.2514059, 20.1710229 51.2514219, 20.1710841 51.2514525)",,726,
54161499,primary,50,True,False,31.573999999999998,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1720073 51.2467885, 20.1719242 51.2468796, 20.17191 51.2469833, 20.1719271 51.2470575)",,74,
"[758092344, 54161500]",primary,50,False,False,69.359,2,Szeroka,"LINESTRING (20.1720073 51.2467885, 20.1721476 51.2467634, 20.17258 51.2466839, 20.1727719 51.246642, 20.1729558 51.2465984)",,74,
342064403,primary,40,False,True,15.896,2,Plac 900-lecia,"LINESTRING (20.174296 51.2459186, 20.1741799 51.2460417)",,74,
54161493,secondary,50,True,False,42.177,1,Plac 900-lecia,"LINESTRING (20.174296 51.2459186, 20.1743832 51.2459685, 20.1744707 51.2460036, 20.1745338 51.2460223, 20.1746103 51.2460415, 20.1746943 51.2460567, 20.1748356 51.2460747)",,746,
"[527100520, 342064403]",primary,40,False,False,230.747,2,"['17 Stycznia', 'Plac 900-lecia']","LINESTRING (20.174296 51.2459186, 20.1744926 51.2456581, 20.1745499 51.2455809, 20.1750311 51.2448032, 20.1755826 51.2440069)",,74,
342064403,primary,40,False,False,15.896,2,Plac 900-lecia,"LINESTRING (20.1741799 51.2460417, 20.174296 51.2459186)",,74,
"[758092345, 54161500]",primary,,False,True,106.629,"['2', '3']",Szeroka,"LINESTRING (20.1741799 51.2460417, 20.1739961 51.2461745, 20.1736582 51.2463627, 20.1734608 51.2464436, 20.1733017 51.246501, 20.1731415 51.2465483, 20.1729558 51.2465984)",,74,
54161374,secondary,50,True,False,46.542,1,Plac 900-lecia,"LINESTRING (20.1748356 51.2460747, 20.1746452 51.2460881, 20.1745716 51.246092, 20.1744928 51.2460915, 20.174385 51.2460813, 20.1742842 51.2460677, 20.1741799 51.2460417)",,746,
667014234,secondary,50,False,False,164.265,2,Konecka,"LINESTRING (20.1748356 51.2460747, 20.1750478 51.2460661, 20.1753 51.24605, 20.1760402 51.245962, 20.1764882 51.2459033, 20.1767966 51.2458613, 20.176987 51.2458411, 20.17716 51.24583)",,746,
103287950,residential,,False,True,228.44099999999997,,Źródlana,"LINESTRING (20.17716 51.24583, 20.1771695 51.2458682, 20.1772039 51.2460066, 20.1774464 51.2466972, 20.1774703 51.2469174, 20.177641 51.2473428, 20.1777373 51.2475665, 20.1778528 51.2478345)",,,
667014233,secondary,,False,False,123.563,2,Konecka,"LINESTRING (20.17716 51.24583, 20.1776091 51.2458167, 20.1789332 51.2457776)",,746,
667014234,secondary,50,False,True,164.265,2,Konecka,"LINESTRING (20.17716 51.24583, 20.176987 51.2458411, 20.1767966 51.2458613, 20.1764882 51.2459033, 20.1760402 51.245962, 20.1753 51.24605, 20.1750478 51.2460661, 20.1748356 51.2460747)",,746,
1103507151,primary,,False,True,27.99,2,Piotrkowska,"LINESTRING (20.1710386 51.2511927, 20.1708406 51.2514118)",,74,
54161498,secondary,50,True,False,29.104,,Opoczyńska,"LINESTRING (20.1710386 51.2511927, 20.1710568 51.2513592, 20.1710841 51.2514525)",,726,
395134729,primary,40,False,False,146.545,2,Wolności,"LINESTRING (20.1710386 51.2511927, 20.1712 51.25095, 20.1712588 51.2508128, 20.1712778 51.2507685, 20.17138 51.25053, 20.1714181 51.2501721, 20.1714231 51.2501251, 20.1714459 51.2499112)",,74,
54161498,secondary,50,True,False,36.549,,Opoczyńska,"LINESTRING (20.1710841 51.2514525, 20.17122 51.25177)",,726,
103287918,residential,,False,False,68.203,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.166224 51.2484581, 20.1661142 51.2490676)",,,
103287960,residential,,False,False,8.884,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.166224 51.2484581, 20.1661591 51.2483893)",,,
103287960,residential,,False,True,358.32899999999995,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.166224 51.2484581, 20.1671982 51.2484777, 20.1675402 51.2485, 20.1678001 51.2485285, 20.1686321 51.248635, 20.1687346 51.2486374, 20.1688185 51.2486371, 20.1693583 51.2486167, 20.1694591 51.2486104, 20.1697961 51.2486007, 20.1698686 51.2486061, 20.1699435 51.2486202, 20.1700768 51.2486689, 20.1701265 51.2486888, 20.170149 51.2487038, 20.1701669 51.2487232, 20.1702004 51.2487687, 20.1702384 51.2488053, 20.1702759 51.248841, 20.1703239 51.2488687, 20.170365 51.2488881, 20.1704143 51.2489149, 20.1704569 51.2489397, 20.1705078 51.2489863, 20.1705898 51.2491037, 20.1706233 51.2491889, 20.1706671 51.2493265)",,,
667014232,residential,,False,True,36.235,,Topolowa,"LINESTRING (20.1780227 51.2481562, 20.1775078 51.2481081)",,,
103287928,residential,,False,True,37.951,,,"LINESTRING (20.1780227 51.2481562, 20.1779665 51.2480966, 20.1779315 51.2480352, 20.1778966 51.2479663, 20.1778528 51.2478345)",,,
54161494,primary,,False,True,129.619,2,Wolności,"LINESTRING (20.1716796 51.2487566, 20.1716554 51.2488344, 20.1715197 51.2492852, 20.1714459 51.2499112)",,74,
103287939,residential,,True,False,50.86,,,"LINESTRING (20.1716796 51.2487566, 20.1717942 51.2487705, 20.1724082 51.2487698)",,,
527098699,primary,50,False,False,70.986,2,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1716796 51.2487566, 20.1718331 51.2482885, 20.1718341 51.2482857, 20.1718712 51.2481773, 20.171881 51.2481309)",,74,
103287935,residential,,False,False,300.524,,Topolowa,"LINESTRING (20.1732379 51.2477502, 20.1747654 51.2478003, 20.1751524 51.2478257, 20.1757291 51.2478794, 20.1763621 51.247955, 20.1775078 51.2481081)",,,
103287935,residential,,False,True,76.56800000000001,,Topolowa,"LINESTRING (20.1732379 51.2477502, 20.1731772 51.2477556, 20.1727276 51.2477958, 20.1723915 51.2478283, 20.1723277 51.2478388, 20.1722975 51.2478438, 20.1722905 51.247845, 20.1722207 51.2478565, 20.1721551 51.2478674)",,,
103287936,residential,,False,False,130.478,,Strażacka,"LINESTRING (20.1732379 51.2477502, 20.1731905 51.2471442, 20.1731542 51.2470016, 20.1731204 51.2469089, 20.17309 51.2468453, 20.1730365 51.2467422, 20.1729946 51.2466654, 20.1729558 51.2465984)",,,
103287928,residential,,False,False,37.951,,,"LINESTRING (20.1778528 51.2478345, 20.1778966 51.2479663, 20.1779315 51.2480352, 20.1779665 51.2480966, 20.1780227 51.2481562)",,,
103287950,residential,,False,False,228.441,,Źródlana,"LINESTRING (20.1778528 51.2478345, 20.1777373 51.2475665, 20.177641 51.2473428, 20.1774703 51.2469174, 20.1774464 51.2466972, 20.1772039 51.2460066, 20.1771695 51.2458682, 20.17716 51.24583)",,,
103287950,residential,,False,True,42.629999999999995,,Źródlana,"LINESTRING (20.1778528 51.2478345, 20.1778322 51.2479008, 20.1777913 51.2479799, 20.1777393 51.2480367, 20.1776752 51.2480782, 20.1776017 51.248097, 20.1775078 51.2481081)",,,
255120280,residential,,True,False,170.565,,Strażacka,"LINESTRING (20.1724887 51.2489511, 20.1726761 51.2489126, 20.172948 51.2488412, 20.1732097 51.2487831, 20.1732489 51.2487649, 20.1732774 51.2487366, 20.1732841 51.2487171, 20.1732862 51.2486955, 20.1732813 51.2483296, 20.1732888 51.2482132, 20.1732379 51.2477502)",,,
484668713,residential,,False,False,11.626999999999999,,Szkolna,"LINESTRING (20.1724887 51.2489511, 20.172513 51.2490034, 20.1725354 51.2490515)",,,
"[527100520, 342064403]",primary,40,False,True,230.747,2,"['Plac 900-lecia', '17 Stycznia']","LINESTRING (20.1755826 51.2440069, 20.1750311 51.2448032, 20.1745499 51.2455809, 20.1744926 51.2456581, 20.174296 51.2459186)",,74,
54161494,primary,,False,False,129.619,2,Wolności,"LINESTRING (20.1714459 51.2499112, 20.1715197 51.2492852, 20.1716554 51.2488344, 20.1716796 51.2487566)",,74,
103287960,residential,,False,False,100.049,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1714459 51.2499112, 20.1713736 51.249905, 20.1711832 51.2498849, 20.1710796 51.249874, 20.1709133 51.2498528, 20.170885 51.2498445, 20.1708637 51.2498328, 20.1708481 51.24982, 20.1708341 51.2498061, 20.1708184 51.2497833, 20.1707868 51.2497029, 20.1707653 51.2496353, 20.1706671 51.2493265)",,,
395134729,primary,40,False,True,146.54500000000002,2,Wolności,"LINESTRING (20.1714459 51.2499112, 20.1714231 51.2501251, 20.1714181 51.2501721, 20.17138 51.25053, 20.1712778 51.2507685, 20.1712588 51.2508128, 20.1712 51.25095, 20.1710386 51.2511927)",,74,
667014232,residential,,False,False,36.235,,Topolowa,"LINESTRING (20.1775078 51.2481081, 20.1780227 51.2481562)",,,
103287935,residential,,False,True,300.524,,Topolowa,"LINESTRING (20.1775078 51.2481081, 20.1763621 51.247955, 20.1757291 51.2478794, 20.1751524 51.2478257, 20.1747654 51.2478003, 20.1732379 51.2477502)",,,
103287950,residential,,False,False,42.629999999999995,,Źródlana,"LINESTRING (20.1775078 51.2481081, 20.1776017 51.248097, 20.1776752 51.2480782, 20.1777393 51.2480367, 20.1777913 51.2479799, 20.1778322 51.2479008, 20.1778528 51.2478345)",,,
667014231,residential,50,True,False,27.626,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1721551 51.2478674, 20.1722282 51.2481116)",,,
103287935,residential,,False,False,76.568,,Topolowa,"LINESTRING (20.1721551 51.2478674, 20.1722207 51.2478565, 20.1722905 51.247845, 20.1722975 51.2478438, 20.1723277 51.2478388, 20.1723915 51.2478283, 20.1727276 51.2477958, 20.1731772 51.2477556, 20.1732379 51.2477502)",,,
310757758,tertiary,50,True,False,26.45,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1710034 51.2470018, 20.17136 51.2469196)",,,
310757750,tertiary,50,False,True,75.916,2,Przedborska,"LINESTRING (20.1710034 51.2470018, 20.1709212 51.2469395, 20.1703271 51.2464662)",,,
103287960,residential,,False,False,358.329,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1706671 51.2493265, 20.1706233 51.2491889, 20.1705898 51.2491037, 20.1705078 51.2489863, 20.1704569 51.2489397, 20.1704143 51.2489149, 20.170365 51.2488881, 20.1703239 51.2488687, 20.1702759 51.248841, 20.1702384 51.2488053, 20.1702004 51.2487687, 20.1701669 51.2487232, 20.170149 51.2487038, 20.1701265 51.2486888, 20.1700768 51.2486689, 20.1699435 51.2486202, 20.1698686 51.2486061, 20.1697961 51.2486007, 20.1694591 51.2486104, 20.1693583 51.2486167, 20.1688185 51.2486371, 20.1687346 51.2486374, 20.1686321 51.248635, 20.1678001 51.2485285, 20.1675402 51.2485, 20.1671982 51.2484777, 20.166224 51.2484581)",,,
103287960,residential,,False,True,100.04899999999999,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1706671 51.2493265, 20.1707653 51.2496353, 20.1707868 51.2497029, 20.1708184 51.2497833, 20.1708341 51.2498061, 20.1708481 51.24982, 20.1708637 51.2498328, 20.170885 51.2498445, 20.1709133 51.2498528, 20.1710796 51.249874, 20.1711832 51.2498849, 20.1713736 51.249905, 20.1714459 51.2499112)",,,
103288002,residential,,False,True,318.19,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1706671 51.2493265, 20.1702083 51.2493004, 20.1661142 51.2490676)",,,
667014233,secondary,,False,True,123.563,2,Konecka,"LINESTRING (20.1789332 51.2457776, 20.1776091 51.2458167, 20.17716 51.24583)",,746,
103287965,residential,,False,True,74.253,,Szkolna,"LINESTRING (20.1724082 51.2487698, 20.1723936 51.2487162, 20.1722591 51.2482245, 20.1722282 51.2481116)",,,
255120281,residential,,True,False,20.925,,Szkolna,"LINESTRING (20.1724082 51.2487698, 20.172446 51.2488517, 20.1724571 51.2488759, 20.1724887 51.2489511)",,,
103287918,residential,,False,True,68.203,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1661142 51.2490676, 20.166224 51.2484581)",,,
"[671111981, 103287918]",residential,,False,False,115.60900000000001,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1661142 51.2490676, 20.1659879 51.2496552, 20.1659148 51.2499957, 20.1658914 51.2500979)",,,
103288002,residential,,False,False,318.19,,Osiedle Juliana Bartoszewicza,"LINESTRING (20.1661142 51.2490676, 20.1702083 51.2493004, 20.1706671 51.2493265)",,,
758092336,primary,,False,False,25.054,2,Piotrkowska,"LINESTRING (20.1706379 51.251598, 20.1708406 51.2514118)",,74,
54161477,secondary,50,True,False,21.005000000000003,,Opoczyńska,"LINESTRING (20.1709892 51.2515757, 20.1708978 51.251488, 20.1708406 51.2514118)",,726,
116652157,secondary_link,50,True,False,25.108,,Opoczyńska,"LINESTRING (20.1709892 51.2515757, 20.1708484 51.251563, 20.1707856 51.2515683, 20.1706379 51.251598)",,726,
54161477,secondary,50,True,False,26.922,,Opoczyńska,"LINESTRING (20.17122 51.25177, 20.1709892 51.2515757)",,726,
522226962,tertiary,50,False,False,20.009,,,"LINESTRING (20.1676608 51.2438305, 20.167806 51.2439858)",,,
237394924,residential,,True,False,28.502000000000002,,Leśna,"LINESTRING (20.1673104 51.2439631, 20.1674645 51.243904, 20.1676608 51.2438305)",,,
103287975,primary,50,True,False,36.592,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1715062 51.246888, 20.1720073 51.2467885)",,74,
54161497,primary,50,True,False,36.958,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1715062 51.246888, 20.1715955 51.2468961, 20.1716862 51.2469101, 20.171753 51.2469268, 20.1717903 51.2469419, 20.1718375 51.2469709, 20.1718686 51.2470007, 20.1719271 51.2470575)",,74,roundabout
54161497,primary,50,True,False,10.766,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.17136 51.2469196, 20.1715062 51.246888)",,74,roundabout
54161497,primary,50,True,False,51.663,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1719271 51.2470575, 20.1719458 51.247112, 20.171985 51.2472643, 20.1720193 51.2474703, 20.1720191 51.2475178)",,74,roundabout
103287992,tertiary,50,True,False,27.472,1,Plac Marszałka Józefa Piłsudskiego,"LINESTRING (20.1712498 51.2471948, 20.1710034 51.2470018)",,,
