osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,maxspeed
101118093,1,Rondo księdza profesora Józefa Tischnera,tertiary,roundabout,True,False,10.242,"LINESTRING (20.0312973 49.4853074, 20.0313201 49.4853034, 20.0313437 49.485302, 20.0313672 49.4853032, 20.0313901 49.485307, 20.0314117 49.4853132, 20.0314314 49.4853217)",
175936238,1,Tadeusza Kościuszki,tertiary,,True,False,36.763999999999996,"LINESTRING (20.0312973 49.4853074, 20.0313593 49.4852155, 20.0314345 49.4850767, 20.031482 49.4849995)",
101118105,,Skotnica,residential,,False,False,320.63,"LINESTRING (20.0231436 49.4870852, 20.0232608 49.4872445, 20.0233949 49.4875643, 20.0234 49.48799, 20.023513 49.4881143, 20.023747 49.4883004, 20.0238443 49.4885971, 20.0238777 49.4888199, 20.0239297 49.4889038, 20.0240291 49.4889474, 20.0241841 49.4889413, 20.0242396 49.4889031, 20.0242874 49.4888029, 20.02425 49.48857, 20.0244056 49.4882067)",
"[161888096, 732446334]",2,Świętej Anny,tertiary,,False,False,84.062,"LINESTRING (20.0231436 49.4870852, 20.0228319 49.487233, 20.0225205 49.4873866, 20.0223188 49.4874859, 20.0222122 49.4875384)",50
732446334,2,Świętej Anny,tertiary,,False,True,43.892,"LINESTRING (20.0231436 49.4870852, 20.0232645 49.4870338, 20.0233584 49.4869975, 20.0234103 49.4869765, 20.0234701 49.486955, 20.0235747 49.4869218, 20.0236728 49.4868925)",
101118172,,Ustronie,residential,,False,True,140.174,"LINESTRING (20.0218947 49.4902485, 20.0204073 49.4894388)",
101118089,,Skotnica Górna,residential,,False,False,110.44999999999999,"LINESTRING (20.0218947 49.4902485, 20.0219049 49.4901487, 20.0218384 49.4899048, 20.02178 49.48979, 20.0218498 49.4895812, 20.0219777 49.4892815)",
101118172,,Ustronie,residential,,False,False,164.77999999999997,"LINESTRING (20.0218947 49.4902485, 20.0220689 49.4904127, 20.0224207 49.4907787, 20.0228604 49.4911214, 20.0231052 49.4912773, 20.0233303 49.491386)",
101118214,1,Świętej Anny,tertiary,,True,False,29.266,"LINESTRING (20.0308535 49.4854634, 20.0310542 49.4854032, 20.0312204 49.4853518)",50
"[175936240, 329129818]",2,Świętej Anny,tertiary,,False,"[False, True]",234.82700000000003,"LINESTRING (20.0308535 49.4854634, 20.02963 49.4857071, 20.0279108 49.4860429, 20.0277424 49.4860758)",50
101118126,,Szpitalna,residential,,False,False,24.923000000000002,"LINESTRING (20.0262141 49.4911133, 20.0263723 49.4911391, 20.0265526 49.491155)",
"[119755692, 101118126]",,Szpitalna,residential,,False,"[False, True]",169.96699999999998,"LINESTRING (20.0262141 49.4911133, 20.0261816 49.4910276, 20.0261912 49.490781, 20.0262123 49.4905744, 20.0262599 49.4903507, 20.0263486 49.4901298, 20.026622 49.4897152, 20.02667 49.48964)",
119755689,,,residential,,False,True,437.87800000000004,"LINESTRING (20.0262141 49.4911133, 20.0261462 49.4912754, 20.0262202 49.4913769, 20.0263282 49.4914158, 20.0265725 49.4913837, 20.0269237 49.4913341, 20.027532 49.4913785, 20.0279468 49.4914024, 20.0283057 49.491441, 20.0286616 49.4914583, 20.0291416 49.4914673, 20.0296786 49.4914804, 20.0307187 49.4915692, 20.0310578 49.4916428, 20.0314012 49.4916367, 20.0317796 49.4916699)",
101118314,,,residential,,False,True,36.524,"LINESTRING (20.0296757 49.4863444, 20.0292194 49.4862029)",
368263853,,,residential,,False,True,74.932,"LINESTRING (20.0296757 49.4863444, 20.0292594 49.4868523, 20.029203 49.4869437)",
101118093,1,Rondo księdza profesora Józefa Tischnera,tertiary,roundabout,True,False,7.603,"LINESTRING (20.0312204 49.4853518, 20.0312312 49.4853401, 20.0312447 49.4853296, 20.0312604 49.4853205, 20.0312781 49.4853131, 20.0312973 49.4853074)",
101118093,1,Rondo księdza profesora Józefa Tischnera,tertiary,roundabout,True,False,11.834,"LINESTRING (20.0313868 49.4854786, 20.0313639 49.4854819, 20.0313406 49.4854828, 20.0313173 49.485481, 20.0312948 49.4854768, 20.0312737 49.4854702, 20.0312547 49.4854613, 20.0312382 49.4854506)",
101118093,1,Rondo księdza profesora Józefa Tischnera,tertiary,roundabout,True,False,9.818,"LINESTRING (20.0314314 49.4853217, 20.0314479 49.4853318, 20.0314617 49.4853435, 20.0314723 49.4853564, 20.0314796 49.4853704, 20.0314834 49.4853849, 20.0314834 49.4853996)",
101118172,,Ustronie,residential,,False,True,164.78,"LINESTRING (20.0233303 49.491386, 20.0231052 49.4912773, 20.0228604 49.4911214, 20.0224207 49.4907787, 20.0220689 49.4904127, 20.0218947 49.4902485)",
"[175936240, 732443643, 732443644, 732446335]",2,Świętej Anny,tertiary,,False,False,307.696,"LINESTRING (20.0236728 49.4868925, 20.0237898 49.4868639, 20.0239038 49.48684, 20.0248586 49.4866458, 20.0265975 49.4863009, 20.0269817 49.4862261, 20.0272647 49.4861708, 20.0277424 49.4860758)","['50', '30']"
732446334,2,Świętej Anny,tertiary,,False,False,43.892,"LINESTRING (20.0236728 49.4868925, 20.0235747 49.4869218, 20.0234701 49.486955, 20.0234103 49.4869765, 20.0233584 49.4869975, 20.0232645 49.4870338, 20.0231436 49.4870852)",
175936235,1,Kowaniec,tertiary,,True,False,33.95,"LINESTRING (20.031819 49.4855981, 20.0316617 49.4855592, 20.0315464 49.4855276, 20.0313868 49.4854786)",
101118126,,Szpitalna,residential,,False,True,24.923000000000002,"LINESTRING (20.0265526 49.491155, 20.0263723 49.4911391, 20.0262141 49.4911133)",
119755689,,,residential,,False,False,437.878,"LINESTRING (20.0317796 49.4916699, 20.0314012 49.4916367, 20.0310578 49.4916428, 20.0307187 49.4915692, 20.0296786 49.4914804, 20.0291416 49.4914673, 20.0286616 49.4914583, 20.0283057 49.491441, 20.0279468 49.4914024, 20.027532 49.4913785, 20.0269237 49.4913341, 20.0265725 49.4913837, 20.0263282 49.4914158, 20.0262202 49.4913769, 20.0261462 49.4912754, 20.0262141 49.4911133)",
101118093,1,Rondo księdza profesora Józefa Tischnera,tertiary,roundabout,True,False,11.885000000000002,"LINESTRING (20.0314834 49.4853996, 20.0314786 49.4854171, 20.0314685 49.4854337, 20.0314537 49.4854487, 20.0314346 49.4854614, 20.031412 49.4854716, 20.0313868 49.4854786)",
175936236,1,Kowaniec,tertiary,,True,False,33.046,"LINESTRING (20.0314834 49.4853996, 20.0315452 49.485455, 20.0316008 49.4854886, 20.0316867 49.4855384, 20.031819 49.4855981)",
101118129,,Przywodzie,residential,,False,True,373.732,"LINESTRING (20.0277424 49.4860758, 20.0275686 49.4857872, 20.0274507 49.4855019, 20.0293121 49.4849384, 20.029762 49.4848927, 20.0302314 49.4848837, 20.0310583 49.4849516, 20.0313956 49.4849779, 20.0314852 49.4849844)",
"[175936261, 161888093]",,Zacisze,residential,,False,"[False, True]",188.278,"LINESTRING (20.0277424 49.4860758, 20.0277709 49.486139, 20.0277789 49.4861997, 20.027583 49.4866568, 20.0279225 49.4867215, 20.0290732 49.4869347, 20.029203 49.4869437)",
"[175936240, 329129818]",2,Świętej Anny,tertiary,,False,"[False, True]",234.827,"LINESTRING (20.0277424 49.4860758, 20.0279108 49.4860429, 20.02963 49.4857071, 20.0308535 49.4854634)",50
"[175936240, 732443643, 732443644, 732446335]",2,Świętej Anny,tertiary,,False,True,307.696,"LINESTRING (20.0277424 49.4860758, 20.0272647 49.4861708, 20.0269817 49.4862261, 20.0265975 49.4863009, 20.0248586 49.4866458, 20.0239038 49.48684, 20.0237898 49.4868639, 20.0236728 49.4868925)","['50', '30']"
101118314,,,residential,,False,False,36.524,"LINESTRING (20.0292194 49.4862029, 20.0296757 49.4863444)",
175936261,,Zacisze,residential,,False,False,73.865,"LINESTRING (20.029203 49.4869437, 20.0302166 49.4870315)",
"[161888093, 175936261]",,Zacisze,residential,,False,"[False, True]",188.27800000000002,"LINESTRING (20.029203 49.4869437, 20.0290732 49.4869347, 20.0279225 49.4867215, 20.027583 49.4866568, 20.0277789 49.4861997, 20.0277709 49.486139, 20.0277424 49.4860758)",
368263853,,,residential,,False,False,74.932,"LINESTRING (20.029203 49.4869437, 20.0292594 49.4868523, 20.0296757 49.4863444)",
101118089,,Skotnica Górna,residential,,False,True,202.996,"LINESTRING (20.0222122 49.4875384, 20.0222567 49.4875842, 20.0223053 49.4876371, 20.02246 49.48796, 20.02248 49.48814, 20.0224309 49.48838, 20.0221759 49.4888278, 20.0219777 49.4892815)",
161888096,2,Świętej Anny,tertiary,,False,False,156.804,"LINESTRING (20.0222122 49.4875384, 20.0206181 49.4883216, 20.0204809 49.4883891)",50
"[161888096, 732446334]",2,Świętej Anny,tertiary,,False,True,84.062,"LINESTRING (20.0222122 49.4875384, 20.0223188 49.4874859, 20.0225205 49.4873866, 20.0228319 49.487233, 20.0231436 49.4870852)",50
101118339,,Cypriana Kamila Norwida,residential,,False,False,147.76199999999997,"LINESTRING (20.0204809 49.4883891, 20.0206122 49.4884802, 20.0212866 49.4889482, 20.0214891 49.4890846, 20.0217 49.48917, 20.0219777 49.4892815)",
161888096,2,Świętej Anny,tertiary,,False,False,84.55000000000001,"LINESTRING (20.0204809 49.4883891, 20.0196952 49.4887755, 20.0195477 49.4888481)",50
161888096,2,Świętej Anny,tertiary,,False,True,156.804,"LINESTRING (20.0204809 49.4883891, 20.0206181 49.4883216, 20.0222122 49.4875384)",50
175936245,,,residential,,False,True,90.385,"LINESTRING (20.0195477 49.4888481, 20.0204073 49.4894388)",
161888096,2,Świętej Anny,tertiary,,False,True,84.55000000000001,"LINESTRING (20.0195477 49.4888481, 20.0196952 49.4887755, 20.0204809 49.4883891)",50
175936261,,Zacisze,residential,,False,True,73.865,"LINESTRING (20.0302166 49.4870315, 20.029203 49.4869437)",
1063236940,,Tadeusza Kościuszki,tertiary,,False,False,1.695,"LINESTRING (20.0314852 49.4849844, 20.031482 49.4849995)",
1063236940,,Tadeusza Kościuszki,tertiary,,False,True,2.897,"LINESTRING (20.0314852 49.4849844, 20.0314896 49.4849585)",
101118129,,Przywodzie,residential,,False,False,373.732,"LINESTRING (20.0314852 49.4849844, 20.0313956 49.4849779, 20.0310583 49.4849516, 20.0302314 49.4848837, 20.029762 49.4848927, 20.0293121 49.4849384, 20.0274507 49.4855019, 20.0275686 49.4857872, 20.0277424 49.4860758)",
1063236940,,Tadeusza Kościuszki,tertiary,,False,False,2.897,"LINESTRING (20.0314896 49.4849585, 20.0314852 49.4849844)",
1063236940,,Tadeusza Kościuszki,tertiary,,False,True,1.695,"LINESTRING (20.031482 49.4849995, 20.0314852 49.4849844)",
175936239,1,Tadeusza Kościuszki,tertiary,,True,False,36.058,"LINESTRING (20.031482 49.4849995, 20.0314704 49.4850801, 20.0314355 49.4852314, 20.0314314 49.4853217)",
