osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,access
230064808,2,Powstańców Wielkopolskich,tertiary,False,True,96.95,"LINESTRING (17.4129241 52.369921, 17.4128514 52.3697731, 17.4127888 52.3696161, 17.4127386 52.3694474, 17.4127278 52.3692874, 17.412752 52.3690636)",,,
195029782,,Poznańska,residential,True,False,31.978,"LINESTRING (17.4126353 52.3671363, 17.4127073 52.3670844, 17.4127877 52.3670516, 17.4128685 52.3670346, 17.4129489 52.367028, 17.4130451 52.3670308)",50,,
230065064,,Poznańska,residential,False,True,364.047,"LINESTRING (17.4126353 52.3671363, 17.4125088 52.3671869, 17.4124168 52.3672282, 17.4122663 52.3672799, 17.4121044 52.367327, 17.4118972 52.3673668, 17.4111726 52.3674419, 17.4109201 52.3674663, 17.4096918 52.3675991, 17.409179 52.3676547, 17.4087312 52.3677078, 17.4084979 52.3677504, 17.4082752 52.3678085, 17.4077076 52.3679819, 17.4075422 52.3680413)",50,,
230065068,2,Poznańska,tertiary,False,True,10.996,"LINESTRING (17.4130451 52.3670308, 17.4130327 52.3671294)",50,,
611175672,2,Poznańska,tertiary,False,False,143.32899999999998,"LINESTRING (17.4130451 52.3670308, 17.4130604 52.3669359, 17.4130938 52.3668119, 17.4131917 52.3666186, 17.4133617 52.3662393, 17.4134069 52.366167, 17.4134671 52.3660862, 17.4135263 52.3660267, 17.4135827 52.3659675, 17.4136502 52.3658955, 17.4136651 52.3658531, 17.4136698 52.3658114)",50,,
195029985,,Powstańców Wielkopolskich,tertiary,False,True,21.559,"LINESTRING (17.4130327 52.3671294, 17.4130128 52.3673229)",50,,
230065068,2,Poznańska,tertiary,False,False,10.996,"LINESTRING (17.4130327 52.3671294, 17.4130451 52.3670308)",50,,
195029783,,Poznańska,residential,True,False,27.542,"LINESTRING (17.4130327 52.3671294, 17.4129389 52.3671156, 17.4128417 52.3671099, 17.4127505 52.3671165, 17.4126353 52.3671363)",50,,
53272979,2,Powstańców Wielkopolskich,tertiary,False,True,98.387,"LINESTRING (17.412752 52.3690636, 17.4128058 52.368693, 17.4128443 52.3684272, 17.4128566 52.3683565, 17.4128861 52.3681826)",,,
199272829,,Ogrodowa,residential,False,True,287.14399999999995,"LINESTRING (17.412752 52.3690636, 17.4126729 52.3690493, 17.4126253 52.3690557, 17.4124212 52.3690868, 17.4117175 52.3691774, 17.4107491 52.3693072, 17.4103664 52.3693576, 17.4102834 52.3693649, 17.4100244 52.3693878, 17.4096021 52.3694251, 17.4087891 52.3695512, 17.4086199 52.3695775)",,,
199272830,,Ogrodowa,residential,False,False,306.35699999999997,"LINESTRING (17.412752 52.3690636, 17.4129026 52.3690757, 17.4134333 52.3690613, 17.4154187 52.3688993, 17.4169207 52.3687141, 17.4170128 52.3686969, 17.4172017 52.3686616)",,,
230064808,2,Powstańców Wielkopolskich,tertiary,False,False,96.95,"LINESTRING (17.412752 52.3690636, 17.4127278 52.3692874, 17.4127386 52.3694474, 17.4127888 52.3696161, 17.4128514 52.3697731, 17.4129241 52.369921)",,,
966853146,,Powstańców Wielkopolskich,tertiary,False,True,14.98,"LINESTRING (17.4129088 52.3680486, 17.4128861 52.3681826)",90,,
"[195029985, 966853146]",,Powstańców Wielkopolskich,tertiary,False,False,81.019,"LINESTRING (17.4129088 52.3680486, 17.4129441 52.3678406, 17.4129561 52.3677601, 17.412999 52.3674883, 17.4130054 52.3674201, 17.4130128 52.3673229)","['90', '50']",,
966853146,,Powstańców Wielkopolskich,tertiary,False,False,14.98,"LINESTRING (17.4128861 52.3681826, 17.4129088 52.3680486)",90,,
53272979,2,Powstańców Wielkopolskich,tertiary,False,False,98.387,"LINESTRING (17.4128861 52.3681826, 17.4128566 52.3683565, 17.4128443 52.3684272, 17.4128058 52.368693, 17.412752 52.3690636)",,,
195030329,,Rondo Jana Pawła II,tertiary,True,False,7.854,"LINESTRING (17.4136218 52.3619785, 17.4136059 52.362015, 17.413578 52.3620431)",50,roundabout,
195030329,,Rondo Jana Pawła II,tertiary,True,False,21.06,"LINESTRING (17.4133398 52.3620795, 17.4132726 52.3620512, 17.4132314 52.3620126, 17.413216 52.3619669, 17.4132294 52.3619208)",50,roundabout,
195030329,,Rondo Jana Pawła II,tertiary,True,False,13.058,"LINESTRING (17.4132294 52.3619208, 17.4132583 52.3618894, 17.4133045 52.3618627, 17.4133679 52.361845)",50,roundabout,
195030360,1,Dworcowa,tertiary,True,False,46.784,"LINESTRING (17.4132294 52.3619208, 17.4132276 52.3618809, 17.41322 52.361836, 17.4132012 52.3617934, 17.4131845 52.3617643, 17.413043 52.3615183)",50,,
195030359,1,Dworcowa,tertiary,True,False,42.551,"LINESTRING (17.413043 52.3615183, 17.4132722 52.3617441, 17.4132924 52.361764, 17.4133326 52.3617984, 17.4133679 52.361845)",50,,
195030329,,Rondo Jana Pawła II,tertiary,True,False,4.716,"LINESTRING (17.4133679 52.361845, 17.4134371 52.3618414)",50,roundabout,
195030329,,Rondo Jana Pawła II,tertiary,True,False,21.843999999999998,"LINESTRING (17.4134371 52.3618414, 17.4135067 52.3618529, 17.4135714 52.3618825, 17.4136125 52.3619259, 17.4136218 52.3619785)",50,roundabout,
195030474,1,Wiosny Ludów,tertiary,True,False,40.497,"LINESTRING (17.4134371 52.3618414, 17.4135526 52.3618066, 17.4136009 52.361782, 17.4136514 52.3617466, 17.4136943 52.3616975, 17.4137292 52.3616401, 17.4137618 52.3615592)",50,,
