osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes,bridge
61318191,527,Pomorska,secondary,False,False,168.699,"LINESTRING (19.9349444 53.9092726, 19.9345794 53.9094957, 19.9343748 53.9096111, 19.934052 53.9097628, 19.9333865 53.910036, 19.9329424 53.9102192)",,,,
105276906,,11 Listopada,tertiary,True,False,34.028999999999996,"LINESTRING (19.9303777 53.9116732, 19.9302246 53.9115353, 19.9300981 53.9114153)",,,,
552822525,,11 Listopada,tertiary,False,True,29.046,"LINESTRING (19.9303777 53.9116732, 19.9305155 53.9118577, 19.9305563 53.9119123)",,,,
105276827,527,Marii Skłodowskiej-Curie,secondary,True,False,34.391999999999996,"LINESTRING (19.929111 53.9116442, 19.9289466 53.911768, 19.9287344 53.9118547)",,,,
61318199,527,3 Maja,secondary,False,True,4.952,"LINESTRING (19.9272258 53.9152006, 19.9272703 53.9152366)",50,,,
61318199,527,3 Maja,secondary,False,False,98.20700000000001,"LINESTRING (19.9272258 53.9152006, 19.9271546 53.9151174, 19.9269828 53.9149168, 19.9266727 53.9145135, 19.9265868 53.9144018)",50,,,
105276821,,Michała Kajki,residential,False,False,165.42600000000002,"LINESTRING (19.9272258 53.9152006, 19.9266153 53.9153855, 19.9263481 53.9154845, 19.9256198 53.9157873, 19.9251033 53.9160021)",,,,
798964641,519,Generała Jana Henryka Dąbrowskiego,secondary,False,False,22.874,"LINESTRING (19.9218795 53.9142581, 19.9221354 53.9141181)",50,,,
105276926,,Kujawska,residential,False,True,5.162,"LINESTRING (19.9322328 53.9105807, 19.9322899 53.9106127)",50,,,
232314608,527,Pomorska,secondary,True,False,36.894999999999996,"LINESTRING (19.9322328 53.9105807, 19.9324257 53.9104578, 19.9326327 53.9103475)",,,,
105276795,,Plac Jana Pawła II,residential,False,False,61.68,"LINESTRING (19.9282036 53.9113959, 19.9282123 53.9114069, 19.9286961 53.9118619, 19.9287004 53.911867)",,,,
"[105276872, 105276794]",,"['Johanna Gottfrieda Herdera', 'Kościelna']",residential,True,False,135.198,"LINESTRING (19.9282036 53.9113959, 19.928126 53.9113609, 19.9275734 53.9109023, 19.9275037 53.9108896, 19.9268407 53.9111906, 19.92676 53.911227)",,,,
105276907,527,Jana Kasprowicza,secondary,True,False,44.447,"LINESTRING (19.9282036 53.9113959, 19.9284707 53.9113324, 19.9286648 53.911327, 19.9288545 53.9113566)",,,,
105276840,,Adama Mickiewicza,residential,True,False,26.077,"LINESTRING (19.9304364 53.9121313, 19.9305224 53.9120438, 19.9305452 53.9119898, 19.9305563 53.9119123)",,,,
105276856,,Adama Mickiewicza,residential,True,False,20.607,"LINESTRING (19.9304364 53.9121313, 19.930516 53.9121147, 19.9305798 53.9121085, 19.9307426 53.9120909)",,,,
105276784,,Tadeusza Kościuszki,residential,False,False,51.67100000000001,"LINESTRING (19.9251033 53.9160021, 19.9247096 53.9156514, 19.9247074 53.9156495, 19.9246681 53.9156145)",,,,
105276821,,Michała Kajki,residential,False,True,165.42600000000002,"LINESTRING (19.9251033 53.9160021, 19.9256198 53.9157873, 19.9263481 53.9154845, 19.9266153 53.9153855, 19.9272258 53.9152006)",,,,
105276915,527,Pomorska,secondary,True,False,64.951,"LINESTRING (19.930197 53.9112351, 19.9302594 53.9112182, 19.9304565 53.9111664, 19.931099 53.9109924)",,,,
272435447,,,secondary,True,False,13.764999999999999,"LINESTRING (19.930197 53.9112351, 19.9302351 53.91125, 19.9302631 53.9112666, 19.9302897 53.9112998, 19.9302929 53.9113365)",,roundabout,,
61318199,527,3 Maja,secondary,False,True,159.998,"LINESTRING (19.9256562 53.9130714, 19.925794 53.9132684, 19.9264262 53.9141723, 19.9264981 53.914275, 19.9265868 53.9144018)",50,,,
105276934,,Młyńska,residential,False,True,171.626,"LINESTRING (19.9256562 53.9130714, 19.925745 53.9130561, 19.9259281 53.9130245, 19.9260681 53.9130345, 19.9263481 53.9132945, 19.9271981 53.9139045, 19.927227 53.9139649, 19.9272887 53.9140936)",,,,
502164911,527,3 Maja,secondary,True,False,23.14,"LINESTRING (19.9256562 53.9130714, 19.9255643 53.9129841, 19.9254732 53.9128934)",50,,1,
105276798,,Macieja Rataja,residential,False,False,45.792,"LINESTRING (19.9274584 53.9129857, 19.9274187 53.9130431, 19.9275479 53.9131483, 19.9278219 53.9132978)",,,,
105276798,,Macieja Rataja,residential,False,True,70.136,"LINESTRING (19.9274584 53.9129857, 19.9273394 53.912832, 19.9270351 53.9125459, 19.9268732 53.9124663)",,,,
105276868,,Osińskiego,residential,False,True,72.898,"LINESTRING (19.9274584 53.9129857, 19.9279967 53.9127956, 19.9284076 53.9126434)",,,,
105276907,527,Jana Kasprowicza,secondary,True,False,58.845,"LINESTRING (19.9265584 53.9119714, 19.9267916 53.9118891, 19.9272158 53.9117366, 19.9273266 53.911697)",,,,
105276909,,,residential,False,False,95.505,"LINESTRING (19.9265584 53.9119714, 19.9265183 53.9119129, 19.9263553 53.9115848, 19.9263405 53.9115025, 19.9265094 53.9113774, 19.926712 53.9112654, 19.92676 53.911227)",,,,
105276799,,Zygmunta Sierakowskiego,residential,False,False,64.105,"LINESTRING (19.9278683 53.9121623, 19.9279273 53.9122149, 19.9284076 53.9126434)",,,,
105276827,527,Marii Skłodowskiej-Curie,secondary,True,False,74.93599999999999,"LINESTRING (19.9278683 53.9121623, 19.9277636 53.9122029, 19.9275706 53.9122787, 19.9274947 53.912306, 19.9270628 53.9124611, 19.9270175 53.9124696, 19.9269668 53.9124697, 19.9268732 53.9124663)",,,,
105276792,,11 Listopada,tertiary,True,False,34.403999999999996,"LINESTRING (19.9302727 53.9113705, 19.9303064 53.9115089, 19.9303777 53.9116732)",,,,
274096899,,,secondary,True,False,13.247,"LINESTRING (19.9302727 53.9113705, 19.9302273 53.9113999, 19.9301655 53.9114157, 19.9300981 53.9114153)",,roundabout,,
"[1016234380, 1016234381, 105276870]",,Zawiszy,residential,False,True,230.14500000000004,"LINESTRING (19.9261152 53.9108219, 19.9260639 53.9108628, 19.9253833 53.9114053, 19.9253123 53.9114619, 19.9250581 53.9116645, 19.9248399 53.9119033, 19.9247839 53.9119807, 19.9247634 53.9120808, 19.9248407 53.9122114, 19.9250406 53.9123814, 19.9252503 53.9125644)",,,,yes
105276874,,Zamkowa,residential,False,False,61.89,"LINESTRING (19.9261152 53.9108219, 19.9265339 53.9110583, 19.9267047 53.9111841, 19.92676 53.911227)",,,,
105276874,,Zamkowa,residential,False,True,195.78699999999998,"LINESTRING (19.9261152 53.9108219, 19.9260374 53.9107832, 19.9257945 53.9106624, 19.92572 53.9105833, 19.9256882 53.9105136, 19.9258477 53.9100659, 19.9257609 53.9099239, 19.9256741 53.9097191, 19.9255633 53.9091917)",,,,
105276781,,Leśna,tertiary,False,False,25.534,"LINESTRING (19.9356031 53.9146468, 19.9354754 53.914738, 19.9353541 53.9148235)",,,,
105276926,,Kujawska,residential,False,False,164.43900000000002,"LINESTRING (19.9356031 53.9146468, 19.9354955 53.9145762, 19.9353388 53.9144581, 19.9352834 53.9143075, 19.9352481 53.9141745, 19.9351951 53.914092, 19.9349284 53.9136764, 19.9346524 53.9132969)",50,,,
105276919,,Macieja Rataja,residential,True,False,53.539,"LINESTRING (19.9268732 53.9124663, 19.9264097 53.9120697)",,,,
105276798,,Macieja Rataja,residential,False,False,70.136,"LINESTRING (19.9268732 53.9124663, 19.9270351 53.9125459, 19.9273394 53.912832, 19.9274584 53.9129857)",,,,
105276827,527,Marii Skłodowskiej-Curie,secondary,True,False,52.42400000000001,"LINESTRING (19.9268732 53.9124663, 19.9267454 53.9124489, 19.926625 53.9124284, 19.9265485 53.9124192, 19.926479 53.9124116, 19.9264012 53.9124104, 19.926331 53.9124146, 19.9262561 53.9124262, 19.926101 53.9124662)",,,,
61318199,527,3 Maja,secondary,False,False,39.838,"LINESTRING (19.9275411 53.9155571, 19.9273206 53.9153092, 19.9272703 53.9152366)",50,,,
105276840,,Adama Mickiewicza,residential,True,False,42.289,"LINESTRING (19.9278481 53.9138445, 19.9279813 53.9137857, 19.9280846 53.9137138, 19.9283157 53.913584)",,,,
105276863,,Zbożowa,residential,False,True,187.63199999999998,"LINESTRING (19.9278481 53.9138445, 19.9265683 53.9130754, 19.9258708 53.9126568, 19.9258423 53.9126397)",,,,
502164909,519,Generała Jana Henryka Dąbrowskiego,secondary,True,False,66.186,"LINESTRING (19.9244833 53.9130969, 19.9247663 53.9129463, 19.9251349 53.9128438, 19.9252093 53.912813, 19.9253101 53.9127641)",50,,1,
617845293,519,Generała Jana Henryka Dąbrowskiego,secondary,False,True,97.35,"LINESTRING (19.9244833 53.9130969, 19.923881 53.9133733, 19.9232965 53.9136238)",50,,2,
105276868,,Osińskiego,residential,False,False,63.446,"LINESTRING (19.9292339 53.9123456, 19.9284076 53.9126434)",,,,
"[105276897, 105276877]",,"['Samulewskiego', 'Władysława Stanisława Reymonta']",residential,False,False,64.589,"LINESTRING (19.9292339 53.9123456, 19.9292473 53.9124349, 19.9291421 53.9125256, 19.9286994 53.9128039)",,,,
105276877,,Władysława Stanisława Reymonta,residential,False,True,63.639,"LINESTRING (19.9292339 53.9123456, 19.9287707 53.9118904, 19.9287344 53.9118547)",,,,
552822525,,11 Listopada,tertiary,False,False,23.309,"LINESTRING (19.9307426 53.9120909, 19.9305563 53.9119123)",,,,
105276879,,Adama Mickiewicza,residential,True,False,179.483,"LINESTRING (19.9307426 53.9120909, 19.9309057 53.9120797, 19.93164 53.9119028, 19.932062 53.9118011, 19.9331436 53.9115217, 19.9332771 53.9114872)",,,,
552822525,,11 Listopada,tertiary,False,True,103.783,"LINESTRING (19.9307426 53.9120909, 19.9307844 53.9121252, 19.9308497 53.9121806, 19.9315809 53.9127821, 19.9316645 53.91285)",,,,
105276784,,Tadeusza Kościuszki,residential,False,True,51.67100000000001,"LINESTRING (19.9246681 53.9156145, 19.9247074 53.9156495, 19.9247096 53.9156514, 19.9251033 53.9160021)",,,,
105276820,,Adama Mickiewicza,tertiary,False,True,48.254999999999995,"LINESTRING (19.9246681 53.9156145, 19.9250319 53.9153898, 19.9251765 53.9153004)",,,,
105276780,,Targowa,residential,False,True,5.06,"LINESTRING (19.9326327 53.9103475, 19.9326848 53.9103811)",,,,
232314608,527,Pomorska,secondary,True,False,24.8,"LINESTRING (19.9326327 53.9103475, 19.9329424 53.9102192)",,,,
