osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge,access
77909687,Bolesława Chrobrego,unclassified,False,True,480.309,"LINESTRING (16.8155483 50.5851191, 16.815521 50.5851955, 16.8151756 50.5856741, 16.8150438 50.5858828, 16.8149892 50.5860059, 16.8153832 50.5864347, 16.8159581 50.5870505, 16.816109 50.5871444, 16.8167185 50.5876163, 16.8169106 50.5877615, 16.8169338 50.587782, 16.8172075 50.5880236, 16.8172762 50.5880843, 16.8176349 50.5884133, 16.8179197 50.5886746, 16.8179783 50.5887676)",,,,,
359650173,Kamieniecka,tertiary,False,False,274.1930000000001,"LINESTRING (16.8155483 50.5851191, 16.815134 50.5850155, 16.8147407 50.5849267, 16.8143537 50.5848634, 16.8139782 50.5848295, 16.8136268 50.5848237, 16.8131613 50.5848246, 16.8129162 50.5848572, 16.8128733 50.5848687, 16.8127787 50.5849053, 16.8126906 50.5849497, 16.8124172 50.5851067, 16.8122305 50.585185, 16.8121407 50.5852159, 16.8119372 50.5852495)",30,,,,
28878216,Kłodzka,unclassified,False,False,7.917,"LINESTRING (16.809977 50.5858802, 16.8099915 50.5859508)",50,,,,
76765684,Szpitalna,residential,False,True,53.323,"LINESTRING (16.809977 50.5858802, 16.8097064 50.5858919, 16.8092226 50.5859019)",,,,,
359650173,Kamieniecka,tertiary,False,True,158.622,"LINESTRING (16.809977 50.5858802, 16.8101627 50.5858292, 16.8103684 50.5857137, 16.8105691 50.5856168, 16.8109336 50.585447, 16.8111318 50.585366, 16.8111713 50.5853549, 16.8112332 50.5853376, 16.8113321 50.5853151, 16.8116622 50.5852748, 16.8118869 50.5852544, 16.8119372 50.5852495)",30,,,,
"[392608388, 323350638, 28878215]",Bohaterów Getta,secondary,False,False,174.18899999999996,"LINESTRING (16.8069096 50.5897936, 16.8068612 50.5897958, 16.8067804 50.5897985, 16.8067489 50.5897987, 16.8066158 50.5897994, 16.8063312 50.589793, 16.806091 50.5897888, 16.8059046 50.5898079, 16.8054432 50.5898722, 16.8046289 50.5899843, 16.8044782 50.5900042)",50,2,385,yes,
40296978,Bohaterów Getta,tertiary,False,False,78.161,"LINESTRING (16.8069096 50.5897936, 16.8069577 50.5897918, 16.8070297 50.5897812, 16.8070633 50.5897769, 16.8070923 50.5897733, 16.8079974 50.5896642)",50,2,,,
76565440,Dolnośląska,unclassified,True,False,65.358,"LINESTRING (16.8100272 50.5864404, 16.8101454 50.5864483, 16.8105398 50.5865231, 16.81072 50.5865862, 16.8108644 50.5866641)",50,,,,
816260119,Kłodzka,unclassified,False,True,54.516,"LINESTRING (16.8100272 50.5864404, 16.810017 50.5861706, 16.8100012 50.5860331, 16.8099915 50.5859508)",50,,,,
"[76765676, 76765685]","['Krzywa', 'Ciasna']",residential,False,"[False, True]",166.82399999999998,"LINESTRING (16.8096246 50.5866684, 16.8094906 50.5866797, 16.8089507 50.5867989, 16.8088088 50.586847, 16.8088508 50.5869785, 16.8089264 50.5871698, 16.8091564 50.5876215, 16.8091842 50.5877637)",,,,,
76845033,Armii Krajowej,unclassified,True,False,38.405,"LINESTRING (16.8096246 50.5866684, 16.8096796 50.5866142, 16.8100272 50.5864404)",50,,,,
326306734,Rynek,living_street,True,False,62.32,"LINESTRING (16.8112069 50.5899394, 16.8109914 50.5893959)",20,,,,
76565444,Tadeusza Kościuszki,residential,True,False,20.776,"LINESTRING (16.8118096 50.5914695, 16.8116234 50.5913248)",50,,,,
709355893,Batalionów Chłopskich,tertiary,True,False,19.843,"LINESTRING (16.8118096 50.5914695, 16.8115286 50.5914741)",50,2,,,
76566997,Batalionów Chłopskich,tertiary,False,False,78.71000000000001,"LINESTRING (16.8090695 50.5904779, 16.809058 50.5904578, 16.8087485 50.5899151, 16.8087077 50.5898534, 16.808671 50.589818)",50,2,,,
"[1183585769, 76566997]",Batalionów Chłopskich,tertiary,False,True,191.53000000000003,"LINESTRING (16.8090695 50.5904779, 16.8090939 50.5905357, 16.8093543 50.5910847, 16.8094573 50.5911803, 16.8095888 50.5912595, 16.8096204 50.5912785, 16.8098682 50.5913741, 16.8100084 50.5914131, 16.8101307 50.5914364, 16.8102948 50.5914538, 16.8104284 50.5914594, 16.8107121 50.5914648, 16.8108657 50.5914693)",50,2,,,
76912185,Młynarska,residential,False,True,87.28,"LINESTRING (16.8090695 50.5904779, 16.8090455 50.590519, 16.8090234 50.5905568, 16.8091081 50.5909964, 16.8090439 50.5910785, 16.8089739 50.5911014, 16.808808 50.5911506)",,,,,
76565441,Grunwaldzka,living_street,True,False,59.659,"LINESTRING (16.8124087 50.5897481, 16.8125036 50.5898138, 16.812645 50.590112, 16.8126807 50.5901874, 16.8126975 50.5902229, 16.8127067 50.5902422)",20,,,,
76765666,Marii Konopnickiej,residential,False,True,59.962,"LINESTRING (16.8124087 50.5897481, 16.8128678 50.5896826, 16.8129217 50.5896749, 16.8132374 50.5896298)",,,,,
326306735,Rynek,living_street,True,False,23.361,"LINESTRING (16.8124087 50.5897481, 16.812146 50.5897793, 16.8120844 50.5897895)",20,,,,
28878218,Batalionów Chłopskich,residential,True,False,17.116,"LINESTRING (16.8125655 50.5914687, 16.8123234 50.5914603)",50,,,,
50008242,1 Maja,residential,False,False,23.353,"LINESTRING (16.8125655 50.5914687, 16.8125047 50.5915868, 16.812494 50.5916723)",50,,,,
"[76608385, 458458462]",Henryka Sienkiewicza,residential,False,False,290.226,"LINESTRING (16.8125655 50.5914687, 16.8127163 50.5914718, 16.8128549 50.5914431, 16.8129398 50.5914256, 16.8145807 50.5908972, 16.8150376 50.5907465, 16.8156637 50.5905518, 16.8162684 50.5903637)",,,,,
78046031,Ludowa,residential,False,False,79.715,"LINESTRING (16.8053184 50.5924001, 16.8042098 50.5925366)",,,,,
77170156,Piastowska,residential,False,False,177.419,"LINESTRING (16.8053184 50.5924001, 16.8052203 50.5915409, 16.8050643 50.5911, 16.8049546 50.5908265)",,,,,
"[76567019, 376302149]","['Rynek', 'Dolnośląska']",living_street,True,False,67.711,"LINESTRING (16.8119208 50.5885881, 16.8118687 50.5886773, 16.8120862 50.5891722)",20,,,,
"[77792749, 1234859118]",Władysława Reymonta,"['living_street', 'residential']",False,"[False, True]",53.118,"LINESTRING (16.8119208 50.5885881, 16.8121826 50.5885391, 16.8126406 50.588449)",,,,,
76765665,Proletariatczyków,residential,False,False,112.67699999999999,"LINESTRING (16.8108644 50.5866641, 16.811009 50.5866377, 16.811332 50.5866735, 16.8114312 50.5867083, 16.8115306 50.5867889, 16.8116426 50.5868861, 16.8117462 50.5869768, 16.8118689 50.5870908, 16.8120246 50.5872226)",,,,,
76845030,Dolnośląska,unclassified,True,False,83.025,"LINESTRING (16.8108644 50.5866641, 16.8109231 50.5867319, 16.8110014 50.5868269, 16.8110788 50.5869515, 16.8111362 50.587044, 16.8112301 50.5871947, 16.8112823 50.5872834, 16.811322 50.5873508)",30,,,,
76565441,Grunwaldzka,living_street,True,False,75.146,"LINESTRING (16.8127067 50.5902422, 16.8128785 50.5908062, 16.8128979 50.5909068)",20,,,,
76845029,Krótka,living_street,False,False,102.482,"LINESTRING (16.8127067 50.5902422, 16.8121975 50.5903437, 16.812039 50.5903753, 16.8113217 50.5905184)",20,,,,
76565442,,residential,True,False,17.899,"LINESTRING (16.8115286 50.5914741, 16.8116234 50.5913248)",50,,,,
1183585769,Batalionów Chłopskich,tertiary,False,False,46.821000000000005,"LINESTRING (16.8115286 50.5914741, 16.811397 50.5914783, 16.8109329 50.5914705, 16.8108657 50.5914693)",50,2,,,
76565444,Tadeusza Kościuszki,residential,True,False,19.572,"LINESTRING (16.8116234 50.5913248, 16.8115904 50.5912161, 16.8115644 50.5911529)",50,,,,
76566997,Batalionów Chłopskich,tertiary,False,False,32.994,"LINESTRING (16.808671 50.589818, 16.8086122 50.5897518, 16.8085635 50.589709, 16.8085035 50.589681, 16.8084339 50.589661, 16.8083239 50.5896429)",50,2,,,
76566997,Batalionów Chłopskich,tertiary,False,True,78.71,"LINESTRING (16.808671 50.589818, 16.8087077 50.5898534, 16.8087485 50.5899151, 16.809058 50.5904578, 16.8090695 50.5904779)",50,2,,,
76912181,Młynarska,residential,False,True,82.91199999999999,"LINESTRING (16.808671 50.589818, 16.8086447 50.5898456, 16.8086071 50.589896, 16.808679 50.5902601, 16.8086909 50.5903525, 16.8086903 50.5904367, 16.8086331 50.5905445)",,,,,
76788431,Bohaterów Getta,residential,False,True,65.112,"LINESTRING (16.8109914 50.5893959, 16.8104414 50.5894808, 16.8103203 50.5894958, 16.8102757 50.5895013, 16.8100892 50.5895136)",,,,,
"[76567009, 708097826, 394907891, 326306734]","['Rynek', 'Armii Krajowej']","['living_street', 'tertiary']",True,False,128.073,"LINESTRING (16.8109914 50.5893959, 16.8107586 50.5888806, 16.8106035 50.5888239, 16.8105574 50.5887373, 16.8104455 50.5885206, 16.8103484 50.5883487)","['20', '50']",,,,
76765659,,residential,False,True,73.10300000000001,"LINESTRING (16.8092226 50.5859019, 16.8090908 50.5859288, 16.8087498 50.5859432, 16.8083437 50.5859213, 16.8081992 50.5859019)",,,,,no
76765678,Szpitalna,residential,False,False,115.715,"LINESTRING (16.8092226 50.5859019, 16.8089655 50.5858553, 16.8085881 50.5857731, 16.8080905 50.5856648, 16.8076715 50.5855666)",,,,,
76765684,Szpitalna,residential,False,False,53.323,"LINESTRING (16.8092226 50.5859019, 16.8097064 50.5858919, 16.809977 50.5858802)",,,,,
"[334167512, 334167513, 708093342, 816260121]",Ziębicka,unclassified,False,True,94.375,"LINESTRING (16.8167214 50.5888534, 16.8165503 50.5888535, 16.8163364 50.5888487, 16.8162958 50.588847, 16.8159169 50.5888184, 16.815663 50.5888014, 16.8153905 50.5887824)",,,,yes,
816260122,Ziębicka,unclassified,False,False,89.542,"LINESTRING (16.8167214 50.5888534, 16.8169264 50.5888537, 16.8169724 50.5888538, 16.817568 50.588816, 16.8178057 50.5887993, 16.8179783 50.5887676)",,,,,
76608388,Ziębicka,residential,False,False,32.093,"LINESTRING (16.8142649 50.5888523, 16.8147128 50.5888029)",,,,,
76608388,Ziębicka,residential,False,True,95.54,"LINESTRING (16.8142649 50.5888523, 16.8129478 50.5890498)",,,,,
76765665,Proletariatczyków,residential,False,True,82.112,"LINESTRING (16.8142649 50.5888523, 16.8141956 50.5887721, 16.8139055 50.5885669, 16.8135306 50.588282)",,,,,
76845032,Tadeusza Kościuszki,living_street,True,False,69.422,"LINESTRING (16.8115644 50.5911529, 16.8113324 50.5905462)",20,,,,
"[76791801, 76608397]","['Plac Jana Pawła II', 'Tadeusza Kościuszki']",residential,True,False,98.731,"LINESTRING (16.8115644 50.5911529, 16.8119458 50.5911256, 16.8121335 50.5910979, 16.8122727 50.591071, 16.8123864 50.5910411, 16.8128979 50.5909068)",,,,,
76791803,Grunwaldzka,residential,True,False,67.74199999999999,"LINESTRING (16.8128979 50.5909068, 16.8128857 50.5910167, 16.8128488 50.5911231, 16.8128209 50.5911705, 16.8127376 50.5912739, 16.8125655 50.5914687)",50,,,,
76765662,Ciasna,residential,True,False,36.469,"LINESTRING (16.8129 50.5878377, 16.8124193 50.5879578)",,,,,
76765665,Proletariatczyków,residential,False,False,66.503,"LINESTRING (16.8129 50.5878377, 16.8131818 50.5880358, 16.8134033 50.5881915, 16.8135306 50.588282)",,,,,
76765665,Proletariatczyków,residential,False,True,92.185,"LINESTRING (16.8129 50.5878377, 16.8125441 50.5875932, 16.8122589 50.5873891, 16.8120246 50.5872226)",,,,,
76765664,Aliantów,residential,False,False,58.593999999999994,"LINESTRING (16.8103399 50.5900939, 16.8106274 50.5900683, 16.811045 50.590031, 16.8111595 50.5900129)",,,,,
"[76765664, 76765670]","['Juliusza Słowackiego', 'Aliantów']",residential,False,"[False, True]",114.585,"LINESTRING (16.8103399 50.5900939, 16.8097979 50.5901405, 16.8096469 50.5901529, 16.8093586 50.5895956)",,,,,
76845034,Długa,residential,True,False,66.922,"LINESTRING (16.8103399 50.5900939, 16.8102294 50.5898155, 16.8100892 50.5895136)",,,,,
76765678,Szpitalna,residential,False,True,115.715,"LINESTRING (16.8076715 50.5855666, 16.8080905 50.5856648, 16.8085881 50.5857731, 16.8089655 50.5858553, 16.8092226 50.5859019)",,,,,
76765659,,residential,False,False,73.103,"LINESTRING (16.8081992 50.5859019, 16.8083437 50.5859213, 16.8087498 50.5859432, 16.8090908 50.5859288, 16.8092226 50.5859019)",,,,,no
