osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access,junction
178955605,Henryka Sienkiewicza,tertiary,50,False,True,128.35,"LINESTRING (19.4940252 49.8871116, 19.4939454 49.8871272, 19.4937976 49.8871267, 19.4936175 49.8871188, 19.4935336 49.8871151, 19.4928064 49.8870886, 19.4924285 49.8870802, 19.4922395 49.8870742)",,,,
"[256245180, 188248918, 256245183]",,residential,50,False,False,42.342999999999996,"LINESTRING (19.4940252 49.8871116, 19.4939948 49.8872111, 19.4939706 49.8872536, 19.4939635 49.887266, 19.4938848 49.8874113, 19.4938461 49.8874735)",yes,,,
208400289,Henryka Sienkiewicza,tertiary,50,False,False,131.907,"LINESTRING (19.4940252 49.8871116, 19.4940847 49.8870695, 19.4941235 49.8870174, 19.4942497 49.8868109, 19.4942789 49.8867625, 19.4945149 49.8863704, 19.4947266 49.8860188)",,2,,
258444065,Henryka Sienkiewicza,tertiary,50,False,False,21.431,"LINESTRING (19.4948464 49.8858422, 19.4947266 49.8860188)",,,,
207877042,Franciszka Żwirki i Stanisława Wigury,residential,50,True,False,134.422,"LINESTRING (19.4892287 49.8828752, 19.4903402 49.8829922, 19.490616 49.8830219, 19.4908066 49.8830426, 19.4909574 49.883055, 19.491054 49.8830488, 19.4910805 49.8830432)",,,,
697581081,Juliusza Słowackiego,tertiary,50,False,False,65.097,"LINESTRING (19.4892287 49.8828752, 19.4892411 49.8828247, 19.4893532 49.8822953)",,,,
"[1099815744, 1099815743]",Juliusza Słowackiego,tertiary,50,False,False,69.536,"LINESTRING (19.4892287 49.8828752, 19.4892176 49.882908, 19.4891959 49.8829789, 19.4890855 49.8833918, 19.4890695 49.8834918)",,3,,
207877196,Juliusza Słowackiego,residential,50,False,True,231.454,"LINESTRING (19.4897686 49.8803147, 19.4896883 49.8803027, 19.4895263 49.8802784, 19.488832 49.8801745, 19.4883132 49.8801151, 19.4878165 49.8800514, 19.4877748 49.8800412, 19.4875838 49.8799948, 19.4873926 49.8799525, 19.487122 49.8799187, 19.4866277 49.879841)",,,,
697581081,Juliusza Słowackiego,tertiary,50,False,False,75.62700000000001,"LINESTRING (19.4897686 49.8803147, 19.4898372 49.8800117, 19.4898661 49.8798997, 19.4899095 49.8797309, 19.4899261 49.879706, 19.4899643 49.8796489)",,,,
697581081,Juliusza Słowackiego,tertiary,50,False,True,71.773,"LINESTRING (19.4897686 49.8803147, 19.4897234 49.8805424, 19.489668 49.8807913, 19.4896317 49.8809541)",,,,
47433972,Jagiellońska,residential,50,True,False,130.165,"LINESTRING (19.49229 49.88203, 19.4924889 49.8824216, 19.4926707 49.8826801, 19.4927337 49.8828384, 19.4927894 49.8831031, 19.4927959 49.8831471)",,,,
207877087,Spadzista,residential,,True,False,126.431,"LINESTRING (19.49229 49.88203, 19.4924649 49.8820029, 19.4926402 49.8819963, 19.4932055 49.882084, 19.4936626 49.8821503, 19.4938111 49.882157, 19.4939662 49.8821487, 19.4940206 49.8821458)",,,,
47433972,Jagiellońska,residential,50,True,False,16.905,"LINESTRING (19.4922264 49.8818836, 19.49229 49.88203)",,,,
43629362,Plac Kościuszki,residential,50,False,True,34.692,"LINESTRING (19.4922264 49.8818836, 19.4921777 49.8818919, 19.4921417 49.8818981, 19.4918592 49.8819466, 19.4917577 49.8819618)",,,no,
188359822,Jana III Sobieskiego,residential,50,True,False,27.5,"LINESTRING (19.4918794 49.8832369, 19.4918707 49.8831675, 19.4918656 49.8831264, 19.4918526 49.8829902)",,,,
"[376345948, 697581084, 229756622]","['Adama Mickiewicza', 'Jana III Sobieskiego']",residential,50,False,"[False, True]",223.678,"LINESTRING (19.4918794 49.8832369, 19.491898 49.8834243, 19.4918674 49.883425, 19.4910619 49.883444, 19.4910348 49.8834446, 19.4900308 49.8834683, 19.4892947 49.8834856, 19.4892487 49.8834865, 19.489173 49.883488, 19.4890695 49.8834918)",,,,
"[178955609, 242762294]","['Zatorska', 'Plac Obrońców Westerplatte']",residential,,False,False,93.715,"LINESTRING (19.4921743 49.886665, 19.4921489 49.8865225, 19.4921329 49.886433, 19.4920952 49.8862221, 19.4920894 49.8861737, 19.492047 49.8861344, 19.4919877 49.8861248, 19.4918695 49.8861265, 19.4917835 49.8861207, 19.4917107 49.8860927, 19.4916795 49.8860488, 19.491671 49.886023)",,,,
178955609,Zatorska,residential,,False,True,45.739999999999995,"LINESTRING (19.4921743 49.886665, 19.4922156 49.8869156, 19.4922395 49.8870742)",,,,
256788302,Generała Władysława Sikorskiego,tertiary,50,False,False,2.708,"LINESTRING (19.488966 49.8870534, 19.4890038 49.887053)",,,,
256788304,Gimnazjalna,tertiary,50,True,False,49.236000000000004,"LINESTRING (19.488966 49.8870534, 19.4889879 49.886945, 19.4891032 49.8866199)",,,,
188359822,Jana III Sobieskiego,residential,50,True,False,11.203,"LINESTRING (19.4917577 49.8819618, 19.4917322 49.8818624)",,,,
43629362,Plac Kościuszki,residential,50,False,False,34.692,"LINESTRING (19.4917577 49.8819618, 19.4918592 49.8819466, 19.4921417 49.8818981, 19.4921777 49.8818919, 19.4922264 49.8818836)",,,no,
"[289514891, 43628948]",Emilii i Karola Wojtyłów,residential,50,True,False,134.04500000000002,"LINESTRING (19.4930421 49.8855851, 19.4930726 49.8854854, 19.4931474 49.8851477, 19.4932583 49.8849196, 19.4933243 49.8848222, 19.493566 49.8844851, 19.4935975 49.8844437)",,,,
258444066,Teatralna,residential,50,False,False,38.436,"LINESTRING (19.4930421 49.8855851, 19.492918 49.8855834, 19.4925736 49.8855804, 19.4925058 49.8855778)",,,,
"[256241587, 218636117]",Jagiellońska,residential,50,True,False,112.44800000000001,"LINESTRING (19.4913673 49.8813458, 19.4914259 49.8813324, 19.4915376 49.8813068, 19.4915492 49.8813045, 19.4915659 49.8813013, 19.4917858 49.8812584, 19.4918081 49.881254, 19.4918324 49.8812493, 19.4919073 49.8812766, 19.4919418 49.8813462, 19.4919615 49.8813833, 19.4920797 49.8816064, 19.4920851 49.8816167, 19.4922264 49.8818836)",,,,
"[302227252, 397845159]",Karmelicka,residential,50,False,True,21.528999999999996,"LINESTRING (19.4913673 49.8813458, 19.4913265 49.8812548, 19.4913175 49.8812367, 19.4912798 49.8811606)",,,,
1169817461,Karmelicka,residential,50,False,True,64.265,"LINESTRING (19.4913673 49.8813458, 19.4914311 49.8814433, 19.4915632 49.8815634, 19.4915854 49.8815836, 19.4916696 49.8816762, 19.4917268 49.8817762, 19.4917322 49.8818624)",,,,
258444065,Henryka Sienkiewicza,tertiary,50,False,True,21.431,"LINESTRING (19.4947266 49.8860188, 19.4948464 49.8858422)",,,,
"[289514897, 289514898, 289514899, 289514900, 207876980, 289514902, 289514903, 289514901]",Teatralna,residential,50,True,False,130.057,"LINESTRING (19.4947266 49.8860188, 19.494596 49.8859893, 19.494551 49.8859781, 19.4941551 49.8858803, 19.4940277 49.8858482, 19.4939699 49.8858342, 19.4938838 49.8858124, 19.4935476 49.885726, 19.493438 49.8856978, 19.4933681 49.8856798, 19.4931591 49.8856271, 19.4930421 49.8855851)",,,,
