osmid,name,highway,oneway,reversed,length,geometry,ref,junction,bridge
46876755,Wąska,residential,False,False,68.023,"LINESTRING (23.7687829 53.2652199, 23.7688201 53.2652656, 23.7694523 53.2656799)",,,
509618273,Sokólska,secondary,False,False,68.35000000000001,"LINESTRING (23.7687829 53.2652199, 23.7689543 53.2651952, 23.7691017 53.2651674, 23.7692183 53.2651368, 23.7697144 53.2649695)",676,,
509618273,Sokólska,secondary,False,True,272.303,"LINESTRING (23.7687829 53.2652199, 23.7666696 53.2655168, 23.7648009 53.2657896)",676,,
41552896,Legionowa,residential,False,True,128.218,"LINESTRING (23.7745088 53.2657938, 23.7732966 53.2650535, 23.7732701 53.2650373, 23.7732209 53.2649997, 23.7731918 53.2649566)",676,,
46876746,Grodzieńska,residential,False,True,103.177,"LINESTRING (23.7745088 53.2657938, 23.7744382 53.2658143, 23.7743548 53.2658239, 23.7730228 53.2655905)",,,
46876761,Grodzieńska,residential,False,False,16.248,"LINESTRING (23.7745088 53.2657938, 23.7746032 53.2658338, 23.7747215 53.265864)",676,,
41552350,Generała Józefa Bema,tertiary,False,False,25.113999999999997,"LINESTRING (23.7725858 53.264889, 23.7725499 53.264968, 23.7724877 53.2651071)",,,
802622134,Plac Jagielloński,secondary,True,False,17.973,"LINESTRING (23.7725858 53.264889, 23.7724857 53.2648661, 23.7724152 53.2648438, 23.7723576 53.2648078)",676,roundabout,
41552350,Generała Józefa Bema,tertiary,False,False,103.168,"LINESTRING (23.7716028 53.2670136, 23.7714573 53.2673035, 23.7711336 53.2678979)",,,
41552350,Generała Józefa Bema,tertiary,False,True,178.53199999999998,"LINESTRING (23.7716028 53.2670136, 23.771657 53.2668978, 23.7720106 53.2661427, 23.7723267 53.2654675)",,,
46876745,Polna,residential,False,False,135.566,"LINESTRING (23.7716028 53.2670136, 23.771735 53.2670313, 23.7719698 53.2670627, 23.772052 53.2670654, 23.7721317 53.2670548, 23.7733567 53.2665387)",,,
46876755,Wąska,residential,False,True,141.80499999999998,"LINESTRING (23.7716028 53.2670136, 23.7713281 53.2668686, 23.7701507 53.2661251, 23.7701138 53.2661018)",,,
