osmid,oneway,highway,maxspeed,reversed,length,ref,name,geometry,lanes,width,junction
68757782,True,residential,50,False,8.338,,,"LINESTRING (23.5033704 53.406276, 23.5034454 53.4062158)",,,
28586689,True,primary,50,False,77.047,19,Grodzieńska,"LINESTRING (23.5033704 53.406276, 23.50319 53.4062352, 23.5022967 53.4060108)",,,
28099595,False,residential,,False,30.516,,Bohaterów Monte Cassino,"LINESTRING (23.5003994 53.4058214, 23.5004086 53.4057692, 23.5004184 53.4057133, 23.5004538 53.4055489)",,,
28586692,False,primary,50,False,243.70700000000002,19,Grodzieńska,"LINESTRING (23.5003994 53.4058214, 23.5001845 53.405828, 23.4995194 53.4058474, 23.4993625 53.4058519, 23.49924 53.4058519, 23.4991535 53.4058466, 23.4990568 53.4058362, 23.4989538 53.4058244, 23.4988456 53.4058047, 23.4987097 53.4057792, 23.497933 53.4055988, 23.4975817 53.4055155, 23.4974305 53.4054798, 23.4970557 53.4053899, 23.4968746 53.4053522)",2,,
28586692,False,primary,50,True,129.048,19,Grodzieńska,"LINESTRING (23.5003994 53.4058214, 23.5007105 53.4058128, 23.500902 53.4058104, 23.501054 53.4058119, 23.50118 53.40582, 23.5013464 53.4058346, 23.5015021 53.4058514, 23.5016097 53.4058692, 23.5017382 53.4058934, 23.5021964 53.4059901, 23.5022967 53.4060108)",2,,
28099407,False,residential,,True,135.219,,Marszałka Józefa Piłsudskiego,"LINESTRING (23.4968746 53.4053522, 23.4968489 53.40539, 23.4968168 53.4054357, 23.4967216 53.4055922, 23.4965725 53.4058472, 23.4965569 53.4058757, 23.49651 53.4059563, 23.496258 53.4063795, 23.4961882 53.4064972)",,,
28099562,False,residential,,False,71.063,,Plac Tadeusza Kościuszki,"LINESTRING (23.4968746 53.4053522, 23.4969207 53.405296, 23.4969694 53.4052239, 23.4972503 53.4048082, 23.4972815 53.4047611)",,,
28586692,False,primary,50,True,243.70700000000002,19,Grodzieńska,"LINESTRING (23.4968746 53.4053522, 23.4970557 53.4053899, 23.4974305 53.4054798, 23.4975817 53.4055155, 23.497933 53.4055988, 23.4987097 53.4057792, 23.4988456 53.4058047, 23.4989538 53.4058244, 23.4990568 53.4058362, 23.4991535 53.4058466, 23.49924 53.4058519, 23.4993625 53.4058519, 23.4995194 53.4058474, 23.5001845 53.405828, 23.5003994 53.4058214)",2,,
"[28099536, 677712822]",False,primary,50,False,141.01000000000002,19,Białostocka,"LINESTRING (23.4968746 53.4053522, 23.4966684 53.4053057, 23.4962134 53.405195, 23.496004 53.40514, 23.4955167 53.4050004, 23.4950481 53.4048604, 23.4949453 53.4048216)",3,,
36957429,False,residential,,False,85.874,,1 Maja,"LINESTRING (23.4940157 53.4040333, 23.4952377 53.4042896)",,,
29455181,True,residential,,False,40.912000000000006,,Joachima Lelewela,"LINESTRING (23.4940157 53.4040333, 23.4941473 53.4037763, 23.4941388 53.4037185, 23.4941121 53.4036805)",,,
36957429,False,residential,,True,76.16,,1 Maja,"LINESTRING (23.4940157 53.4040333, 23.4931427 53.4038501, 23.492932 53.4038059)",,,
28099536,False,primary,50,False,172.566,19,Białostocka,"LINESTRING (23.4949453 53.4048216, 23.4947572 53.4047641, 23.4941872 53.4045677, 23.49363 53.40438, 23.4932314 53.404246, 23.4929013 53.4041327, 23.4926812 53.404056)",,,
"[28099536, 677712822]",False,primary,50,True,141.01000000000002,19,Białostocka,"LINESTRING (23.4949453 53.4048216, 23.4950481 53.4048604, 23.4955167 53.4050004, 23.496004 53.40514, 23.4962134 53.405195, 23.4966684 53.4053057, 23.4968746 53.4053522)",3,,
"[28284080, 228887827]",False,residential,,True,81.642,,"['Plac Tadeusza Kościuszki', 'Plac Jana Kilińskiego']","LINESTRING (23.4949453 53.4048216, 23.4949103 53.4048509, 23.494887 53.404886, 23.4948187 53.4049891, 23.4947762 53.4050477, 23.4945565 53.4053868, 23.4944889 53.4054419, 23.494426 53.4054808)",,,
28099451,False,residential,,False,118.638,,Generała Jana Henryka Dąbrowskiego,"LINESTRING (23.4926812 53.404056, 23.4926488 53.4040898, 23.4925967 53.4041419, 23.4925644 53.4041785, 23.4925429 53.4042117, 23.4924934 53.4043061, 23.4924281 53.4044504, 23.4924132 53.4044829, 23.4922786 53.4048704, 23.4921943 53.405077)",,,
28099536,False,primary,50,True,172.566,19,Białostocka,"LINESTRING (23.4926812 53.404056, 23.4929013 53.4041327, 23.4932314 53.404246, 23.49363 53.40438, 23.4941872 53.4045677, 23.4947572 53.4047641, 23.4949453 53.4048216)",,,
28252876,False,residential,,False,32.403000000000006,,Warszawska,"LINESTRING (23.4926812 53.404056, 23.4927138 53.4040216, 23.492752 53.4039824, 23.492932 53.4038059)",,,
28099407,False,residential,,False,129.314,,Marszałka Józefa Piłsudskiego,"LINESTRING (23.4948872 53.4086126, 23.494982 53.4084599, 23.4951087 53.4082556, 23.4951227 53.4082331, 23.495504 53.4076188, 23.4955641 53.4075219)",,,
28099481,False,residential,,True,127.50500000000001,,Generała Władysława Sikorskiego,"LINESTRING (23.4948872 53.4086126, 23.4946139 53.4085569, 23.4941133 53.4084549, 23.4930718 53.4082335)",,,
28099481,False,residential,,False,127.50500000000001,,Generała Władysława Sikorskiego,"LINESTRING (23.4930718 53.4082335, 23.4941133 53.4084549, 23.4946139 53.4085569, 23.4948872 53.4086126)",,,
28099407,False,residential,,False,121.22,,Marszałka Józefa Piłsudskiego,"LINESTRING (23.4955641 53.4075219, 23.4956164 53.4074324, 23.4961162 53.4066149, 23.4961882 53.4064972)",,,
28099407,False,residential,,True,129.314,,Marszałka Józefa Piłsudskiego,"LINESTRING (23.4955641 53.4075219, 23.495504 53.4076188, 23.4951227 53.4082331, 23.4951087 53.4082556, 23.494982 53.4084599, 23.4948872 53.4086126)",,,
28099415,False,residential,,False,225.67899999999997,,Generała Walerego Wróblewskiego,"LINESTRING (23.4955641 53.4075219, 23.4953985 53.4074859, 23.4948368 53.4073641, 23.4929281 53.4069501, 23.4923647 53.4068279)",,,
28099415,False,residential,,True,431.922,,Generała Walerego Wróblewskiego,"LINESTRING (23.4955641 53.4075219, 23.4957389 53.4075585, 23.4959519 53.4076016, 23.4968193 53.4077982, 23.4969088 53.4078178, 23.497235 53.4078935, 23.4974323 53.4079371, 23.4977656 53.4080125, 23.4980405 53.4080727, 23.4984621 53.4081615, 23.4988506 53.4082478, 23.4989443 53.4082677, 23.4997009 53.4084276, 23.4999516 53.4084817, 23.5003047 53.4085547, 23.5004485 53.4085831, 23.5005888 53.4086156, 23.5012663 53.4087528, 23.5013158 53.4087651, 23.5015983 53.4088216, 23.5016914 53.4088423)",,,
28252877,False,residential,,False,8.551,,Adama Mickiewicza,"LINESTRING (23.5023645 53.4077199, 23.5024124 53.4076485)",,,
28252877,False,residential,,True,132.546,,Adama Mickiewicza,"LINESTRING (23.5023645 53.4077199, 23.5023138 53.4078031, 23.5021626 53.4080516, 23.5020022 53.4083324, 23.5019006 53.4085033, 23.5016914 53.4088423)",,,
368038991,False,residential,,True,189.409,,Księdza Piotra Ściegiennego,"LINESTRING (23.5023645 53.4077199, 23.5022425 53.4076958, 23.5018676 53.407621, 23.5010053 53.4074489, 23.5009028 53.4074217, 23.5002244 53.4072519, 23.4998035 53.4071581, 23.4996859 53.4071296)",,,
28099454,True,residential,,False,153.677,,Pocztowa,"LINESTRING (23.4996859 53.4071296, 23.4998418 53.4068859, 23.5001468 53.4064011, 23.5002727 53.406206, 23.5003676 53.4060295, 23.5003893 53.4059258, 23.5003955 53.4058621, 23.5003994 53.4058214)",,,
368038991,False,residential,,False,189.409,,Księdza Piotra Ściegiennego,"LINESTRING (23.4996859 53.4071296, 23.4998035 53.4071581, 23.5002244 53.4072519, 23.5009028 53.4074217, 23.5010053 53.4074489, 23.5018676 53.407621, 23.5022425 53.4076958, 23.5023645 53.4077199)",,,
368038991,False,residential,,True,242.49699999999999,,Księdza Piotra Ściegiennego,"LINESTRING (23.4996859 53.4071296, 23.4995524 53.4071002, 23.4993279 53.4070495, 23.4992261 53.4070273, 23.4989623 53.4069692, 23.4989133 53.4069601, 23.4984628 53.4068641, 23.4979057 53.4067787, 23.4977296 53.4067464, 23.4975876 53.4067235, 23.496936 53.4066181, 23.4967945 53.4065952, 23.4965229 53.4065513, 23.4963313 53.4065203, 23.4961882 53.4064972)",,,
28284080,False,residential,,False,107.831,,Plac Jana Kilińskiego,"LINESTRING (23.4931409 53.4060733, 23.4932453 53.4060218, 23.4936558 53.4058197, 23.4941784 53.4056087, 23.494426 53.4054808)",,,
368038991,False,residential,,False,207.424,,Księdza Piotra Ściegiennego,"LINESTRING (23.4931409 53.4060733, 23.4933548 53.4061021, 23.4935028 53.406122, 23.4937637 53.4061584, 23.4941833 53.406217, 23.4948921 53.4063159, 23.4960148 53.4064737, 23.4961882 53.4064972)",,,
28099424,False,living_street,,True,180.563,,Letnia,"LINESTRING (23.4936789 53.4077373, 23.4934266 53.4076832, 23.4920566 53.407398, 23.4923647 53.4068279)",,,
28099415,False,residential,,False,12.011,,Generała Walerego Wróblewskiego,"LINESTRING (23.4923647 53.4068279, 23.4921918 53.4067956)",,,
28099415,False,residential,,True,225.67899999999997,,Generała Walerego Wróblewskiego,"LINESTRING (23.4923647 53.4068279, 23.4929281 53.4069501, 23.4948368 53.4073641, 23.4953985 53.4074859, 23.4955641 53.4075219)",,,
28099424,False,living_street,,False,180.563,,Letnia,"LINESTRING (23.4923647 53.4068279, 23.4920566 53.407398, 23.4934266 53.4076832, 23.4936789 53.4077373)",,,
28099415,False,residential,,False,431.9219999999999,,Generała Walerego Wróblewskiego,"LINESTRING (23.5016914 53.4088423, 23.5015983 53.4088216, 23.5013158 53.4087651, 23.5012663 53.4087528, 23.5005888 53.4086156, 23.5004485 53.4085831, 23.5003047 53.4085547, 23.4999516 53.4084817, 23.4997009 53.4084276, 23.4989443 53.4082677, 23.4988506 53.4082478, 23.4984621 53.4081615, 23.4980405 53.4080727, 23.4977656 53.4080125, 23.4974323 53.4079371, 23.497235 53.4078935, 23.4969088 53.4078178, 23.4968193 53.4077982, 23.4959519 53.4076016, 23.4957389 53.4075585, 23.4955641 53.4075219)",,,
28252877,False,residential,,False,132.546,,Adama Mickiewicza,"LINESTRING (23.5016914 53.4088423, 23.5019006 53.4085033, 23.5020022 53.4083324, 23.5021626 53.4080516, 23.5023138 53.4078031, 23.5023645 53.4077199)",,,
36957430,False,residential,,True,9.169,,Warszawska,"LINESTRING (23.4936951 53.4027318, 23.4936465 53.402809)",,,
28099518,False,living_street,,False,157.67,,Krótka,"LINESTRING (23.4936951 53.4027318, 23.4941831 53.4028633, 23.4942844 53.4028929, 23.4943177 53.4029184, 23.4943131 53.403046, 23.4943339 53.4030763, 23.4946193 53.4031526, 23.4947703 53.4031869, 23.494799 53.4032028, 23.4948077 53.4032306, 23.494721 53.4033694, 23.494683 53.4034582, 23.4945313 53.4037068)",,3,
36957430,False,residential,,False,40.80800000000001,,Warszawska,"LINESTRING (23.4936951 53.4027318, 23.4938638 53.4024405, 23.493896 53.4023849)",,,
36957430,False,residential,,False,78.719,,Warszawska,"LINESTRING (23.493896 53.4023849, 23.4942925 53.4017176)",,,
28099586,False,residential,,False,314.772,,Hugona Kołłątaja,"LINESTRING (23.493896 53.4023849, 23.495368 53.4026806, 23.4963588 53.4029757, 23.4972273 53.4033006, 23.4973463 53.4033362, 23.4975075 53.4033698, 23.498239 53.4034885)",,,
36957430,False,residential,,True,40.80800000000001,,Warszawska,"LINESTRING (23.493896 53.4023849, 23.4938638 53.4024405, 23.4936951 53.4027318)",,,
36957430,False,residential,,False,54.241,,Warszawska,"LINESTRING (23.4933291 53.4032586, 23.4936465 53.402809)",,,
