osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes,access,ref
299912091,True,Słupska,secondary,False,28.081,"LINESTRING (17.7408646 54.5300149, 17.7408301 54.5299789, 17.7407829 54.5298844, 17.7407401 54.5297742)",,,,,
"[122850226, 404311451, 404311452]",False,"['Wojska Polskiego', 'Słupska']",secondary,True,200.382,"LINESTRING (17.7408646 54.5300149, 17.7408965 54.5301053, 17.7409136 54.5302167, 17.7409128 54.5302732, 17.7409048 54.5303317, 17.7408475 54.530578, 17.7408156 54.5307132, 17.7407798 54.5309385, 17.7407785 54.5309807, 17.7407894 54.5310236, 17.7407996 54.5310513, 17.7408229 54.5311064, 17.7408615 54.5311638, 17.7409159 54.5312237, 17.740958 54.5312571, 17.7410129 54.5312912, 17.7410797 54.5313249, 17.7411593 54.53136, 17.7412181 54.5313819, 17.741282 54.5314009, 17.7416236 54.5314977, 17.7417326 54.5315307)",40,,,,
220065173,False,Legionów Polskich,residential,False,77.819,"LINESTRING (17.7407464 54.5362962, 17.7411582 54.536954)",,,,,
607982635,False,Legionów Polskich,tertiary,True,37.405,"LINESTRING (17.7407464 54.5362962, 17.7405448 54.5359808)",50,,,,
70526954,False,Juliusza Słowackiego,tertiary,True,266.70300000000003,"LINESTRING (17.7407464 54.5362962, 17.7408675 54.5362708, 17.7422906 54.5359525, 17.742393 54.5359292, 17.742522 54.5359009, 17.7432483 54.535738, 17.7439227 54.5355868, 17.7441973 54.535526, 17.7443288 54.5354968, 17.7444321 54.5354737, 17.7446057 54.5354365)",,,,,
"[456393795, 70526950]",False,,living_street,False,213.426,"LINESTRING (17.7418205 54.5368589, 17.7417225 54.5367133, 17.7415715 54.5364905, 17.7424826 54.5362816, 17.7425176 54.5363384, 17.7427171 54.5366535, 17.7418205 54.5368589)",,,,,
"[456393795, 70526950]",False,,living_street,True,213.426,"LINESTRING (17.7418205 54.5368589, 17.7427171 54.5366535, 17.7425176 54.5363384, 17.7424826 54.5362816, 17.7415715 54.5364905, 17.7417225 54.5367133, 17.7418205 54.5368589)",,,,,
456393795,False,,living_street,False,43.72,"LINESTRING (17.7418205 54.5368589, 17.7413108 54.5369737, 17.7411879 54.5369999)",,,,,
70526954,False,Juliusza Słowackiego,tertiary,False,266.703,"LINESTRING (17.7446057 54.5354365, 17.7444321 54.5354737, 17.7443288 54.5354968, 17.7441973 54.535526, 17.7439227 54.5355868, 17.7432483 54.535738, 17.742522 54.5359009, 17.742393 54.5359292, 17.7422906 54.5359525, 17.7408675 54.5362708, 17.7407464 54.5362962)",,,,,
220065174,False,Wojska Polskiego,secondary,False,146.449,"LINESTRING (17.7446057 54.5354365, 17.7444931 54.5352596, 17.7442701 54.5349029, 17.7441317 54.5346856, 17.7438944 54.534313, 17.7438421 54.5342342, 17.7438199 54.5342009)",,,,,
982231749,False,Wojska Polskiego,secondary,True,53.635,"LINESTRING (17.7446057 54.5354365, 17.7448073 54.5357526, 17.7448568 54.5358207, 17.7449147 54.5358837)",,,,,
220065173,False,Legionów Polskich,residential,True,5.452,"LINESTRING (17.7411879 54.5369999, 17.7411582 54.536954)",,,,,
220065173,False,Legionów Polskich,residential,False,86.611,"LINESTRING (17.7411879 54.5369999, 17.7415989 54.5376451, 17.7416657 54.5377275)",,,,,
456393795,False,,living_street,True,43.72,"LINESTRING (17.7411879 54.5369999, 17.7413108 54.5369737, 17.7418205 54.5368589)",,,,,
640085817,False,,tertiary,True,20.709,"LINESTRING (17.7483104 54.5289292, 17.7482803 54.5289899, 17.7482723 54.5290481, 17.7482726 54.5291128)",,,,,
982231756,True,Rondo Bitwy Warszawskiej 1920 roku,secondary,False,20.226,"LINESTRING (17.7451456 54.5362831, 17.7451067 54.536266, 17.7450777 54.5362486, 17.7450628 54.5362342, 17.745048 54.5362137, 17.7450436 54.5361861, 17.745046 54.5361656, 17.745053 54.5361441, 17.745071 54.5361268)",,roundabout,,,
121854599,True,Grunwaldzka,residential,False,85.137,"LINESTRING (17.7466301 54.5354235, 17.7467496 54.5354933, 17.7474461 54.5358998, 17.747563 54.535965)",,,1,,
122819640,False,Warszawska,residential,False,73.166,"LINESTRING (17.7466301 54.5354235, 17.7464863 54.5355136, 17.7463517 54.5355961, 17.7462509 54.5356579, 17.7461333 54.5357319, 17.7458776 54.535892, 17.7458566 54.5359047)",,,2,yes,
122819640,False,Warszawska,residential,True,186.051,"LINESTRING (17.7466301 54.5354235, 17.7467387 54.5353556, 17.7471882 54.5350747, 17.7476166 54.5348071, 17.7479365 54.5346058, 17.7484978 54.5342609, 17.7486038 54.5342039)",,,2,yes,
121854597,False,Bohaterów Monte Cassino,residential,True,176.98999999999998,"LINESTRING (17.747563 54.535965, 17.747441 54.5360454, 17.7464092 54.536686, 17.7458843 54.5370104, 17.7458621 54.5370247, 17.7458043 54.5370585, 17.7457345 54.5370908, 17.7456646 54.5371084)",,,,,
379531436,False,Grunwaldzka,residential,False,86.777,"LINESTRING (17.747563 54.535965, 17.7476563 54.536019, 17.7485152 54.5365162)",,,,,
"[366097201, 379531437]",True,"['Bohaterów Monte Cassino', 'Dworcowa']",residential,False,294.69399999999996,"LINESTRING (17.747563 54.535965, 17.7476886 54.5358892, 17.748196 54.5355833, 17.7488079 54.5351941, 17.7494692 54.5348161, 17.7497939 54.534612, 17.7498513 54.5345626, 17.749875 54.534535, 17.7499122 54.5344992, 17.7497411 54.5344417, 17.7492058 54.5342498, 17.7491797 54.5342366, 17.7491457 54.5342071, 17.7491228 54.5341802, 17.7490969 54.534151, 17.7490718 54.5341064)",,,1,permissive,
122819640,False,Warszawska,residential,False,186.051,"LINESTRING (17.7486038 54.5342039, 17.7484978 54.5342609, 17.7479365 54.5346058, 17.7476166 54.5348071, 17.7471882 54.5350747, 17.7467387 54.5353556, 17.7466301 54.5354235)",,,2,yes,
963423544,True,Warszawska,residential,False,28.841,"LINESTRING (17.7486038 54.5342039, 17.7487578 54.5341012, 17.7487979 54.5340885, 17.7489299 54.5340294)",,,1,yes,
220059444,False,Grunwaldzka,residential,False,87.36,"LINESTRING (17.7494509 54.537039, 17.7495084 54.5370731, 17.7498549 54.5372787, 17.7502974 54.5375413, 17.7503968 54.5376012)",,,,,
379531436,False,Grunwaldzka,residential,True,83.836,"LINESTRING (17.7494509 54.537039, 17.7493842 54.5370081, 17.7489827 54.5367863, 17.7485152 54.5365162)",,,,,
644847274,False,Henryka Sienkiewicza,residential,True,233.11,"LINESTRING (17.7494509 54.537039, 17.7494971 54.5370109, 17.7495527 54.5369771, 17.749928 54.5367493, 17.7500779 54.5366567, 17.751478 54.5357868, 17.7518443 54.5355471, 17.7519102 54.5355033)",,,2,,
121854597,False,Bohaterów Monte Cassino,residential,False,176.99,"LINESTRING (17.7456646 54.5371084, 17.7457345 54.5370908, 17.7458043 54.5370585, 17.7458621 54.5370247, 17.7458843 54.5370104, 17.7464092 54.536686, 17.747441 54.5360454, 17.747563 54.535965)",,,,,
299912082,False,Wojska Polskiego,secondary,False,30.201999999999998,"LINESTRING (17.7456646 54.5371084, 17.7455896 54.5369835, 17.745504 54.5368533)",,,,,
220059444,False,Grunwaldzka,residential,True,87.36,"LINESTRING (17.7503968 54.5376012, 17.7502974 54.5375413, 17.7498549 54.5372787, 17.7495084 54.5370731, 17.7494509 54.537039)",,,,,
985550946,False,Zwycięstwa,secondary,True,83.887,"LINESTRING (17.7503968 54.5376012, 17.7507329 54.5373994, 17.7511577 54.5371502, 17.7513028 54.5370601)",50,,,,214
963423539,True,Dworcowa,tertiary,False,58.105000000000004,"LINESTRING (17.7435238 54.5320029, 17.7430783 54.5319168, 17.7428659 54.5318947, 17.7428186 54.5318913, 17.7426528 54.5318773)",,,,,
982231730,False,Dworcowa,tertiary,True,124.13,"LINESTRING (17.7435238 54.5320029, 17.7441364 54.5322187, 17.7446848 54.5324165, 17.7449174 54.532501, 17.7451525 54.5325966)",,,2,,
379531436,False,Grunwaldzka,residential,False,83.836,"LINESTRING (17.7485152 54.5365162, 17.7489827 54.5367863, 17.7493842 54.5370081, 17.7494509 54.537039)",,,,,
379531436,False,Grunwaldzka,residential,True,86.777,"LINESTRING (17.7485152 54.5365162, 17.7476563 54.536019, 17.747563 54.535965)",,,,,
299912070,False,Stefana Żeromskiego,residential,True,414.298,"LINESTRING (17.7516902 54.5335233, 17.7514781 54.53345, 17.7485177 54.5323747, 17.747754 54.5321005, 17.7464956 54.5316466, 17.7462381 54.5315551)",,,,,
122819639,False,Stefana Okrzei,residential,False,266.149,"LINESTRING (17.7416657 54.5377275, 17.7418259 54.5376773, 17.7420207 54.5376234, 17.7424646 54.5375251, 17.7436474 54.5372631, 17.7437022 54.5372509, 17.7452947 54.5368982, 17.745504 54.5368533)",,,,,
220065173,False,Legionów Polskich,residential,True,86.611,"LINESTRING (17.7416657 54.5377275, 17.7415989 54.5376451, 17.7411879 54.5369999)",,,,,
886179170,False,Wojska Polskiego,secondary,False,34.244,"LINESTRING (17.745504 54.5368533, 17.7453169 54.5365651)",,,,,
122819639,False,Stefana Okrzei,residential,True,266.149,"LINESTRING (17.745504 54.5368533, 17.7452947 54.5368982, 17.7437022 54.5372509, 17.7436474 54.5372631, 17.7424646 54.5375251, 17.7420207 54.5376234, 17.7418259 54.5376773, 17.7416657 54.5377275)",,,,,
299912082,False,Wojska Polskiego,secondary,True,30.201999999999998,"LINESTRING (17.745504 54.5368533, 17.7455896 54.5369835, 17.7456646 54.5371084)",,,,,
985550946,False,Zwycięstwa,secondary,False,83.887,"LINESTRING (17.7513028 54.5370601, 17.7511577 54.5371502, 17.7507329 54.5373994, 17.7503968 54.5376012)",50,,,,214
"[985550946, 207584018]",False,Zwycięstwa,secondary,True,65.751,"LINESTRING (17.7513028 54.5370601, 17.7518003 54.5367563, 17.7520062 54.5366322)",50,,,,214
963423537,False,Wojska Polskiego,secondary,False,5.684,"LINESTRING (17.7425793 54.5322543, 17.7425531 54.5322055)",,,,,
220065174,False,Wojska Polskiego,secondary,True,230.78199999999998,"LINESTRING (17.7425793 54.5322543, 17.7427813 54.5325708, 17.742819 54.5326314, 17.7430049 54.532922, 17.7431166 54.5330934, 17.7431552 54.5331579, 17.7432638 54.5333281, 17.7433418 54.5334502, 17.7434408 54.5336101, 17.7438199 54.5342009)",,,,,
220065175,False,Romualda Traugutta,residential,True,266.862,"LINESTRING (17.7425793 54.5322543, 17.7424801 54.532278, 17.7387194 54.5331166)",,,,,
122850219,False,Legionów Polskich,tertiary,False,73.939,"LINESTRING (17.7387194 54.5331166, 17.7387409 54.5331519, 17.7391186 54.5337399)",50,,,,
220065175,False,Romualda Traugutta,residential,False,266.862,"LINESTRING (17.7387194 54.5331166, 17.7424801 54.532278, 17.7425793 54.5322543)",,,,,
"[607982633, 1234612386, 607982635]",False,Legionów Polskich,tertiary,False,115.82500000000002,"LINESTRING (17.7399308 54.535002, 17.7403785 54.5357081, 17.7404192 54.5357739, 17.7404542 54.5358304, 17.7405448 54.5359808)","['50', '30']",,,,
"[1234612386, 607982637]",False,Legionów Polskich,tertiary,True,95.365,"LINESTRING (17.7399308 54.535002, 17.7398612 54.5348919, 17.7398468 54.5348694, 17.7397894 54.5347796, 17.73956 54.5344078, 17.7394754 54.534276, 17.7394248 54.5341962)",50,,,,
607982635,False,Legionów Polskich,tertiary,False,37.405,"LINESTRING (17.7405448 54.5359808, 17.7407464 54.5362962)",50,,,,
"[607982633, 1234612386, 607982635]",False,Legionów Polskich,tertiary,True,115.82500000000002,"LINESTRING (17.7405448 54.5359808, 17.7404542 54.5358304, 17.7404192 54.5357739, 17.7403785 54.5357081, 17.7399308 54.535002)","['50', '30']",,,,
122850222,False,Michała Drzymały,residential,True,104.556,"LINESTRING (17.7375907 54.5340532, 17.738501 54.5338642, 17.7387393 54.5338146, 17.7390603 54.5337525, 17.7391186 54.5337399)",,,,,
"[207584018, 985550946]",False,Zwycięstwa,secondary,False,65.751,"LINESTRING (17.7520062 54.5366322, 17.7518003 54.5367563, 17.7513028 54.5370601)",50,,,,214
963423537,False,Wojska Polskiego,secondary,True,5.684,"LINESTRING (17.7425531 54.5322055, 17.7425793 54.5322543)",,,,,
886179171,True,Wojska Polskiego,secondary,False,34.535000000000004,"LINESTRING (17.7425531 54.5322055, 17.7424778 54.532123, 17.7424603 54.5320769, 17.7424525 54.5320351, 17.7424468 54.5320035, 17.7424361 54.531949, 17.7424235 54.5319083)",,,,,
299912088,True,Sportowa,residential,False,29.874000000000002,"LINESTRING (17.741326 54.5294061, 17.7411798 54.529546, 17.7410639 54.5296267)",,,,,
299912060,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,8.613,"LINESTRING (17.7409796 54.5295681, 17.7410146 54.5295841, 17.7410431 54.5296039, 17.7410639 54.5296267)",,roundabout,,,
299912072,True,Sportowa,residential,False,28.709,"LINESTRING (17.7409796 54.5295681, 17.7411152 54.5295064, 17.741326 54.5294061)",,,,,
299912060,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,4.3260000000000005,"LINESTRING (17.7410639 54.5296267, 17.741074 54.5296453, 17.7410789 54.5296645)",,roundabout,,,
299912078,True,Słupska,secondary,False,25.607,"LINESTRING (17.7409402 54.5297897, 17.7408976 54.5298811, 17.7408842 54.5299318, 17.7408798 54.5299814, 17.7408646 54.5300149)",,,,,
1232623696,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,13.5,"LINESTRING (17.7409402 54.5297897, 17.7408717 54.5297975, 17.7408026 54.5297921, 17.7407401 54.5297742)",,roundabout,,,
