osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes,access,ref
122002854,True,Stefana Żeromskiego,residential,False,30.146,"LINESTRING (17.741438 54.529877, 17.7411982 54.5298101, 17.7411656 54.5297979, 17.7410153 54.5297623)",,,,,
299912070,False,Stefana Żeromskiego,residential,False,361.60900000000004,"LINESTRING (17.741438 54.529877, 17.7428302 54.5303752, 17.7436351 54.5306429, 17.7440418 54.5307791, 17.7450859 54.5311501, 17.7460833 54.5315013, 17.7462381 54.5315551)",,,,,
299912060,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,11.945,"LINESTRING (17.7410789 54.5296645, 17.7410735 54.5297024, 17.7410485 54.5297376, 17.7410153 54.5297623)",,roundabout,,,
299912085,True,Stefana Żeromskiego,residential,False,33.126000000000005,"LINESTRING (17.7410789 54.5296645, 17.7412293 54.5297456, 17.7412567 54.5297604, 17.741438 54.529877)",,,,,
1232623695,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,19.383000000000003,"LINESTRING (17.7407401 54.5297742, 17.7406968 54.52975, 17.7406666 54.5297199, 17.7406521 54.529686, 17.7406544 54.5296512, 17.7406732 54.5296181)",,roundabout,,,
299912083,True,Słupska,secondary,False,35.453,"LINESTRING (17.7406732 54.5296181, 17.7406307 54.5294845, 17.740575 54.5293044)",,,,,
1232623694,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,13.862000000000002,"LINESTRING (17.7406732 54.5296181, 17.7407152 54.5295845, 17.740774 54.5295607, 17.740843 54.5295496)",,roundabout,,,
299912060,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,5.753,"LINESTRING (17.7410153 54.5297623, 17.7409751 54.52978, 17.7409402 54.5297897)",,roundabout,,,
299912060,True,Rondo Marszałka Józefa Piłsudskiego,secondary,False,9.177,"LINESTRING (17.740843 54.5295496, 17.740914 54.5295522, 17.7409796 54.5295681)",,roundabout,,,
220065174,False,Wojska Polskiego,secondary,False,230.78199999999998,"LINESTRING (17.7438199 54.5342009, 17.7434408 54.5336101, 17.7433418 54.5334502, 17.7432638 54.5333281, 17.7431552 54.5331579, 17.7431166 54.5330934, 17.7430049 54.532922, 17.742819 54.5326314, 17.7427813 54.5325708, 17.7425793 54.5322543)",,,,,
220065174,False,Wojska Polskiego,secondary,True,146.44899999999998,"LINESTRING (17.7438199 54.5342009, 17.7438421 54.5342342, 17.7438944 54.534313, 17.7441317 54.5346856, 17.7442701 54.5349029, 17.7444931 54.5352596, 17.7446057 54.5354365)",,,,,
301432339,False,,living_street,False,166.89399999999998,"LINESTRING (17.7438199 54.5342009, 17.743769 54.5342098, 17.7437012 54.5342119, 17.7435459 54.5342151, 17.7434299 54.5342206, 17.7431926 54.5342337, 17.7429215 54.5342834, 17.7425209 54.5343708, 17.7423335 54.5344257, 17.7418428 54.5346149, 17.7416521 54.5346813, 17.741483 54.5346906, 17.7414312 54.5346929)",,,,,
301432339,False,,living_street,True,166.894,"LINESTRING (17.7414312 54.5346929, 17.741483 54.5346906, 17.7416521 54.5346813, 17.7418428 54.5346149, 17.7423335 54.5344257, 17.7425209 54.5343708, 17.7429215 54.5342834, 17.7431926 54.5342337, 17.7434299 54.5342206, 17.7435459 54.5342151, 17.7437012 54.5342119, 17.743769 54.5342098, 17.7438199 54.5342009)",,,,,
886179170,False,Wojska Polskiego,secondary,True,34.244,"LINESTRING (17.7453169 54.5365651, 17.745504 54.5368533)",,,,,
982231746,True,Wojska Polskiego,secondary,False,33.445,"LINESTRING (17.7453169 54.5365651, 17.7452003 54.5364219, 17.7451815 54.5363779, 17.7451456 54.5362831)",,,,,
299912089,True,Słupska,secondary,False,32.305,"LINESTRING (17.740575 54.5293044, 17.7407368 54.5294611, 17.740843 54.5295496)",,,,,
220065173,False,Legionów Polskich,residential,False,5.452,"LINESTRING (17.7411582 54.536954, 17.7411879 54.5369999)",,,,,
220065173,False,Legionów Polskich,residential,True,77.819,"LINESTRING (17.7411582 54.536954, 17.7407464 54.5362962)",,,,,
301614431,False,,living_street,False,38.818,"LINESTRING (17.7411582 54.536954, 17.7410961 54.5369686, 17.7405982 54.5370817)",,,,,
301614431,False,,living_street,True,38.818,"LINESTRING (17.7405982 54.5370817, 17.7410961 54.5369686, 17.7411582 54.536954)",,,,,
306074070,False,,residential,False,85.26,"LINESTRING (17.7394248 54.5341962, 17.7396236 54.5341559, 17.7399933 54.5340732, 17.7400582 54.534059, 17.7403252 54.5340004, 17.7406614 54.5339259)",,,,,
"[1234612386, 607982637]",False,Legionów Polskich,tertiary,False,95.36500000000001,"LINESTRING (17.7394248 54.5341962, 17.7394754 54.534276, 17.73956 54.5344078, 17.7397894 54.5347796, 17.7398468 54.5348694, 17.7398612 54.5348919, 17.7399308 54.535002)",50,,,,
"[122850219, 607982637, 984959462, 607982639]",False,Legionów Polskich,tertiary,True,54.452,"LINESTRING (17.7394248 54.5341962, 17.7393788 54.5341255, 17.7393334 54.5340627, 17.7392664 54.5339587, 17.7391186 54.5337399)","['50', '30']",,,,
306074070,False,,residential,True,85.26,"LINESTRING (17.7406614 54.5339259, 17.7403252 54.5340004, 17.7400582 54.534059, 17.7399933 54.5340732, 17.7396236 54.5341559, 17.7394248 54.5341962)",,,,,
404311452,False,Wojska Polskiego,secondary,True,19.041,"LINESTRING (17.7417326 54.5315307, 17.7419844 54.53162)",40,,,,
306073738,False,,residential,False,72.828,"LINESTRING (17.7417326 54.5315307, 17.7416627 54.5316034, 17.7416039 54.5316627, 17.7415829 54.5316741, 17.741552 54.5316869, 17.7415222 54.5316913, 17.7414928 54.5316922, 17.7414641 54.5316865, 17.7414165 54.5316641, 17.7410771 54.5314755, 17.7409158 54.5314306)",,,,,
"[122850226, 404311451, 404311452]",False,"['Wojska Polskiego', 'Słupska']",secondary,False,200.382,"LINESTRING (17.7417326 54.5315307, 17.7416236 54.5314977, 17.741282 54.5314009, 17.7412181 54.5313819, 17.7411593 54.53136, 17.7410797 54.5313249, 17.7410129 54.5312912, 17.740958 54.5312571, 17.7409159 54.5312237, 17.7408615 54.5311638, 17.7408229 54.5311064, 17.7407996 54.5310513, 17.7407894 54.5310236, 17.7407785 54.5309807, 17.7407798 54.5309385, 17.7408156 54.5307132, 17.7408475 54.530578, 17.7409048 54.5303317, 17.7409128 54.5302732, 17.7409136 54.5302167, 17.7408965 54.5301053, 17.7408646 54.5300149)",40,,,,
306073738,False,,residential,True,72.828,"LINESTRING (17.7409158 54.5314306, 17.7410771 54.5314755, 17.7414165 54.5316641, 17.7414641 54.5316865, 17.7414928 54.5316922, 17.7415222 54.5316913, 17.741552 54.5316869, 17.7415829 54.5316741, 17.7416039 54.5316627, 17.7416627 54.5316034, 17.7417326 54.5315307)",,,,,
"[644847276, 963423551]",False,Dworcowa,tertiary,True,59.809,"LINESTRING (17.750846 54.534599, 17.7514907 54.5348293, 17.751628 54.5348874)",,,,,
"[301434701, 982398438]",True,Dworcowa,tertiary,False,122.027,"LINESTRING (17.750846 54.534599, 17.7506521 54.5345515, 17.7504807 54.534489, 17.7500336 54.5343308, 17.7497293 54.5342231, 17.749392 54.5341194, 17.7493496 54.5341088, 17.7491878 54.5340777)",,,,,
982231749,False,Wojska Polskiego,secondary,False,53.635000000000005,"LINESTRING (17.7449147 54.5358837, 17.7448568 54.5358207, 17.7448073 54.5357526, 17.7446057 54.5354365)",,,,,
982231753,True,Wojska Polskiego,secondary,False,29.379,"LINESTRING (17.7449147 54.5358837, 17.7450789 54.5359815, 17.7451102 54.5360074, 17.7452051 54.5360861)",,,,,
299912070,False,Stefana Żeromskiego,residential,False,414.298,"LINESTRING (17.7462381 54.5315551, 17.7464956 54.5316466, 17.747754 54.5321005, 17.7485177 54.5323747, 17.7514781 54.53345, 17.7516902 54.5335233)",,,,,
299912070,False,Stefana Żeromskiego,residential,True,361.60900000000004,"LINESTRING (17.7462381 54.5315551, 17.7460833 54.5315013, 17.7450859 54.5311501, 17.7440418 54.5307791, 17.7436351 54.5306429, 17.7428302 54.5303752, 17.741438 54.529877)",,,,,
"[370449173, 434364535]",False,,residential,"[False, True]",226.16099999999994,"LINESTRING (17.7462381 54.5315551, 17.7463308 54.5314773, 17.7463547 54.5314569, 17.7466266 54.5312297, 17.7471807 54.5307666, 17.7475903 54.5304221, 17.7477333 54.5303049, 17.7478803 54.5301783, 17.7479175 54.5301406, 17.7479616 54.5300953, 17.7479958 54.530051, 17.748078 54.5299233, 17.7481096 54.5298463)",,,,,
640085809,True,,tertiary,False,24.816,"LINESTRING (17.7482726 54.5291128, 17.748314 54.5291802, 17.7483171 54.5292527, 17.7483242 54.5293317)",,,1,,
640085817,False,,tertiary,False,20.709,"LINESTRING (17.7482726 54.5291128, 17.7482723 54.5290481, 17.7482803 54.5289899, 17.7483104 54.5289292)",,,,,
"[370449173, 434364535]",False,,residential,"[False, True]",226.161,"LINESTRING (17.7481096 54.5298463, 17.748078 54.5299233, 17.7479958 54.530051, 17.7479616 54.5300953, 17.7479175 54.5301406, 17.7478803 54.5301783, 17.7477333 54.5303049, 17.7475903 54.5304221, 17.7471807 54.5307666, 17.7466266 54.5312297, 17.7463547 54.5314569, 17.7463308 54.5314773, 17.7462381 54.5315551)",,,,,
640085810,True,,residential,False,31.645999999999997,"LINESTRING (17.7481096 54.5298463, 17.7481003 54.5297933, 17.7481076 54.5296924, 17.7481093 54.5296683, 17.748113 54.5295621)",,,1,,
640085818,True,,primary,False,18.282,"LINESTRING (17.748113 54.5295621, 17.7480554 54.5295382, 17.7480135 54.5295051, 17.7479914 54.529466, 17.7479913 54.5294249)",50,roundabout,1,,6
640085816,True,Jana Pawła II,primary,False,57.3,"LINESTRING (17.7491514 54.529764, 17.7486438 54.5296302, 17.7485641 54.5296048, 17.7485413 54.5295976, 17.7484043 54.5295594, 17.7483451 54.5295494)",70,,1,,6
640085818,True,,primary,False,16.527,"LINESTRING (17.7483242 54.5293317, 17.7483842 54.5293603, 17.7484238 54.529399, 17.748439 54.5294569)",50,roundabout,1,,6
640085818,True,,primary,False,7.393,"LINESTRING (17.7480763 54.5293441, 17.7481803 54.5293162)",50,roundabout,1,,6
640085815,True,Jana Pawła II,primary,False,57.38,"LINESTRING (17.748439 54.5294569, 17.7485016 54.529496, 17.7486308 54.5295466, 17.7487925 54.5296117, 17.7491514 54.529764)",70,,1,,6
640085818,True,,primary,False,12.280000000000001,"LINESTRING (17.748439 54.5294569, 17.7484262 54.5294877, 17.7483888 54.5295271, 17.7483451 54.5295494)",50,roundabout,1,,6
640085818,True,,primary,False,6.205,"LINESTRING (17.7483451 54.5295494, 17.7482582 54.5295733)",50,roundabout,1,,6
640085811,True,,residential,False,31.971,"LINESTRING (17.7482582 54.5295733, 17.7482414 54.5296099, 17.7482094 54.5296777, 17.7481999 54.5296981, 17.7481504 54.5298041, 17.7481096 54.5298463)",,,1,,
640085818,True,,primary,False,9.584,"LINESTRING (17.7482582 54.5295733, 17.7481806 54.5295745, 17.748113 54.5295621)",50,roundabout,1,,6
640085818,True,,primary,False,9.576,"LINESTRING (17.7481803 54.5293162, 17.7482511 54.5293166, 17.7483242 54.5293317)",50,roundabout,1,,6
640085820,True,,tertiary,False,23.558999999999997,"LINESTRING (17.7481803 54.5293162, 17.7481981 54.5292808, 17.7482088 54.5292453, 17.7482138 54.5292215, 17.7482225 54.5291805, 17.7482726 54.5291128)",,,1,,
640085812,True,Jana Pawła II,primary,False,50.021,"LINESTRING (17.7473682 54.5291618, 17.7475883 54.5292112, 17.7479143 54.529304, 17.7480763 54.5293441)",70,,1,,6
640085818,True,,primary,False,10.809000000000001,"LINESTRING (17.7479913 54.5294249, 17.7480133 54.5293858, 17.7480551 54.5293526, 17.7480763 54.5293441)",50,roundabout,1,,6
640085821,True,Jana Pawła II,primary,False,49.87700000000001,"LINESTRING (17.7479913 54.5294249, 17.747949 54.5293972, 17.7478659 54.5293662, 17.7478379 54.5293557, 17.7475791 54.5292588, 17.7473682 54.5291618)",70,,1,,6
963423550,True,Rondo Generała Józefa Hallera,tertiary,False,18.447000000000003,"LINESTRING (17.7521917 54.5350995, 17.7522489 54.5350944, 17.7523058 54.5351004, 17.752356 54.5351171, 17.7523941 54.5351424, 17.7524183 54.5351707)",,roundabout,,,
1184510192,True,Rondo Generała Józefa Hallera,tertiary,False,10.733,"LINESTRING (17.7523884 54.5352536, 17.7523338 54.5352815, 17.7522848 54.5352953, 17.7522457 54.5352962)",,roundabout,,,
121854610,True,Henryka Sienkiewicza,residential,False,31.701,"LINESTRING (17.7522457 54.5352962, 17.7521362 54.5353677, 17.7519994 54.5354618, 17.7519102 54.5355033)",,,2,,
1184510193,True,Rondo Generała Józefa Hallera,tertiary,False,10.15,"LINESTRING (17.7522457 54.5352962, 17.7521826 54.5352882, 17.7521318 54.5352701, 17.7521074 54.5352571)",,roundabout,,,
404311452,False,Wojska Polskiego,secondary,False,19.041,"LINESTRING (17.7419844 54.53162, 17.7417326 54.5315307)",40,,,,
963423540,True,Wojska Polskiego,secondary,False,29.954,"LINESTRING (17.7419844 54.53162, 17.7421573 54.5316512, 17.7422242 54.5316725, 17.742258 54.5316804, 17.7423438 54.5317087, 17.7424103 54.5317243)",,,,,
963423546,True,Dworcowa,tertiary,False,24.822,"LINESTRING (17.748709 54.533814, 17.7488615 54.533857, 17.7488931 54.5338766, 17.7490212 54.5339405)",,,1,,
"[982231729, 1184461329]",False,Dworcowa,tertiary,False,63.437,"LINESTRING (17.748709 54.533814, 17.748515 54.5337324, 17.7482795 54.5336644, 17.7480561 54.5335999, 17.7478487 54.5335408)",,,2,,
1220321440,True,Rondo Cichociemnych Spadochroniarzy AK,secondary,False,4.913,"LINESTRING (17.7426528 54.5318773, 17.742627 54.5318935, 17.7425959 54.5319063)",,roundabout,,,
314707480,True,Wojska Polskiego,secondary,False,30.398999999999997,"LINESTRING (17.7423236 54.5318077, 17.7422584 54.5317766, 17.7421984 54.5317435, 17.7421712 54.5317302, 17.7420966 54.531699, 17.7419844 54.53162)",40,,,,
1220321443,True,Rondo Cichociemnych Spadochroniarzy AK,secondary,False,11.181,"LINESTRING (17.7423236 54.5318077, 17.7423354 54.5317778, 17.7423652 54.5317474, 17.7424103 54.5317243)",,roundabout,,,
