osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access
"[23818955, 395010684]",True,2,Deotymy,tertiary,"['40', '50']",False,179.875,"LINESTRING (17.0212768 54.4639612, 17.0215848 54.4638737, 17.0217877 54.4638343, 17.0220038 54.4638137, 17.0221308 54.4638101, 17.0221501 54.4638095, 17.0223096 54.4638145, 17.0224694 54.463822, 17.0226933 54.4638354, 17.0228949 54.4638475, 17.0229948 54.4638535, 17.0231973 54.4638656, 17.0237206 54.4638957, 17.0240025 54.4639123)",,
395755729,True,2,Rondo Stanisława Kądzieli,tertiary,50,False,22.093999999999998,"LINESTRING (17.0212768 54.4639612, 17.0214195 54.4640055, 17.0214962 54.4640395, 17.0215437 54.4640795)",roundabout,
23818955,True,2,Deotymy,tertiary,40,False,56.123,"LINESTRING (17.0262737 54.4640459, 17.0268938 54.4640824, 17.0269718 54.4640873, 17.0271375 54.4640978)",,
"[173096034, 395010685]",True,,Długa,residential,,False,256.784,"LINESTRING (17.0262737 54.4640459, 17.0262807 54.4640185, 17.0262921 54.4639793, 17.0263014 54.4639436, 17.0263514 54.4637966, 17.0264083 54.4636417, 17.0264868 54.4634174, 17.0265472 54.4633529, 17.0265608 54.4633383, 17.0266296 54.4631957, 17.026786 54.4629123, 17.0268425 54.4628094, 17.0269101 54.4626672, 17.0269409 54.4626007, 17.0269827 54.4624762, 17.0269646 54.4623814, 17.0270212 54.4621434, 17.0270636 54.4619641, 17.0270897 54.4619242, 17.0271222 54.4618034)",,
"[201275113, 394091031]",False,"['2', '3']",Plac Zwycięstwa,residential,50,True,147.30899999999997,"LINESTRING (17.0271375 54.4640978, 17.0271269 54.464162, 17.0271134 54.4642443, 17.0271112 54.4642578, 17.0270993 54.464331, 17.0270781 54.4644619, 17.0270631 54.4645544, 17.0270366 54.4647172, 17.0270149 54.4648509, 17.0269943 54.4649781, 17.0269713 54.4651195, 17.0269485 54.4652604, 17.0269392 54.4653176, 17.0269339 54.4653365, 17.0269289 54.4653539, 17.0269113 54.4654158)",,
"[392713376, 661851179]",True,"['2', '3']",Plac Zwycięstwa,tertiary,"['40', '50']",False,48.569,"LINESTRING (17.0271375 54.4640978, 17.0272602 54.4641055, 17.0273482 54.464112, 17.0274604 54.4641202, 17.0278854 54.4641397)",,
117623307,True,2,Plac Zwycięstwa,tertiary,50,False,37.696999999999996,"LINESTRING (17.0278854 54.4641397, 17.0280411 54.4641805, 17.0281546 54.4642092, 17.0282009 54.4642248, 17.0282369 54.4642389, 17.0282723 54.4642528, 17.0283133 54.4642699, 17.0283862 54.4643085)",,
297826737,True,2,Plac Zwycięstwa,tertiary,50,False,36.191,"LINESTRING (17.0278854 54.4641397, 17.0279546 54.4641357, 17.0280641 54.4641293, 17.028206 54.4641213, 17.0282599 54.4641187, 17.028302 54.4641155, 17.0283402 54.4641126, 17.0284408 54.4641004)",,
33277729,True,2,Jana Pawła II,tertiary,50,False,14.895,"LINESTRING (17.0284408 54.4641004, 17.0286616 54.464062)",,
1242793175,False,2,Plac Zwycięstwa,tertiary,,False,14.467,"LINESTRING (17.0286616 54.464062, 17.0285755 54.4641821)",,
