osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,width
39717777,Fryderyka Chopina,residential,False,True,232.98799999999994,"LINESTRING (21.452622 52.5930014, 21.4528231 52.5930175, 21.4540937 52.5931194, 21.4542648 52.5931331, 21.4552126 52.5932091, 21.4553708 52.5932218, 21.4558774 52.5932623, 21.4560416 52.5932755)",,,,,,
"[528873283, 527614075, 290760005, 528873287]",Generała Józefa Sowińskiego,tertiary,False,True,143.418,"LINESTRING (21.452622 52.5930014, 21.4525794 52.5931645, 21.4524894 52.5935094, 21.4524513 52.5936629, 21.4524215 52.5937757, 21.4523649 52.5939863, 21.4522878 52.5942751)","['4', '3']",618,,,,
"[528353804, 275616021]",Generała Józefa Sowińskiego,tertiary,True,False,94.775,"LINESTRING (21.452622 52.5930014, 21.4526321 52.5927216, 21.4526964 52.5924817, 21.4527262 52.5924033, 21.452764 52.5923311, 21.4527862 52.5922889, 21.4528184 52.5922278, 21.452835 52.592195, 21.4528351 52.5921646)",1,618,,,,
528338974,Wąska,residential,True,False,6.326,"LINESTRING (21.4562912 52.5924973, 21.4563047 52.5925536)",,,,,,
528873738,Tadeusza Kościuszki,primary,True,False,50.004000000000005,"LINESTRING (21.4562912 52.5924973, 21.4564695 52.592522, 21.4570129 52.5925974)",1,62,50,,,
39722559,Berka Joselewicza,residential,False,False,44.954,"LINESTRING (21.4577843 52.5917161, 21.4583383 52.5919401)",,,,,,
39713297,Strażacka,residential,False,True,110.998,"LINESTRING (21.4577843 52.5917161, 21.4576141 52.5919216, 21.4570538 52.5925519, 21.4570129 52.5925974)",,,,,,
39722559,Berka Joselewicza,residential,False,True,83.44399999999999,"LINESTRING (21.4577843 52.5917161, 21.4577465 52.5916834, 21.4575 52.59147, 21.4570138 52.5911308)",,,,,,
282586789,Bankowa,residential,False,False,180.098,"LINESTRING (21.4522878 52.5942751, 21.4524753 52.5942924, 21.4526164 52.5943109, 21.4532184 52.5943786, 21.4535353 52.5944289, 21.4537246 52.5944482, 21.4538945 52.5944637, 21.4549218 52.5944973)",,,,,,
"[527614075, 528873283, 290760005, 528873287]",Generała Józefa Sowińskiego,tertiary,False,False,143.418,"LINESTRING (21.4522878 52.5942751, 21.4523649 52.5939863, 21.4524215 52.5937757, 21.4524513 52.5936629, 21.4524894 52.5935094, 21.4525794 52.5931645, 21.452622 52.5930014)","['4', '3']",618,,,,
