osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,junction
172256756,2,Wrocławska,tertiary,False,False,76.985,"LINESTRING (16.3708329 51.2703919, 16.369929 51.2707913)",,,,
1245667491,,II Armii Wojska Polskiego,residential,False,False,43.912,"LINESTRING (16.3708329 51.2703919, 16.3711556 51.2707313)",,,,
152662649,,Średnia,residential,False,False,153.846,"LINESTRING (16.3681114 51.2712906, 16.3684858 51.2726542)",,,,
172256756,2,Wrocławska,tertiary,False,False,178.594,"LINESTRING (16.3681114 51.2712906, 16.3659795 51.2717402, 16.3656689 51.2717813)",,,,
172256756,2,Wrocławska,tertiary,False,True,138.643,"LINESTRING (16.3681114 51.2712906, 16.3684934 51.271204, 16.368924 51.2711137, 16.3692995 51.2710212, 16.369929 51.2707913)",,,,
153209596,,,residential,True,False,144.59599999999998,"LINESTRING (16.3656689 51.2717813, 16.365703 51.2717199, 16.3658387 51.271478, 16.3658997 51.2711757, 16.3658251 51.2705406, 16.3658207 51.2705032)",,,,
172256756,2,Wrocławska,tertiary,False,False,51.175,"LINESTRING (16.3656689 51.2717813, 16.3653666 51.2718281, 16.3649578 51.271899)",,,,
172256756,2,Wrocławska,tertiary,False,True,178.594,"LINESTRING (16.3656689 51.2717813, 16.3659795 51.2717402, 16.3681114 51.2712906)",,,,
40322285,2,Wrocławska,tertiary,False,False,59.799,"LINESTRING (16.3649578 51.271899, 16.364861 51.2718876, 16.3647131 51.2718866, 16.3641047 51.2719345)",,,,
82536100,2,Władysława Reymonta,tertiary,False,False,85.05100000000002,"LINESTRING (16.3649578 51.271899, 16.364976 51.2719342, 16.3649993 51.2720786, 16.3651774 51.2726506)",,,,
172256756,2,Wrocławska,tertiary,False,True,51.175,"LINESTRING (16.3649578 51.271899, 16.3653666 51.2718281, 16.3656689 51.2717813)",,,,
1245667493,2,Władysława Reymonta,tertiary,False,True,8.487,"LINESTRING (16.3653125 51.2731099, 16.3652982 51.2730341)",,,,
