osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,ref,geometry,junction
403514260,False,2,Armii Krajowej,tertiary,50,yes,False,6.962,,"LINESTRING (14.4892821 53.2498355, 14.4893846 53.2498481)",
40657016,True,1,Łużycka,primary,50,yes,False,73.46799999999999,31,"LINESTRING (14.4892821 53.2498355, 14.4892681 53.2496755, 14.4892663 53.2496383, 14.4892607 53.2495229, 14.4892458 53.2492902, 14.4892783 53.2491769)",
172903163,False,2,Żołnierzy Wyklętych,residential,50,yes,False,143.6,,"LINESTRING (14.4892821 53.2498355, 14.4892435 53.2498341, 14.4890605 53.2498253, 14.4889905 53.2498206, 14.4883475 53.2497802, 14.4875259 53.2497396, 14.4873163 53.2497337, 14.4871315 53.2497379)",
229924069,False,,Energetyków,residential,50,,True,100.987,,"LINESTRING (14.4852323 53.2544455, 14.4852121 53.2543947, 14.4852058 53.2543791, 14.4850398 53.2536039, 14.48503 53.2535458)",
405274498,False,,1 Maja,residential,50,,False,168.043,,"LINESTRING (14.4852323 53.2544455, 14.4854025 53.2544343, 14.4855871 53.2544221, 14.4859749 53.2543968, 14.4868251 53.2543396, 14.4870937 53.2543204, 14.4873254 53.2543038, 14.4875762 53.254284, 14.4877418 53.2542731)",
705034000,False,,Słowiańska,residential,,,True,62.654,,"LINESTRING (14.4852323 53.2544455, 14.4852505 53.2544927, 14.4852539 53.2545015, 14.4853613 53.2550034)",
32494082,False,,Słowiańska,residential,,,True,85.501,,"LINESTRING (14.4891201 53.2559433, 14.4889822 53.2559461, 14.4889099 53.2559486, 14.4884835 53.2559636, 14.4883327 53.2559677, 14.4879809 53.2559788, 14.4878366 53.2559834)",
"[173349368, 479764295]",False,2,Bolesława Chrobrego,primary,50,yes,False,74.862,31;120,"LINESTRING (14.4891201 53.2559433, 14.4891206 53.2559673, 14.489119 53.2559944, 14.4891158 53.256022, 14.4891106 53.2560637, 14.4891044 53.2561007, 14.4890966 53.2561434, 14.4890866 53.2561914, 14.4890673 53.2562699, 14.489038 53.2564086, 14.4890316 53.2564398, 14.4890098 53.2565328, 14.4890016 53.2566123)",
173349368,False,2,Bolesława Chrobrego,primary,50,,True,67.83800000000001,31;120,"LINESTRING (14.4891201 53.2559433, 14.4891173 53.2559201, 14.4891142 53.2558975, 14.4891089 53.2558699, 14.4891029 53.2558374, 14.4890213 53.2555629, 14.4889556 53.2553415)",
231442638,False,,Jarosława Iwaszkiewicza,residential,30,,True,106.43299999999999,,"LINESTRING (14.4990378 53.2562144, 14.4988467 53.2562369, 14.4976438 53.2563656, 14.4974643 53.2563876)",
917798027,False,,Zygmunta Krasińskiego,unclassified,40,,True,180.407,,"LINESTRING (14.4990378 53.2562144, 14.4990571 53.2561016, 14.4992119 53.254792, 14.4992173 53.2547441, 14.4992214 53.2546932, 14.4992209 53.2546686, 14.499218 53.2546361, 14.4992143 53.2545961)",
917798028,False,,Zygmunta Krasińskiego,unclassified,40,,False,174.37699999999998,,"LINESTRING (14.4990378 53.2562144, 14.4990258 53.2563215, 14.4989977 53.2565383, 14.4989898 53.2565816, 14.498981 53.2566248, 14.4989691 53.2566756, 14.4989567 53.2567342, 14.4988612 53.2571119, 14.4988026 53.25733, 14.4987213 53.2575801, 14.4987102 53.2576141, 14.4987026 53.2576374, 14.4986609 53.2577649)",
172922337,False,,Stefana Żeromskiego,residential,,,False,113.276,,"LINESTRING (14.496153 53.2505264, 14.4961642 53.2504488, 14.4961652 53.2504416, 14.4962653 53.2499848, 14.4963177 53.2498844, 14.4964539 53.2497676, 14.4966695 53.2496813, 14.4967844 53.2496677)",
180021679,False,2,Henryka Sienkiewicza,residential,50,,False,64.693,,"LINESTRING (14.496153 53.2505264, 14.495994 53.2505257, 14.4958688 53.2505244, 14.4957559 53.2505186, 14.4956311 53.2505087, 14.4954373 53.2504959, 14.4951894 53.2504629)",
180021679,False,2,Henryka Sienkiewicza,residential,50,,True,193.022,,"LINESTRING (14.496153 53.2505264, 14.4962677 53.2505261, 14.4972051 53.2505304, 14.4981102 53.2505346, 14.4987871 53.2505377, 14.4990542 53.2505396)",
32517971,False,,Księdza Jerzego Popiełuszki,residential,,,False,56.41100000000001,,"LINESTRING (14.4875918 53.2493138, 14.4872006 53.2496448, 14.4871648 53.249689, 14.4871315 53.2497379)",
709811116,False,,,residential,,,True,72.991,,"LINESTRING (14.4875918 53.2493138, 14.4875253 53.2493026, 14.4865318 53.2491446)",
172903163,False,2,Żołnierzy Wyklętych,residential,50,yes,True,8.978,,"LINESTRING (14.4870021 53.2497608, 14.4871315 53.2497379)",
172902792,True,,,residential,50,yes,False,18.458,,"LINESTRING (14.4870021 53.2497608, 14.4870161 53.2497872, 14.4870131 53.2498148, 14.4869934 53.2498398, 14.4869598 53.2498588, 14.4869169 53.2498692, 14.4868707 53.2498695)",roundabout
172902792,True,,,residential,50,yes,False,14.231000000000002,,"LINESTRING (14.4868465 53.2498654, 14.4868261 53.2498592, 14.4867913 53.2498396, 14.4867714 53.2498137, 14.4867692 53.2497851, 14.4867852 53.2497582)",roundabout
172902792,True,,,residential,50,yes,False,17.432000000000002,,"LINESTRING (14.4867852 53.2497582, 14.4868136 53.2497384, 14.4868518 53.2497256, 14.4868949 53.2497216, 14.4869378 53.2497267, 14.486975 53.2497403, 14.4870021 53.2497608)",roundabout
172922917,False,,Sportowa,residential,,,False,71.07499999999999,,"LINESTRING (14.4867852 53.2497582, 14.4867134 53.2497004, 14.4866746 53.2496349, 14.4866223 53.2494551, 14.4865318 53.2491446)",
180021679,False,2,Henryka Sienkiewicza,residential,50,,False,193.022,,"LINESTRING (14.4990542 53.2505396, 14.4987871 53.2505377, 14.4981102 53.2505346, 14.4972051 53.2505304, 14.4962677 53.2505261, 14.496153 53.2505264)",
825162017,True,,Zygmunta Krasińskiego,residential,50,,False,102.90199999999999,,"LINESTRING (14.4990542 53.2505396, 14.4990234 53.2506768, 14.4988749 53.2513202, 14.4988716 53.2513296, 14.498859 53.2513657, 14.4988258 53.2514545)",
180019244,False,1,Stanisława Wyspiańskiego,residential,50,,True,163.70199999999997,,"LINESTRING (14.4992445 53.249685, 14.4991543 53.2496869, 14.4970503 53.2496648, 14.4967844 53.2496677)",
825162017,True,,Zygmunta Krasińskiego,residential,50,,False,95.929,,"LINESTRING (14.4992445 53.249685, 14.4992334 53.2498205, 14.4991303 53.2502341, 14.4990542 53.2505396)",
172922337,False,,Stefana Żeromskiego,residential,,,True,113.276,,"LINESTRING (14.4967844 53.2496677, 14.4966695 53.2496813, 14.4964539 53.2497676, 14.4963177 53.2498844, 14.4962653 53.2499848, 14.4961652 53.2504416, 14.4961642 53.2504488, 14.496153 53.2505264)",
180019244,False,1,Stanisława Wyspiańskiego,residential,50,,False,163.70199999999997,,"LINESTRING (14.4967844 53.2496677, 14.4970503 53.2496648, 14.4991543 53.2496869, 14.4992445 53.249685)",
