osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,ref,maxspeed,junction
35762060,Powstańców 1863 Roku,residential,False,False,195.65999999999997,"LINESTRING (20.8395682 51.0481868, 20.839426 51.0481804, 20.8392032 51.0481703, 20.8385721 51.0481373, 20.837804 51.0480821, 20.8370125 51.0479833, 20.8369046 51.0479687, 20.8368559 51.0479652, 20.8368313 51.0479667, 20.8367959 51.0479688)",,,,,
"[292550627, 1114491805, 204159135]",Bodzentyńska,tertiary,False,"[False, True]",147.75500000000002,"LINESTRING (20.8395682 51.0481868, 20.8395887 51.0482723, 20.8395911 51.0482834, 20.8395928 51.048291, 20.8396342 51.0485067, 20.8397179 51.0489568, 20.8397542 51.0491912, 20.8397866 51.0493601, 20.8398103 51.0494471, 20.839834 51.0495043)",2,yes,,,
35716122,Juliusza Słowackiego,residential,False,False,165.65800000000002,"LINESTRING (20.8377266 51.0446788, 20.8376544 51.0446877, 20.8356604 51.044933, 20.8354011 51.0449649)",,,,,
204139914,Bodzentyńska,secondary,False,False,207.478,"LINESTRING (20.8377266 51.0446788, 20.8373915 51.043948, 20.8371641 51.0434522, 20.8369019 51.0428864)",,,751,50,
204139914,Bodzentyńska,secondary,False,True,257.032,"LINESTRING (20.8377266 51.0446788, 20.8377818 51.0447956, 20.8382103 51.0457217, 20.8384323 51.046194, 20.838638 51.0466316, 20.8387224 51.0467996, 20.8387573 51.0468974)",,,751,50,
35761999,Niska,residential,False,False,195.159,"LINESTRING (20.8425671 51.0494042, 20.8425962 51.0494534, 20.8428262 51.0498427, 20.8433118 51.0505591, 20.8435784 51.0510393)",,,,,
198270878,Bugaj,tertiary,False,False,162.93999999999997,"LINESTRING (20.8425671 51.0494042, 20.8424809 51.0494164, 20.8421642 51.049459, 20.8414851 51.0495503, 20.8404348 51.0496838, 20.8402848 51.0497019)",2,,,50,
35711506,Emilii Peck,residential,False,False,152.911,"LINESTRING (20.8346307 51.0486004, 20.8346109 51.0485337, 20.8342575 51.0473406, 20.8342301 51.0472485)",,,,,
839023306,Powstańców 1863 Roku,residential,False,False,64.848,"LINESTRING (20.8346307 51.0486004, 20.8344797 51.0486338, 20.834433 51.0486441, 20.8342837 51.0486772, 20.8341114 51.0487053, 20.8339406 51.0487295, 20.8337367 51.0487508)",,,,,
35711506,Emilii Peck,residential,False,False,216.774,"LINESTRING (20.8336265 51.0451765, 20.8335963 51.0450755, 20.8330516 51.0432608)",,,,,
35711506,Emilii Peck,residential,False,True,234.22799999999998,"LINESTRING (20.8336265 51.0451765, 20.8336491 51.045254, 20.8338392 51.0459062, 20.8342003 51.0471452, 20.8342301 51.0472485)",,,,,
35716122,Juliusza Słowackiego,residential,False,True,126.272,"LINESTRING (20.8336265 51.0451765, 20.8337621 51.0451603, 20.8354011 51.0449649)",,,,,
35715178,Krótka,residential,False,True,130.211,"LINESTRING (20.8367959 51.0479688, 20.8367576 51.0479351, 20.8366723 51.0478907, 20.8355014 51.0472643, 20.8354839 51.0472427, 20.8354338 51.0471811)",,,,,
35762060,Powstańców 1863 Roku,residential,False,True,195.66,"LINESTRING (20.8367959 51.0479688, 20.8368313 51.0479667, 20.8368559 51.0479652, 20.8369046 51.0479687, 20.8370125 51.0479833, 20.837804 51.0480821, 20.8385721 51.0481373, 20.8392032 51.0481703, 20.839426 51.0481804, 20.8395682 51.0481868)",,,,,
1148151837,Powstańców 1863 Roku,residential,True,False,166.918,"LINESTRING (20.8367959 51.0479688, 20.8367461 51.0479807, 20.8366839 51.0479946, 20.8354449 51.048375, 20.8346307 51.0486004)",,,,30,
839023306,Powstańców 1863 Roku,residential,False,False,120.381,"LINESTRING (20.8337367 51.0487508, 20.8325069 51.0488773, 20.8320372 51.0489256)",,,,,
839023306,Powstańców 1863 Roku,residential,False,True,64.848,"LINESTRING (20.8337367 51.0487508, 20.8339406 51.0487295, 20.8341114 51.0487053, 20.8342837 51.0486772, 20.834433 51.0486441, 20.8344797 51.0486338, 20.8346307 51.0486004)",,,,,
35713153,Jana Gajzlera,residential,False,True,69.08,"LINESTRING (20.84034 51.05127, 20.8412349 51.0510064)",,,,,
35717761,Jana Gajzlera,residential,False,False,133.118,"LINESTRING (20.84034 51.05127, 20.83969 51.05145, 20.8393926 51.0514941, 20.8387579 51.0515018, 20.8385064 51.051523)",,,,,
35713153,Jana Gajzlera,residential,False,False,69.08,"LINESTRING (20.8412349 51.0510064, 20.84034 51.05127)",,,,,
35711670,Tadeusza Kościuszki,residential,False,False,125.938,"LINESTRING (20.83482 51.0430451, 20.8332344 51.0432385, 20.8330516 51.0432608)",,,,,
