osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
363074862,2,866;867,Kardynała Stefana Wyszyńskiego,secondary,50,False,False,127.672,"LINESTRING (23.11646 50.1526994, 23.1165679 50.1528034, 23.1172792 50.1537196)",
33446015,,867,Kardynała Stefana Wyszyńskiego,secondary,50,False,False,155.531,"LINESTRING (23.1209583 50.1553043, 23.1211696 50.1553607, 23.1213707 50.1554243, 23.121665 50.1555169, 23.1221576 50.1556872, 23.1227226 50.1558724, 23.1229024 50.155939)",
1232608899,3,866,Unii Lubelskiej,secondary,50,False,True,57.966,"LINESTRING (23.1209583 50.1553043, 23.1209264 50.1553605, 23.1208945 50.1554341, 23.1207246 50.1558035)",
"[1232608900, 363074862]","['2', '3']",866;867,Kardynała Stefana Wyszyńskiego,secondary,50,False,True,306.5919999999999,"LINESTRING (23.1209583 50.1553043, 23.1207441 50.1552442, 23.1204231 50.155157, 23.1200784 50.1550615, 23.1197109 50.1549602, 23.1189579 50.1547113, 23.1185139 50.1545492, 23.1177558 50.1540984, 23.1174757 50.1539043, 23.1173938 50.1538315)",
197873440,2,,Adama Mickiewicza,tertiary,,False,False,15.579,"LINESTRING (23.1219403 50.1588743, 23.1219237 50.159014)",
33446055,,,Marii Konopnickiej,tertiary,,False,False,99.318,"LINESTRING (23.1219403 50.1588743, 23.1218881 50.1588559, 23.1218196 50.1588358, 23.1215924 50.1587678, 23.120776 50.1585076, 23.1206895 50.15848)",
41644248,,,Adama Mickiewicza,residential,,False,True,90.65899999999999,"LINESTRING (23.1219403 50.1588743, 23.1219883 50.1587806, 23.1220704 50.1586426, 23.122298 50.1583533, 23.1224111 50.1582231, 23.1224781 50.1581372)",
33446049,,,Marszałka Józefa Piłsudskiego,residential,,False,False,6.293,"LINESTRING (23.1219237 50.159014, 23.122012 50.1590157)",
197873440,2,,Adama Mickiewicza,tertiary,,False,True,15.579,"LINESTRING (23.1219237 50.159014, 23.1219403 50.1588743)",
197873440,2,,Adama Mickiewicza,tertiary,,False,False,229.733,"LINESTRING (23.1219237 50.159014, 23.1219097 50.1590895, 23.1218394 50.1595797, 23.1217852 50.1600754, 23.1218261 50.160468, 23.1218307 50.1605032, 23.1219061 50.1610732)",
164243055,,,3 Maja,residential,,False,True,75.951,"LINESTRING (23.1235369 50.1569768, 23.1236105 50.1567892, 23.1236045 50.1566092, 23.1236581 50.1564781, 23.1237995 50.1563295)",
173836408,,,Tadeusza Kościuszki,residential,,True,False,69.392,"LINESTRING (23.1235369 50.1569768, 23.1236255 50.1569762, 23.1236951 50.1569999, 23.1244015 50.1572494)",
175867629,,,Rynek,residential,,False,False,23.375,"LINESTRING (23.122628 50.1579502, 23.1224781 50.1581372)",
33446000,,,Stefana Żeromskiego,residential,,True,False,38.355,"LINESTRING (23.122628 50.1579502, 23.1225346 50.1579231, 23.1221377 50.1578077)",
175867629,,,Rynek,residential,,False,True,110.806,"LINESTRING (23.122628 50.1579502, 23.1226845 50.1578867, 23.123304 50.1571496, 23.1233754 50.1570765)",
173836398,,,Zygmunta Krasińskiego,residential,,False,False,90.413,"LINESTRING (23.1219545 50.1614448, 23.1220853 50.1614602, 23.1231998 50.1616019)",
197873440,2,,Adama Mickiewicza,tertiary,,False,True,41.464999999999996,"LINESTRING (23.1219545 50.1614448, 23.1219257 50.1612044, 23.1219061 50.1610732)",
173836408,,,Tadeusza Kościuszki,residential,,True,False,26.473,"LINESTRING (23.1244015 50.1572494, 23.1245546 50.1573015, 23.12473 50.1573607)",
130573152,,,Legionów,residential,,True,False,25.36,"LINESTRING (23.120516 50.1562619, 23.1208404 50.1563558)",
33445989,2,866,Unii Lubelskiej,secondary,50,False,False,126.33500000000001,"LINESTRING (23.120516 50.1562619, 23.1203186 50.1567164, 23.1203005 50.1569338, 23.1202927 50.157117, 23.1202968 50.1573804)",
33445989,2,866,Unii Lubelskiej,secondary,50,False,True,53.094,"LINESTRING (23.120516 50.1562619, 23.1205439 50.1562015, 23.1207246 50.1558035)",
33445989,2,866,Unii Lubelskiej,secondary,50,False,True,109.397,"LINESTRING (23.1203417 50.1583638, 23.1203341 50.1582192, 23.120306 50.1576062, 23.1203016 50.1575097, 23.1202968 50.1573804)",
33446055,,,Marii Konopnickiej,tertiary,,False,True,27.944000000000003,"LINESTRING (23.1203417 50.1583638, 23.1204451 50.1583973, 23.1206895 50.15848)",
"[197873441, 242166810]","['1', '2']",,Marii Konopnickiej,residential,30,False,False,159.988,"LINESTRING (23.1203417 50.1583638, 23.1202661 50.1583313, 23.1202038 50.1583206, 23.1201386 50.1583196, 23.1200604 50.1583185, 23.1184299 50.1582959, 23.1182999 50.158296, 23.118114 50.158294)",6
242166807,2,866,Unii Lubelskiej,secondary,50,False,False,239.736,"LINESTRING (23.1203417 50.1583638, 23.1203345 50.1584652, 23.1203299 50.1584909, 23.120323 50.1585144, 23.1203133 50.1585341, 23.1202428 50.1586298, 23.1198139 50.159159, 23.1192895 50.1597798, 23.1188693 50.1602891)",
173836398,,,Zygmunta Krasińskiego,residential,,False,True,90.413,"LINESTRING (23.1231998 50.1616019, 23.1220853 50.1614602, 23.1219545 50.1614448)",
41664996,,,Stanisława Konery,residential,,True,False,56.61,"LINESTRING (23.1231773 50.158379, 23.1225744 50.1581675, 23.1225493 50.1581594, 23.1224781 50.1581372)",
173836396,,,Świętej Anny,residential,,True,False,82.11,"LINESTRING (23.1231773 50.158379, 23.1232084 50.1583503, 23.123426 50.1581494, 23.1238291 50.15777)",
41664996,,,Stanisława Konery,residential,,True,False,37.819,"LINESTRING (23.1239793 50.1586427, 23.123507 50.1584874)",
347936728,,,Ignacego Krasickiego,residential,,False,True,64.43,"LINESTRING (23.1239793 50.1586427, 23.1247836 50.1589077)",
173836364,,,Targowa,residential,,True,False,28.649,"LINESTRING (23.1238291 50.15777, 23.1241665 50.1579102)",
173836396,,,Świętej Anny,residential,,True,False,71.298,"LINESTRING (23.1238291 50.15777, 23.1243455 50.1572692, 23.1244015 50.1572494)",
347936728,,,Ignacego Krasickiego,residential,,False,False,64.43,"LINESTRING (23.1247836 50.1589077, 23.1239793 50.1586427)",
220347115,,,Mikołaja Kopernika,residential,,True,False,323.853,"LINESTRING (23.1247836 50.1589077, 23.1243034 50.1594124, 23.1242017 50.1595193, 23.1240737 50.1596539, 23.1238907 50.1599074, 23.1237331 50.160154, 23.1233704 50.1608754, 23.1232112 50.1615112, 23.1231998 50.1616019)",
41664993,,,Rynek,residential,,True,False,111.201,"LINESTRING (23.1217154 50.1576943, 23.1223586 50.1567831)",
33446000,,,Stefana Żeromskiego,residential,,True,False,49.236999999999995,"LINESTRING (23.1217154 50.1576943, 23.1216145 50.1576723, 23.1215759 50.1576644, 23.1210671 50.157541)",
"[41664995, 878727275, 387106278]",,,Jasna,residential,,True,False,87.76899999999999,"LINESTRING (23.1217154 50.1576943, 23.1214426 50.1580751, 23.1213814 50.1581573, 23.1213037 50.1581659, 23.1211153 50.1581153, 23.1210161 50.1580916, 23.1209958 50.1580898, 23.1209704 50.1580852)",
143926316,,,Rynek,residential,,False,True,79.529,"LINESTRING (23.1223586 50.1567831, 23.1232541 50.1570296, 23.1233467 50.1570655, 23.1233754 50.1570765)",
173836370,,,Grunwaldzka,residential,,False,True,101.631,"LINESTRING (23.1223586 50.1567831, 23.1223701 50.1567626, 23.1224073 50.1566881, 23.1225731 50.1564433, 23.1227356 50.1561708, 23.1228284 50.1560353, 23.1228583 50.1560014, 23.1229024 50.155939)",
363074860,,,Nowa,residential,,False,False,108.123,"LINESTRING (23.1153417 50.1549664, 23.1164878 50.154329)",
363074860,,,Nowa,residential,,False,True,135.707,"LINESTRING (23.1153417 50.1549664, 23.1138931 50.1557589)",
173836419,,,Bolesława Chrobrego,living_street,,False,True,146.674,"LINESTRING (23.1153417 50.1549664, 23.1155501 50.1551771, 23.1157799 50.1553519, 23.1169382 50.1557477)",
175716448,,,Wojska Polskiego,residential,,False,False,54.196,"LINESTRING (23.1153417 50.1549664, 23.1152786 50.1549239, 23.1151682 50.1548497, 23.114697 50.1547261)",
175716413,,,Władysława Jagiełły,living_street,,False,False,270.57399999999996,"LINESTRING (23.1168261 50.1578214, 23.1168666 50.1577955, 23.1169838 50.1577205, 23.1170181 50.1577, 23.1178513 50.1572185, 23.1185475 50.1568391, 23.1190281 50.1565193, 23.1192564 50.1563197, 23.1193962 50.1560707)",
231278603,,,Generała Józefa Kustronia,residential,,False,True,73.90700000000001,"LINESTRING (23.1168261 50.1578214, 23.1167027 50.1578882, 23.1160461 50.1582596)",
242166811,,,Osiedle Jagiellonów,residential,40,False,False,170.07100000000003,"LINESTRING (23.1168261 50.1578214, 23.1158363 50.1571442, 23.1152121 50.1566946)",
"[242166810, 1209334974]",1,,Marii Konopnickiej,residential,30,False,True,107.50400000000002,"LINESTRING (23.1168261 50.1578214, 23.1169706 50.1578915, 23.1176809 50.1582216, 23.1178649 50.1582686, 23.118114 50.158294)",6
130573152,,,Legionów,residential,,True,False,48.976,"LINESTRING (23.1217252 50.156612, 23.1217902 50.1566283, 23.1222191 50.1567431, 23.1223586 50.1567831)",
41663228,,,,residential,,False,False,25.798000000000002,"LINESTRING (23.118114 50.158294, 23.1180693 50.1583498, 23.1180312 50.15839, 23.1179043 50.1584813)",
"[242166810, 1209334974]",1,,Marii Konopnickiej,residential,30,False,False,107.504,"LINESTRING (23.118114 50.158294, 23.1178649 50.1582686, 23.1176809 50.1582216, 23.1169706 50.1578915, 23.1168261 50.1578214)",6
"[197873441, 242166810]","['1', '2']",,Marii Konopnickiej,residential,30,False,True,159.988,"LINESTRING (23.118114 50.158294, 23.1182999 50.158296, 23.1184299 50.1582959, 23.1200604 50.1583185, 23.1201386 50.1583196, 23.1202038 50.1583206, 23.1202661 50.1583313, 23.1203417 50.1583638)",6
175867629,,,Rynek,residential,,False,True,23.375,"LINESTRING (23.1224781 50.1581372, 23.122628 50.1579502)",
41644248,,,Adama Mickiewicza,residential,,False,False,90.65899999999999,"LINESTRING (23.1224781 50.1581372, 23.1224111 50.1582231, 23.122298 50.1583533, 23.1220704 50.1586426, 23.1219883 50.1587806, 23.1219403 50.1588743)",
41664983,,,Rynek,residential,,True,False,15.977,"LINESTRING (23.1233754 50.1570765, 23.1235369 50.1569768)",
