osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width,bridge,junction
1261404777,3,Ignacego Daszyńskiego,primary,False,False,65.193,"LINESTRING (21.0862258 52.703263, 21.085863 52.7029598, 21.0857428 52.7028593, 21.0856627 52.7027863)",61;618,50,8,,
39713104,,Zakolejowa,living_street,True,False,134.094,"LINESTRING (21.0809698 52.7018667, 21.080956 52.7016961, 21.0809739 52.7016596, 21.0810379 52.7016453, 21.0824956 52.7016482, 21.0825719 52.7016491, 21.082615 52.7016505)",,,,,
397866915,,Tadeusza Kościuszki,primary,False,False,67.404,"LINESTRING (21.0836869 52.7088658, 21.0836712 52.7094719)",61,50,,,
206654002,,Wygon I,residential,False,False,120.909,"LINESTRING (21.0836869 52.7088658, 21.0838232 52.7088675, 21.0842951 52.7088911, 21.085099 52.7089135, 21.0854787 52.7089247)",,,,,
397866915,,Tadeusza Kościuszki,primary,False,True,96.38799999999999,"LINESTRING (21.0836869 52.7088658, 21.0837084 52.7081779, 21.0837111 52.7080056, 21.0837112 52.7079991)",61,50,,,
178243531,,Aleja Wojska Polskiego,secondary,False,False,146.375,"LINESTRING (21.0827493 52.707657, 21.0818275 52.7079278, 21.0812111 52.7081102, 21.0810049 52.7081717, 21.0807963 52.7082338)",618,,,,
178243641,,Aleja Wojska Polskiego,secondary,True,False,49.195,"LINESTRING (21.0827493 52.707657, 21.0828888 52.7075985, 21.0830602 52.7075517, 21.0832649 52.7075037, 21.0833672 52.7074783, 21.0834065 52.7074685)",618,,,,
39718563,,Aleja Tysiąclecia,tertiary,False,False,13.822,"LINESTRING (21.0768356 52.7066909, 21.076748 52.7065785)",,,,,
39716830,,13 Pułku Piechoty,living_street,False,False,69.32700000000001,"LINESTRING (21.0768356 52.7066909, 21.0769883 52.706682, 21.0778047 52.7066459, 21.0778505 52.7066253)",,,,,
39718563,,Aleja Tysiąclecia,tertiary,False,True,60.498000000000005,"LINESTRING (21.0768356 52.7066909, 21.0769737 52.7068687, 21.0772179 52.7071832)",,,,,
39722048,,New Britain,residential,False,True,135.56099999999998,"LINESTRING (21.0824397 52.7059794, 21.0824802 52.7059836, 21.0829159 52.7061137, 21.0829461 52.7061184, 21.0830529 52.7061185, 21.0831971 52.7061157, 21.083229 52.706115, 21.083533 52.7061079, 21.0842708 52.7060906, 21.0843968 52.7061059)",,,,,
465739218,,New Britain,residential,True,False,108.11699999999999,"LINESTRING (21.0824397 52.7059794, 21.0818596 52.7059985, 21.0816546 52.7060054, 21.0809402 52.706028, 21.0808374 52.7060327)",,,,,
39718563,,Aleja Tysiąclecia,tertiary,False,False,209.924,"LINESTRING (21.0785583 52.7088874, 21.0784906 52.7087995, 21.0782825 52.708521, 21.0781135 52.7083049, 21.0773694 52.707373, 21.0772179 52.7071832)",,,,,
1213276417,,Aleja Wojska Polskiego,secondary,False,True,141.992,"LINESTRING (21.0785583 52.7088874, 21.0787471 52.7088331, 21.0794129 52.7086414, 21.0795332 52.7086071, 21.0798424 52.7085182, 21.0803148 52.7083796, 21.0804601 52.708337)",618,,,,
39716806,,Górna,residential,False,True,68.768,"LINESTRING (21.0802789 52.7019655, 21.0802902 52.702074, 21.0803156 52.7021966, 21.0803776 52.7024793, 21.08039 52.70258)",,,,,
39717434,,,living_street,True,False,47.857,"LINESTRING (21.0802789 52.7019655, 21.0803483 52.7019512, 21.0809698 52.7018667)",,,,,
39717229,,Widok,residential,True,False,41.83,"LINESTRING (21.0826529 52.7019391, 21.082661 52.7020443, 21.0826621 52.7021745, 21.0826577 52.7022657, 21.0826517 52.702315)",,,,,
39721253,,Widok,residential,False,False,32.323,"LINESTRING (21.0826529 52.7019391, 21.0826398 52.7018964, 21.0826225 52.7018402, 21.08261 52.7017566, 21.082615 52.7016505)",,,,,
39716178,,Rafała Krajewskiego,residential,False,True,134.935,"LINESTRING (21.0826655 52.7094845, 21.0826668 52.7093907, 21.0826868 52.7086213, 21.0826874 52.7082711)",,,,,
176873690,,Komisji Edukacji Narodowej,residential,False,False,67.767,"LINESTRING (21.0826655 52.7094845, 21.0835048 52.709474, 21.0836712 52.7094719)",,,,,
176873690,,Komisji Edukacji Narodowej,residential,False,True,138.053,"LINESTRING (21.0826655 52.7094845, 21.0825113 52.7094864, 21.0812801 52.7095017, 21.0806167 52.70951)",,,,,
176873690,,Komisji Edukacji Narodowej,residential,False,False,138.053,"LINESTRING (21.0806167 52.70951, 21.0812801 52.7095017, 21.0825113 52.7094864, 21.0826655 52.7094845)",,,,,
176873690,,Komisji Edukacji Narodowej,residential,False,True,41.401,"LINESTRING (21.0806167 52.70951, 21.080376 52.7095105, 21.0802045 52.7095109, 21.0800024 52.709505)",,,,,
397866915,,Tadeusza Kościuszki,primary,False,True,67.404,"LINESTRING (21.0836712 52.7094719, 21.0836869 52.7088658)",61,50,,,
176873690,,Komisji Edukacji Narodowej,residential,False,True,67.767,"LINESTRING (21.0836712 52.7094719, 21.0835048 52.709474, 21.0826655 52.7094845)",,,,,
367205084,,17 Sierpnia,residential,False,True,56.933,"LINESTRING (21.0803245 52.7038839, 21.0804706 52.7043882)",,,,,
39715334,,17 Sierpnia,residential,False,True,57.241,"LINESTRING (21.0803245 52.7038839, 21.0802519 52.704098, 21.0802257 52.7043403, 21.0802206 52.7043936)",,,,,
367205084,,17 Sierpnia,residential,False,False,29.834,"LINESTRING (21.0803245 52.7038839, 21.0803134 52.7038159, 21.0802683 52.7036178)",,,,,
39721422,,17 Stycznia,residential,False,False,69.284,"LINESTRING (21.0801001 52.7058674, 21.0798701 52.7064747)",,,,,
39718036,,17 Stycznia,residential,False,False,178.296,"LINESTRING (21.0801001 52.7058674, 21.0800921 52.7058432, 21.0800824 52.7058137, 21.0800132 52.7056304, 21.0798815 52.7052963, 21.0797668 52.7047227, 21.0796872 52.704726, 21.0792018 52.7047462, 21.0791925 52.7046826, 21.079189 52.7046503)",,,,,
39721422,,17 Stycznia,residential,False,True,47.995,"LINESTRING (21.0801001 52.7058674, 21.0807454 52.7058579, 21.0808122 52.705856)",,,,,
39717792,,Zaułek,residential,False,False,128.519,"LINESTRING (21.0899567 52.7023198, 21.0899563 52.7022425, 21.0899508 52.701164)",,,,,
39721831,,Stare Miasto,residential,False,True,79.306,"LINESTRING (21.0899567 52.7023198, 21.0894432 52.7024473, 21.0889929 52.7025837, 21.0888881 52.7026174)",,,,,
367205084,,17 Sierpnia,residential,False,True,19.721,"LINESTRING (21.0808122 52.705856, 21.0808374 52.7060327)",,,,,
39721422,,17 Stycznia,residential,False,False,47.995,"LINESTRING (21.0808122 52.705856, 21.0807454 52.7058579, 21.0801001 52.7058674)",,,,,
367205084,,17 Sierpnia,residential,False,False,164.844,"LINESTRING (21.0808122 52.705856, 21.0806654 52.7051488, 21.0804706 52.7043882)",,,,,
39722202,,Romualda Traugutta,residential,False,False,162.63600000000002,"LINESTRING (21.0802683 52.7036178, 21.0799799 52.7036231, 21.0795367 52.7036081, 21.0778587 52.7035435)",,,,,
39722202,,Romualda Traugutta,residential,False,True,411.79900000000004,"LINESTRING (21.0802683 52.7036178, 21.0805397 52.7036155, 21.0808954 52.7036127, 21.0809543 52.7036122, 21.0816827 52.703603, 21.0820333 52.7036044, 21.0824229 52.7036111, 21.0827127 52.7036298, 21.0829353 52.7036526, 21.0832156 52.7036924, 21.0834477 52.7037248, 21.0836121 52.7037403, 21.0838274 52.7037353, 21.0840406 52.7037109, 21.0842986 52.70368, 21.084436 52.7036535, 21.0845734 52.703627, 21.0846819 52.7036004, 21.0848467 52.7035474, 21.0850893 52.7034743, 21.0854436 52.7034053, 21.0859367 52.7033159, 21.0861411 52.7032788, 21.0862258 52.703263)",,,,,
367205084,,17 Sierpnia,residential,False,False,115.70199999999998,"LINESTRING (21.0802683 52.7036178, 21.0802894 52.7034497, 21.0803204 52.7031874, 21.0803534 52.7029082, 21.0803644 52.7028323, 21.0803752 52.7027577, 21.0803838 52.7026987, 21.08039 52.70258)",,,,,
367205084,,17 Sierpnia,residential,False,True,29.834,"LINESTRING (21.0802683 52.7036178, 21.0803134 52.7038159, 21.0803245 52.7038839)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,False,60.467,"LINESTRING (21.0795192 52.7027105, 21.0796427 52.7026971, 21.0797586 52.7026792, 21.0799127 52.7026535, 21.0800951 52.7026236, 21.08039 52.70258)",,,,,
1213519929,,Adama Mickiewicza,tertiary,False,True,150.086,"LINESTRING (21.0795192 52.7027105, 21.0793979 52.7027209, 21.079266 52.7027272, 21.0790783 52.702733, 21.0785382 52.7027357, 21.0783699 52.7027391, 21.0781888 52.7027423, 21.0776323 52.7027535, 21.0772944 52.7027631)",,,,,
39716364,,Panny Marii,residential,False,False,191.373,"LINESTRING (21.0888881 52.7026174, 21.0888892 52.7025627, 21.0888875 52.7024973, 21.0888759 52.7020449, 21.0888356 52.7010719, 21.0888267 52.7008968)",,,,,
39716364,,Panny Marii,residential,False,True,87.42099999999999,"LINESTRING (21.0888881 52.7026174, 21.0889165 52.70266, 21.0893815 52.7032862, 21.0894176 52.7033351)",,,,,
39721831,,Stare Miasto,residential,False,False,79.306,"LINESTRING (21.0888881 52.7026174, 21.0889929 52.7025837, 21.0894432 52.7024473, 21.0899567 52.7023198)",,,,,
39721831,,Stare Miasto,residential,False,True,101.548,"LINESTRING (21.0888881 52.7026174, 21.0888054 52.7026591, 21.0877301 52.7032019)",,,,,
39718563,,Aleja Tysiąclecia,tertiary,False,True,13.822,"LINESTRING (21.076748 52.7065785, 21.0768356 52.7066909)",,,,,
39716830,,13 Pułku Piechoty,living_street,False,True,137.338,"LINESTRING (21.0771847 52.7057335, 21.0775027 52.7057264, 21.0776708 52.7057237, 21.0777328 52.705737, 21.0777735 52.7057643, 21.0777799 52.7058025, 21.0778157 52.7060996, 21.0778598 52.7065618, 21.077863 52.7065958, 21.0778505 52.7066253)",,,,,
39722649,,Podchorążych,living_street,False,False,79.97,"LINESTRING (21.0771847 52.7057335, 21.0771746 52.7056631, 21.0771078 52.7051101, 21.076953 52.7051169)",,,,,
39714776,,Kotlarska,residential,True,False,113.907,"LINESTRING (21.0887883 52.7051081, 21.0888379 52.705063, 21.0888785 52.7050311, 21.0889279 52.7050013, 21.0897332 52.7045912, 21.0898913 52.7045084, 21.0900462 52.7044279)",,,,,
286314178,,Świętojańska,residential,False,False,85.94500000000001,"LINESTRING (21.0887883 52.7051081, 21.0894425 52.7055862, 21.0896025 52.7057031)",,,,,
286314178,,Świętojańska,residential,False,True,68.935,"LINESTRING (21.0887883 52.7051081, 21.0886112 52.70498, 21.0882942 52.7047506, 21.0882405 52.7047117, 21.0881272 52.704635)",,,,,
745892864,,,residential,False,True,60.478,"LINESTRING (21.0887883 52.7051081, 21.0887245 52.7051662, 21.0882827 52.7055575)",,,,,
39718150,2,Nowy Rynek,residential,False,False,72.238,"LINESTRING (21.0877554 52.7009131, 21.0885653 52.7009055, 21.0887171 52.7009041, 21.0888267 52.7008968)",,,,,
"[1213276421, 39718150]",2,Nowy Rynek,residential,False,True,153.964,"LINESTRING (21.0877554 52.7009131, 21.0877349 52.7009125, 21.0875378 52.700924, 21.0873866 52.7009487, 21.0872377 52.7009728, 21.0870578 52.7009882, 21.0869173 52.7009909, 21.0867616 52.7009919, 21.0858772 52.700997, 21.0856853 52.7009971, 21.0856307 52.7009974, 21.0854839 52.7009978)",,,,,
285629385,,Reformacka,residential,False,True,149.49699999999999,"LINESTRING (21.0877554 52.7009131, 21.0877559 52.701001, 21.0877562 52.7010689, 21.0877669 52.701458, 21.0877683 52.7015069, 21.0877642 52.7015678, 21.0877374 52.7016227, 21.0877009 52.7016589, 21.0876441 52.7017131, 21.087591 52.7017738, 21.0875489 52.7018264, 21.0875246 52.7018789, 21.0875083 52.7019217, 21.0875006 52.7019876, 21.0875191 52.7021893, 21.0875192 52.7022214)",,,,,
39716364,,Panny Marii,residential,False,False,87.42099999999999,"LINESTRING (21.0894176 52.7033351, 21.0893815 52.7032862, 21.0889165 52.70266, 21.0888881 52.7026174)",,,,,
39718453,,Nadwodna,residential,False,False,164.491,"LINESTRING (21.0894176 52.7033351, 21.0893474 52.7033586, 21.0892696 52.7033911, 21.0891624 52.7034399, 21.0890604 52.7034968, 21.0888888 52.703604, 21.0887738 52.7036863, 21.0883588 52.7039829, 21.08831 52.7040177, 21.0879921 52.7042444, 21.0878365 52.7043638, 21.0877653 52.7044149)",,,,,
39717792,,Zaułek,residential,False,False,36.643,"LINESTRING (21.0899508 52.701164, 21.0899475 52.7010613, 21.0899444 52.7009675, 21.0899306 52.7008934, 21.0898863 52.7008415)",,,,,
39717792,,Zaułek,residential,False,True,128.519,"LINESTRING (21.0899508 52.701164, 21.0899563 52.7022425, 21.0899567 52.7023198)",,,,,
39718267,,Rynek,residential,True,False,69.799,"LINESTRING (21.0890012 52.7070943, 21.0896933 52.7066272)",,,,,
39713232,,Benedyktyńska,residential,False,True,62.41,"LINESTRING (21.0890012 52.7070943, 21.0888503 52.7070618, 21.0884905 52.7069715, 21.0882748 52.7069161, 21.0881454 52.70688)",,,,,
39721831,,Stare Miasto,residential,False,False,101.548,"LINESTRING (21.0877301 52.7032019, 21.0888054 52.7026591, 21.0888881 52.7026174)",,,,,
39721831,,Stare Miasto,residential,False,True,68.484,"LINESTRING (21.0877301 52.7032019, 21.0876073 52.703263, 21.0869553 52.7036005)",,,,,
39714702,,,living_street,False,False,35.561,"LINESTRING (21.0778505 52.7066253, 21.0780348 52.7066933, 21.0780747 52.7067068, 21.0783408 52.7067)",,,,,
39716830,,13 Pułku Piechoty,living_street,False,False,137.338,"LINESTRING (21.0778505 52.7066253, 21.077863 52.7065958, 21.0778598 52.7065618, 21.0778157 52.7060996, 21.0777799 52.7058025, 21.0777735 52.7057643, 21.0777328 52.705737, 21.0776708 52.7057237, 21.0775027 52.7057264, 21.0771847 52.7057335)",,,,,
39716830,,13 Pułku Piechoty,living_street,False,True,69.327,"LINESTRING (21.0778505 52.7066253, 21.0778047 52.7066459, 21.0769883 52.706682, 21.0768356 52.7066909)",,,,,
39718453,,Nadwodna,residential,False,True,164.49099999999999,"LINESTRING (21.0877653 52.7044149, 21.0878365 52.7043638, 21.0879921 52.7042444, 21.08831 52.7040177, 21.0883588 52.7039829, 21.0887738 52.7036863, 21.0888888 52.703604, 21.0890604 52.7034968, 21.0891624 52.7034399, 21.0892696 52.7033911, 21.0893474 52.7033586, 21.0894176 52.7033351)",,,,,
"[745892859, 745892860, 285486974]",,"['Most Świętojański', 'Świętojańska']",residential,False,False,34.551,"LINESTRING (21.0877653 52.7044149, 21.087809 52.70444, 21.0880828 52.7046067, 21.0881272 52.704635)",,,,yes,
285490663,,Plac Teatralny,residential,True,False,43.013999999999996,"LINESTRING (21.0877653 52.7044149, 21.0875965 52.7043556, 21.087344 52.7042229, 21.0873071 52.7042022, 21.0872654 52.7041771)",,,,,
"[1213276421, 39718150]",2,Nowy Rynek,residential,False,False,153.96400000000003,"LINESTRING (21.0854839 52.7009978, 21.0856307 52.7009974, 21.0856853 52.7009971, 21.0858772 52.700997, 21.0867616 52.7009919, 21.0869173 52.7009909, 21.0870578 52.7009882, 21.0872377 52.7009728, 21.0873866 52.7009487, 21.0875378 52.700924, 21.0877349 52.7009125, 21.0877554 52.7009131)",,,,,
"[1261404778, 1261404779, 1213276420, 1261404781]","['4', '3']",Ignacego Daszyńskiego,primary,False,True,166.017,"LINESTRING (21.0854839 52.7009978, 21.0854819 52.7015436, 21.085484 52.7017026, 21.0854846 52.701747, 21.085485 52.7018132, 21.0855047 52.7022324, 21.0855325 52.7024901)",61;618,50,8,,
39714353,,Kotlarska,residential,False,False,100.94,"LINESTRING (21.0900462 52.7044279, 21.090197 52.7043495, 21.0904032 52.7042513, 21.090535 52.7041907, 21.0906606 52.7041366, 21.0907871 52.7040922, 21.0909053 52.70406, 21.0910475 52.7040336, 21.0912791 52.7040042, 21.0913347 52.7039982)",,,,,
39718384,,Aleja Polonii,residential,False,False,62.292,"LINESTRING (21.0900462 52.7044279, 21.0901501 52.7044932, 21.0906834 52.7048338)",,,,,
39718384,,Aleja Polonii,residential,False,True,85.062,"LINESTRING (21.0900462 52.7044279, 21.0899396 52.7043597, 21.0898513 52.7043026, 21.0891819 52.7038703)",,,,,
39717157,,Franciszka Żwirki i Stanisława Wigury,residential,False,False,211.211,"LINESTRING (21.0843968 52.7061059, 21.0844421 52.7060204, 21.0844667 52.7058606, 21.0845043 52.7052868, 21.0845063 52.70518, 21.0844905 52.705029, 21.0844353 52.7049108, 21.0842089 52.704442, 21.0841853 52.7043815, 21.0841898 52.7043188, 21.0842128 52.7042781, 21.0842439 52.7042456)",,,,,
39717157,,Franciszka Żwirki i Stanisława Wigury,residential,False,True,161.029,"LINESTRING (21.0843968 52.7061059, 21.084317 52.7062052, 21.0842345 52.7062745, 21.0841793 52.7063217, 21.08395 52.70651, 21.0837079 52.7067419, 21.0835889 52.7068848, 21.0835235 52.7069881, 21.0834628 52.7070998, 21.0834348 52.7071876, 21.0834254 52.707271, 21.0834371 52.7073206, 21.0834507 52.7073527, 21.0834669 52.7073709, 21.0834832 52.7073892)",,,,,
39722048,,New Britain,residential,False,False,135.561,"LINESTRING (21.0843968 52.7061059, 21.0842708 52.7060906, 21.083533 52.7061079, 21.083229 52.706115, 21.0831971 52.7061157, 21.0830529 52.7061185, 21.0829461 52.7061184, 21.0829159 52.7061137, 21.0824802 52.7059836, 21.0824397 52.7059794)",,,,,
39713232,,Benedyktyńska,residential,False,False,62.410000000000004,"LINESTRING (21.0881454 52.70688, 21.0882748 52.7069161, 21.0884905 52.7069715, 21.0888503 52.7070618, 21.0890012 52.7070943)",,,,,
39713232,,Benedyktyńska,residential,False,True,96.692,"LINESTRING (21.0881454 52.70688, 21.0879997 52.7068412, 21.0868635 52.7065712, 21.0868442 52.7065661, 21.0868126 52.7065577)",,,,,
39717237,,Marii Konopnickiej,residential,True,False,229.75500000000005,"LINESTRING (21.0881454 52.70688, 21.0881084 52.7069312, 21.0879036 52.7072783, 21.0878863 52.7073045, 21.0877653 52.707494, 21.0877685 52.7075557, 21.0877838 52.7075788, 21.0877935 52.7075934, 21.0878018 52.7076059, 21.0878887 52.7076406, 21.0881517 52.7077156, 21.0885261 52.707802, 21.0886172 52.7078107, 21.0886983 52.707809, 21.088805 52.7077903, 21.0888957 52.707757, 21.0894269 52.7073971, 21.0895251 52.7073254)",,,,,
39716309,,Stanisława Staszica,residential,False,True,110.816,"LINESTRING (21.0891819 52.7038703, 21.0890828 52.7039416, 21.0882417 52.7045539, 21.0881272 52.704635)",,,,,
39718384,,Aleja Polonii,residential,False,False,85.06199999999998,"LINESTRING (21.0891819 52.7038703, 21.0898513 52.7043026, 21.0899396 52.7043597, 21.0900462 52.7044279)",,,,,
39718384,,Aleja Polonii,residential,False,True,62.292,"LINESTRING (21.0906834 52.7048338, 21.0901501 52.7044932, 21.0900462 52.7044279)",,,,,
39721389,1,Piotra Skargi,residential,True,False,121.153,"LINESTRING (21.0906834 52.7048338, 21.0905425 52.7049367, 21.0903949 52.705048, 21.0900987 52.705273, 21.0897293 52.7055787, 21.0896692 52.7056443, 21.0896025 52.7057031)",,,,,
39722087,,Rynek,residential,True,False,43.66,"LINESTRING (21.0895251 52.7073254, 21.0890012 52.7070943)",,,,,
738120303,,Kombatantów,residential,False,False,16.855,"LINESTRING (21.0802206 52.7043936, 21.0804706 52.7043882)",,,,,
39715334,,17 Sierpnia,residential,False,False,57.241,"LINESTRING (21.0802206 52.7043936, 21.0802257 52.7043403, 21.0802519 52.704098, 21.0803245 52.7038839)",,,,,
39721793,,Kombatantów,residential,False,True,261.623,"LINESTRING (21.0802206 52.7043936, 21.0800647 52.7043993, 21.0791657 52.7044306, 21.0783898 52.7044585, 21.078212 52.7044651, 21.0778773 52.7044734, 21.0778745 52.704447, 21.0778466 52.7041247, 21.0778448 52.7040942, 21.077841 52.7040315, 21.07784 52.70383, 21.0778547 52.7036052, 21.0778587 52.7035435)",,,,,
39716806,,Górna,residential,False,False,68.768,"LINESTRING (21.08039 52.70258, 21.0803776 52.7024793, 21.0803156 52.7021966, 21.0802902 52.702074, 21.0802789 52.7019655)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,False,50.155,"LINESTRING (21.08039 52.70258, 21.0805948 52.7025502, 21.0811128 52.7024722)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,True,60.467,"LINESTRING (21.08039 52.70258, 21.0800951 52.7026236, 21.0799127 52.7026535, 21.0797586 52.7026792, 21.0796427 52.7026971, 21.0795192 52.7027105)",,,,,
367205084,,17 Sierpnia,residential,False,True,115.702,"LINESTRING (21.08039 52.70258, 21.0803838 52.7026987, 21.0803752 52.7027577, 21.0803644 52.7028323, 21.0803534 52.7029082, 21.0803204 52.7031874, 21.0802894 52.7034497, 21.0802683 52.7036178)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,False,173.738,"LINESTRING (21.0826517 52.702315, 21.0827338 52.7023195, 21.0828562 52.7023325, 21.0832424 52.7023886, 21.0839178 52.7024969, 21.0847164 52.7026161, 21.08516 52.7026734)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,True,105.411,"LINESTRING (21.0826517 52.702315, 21.0824984 52.7023134, 21.0823586 52.7023232, 21.0821418 52.7023413, 21.0820358 52.7023519, 21.0813396 52.7024426, 21.0811128 52.7024722)",,,,,
39713104,,Zakolejowa,living_street,True,False,68.01400000000001,"LINESTRING (21.0811128 52.7024722, 21.0810937 52.7023932, 21.0809698 52.7018667)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,False,105.411,"LINESTRING (21.0811128 52.7024722, 21.0813396 52.7024426, 21.0820358 52.7023519, 21.0821418 52.7023413, 21.0823586 52.7023232, 21.0824984 52.7023134, 21.0826517 52.702315)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,True,50.155,"LINESTRING (21.0811128 52.7024722, 21.0805948 52.7025502, 21.08039 52.70258)",,,,,
39722783,,Romualda Traugutta,residential,False,False,37.671,"LINESTRING (21.0778587 52.7035435, 21.0773002 52.7035277)",,,,,
39721793,,Kombatantów,residential,False,False,261.623,"LINESTRING (21.0778587 52.7035435, 21.0778547 52.7036052, 21.07784 52.70383, 21.077841 52.7040315, 21.0778448 52.7040942, 21.0778466 52.7041247, 21.0778745 52.704447, 21.0778773 52.7044734, 21.078212 52.7044651, 21.0783898 52.7044585, 21.0791657 52.7044306, 21.0800647 52.7043993, 21.0802206 52.7043936)",,,,,
39722202,,Romualda Traugutta,residential,False,True,162.636,"LINESTRING (21.0778587 52.7035435, 21.0795367 52.7036081, 21.0799799 52.7036231, 21.0802683 52.7036178)",,,,,
39721253,,Widok,residential,False,True,32.323,"LINESTRING (21.082615 52.7016505, 21.08261 52.7017566, 21.0826225 52.7018402, 21.0826398 52.7018964, 21.0826529 52.7019391)",,,,,
39718647,,Adama Mickiewicza,tertiary,False,True,173.73800000000003,"LINESTRING (21.08516 52.7026734, 21.0847164 52.7026161, 21.0839178 52.7024969, 21.0832424 52.7023886, 21.0828562 52.7023325, 21.0827338 52.7023195, 21.0826517 52.702315)",,,,,
285477081,,,tertiary,True,False,15.093,"LINESTRING (21.08516 52.7026734, 21.0852633 52.7026584, 21.0853765 52.7026387)",,,,,
39714702,,,living_street,False,True,35.561,"LINESTRING (21.0783408 52.7067, 21.0780747 52.7067068, 21.0780348 52.7066933, 21.0778505 52.7066253)",,,,,
39716178,,Rafała Krajewskiego,residential,False,False,134.935,"LINESTRING (21.0826874 52.7082711, 21.0826868 52.7086213, 21.0826668 52.7093907, 21.0826655 52.7094845)",,,,,
39721422,,17 Stycznia,residential,False,True,69.284,"LINESTRING (21.0798701 52.7064747, 21.0801001 52.7058674)",,,,,
39722649,,Podchorążych,living_street,False,True,79.97,"LINESTRING (21.076953 52.7051169, 21.0771078 52.7051101, 21.0771746 52.7056631, 21.0771847 52.7057335)",,,,,
1214332715,,Benedyktyńska,residential,False,True,7.183,"LINESTRING (21.0853509 52.7062174, 21.0852542 52.7061902)",,,,,
177385484,1,3 Maja,primary,True,False,168.373,"LINESTRING (21.0853509 52.7062174, 21.084773 52.7067102, 21.0844456 52.7070115, 21.0841554 52.7072474, 21.0839943 52.7073696, 21.083907 52.7074258, 21.0838867 52.707443)",61;618,50,,,
"[39717403, 1270855463, 1225406207]",,"['Baltazara', 'Benedyktyńska']",residential,False,"[False, True]",326.936,"LINESTRING (21.0853509 52.7062174, 21.0854873 52.7062524, 21.0858875 52.7063517, 21.0858839 52.7064018, 21.0858383 52.706769, 21.0857958 52.7072086, 21.0857155 52.7078943, 21.0856901 52.708198, 21.0856652 52.7082995, 21.0856495 52.7083486, 21.0855605 52.708602, 21.0854787 52.7089247)",,,,,
176873690,,Komisji Edukacji Narodowej,residential,False,False,41.401,"LINESTRING (21.0800024 52.709505, 21.0802045 52.7095109, 21.080376 52.7095105, 21.0806167 52.70951)",,,,,
