osmid,ref,highway,oneway,reversed,length,geometry,name,junction
127070208,144,tertiary,False,False,349.525,"LINESTRING (46.17003 38.6877916, 46.1697247 38.6877571, 46.169 38.6871851, 46.1688234 38.6871332, 46.1685976 38.6871842, 46.1684745 38.6873047, 46.1679035 38.6888551)",,
346478675,,tertiary,False,True,444.54400000000004,"LINESTRING (46.17003 38.6877916, 46.1700112 38.6873216, 46.1697156 38.6859607, 46.1695013 38.6852129, 46.1692372 38.6846834, 46.1690271 38.6843039, 46.1687813 38.6839536)",,
440253500,144,tertiary_link,True,False,89.368,"LINESTRING (46.17003 38.6877916, 46.1703468 38.6877244, 46.1705337 38.6876403, 46.1708984 38.68739)",,
819739447,,residential,False,False,201.49399999999997,"LINESTRING (46.17003 38.6877916, 46.1699924 38.6886476, 46.1702753 38.6888957, 46.1710731 38.6888659)",,
127070208,144,tertiary,False,False,7.105,"LINESTRING (46.1679035 38.6888551, 46.1678822 38.6889168)",,
210411882,,residential,False,False,95.359,"LINESTRING (46.1679035 38.6888551, 46.1684803 38.689585)",,
127070208,144,tertiary,False,True,349.525,"LINESTRING (46.1679035 38.6888551, 46.1684745 38.6873047, 46.1685976 38.6871842, 46.1688234 38.6871332, 46.169 38.6871851, 46.1697247 38.6877571, 46.17003 38.6877916)",,
346478587,144,primary,False,True,24.13,"LINESTRING (46.1710066 38.6875899, 46.1708984 38.68739)",,
440253499,,primary,False,False,50.891,"LINESTRING (46.1710066 38.6875899, 46.1711502 38.6877956, 46.1712946 38.6879885)",,
440253501,144,tertiary_link,True,False,89.77199999999999,"LINESTRING (46.1710066 38.6875899, 46.1706822 38.6877204, 46.1703532 38.6878035, 46.17003 38.6877916)",,
210411884,,residential,False,True,7.788,"LINESTRING (46.1667392 38.6884793, 46.1666617 38.6885146)",,
210411899,,residential,True,False,119.08800000000001,"LINESTRING (46.1667392 38.6884793, 46.1673526 38.6892328, 46.1674733 38.6893841)",,
210411884,,residential,False,False,7.788,"LINESTRING (46.1666617 38.6885146, 46.1667392 38.6884793)",,
210411900,,residential,True,False,43.845,"LINESTRING (46.1666617 38.6885146, 46.1665536 38.6883899, 46.1663742 38.6881904)",,
127070208,144,tertiary,False,True,7.105,"LINESTRING (46.1678822 38.6889168, 46.1679035 38.6888551)",,
210411891,144,tertiary,True,False,72.126,"LINESTRING (46.1678822 38.6889168, 46.1677712 38.6891809, 46.1676788 38.689401, 46.1675885 38.6895209)",,
210411890,144,tertiary,True,False,61.802,"LINESTRING (46.1675069 38.6893865, 46.1675602 38.6893481, 46.1678822 38.6889168)",,
210411902,,tertiary,True,False,18.086,"LINESTRING (46.1675069 38.6893865, 46.1675636 38.6894178, 46.1675933 38.6894668, 46.1675885 38.6895209)",میدان شهرداری,roundabout
